Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/8106,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01
24,05:45-06:00,6.66,67.99,6.66,13.33,13.33,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7.01,26.29,8.76,0,272.57,0,8.76,5.06,2.55,2.76,28.26,30.57,91.71,70.29,0,0,26.29,0,26.29,2.78,0,184.22,0

25,06:00-06:15,6.66,67.99,6.66,13.33,13.33,8.63,0,3,0,6.67,0,0,7.8,20,0,0,1,0,0,7.01,26.29,8.76,0,272.57,13.54,8.76,5.06,2.55,2.76,27.25,0,0,70.29,0,13.54,26.29,0,26.29,2.78,0,184.22,0

26,06:15-06:30,6.66,67.99,6.66,13.33,13.33,18.35,1,9,0,6.67,0,1,16.7,20,0,0,2,0.67,0,7.01,26.29,8.76,0,272.57,13.54,8.76,5.06,2.55,2.76,27.25,0,0,70.29,0,13.54,26.29,0,26.29,2.78,0,184.22,0

27,06:30-06:45,6.66,67.99,6.66,13.33,13.33,26.7,3,12,2,6.67,0.47,4,26.7,20,1,0.09,5,5.3,0,7.01,26.29,8.76,0,272.57,7.98,8.76,5.06,2.55,2.76,26.24,0,0,70.29,0.38,7.98,26.29,0.37,26.29,2.78,0.37,184.22,0

28,06:45-07:00,6.66,67.99,6.66,13.33,13.33,27.45,4,15,3,6.67,1.66,7,27.45,20,3,0.33,8,12.51,2,7.01,26.29,8.76,0,272.57,7.98,8.76,5.06,2.55,2.76,26.24,0,0,70.29,0.69,7.98,26.29,0.67,26.29,2.78,0.67,184.22,0

29,07:00-07:15,6.66,67.99,6.66,13.33,13.33,26.2,5,18,7,6.67,8.29,14,26.2,20,6,1.66,10,19.63,5,7.01,26.29,8.76,0,272.57,5.48,8.76,5.06,2.55,2.76,26.24,0,0,70.29,1.25,5.48,26.29,1.22,26.29,2.78,1.22,184.22,0

30,07:15-07:30,6.66,67.99,6.66,13.33,13.33,25.2,7,25,10,6.67,18.97,25,25.2,20,10,3.79,15,27.5,7,7.01,26.29,8.76,0,272.57,5.48,8.76,5.06,2.55,2.76,26.24,0,0,70.29,2.26,5.48,26.29,2.21,26.29,2.78,2.21,184.22,0

31,07:30-07:45,6.66,67.99,6.66,13.33,13.33,27.03,9,27.04,13,6.67,33.81,39,27.03,20,16,6.76,18,37.05,8,7.01,26.29,8.76,0,272.57,7.98,8.76,5.06,2.55,2.76,26.24,0,0,70.29,3.08,7.98,26.29,3.01,26.29,2.78,3.01,184.22,0

32,07:45-08:00,6.66,67.99,6.66,13.33,13.33,27.7,12,27.7,19,6.67,50.83,53,27.7,20,22,10.17,25,47.58,11,7.01,26.29,8.76,0,272.57,11.71,8.76,5.06,2.55,2.76,26.24,0,0,70.29,3.9,11.71,26.29,3.8,26.29,2.78,3.8,184.22,0

33,08:00-08:15,6.66,67.99,6.66,13.33,13.33,28.37,15,28.36,23,6.67,69.75,60,28.37,20,25,13.95,32,58.3,16,7.01,26.29,8.76,0,272.57,24.37,8.76,5.06,2.55,2.76,26.24,0,0,70.29,4.88,24.37,26.29,4.77,26.29,2.78,4.77,184.22,0

34,08:15-08:30,6.66,67.99,6.66,13.33,13.33,29.87,19,29.86,30,6.67,89.66,74,29.87,20,31,17.93,39,68.5,20,7.01,26.29,8.76,0,272.57,24.37,8.76,5.06,2.55,2.76,25.24,0,0,70.29,5.86,24.37,26.29,5.72,26.29,2.78,5.72,184.22,0

35,08:30-08:45,6.66,67.99,6.66,13.33,13.33,30.9,22,30.9,39,6.67,109.05,88,30.9,20,37,21.81,46,77.9,24,7.01,26.29,8.76,0,272.57,26.91,8.76,5.06,2.55,2.76,25.24,0,0,70.29,6.85,26.91,26.29,6.68,26.29,2.78,6.68,184.22,0

36,08:45-09:00,6.66,67.99,6.66,13.33,13.33,31.57,25,31.56,46,6.67,128,102,31.57,20,43,25.6,53,86.77,27,7.01,26.29,8.76,0,231.36,26.91,8.76,5.06,2.55,2.76,25.24,0,0,70.29,7.82,26.91,26.29,7.63,26.29,2.78,7.63,184.22,0

37,09:00-09:15,6.66,57.47,6.66,13.33,13.33,32.07,26,32.06,52,6.67,146.23,116,32.07,20,49,29.25,54,95.23,28,7.01,26.29,8.76,0,192.8,26.91,8.76,5.06,2.55,2.68,25.24,0,0,70.29,8.69,26.91,26.29,8.48,26.29,2.78,8.48,170.28,0

38,09:15-09:30,6.66,57.47,6.66,13.33,13.33,32.33,29,32.34,59,6.67,163.46,130,32.33,20,55,32.69,61,103.02,31,7.01,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,25.24,0,0,70.29,9.6,26.91,26.29,9.36,26.29,2.78,9.36,170.28,0

39,09:30-09:45,6.66,57.47,6.66,13.33,13.33,32.5,32,32.5,65,6.67,179.62,144,32.5,20,61,35.92,67,110,33,7.01,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,25.24,0,0,70.29,10.51,26.91,26.29,10.26,26.29,2.78,10.26,170.28,0

40,09:45-10:00,6.66,57.47,6.66,13.33,13.33,32.5,34,32.5,70,6.67,194.19,154,32.5,20,66,38.84,72,116.27,35,7.01,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,25.24,0,0,70.29,11.62,26.91,26.29,11.34,26.29,2.78,11.34,170.28,0

41,10:00-10:15,6.66,57.47,6.66,13.33,13.33,32.5,37,32.5,73,6.67,200.68,165,32.5,20,70,40.13,76,121.47,38,7,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,24.73,0,0,70.29,12.27,26.91,26.29,11.98,26.29,2.78,11.98,170.28,0

42,10:15-10:30,6.66,57.47,6.66,13.33,13.33,32.5,38,32.5,77,6.67,211.53,172,32.5,20,73,42.3,81,125.57,40,7,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,24.73,0,0,70.29,12.63,26.91,26.29,12.33,26.29,2.78,12.33,185.7,0

43,10:30-10:45,6.66,57.47,6.66,13.33,13.33,32.67,40,32.66,83,6.67,219.47,179,32.67,20,76,43.89,83,129.13,41,7,26.29,8.76,0,149.91,26.91,8.76,5.06,2.55,2.68,24.73,0,0,70.29,13.29,26.91,26.29,12.97,26.29,2.78,12.97,185.7,0

44,10:45-11:00,6.66,57.47,6.66,13.33,13.33,32.83,41,32.84,85,6.67,220.83,186,32.83,20,79,44.17,87,132.05,42,7,26.29,8.76,0,192.8,26.91,8.76,5.06,2.55,2.68,24.73,0,0,70.29,13.96,26.91,26.29,13.62,26.29,2.78,13.62,195.34,0

45,11:00-11:15,6.66,67.99,6.66,13.33,13.33,32.83,43,32.84,86,6.67,216.67,189,32.83,20,81,43.33,89,134.52,43,7,26.29,8.76,0,192.8,26.91,8.76,5.06,2.63,2.68,24.73,0,0,70.29,14.45,26.91,26.29,14.1,26.29,2.87,14.1,205.86,0

46,11:15-11:30,6.66,67.99,6.66,13.33,13.33,32.83,44,32.84,86,6.67,216.67,191,32.83,20,82,43.33,91,136.51,43,7,26.29,8.76,0,192.8,26.91,8.76,5.06,2.63,2.68,24.73,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

47,11:30-11:45,6.66,67.99,6.66,13.33,13.33,32.83,44,32.84,88,6.67,216.67,195,32.83,20,83,43.33,91,137.71,44,7,26.29,8.76,0,192.8,26.91,8.76,5.06,2.63,2.68,24.73,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

48,11:45-12:00,6.66,67.99,6.66,13.33,13.33,32.83,44,32.84,89,6.67,216.67,195,32.83,20,83,43.33,91,138.21,44,7,26.29,8.76,0,192.8,26.91,8.76,5.06,2.63,2.68,24.73,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

49,12:00-12:15,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,85,5.83,216.67,195,32.83,17.5,83,43.33,91,143.95,44,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.76,25.24,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

50,12:15-12:30,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,85,5.83,216.67,195,32.83,17.5,83,43.33,91,142.89,44,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.76,25.24,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

51,12:30-12:45,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,88,5.83,212.5,195,32.83,17.5,83,42.5,91,140.97,44,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.76,25.24,0,0,70.29,14.81,26.91,26.29,14.45,26.29,2.87,14.45,205.86,0

52,12:45-13:00,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,88,5.83,212.5,195,32.83,17.5,83,42.5,91,138.2,44,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.76,25.24,0,0,70.29,15.27,26.91,26.29,14.9,26.29,2.87,14.9,205.86,0

53,13:00-13:15,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,89,5.83,220.83,195,32.83,17.5,83,44.17,91,134.25,43,7,26.29,8.76,0,149.91,26.91,8.76,4.97,2.72,2.91,25.24,0,0,70.29,15.27,26.91,26.29,14.9,26.29,2.97,14.9,205.86,0

54,13:15-13:30,6.66,67.99,5.84,12.67,12.67,32.83,44,32.84,89,5.83,220.83,195,32.83,17.5,83,44.17,91,129.14,42,7,26.29,8.76,0,149.91,26.91,8.76,4.97,2.72,2.91,25.24,0,0,70.29,15.24,26.91,26.29,14.87,26.29,2.97,14.87,205.86,0

55,13:30-13:45,6.66,67.99,5.84,12.67,12.67,32.83,43,32.84,89,5.83,220.83,191,32.83,17.5,82,44.17,89,122.72,41,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.91,25.24,0,0,70.29,15.19,26.91,26.29,14.82,26.29,2.97,14.82,205.86,0

56,13:45-14:00,6.66,67.99,5.84,12.67,12.67,32.83,41,32.84,89,5.83,220.83,186,32.83,17.5,79,44.17,86,116.21,41,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.72,2.91,25.24,0,0,70.29,14.37,26.91,26.29,14.02,26.29,2.97,14.02,205.86,0

57,14:00-14:15,6.66,67.99,5.84,12.67,12.67,32.83,39,32.84,89,5.83,216.88,169,32.83,17.5,72,43.38,83,110.05,38,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.8,2.99,25.74,0,0,70.29,13.91,26.91,26.29,13.57,26.29,2.97,13.57,205.86,0

58,14:15-14:30,6.66,67.99,5.84,12.67,12.67,32.83,38,32.84,83,5.83,209.62,161,32.83,17.5,69,41.92,79,103.88,37,7,26.29,8.76,0,192.8,26.91,8.76,4.97,2.8,2.99,25.74,0,0,70.29,13.34,26.91,26.29,13.02,26.29,2.97,13.02,205.86,0

59,14:30-14:45,6.66,67.99,5.84,12.67,12.67,32.83,35,32.84,77,5.83,194.11,144,32.83,17.5,61,38.82,72,97.14,35,7,26.29,8.76,0,192.8,25.4,8.76,4.97,2.8,2.99,25.74,0,0,70.29,12.86,25.4,26.29,12.56,26.29,2.97,12.56,205.86,0

60,14:45-15:00,6.66,67.99,5.84,12.67,12.67,32.83,32,32.84,73,5.83,178.91,127,32.83,17.5,54,35.78,66,89.64,34,7,26.29,8.76,0,231.36,25.4,8.76,4.97,2.8,2.99,25.74,0,0,70.29,12.19,25.4,26.29,11.89,26.29,2.97,11.89,205.86,0

61,15:00-15:15,6.66,67.99,5.84,12,12,32.83,29,32.84,63,5.83,168.15,119,32.83,17.5,51,33.63,62,80.2,31,7.2,26.29,8.76,0,231.36,25.4,8.76,4.97,2.8,3.14,26.24,0,0,70.29,11.31,25.4,26.29,11.03,26.29,3.06,11.03,205.86,0

62,15:15-15:30,6.66,67.99,5.84,12,12,32.83,27,32.84,57,5.83,157.27,107,32.83,17.5,46,31.45,56,71.65,28,7.4,26.29,8.76,0,231.36,9,8.76,4.97,2.8,3.14,27.25,0,0,70.29,10.42,9,26.29,10.17,26.29,3.06,10.17,205.86,0

63,15:30-15:45,6.66,67.99,5.84,12,12,32.83,24,32.84,50,5.83,132.28,98,32.83,17.5,42,26.46,49,62.81,24,8.4,26.29,8.76,0,231.36,25.4,8.76,4.97,2.8,3.14,28.26,0,0,70.29,9.54,25.4,26.29,9.31,26.29,3.06,9.31,205.86,0

64,15:45-16:00,6.66,67.99,5.84,12,12,32.83,20,32.84,45,5.83,120.73,84,32.83,17.5,36,24.15,42,53.42,22,9,26.29,8.76,0,231.36,25.4,8.76,4.97,2.8,3.14,28.26,0,0,70.29,8.66,25.4,26.29,8.45,26.29,3.06,8.45,205.86,0

65,16:00-16:15,6.66,67.99,6.66,12,12,32.83,15,32.84,42,6.67,105.3,68,32.83,20,29,21.06,30,43.32,17,12.61,26.29,8.76,0,231.36,25.4,8.76,5.06,2.95,3.3,28.26,0,0,70.29,7.62,25.4,26.29,7.44,26.29,3.06,7.44,205.86,0

66,16:15-16:30,6.66,67.99,6.66,12,12,32.83,11,32.84,35,6.67,90.28,53,32.83,20,23,18.06,22,32.93,14,12.41,26.29,8.76,0,231.36,25.4,8.76,5.06,2.95,3.3,28.26,0,0,70.29,5.46,25.4,26.29,5.33,26.29,3.06,5.33,205.86,0

67,16:30-16:45,6.66,67.99,6.66,12,12,32.83,8,32.84,27,6.67,73.08,37,32.83,20,16,14.61,17,23.16,11,16.01,26.29,8.76,0,272.57,25.4,8.76,5.06,2.95,3.3,28.26,0,0,70.29,5.24,25.4,26.29,5.12,26.29,3.06,5.12,205.86,0

68,16:45-17:00,6.66,86.95,6.66,12,12,33,6,21,20,6.67,56.93,26,32.5,20,11,11.38,14,14.73,8,15.41,26.29,8.76,0,272.57,25.4,8.76,5.06,2.95,3.3,29.27,0,0,70.29,4.36,25.4,26.29,4.25,26.29,3.06,4.25,205.86,0

69,17:00-17:15,6.66,86.95,6.66,12,12,30.49,5,15,13,6.67,34.88,19,27.24,20,8,6.97,10,8.76,7,14.81,37.24,12.42,0,272.57,7.28,12.42,5.06,3.1,3.45,30.28,0,0,70.29,3.59,7.28,37.24,3.5,37.24,2.97,3.5,205.86,0

70,17:15-17:30,6.66,86.95,6.66,12,12,13.05,3,8,12,6.67,25.4,12,12.21,20,5,5.08,6,5.39,5,13.81,37.24,12.42,0,272.57,7.28,12.42,5.06,3.1,3.45,30.28,0,0,70.29,2.88,7.28,37.24,2.82,37.24,2.97,2.82,254.06,0

71,17:30-17:45,6.66,86.95,6.66,12,12,1.21,2,2,10,6.67,15.7,7,1.99,20,3,3.14,4,2.28,2,13.01,37.24,12.42,0,272.57,7.28,12.42,5.06,3.1,3.45,30.28,0,0,70.29,2.14,7.28,37.24,2.09,37.24,2.97,2.09,261.73,0

72,17:45-18:00,6.66,86.95,6.66,12,12,0,0,0,7,6.67,6.74,4,0,20,1,1.35,1,0,0,12.21,37.24,12.42,0,272.57,7.28,12.42,5.06,3.1,3.45,31.29,0,0,70.29,1.46,7.28,37.24,1.43,37.24,2.97,1.43,261.73,0

73,18:00-18:15,11.66,86.95,10.84,12,12,0,0,0,4,10.83,1.77,1,0,32.5,0,0.35,0,0,0,11.41,37.24,12.42,120.5,272.57,25.4,12.42,5.24,3.1,3.61,31.29,0,0,66.13,1.11,25.4,37.24,1.08,37.24,2.97,1.08,240.04,0

74,18:15-18:30,11,86.95,9.66,12,12,0,0,0,2,9.67,0,0,0,29,0,0,0,0,0,10.4,37.24,12.42,120.5,272.57,25.4,12.42,5.24,3.1,3.61,31.29,0,0,66.13,0.78,25.4,37.24,0.76,37.24,2.97,0.76,240.04,0

75,18:30-18:45,10.34,86.95,9.34,12,12,0,0,0,0,9.33,0,0,0,28,0,0,0,0,0,9.4,37.24,12.42,120.5,272.57,25.4,12.42,5.24,3.1,3.61,31.29,0,0,74.63,0.39,25.4,37.24,0.38,37.24,2.97,0.38,240.04,0

76,18:45-19:00,10,86.95,8.34,12,12,0,0,0,0,8.33,0,0,0,25,0,0,0,0,0,8.6,37.24,12.42,120.5,272.57,25.21,12.42,5.24,3.1,3.61,31.29,0,0,115.26,0.14,25.21,37.24,0.14,37.24,2.97,0.14,240.04,0

77,19:00-19:15,6.66,86.95,7.66,15.33,15.33,0,0,0,0,7.67,0,0,0,23,0,0,0,0,0,7,37.24,12.42,120.5,272.57,25.18,12.42,5.24,3.03,3.45,31.29,0,0,115.26,0,25.18,37.24,0,37.24,2.87,0,240.04,0

78,19:15-19:30,6.66,86.95,7.5,15,15,0,0,0,0,7.5,0,0,0,22.5,0,0,0,0,0,7,37.24,12.42,120.5,272.57,25.4,12.42,5.24,3.03,3.45,31.29,0,0,106.75,0,25.4,37.24,0,37.24,2.87,0,240.04,0

79,19:30-19:45,6.66,86.95,7.16,24.33,24.33,0,0,0,0,7.17,0,0,0,21.5,0,0,0,0,0,7,37.24,12.42,120.5,272.57,3.97,12.42,5.24,3.03,3.45,31.29,0,0,98.25,0,3.97,37.24,0,37.24,2.87,0,240.04,0

80,19:45-20:00,6.66,86.95,6.84,23.67,23.67,0,0,0,0,6.83,0,0,0,20.5,0,0,0,0,0,7,37.24,12.42,120.5,272.57,5.41,12.42,5.24,3.03,3.45,31.29,0,0,70.29,0,5.41,37.24,0,37.24,2.87,0,240.04,0

81,20:00-20:15,6.66,67.99,6.66,22.67,22.67,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,0,12.42,5.24,3.03,3.3,31.29,0,0,70.29,0,0,37.24,0,37.24,2.87,0,240.04,64.28

82,20:15-20:30,6.66,86.95,6.66,20.67,20.67,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,7,37.24,12.42,192.8,272.57,0,12.42,5.24,3.03,3.3,31.29,0,0,70.29,0,0,37.24,0,37.24,2.87,0,219.32,69.63

