Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/6891,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/9482,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/1906,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/03/01/6406,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/9606,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
19,04:30-04:45,7,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.42,100.01,0,26.99,166.48,0,70.01,0,0,0

20,04:45-05:00,7,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.42,100.01,0,26.99,166.48,0,70.01,0,0,0

21,05:00-05:15,7,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.33,100.01,0,26.99,166.48,0,65.88,0,0,0

22,05:15-05:30,7,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.33,100.01,0,26.99,166.48,0,65.88,0,0,0

23,05:30-05:45,7,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.33,100.01,0,26.99,166.48,0,74.34,0,0,0

24,05:45-06:00,8,0,13.33,0,7,7,0,0,6.67,21,0,13.34,0,0,0,0,0,259.78,23.04,271.44,5.76,23.04,86.59,27.25,6.72,55.49,0,9.6,0,26.99,23.04,1.39,0,0,1.21,1.53,42,5.33,100.01,0,26.99,166.48,0,82.82,0,0,0

25,06:00-06:15,11,0,13.33,0,7,7,0.2,0,6.67,21,0,13.34,0,0.21,0,0,0,259.78,34.56,271.44,5.76,34.56,86.59,26.75,6.72,0,0,9.6,0,17.4,34.56,1.39,0,0,0,1.23,42,5.24,100.01,0,17.4,0,0,91.29,0,0,0

26,06:15-06:30,12.01,0,13.33,0,7,7,6.25,0,6.67,21,0,13.34,0,6.52,0,0,0,259.78,34.56,271.44,5.76,34.56,86.59,26.75,6.72,0,0,9.6,0,17.4,34.56,1.39,0,0,0,1.23,42,5.24,100.01,0,17.4,0,0,114.82,0,0,0

27,06:30-06:45,13.21,0,13.33,0,7,7,12.31,0,6.67,21,0,13.34,1,12.82,0,0,0,259.78,34.56,271.44,5.76,34.56,86.59,26.24,6.72,0,0,9.6,0,31.51,34.56,1.39,0,0,0,1.23,42,5.24,100.01,0,31.51,0,0,114.82,0.41,0,0

28,06:45-07:00,13.21,0,13.33,0,7,7,18.37,0,6.67,21,0,13.34,4,19.14,1,2.76,0,259.78,34.56,271.44,5.76,34.56,86.59,25.23,6.72,0,0,9.6,0,31.51,34.56,1.39,0,0,0,1.23,42,5.24,100.01,0,31.51,0,0,114.82,0.41,1,1

29,07:00-07:15,13.21,1,13.33,0.43,7,7,24.43,2.14,6.67,21,2,13.34,10,25.44,4,9.04,1,259.78,34.56,271.44,5.76,34.56,86.59,24.73,6.72,0,0,9.6,0,31.51,34.56,1.39,0,0,0,1.15,0,5.24,100.01,0,31.51,0,0,114.82,0,7,3

30,07:15-07:30,13.21,3,13.33,1.78,7,7,32.57,8.91,6.67,21,6,13.34,15,32.57,7,16.75,3,259.78,34.56,271.44,5.76,34.56,86.59,24.22,6.72,0,0,9.6,0.37,31.51,34.56,1.39,0.34,0.37,0,1.15,0,5.24,100.01,0,31.51,0,0,114.82,1.47,10,5

31,07:30-07:45,13.21,5,13.33,4.02,7,7,31,20.1,6.67,21,9,13.34,24,31,14,25.66,6,259.78,34.56,271.44,5.76,34.56,86.59,24.22,6.72,0,0,9.6,1.32,31.51,34.56,1.39,1.19,1.32,0,1.15,0,5.24,100.01,0,31.51,0,0,114.82,5.76,10,5

32,07:45-08:00,12.41,7,0,7.23,7,7,28.67,36.13,6.67,21,13,0,28.67,28.66,25,35.76,10,259.78,34.56,271.44,5.76,34.56,86.59,24.22,6.72,0,0,9.6,2.55,32,34.56,1.39,2.31,2.55,0,1.15,0,5.24,100.01,0,32,0,0,114.82,12.13,17,8

33,08:00-08:15,10.2,10,0,9.41,7,7,31.23,47.03,6.67,21,19,0,31.23,31.24,42,46.03,18,259.78,34.56,271.44,5.76,34.56,86.59,24.22,6.72,0,0,9.6,3.9,32,34.56,1.39,3.52,3.9,0,1.15,0,5.15,100.01,0,25.83,0,0,84.7,18.83,22,11

34,08:15-08:30,9.8,14,0,13.58,7,7,31.57,67.92,6.67,21,27,0,31.57,31.56,60,56.53,25,259.78,34.56,271.44,5.76,34.56,86.59,24.22,6.72,0,0,9.6,5.23,32,34.56,1.39,4.74,5.23,0,1.15,0,5.15,100.01,0,25.83,0,0,65.88,25.86,33,16

35,08:30-08:45,14.41,20,0,17.17,3.67,3.67,32.67,85.87,6.67,10.99,35,0,32.67,32.66,84,66.41,36,259.78,34.56,271.44,5.76,34.56,86.59,23.72,6.72,0,0,9.6,6.61,26.99,34.56,1.55,5.98,6.61,0,1.15,0,5.15,100.01,0,26.99,0,0,65.88,33.29,43,22

36,08:45-09:00,14.21,23,0,20.66,3.67,3.67,32.67,103.32,6.67,10.99,43,0,32.67,32.66,102,76.02,43,259.78,34.56,271.44,5.76,34.56,86.59,23.72,6.72,0,0,9.6,7.97,26.99,34.56,1.55,7.21,7.97,0,1.15,0,5.15,100.01,0,26.99,0,0,65.88,40.75,50,25

37,09:00-09:15,11.61,27,0,23.96,3.67,3.67,32.67,119.8,4,10.99,51,0,32.67,32.66,112,95.5,48,259.78,23.04,271.44,5.76,23.04,86.59,23.72,6.72,0,0,9.6,9.26,26.99,23.04,1.55,8.38,9.26,0,1.08,0,5.15,100.01,0,26.99,0,0,74.34,48.03,53,27

38,09:15-09:30,11.61,30,0,27.11,3.67,3.67,32.67,135.56,4,10.99,59,0,32.67,32.66,126,105.24,54,259.78,23.04,271.44,5.76,23.04,86.59,23.21,6.72,0,0,9.6,10.43,26.99,23.04,1.55,9.43,10.43,0,1.08,0,5.15,100.01,0,26.99,0,0,82.82,54.95,61,31

39,09:30-09:45,11.61,32,0,33.47,3.67,3.67,32.67,167.35,4,10.99,65,0,32.67,32.66,144,114.39,61,259.78,23.04,271.44,5.76,23.04,86.59,22.71,6.72,0,0,9.6,11.5,26.99,23.04,1.55,10.41,11.5,0,1.38,0,5.15,100.01,0,26.99,0,0,65.88,58.45,71,36

40,09:45-10:00,11.41,35,0,36.58,3.67,3.67,32.67,182.87,4,10.99,71,0,32.67,32.66,158,122.37,67,259.78,23.04,271.44,5.76,23.04,86.59,22.71,6.72,0,0,9.6,12.45,26.99,23.04,1.55,11.27,12.45,0,1.38,0,5.15,100.01,0,26.99,0,0,65.88,64.29,78,39

41,10:00-10:15,11.41,38,0,35.93,3.67,3.67,32.67,179.63,4,10.99,77,0,32.67,32.66,172,129.67,73,225.52,23.04,271.44,5.76,23.04,76.12,22.71,6.72,0,0,9.6,13.36,26.99,23.04,0.78,12.08,13.36,1.26,1.38,0,5.05,100.01,0,26.99,0,0,65.88,69.72,82,41

42,10:15-10:30,11.41,40,0,37.74,3.67,3.67,32.67,188.69,4,10.99,82,0,32.67,32.66,182,136.1,78,225.52,23.04,271.44,5.76,23.04,76.12,21.7,6.72,0,0,9.6,14.08,26.99,23.04,1.39,12.74,14.08,1.26,1.38,0,5.05,100.01,0,26.99,0,0,65.88,78.36,86,43

43,10:30-10:45,11.41,42,0,39.26,3.67,3.67,32.67,196.3,4,10.99,87,0,32.67,32.66,189,141.94,81,225.52,23.04,271.44,5.76,23.04,76.12,21.2,6.72,0,0,9.6,14.75,26.99,23.04,1.39,13.35,14.75,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,82.37,90,45

44,10:45-11:00,11.41,44,0,41.76,3.67,3.67,32.67,208.8,4,10.99,88,0,32.67,32.66,193,146.41,82,225.52,23.04,271.44,5.76,23.04,76.12,20.19,6.72,0,0,9.6,15.39,26.99,23.04,1.39,13.92,15.39,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,85.23,90,45

45,11:00-11:15,14.61,46,0,42.54,3.67,3.67,32.67,212.72,4,10.99,91,0,32.67,32.66,197,155.76,84,195.1,23.04,271.44,5.76,23.04,76.12,20.69,6.72,0,0,9.6,15.93,26.99,23.04,1.39,14.42,15.93,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,87.05,87,43

46,11:15-11:30,14.61,46,0,43.03,3.67,3.67,32.67,215.16,4,10.99,91,0,32.67,32.66,197,155.76,84,195.1,23.04,271.44,5.76,23.04,76.12,20.69,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,87.9,87,43

47,11:30-11:45,14.41,47,0,45.83,3.67,3.67,32.67,229.17,4,10.99,91,0,32.67,32.66,197,155.76,84,195.1,23.04,271.44,5.76,23.04,63.96,20.69,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,92.58,87,43

48,11:45-12:00,14.41,48,0,45.83,3.67,3.67,32.67,229.17,4,10.99,91,0,32.67,32.66,197,155.76,84,195.1,23.04,271.44,5.76,23.04,63.96,20.69,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,0,1.31,0,5.05,100.01,0,26.99,0,0,65.88,92.59,87,43

49,12:00-12:15,14.41,48,0,45.83,3.67,3.67,32.67,229.17,4,10.99,91,0,32.67,32.66,197,155.76,84,195.1,23.04,271.44,5.76,23.04,63.96,21.2,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.26,1.31,0,4.96,71.21,0,26.99,0,0,70.01,92.61,87,43

50,12:15-12:30,14.41,48,0,45.83,3.67,3.67,32.07,229.17,4,10.99,91,0,32.07,32.06,197,155.76,84,164.16,23.04,271.44,5.76,23.04,63.96,21.2,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.26,1.31,0,4.96,52.8,0,26.99,0,0,70.01,92.63,87,43

51,12:30-12:45,14.61,48,0,46.33,3.67,3.67,32.07,231.67,4,10.99,93,0,32.07,32.06,186,155.76,79,135.36,23.04,271.44,5.76,23.04,49.92,21.7,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.26,1.31,0,4.96,52.8,0,26.99,0,0,70.01,95,88,44

52,12:45-13:00,15.01,48,0,46.33,3.67,3.67,31.73,231.67,4,10.99,93,0,31.73,31.74,186,155.76,79,135.36,23.04,271.44,5.76,23.04,49.92,21.7,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.26,1.31,0,4.96,52.8,0,26.99,0,0,70.01,95,88,44

53,13:00-13:15,15.21,48,0,46.33,3.67,3.67,31.73,231.67,4,10.99,93,0,31.73,31.74,186,155.76,79,135.36,23.04,230.4,5.76,23.04,49.92,21.7,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.31,1.31,0,4.96,52.8,0,26.99,0,0,70.01,98.33,88,44

54,13:15-13:30,15.41,48,0,46.33,3.67,3.67,31.73,231.67,4,10.99,93,0,31.73,31.74,186,155.76,79,135.36,23.04,192,5.76,23.04,49.92,21.7,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.31,1.31,0,4.96,52.8,0,26.99,0,0,70.01,98.33,88,44

55,13:30-13:45,16.41,48,0,46.33,3.67,3.67,31.73,231.67,4,10.99,93,0,31.73,31.74,186,155.76,79,135.36,23.04,192,5.76,23.04,49.92,21.7,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.31,1.31,0,4.96,52.8,0,26.99,0,0,70.01,98.33,88,44

56,13:45-14:00,17.21,47,0,46.33,3.67,3.67,31.73,231.67,4,10.99,93,0,31.73,31.74,186,147.87,79,135.36,23.04,230.4,5.76,23.04,49.92,22.71,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.31,1.31,0,4.96,52.8,0,26.99,0,0,70.01,98.33,88,44

57,14:00-14:15,18.21,45,0,46.17,3.67,3.67,31.73,230.83,4,10.99,91,0,31.73,31.74,189,145.34,81,135.36,23.04,271.44,5.76,23.04,49.92,23.21,6.72,0,0,9.6,16.04,26.99,23.04,1.39,14.52,16.04,1.35,1.38,0,4.87,52.8,0,26.99,0,0,70.01,98.33,90,45

58,14:15-14:30,19.01,44,0,46,3.67,3.67,31.73,230,4,10.99,91,0,31.73,31.74,189,141.16,81,135.36,23.04,271.44,5.76,23.04,49.92,23.21,6.72,0,0,9.6,15.95,26.99,23.04,1.39,14.43,15.95,1.35,1.38,0,4.87,52.8,0,26.99,0,0,70.01,98.33,90,45

59,14:30-14:45,20.61,42,0,44.82,3.67,3.67,31.73,224.09,4,10.99,88,0,31.73,31.74,189,135.9,81,135.36,23.04,271.44,5.76,23.04,49.92,23.21,6.72,0,0,9.6,15.43,26.99,23.04,1.39,13.96,15.43,1.35,1.38,0,4.87,81.6,0,26.99,0,0,70.01,89.9,90,45

60,14:45-15:00,21.01,40,0,44.49,3.67,3.67,31.73,222.45,4,10.99,87,0,31.73,31.74,186,130.45,79,135.36,23.04,271.44,5.76,23.04,49.92,23.72,6.72,0,0,9.6,14.85,26.99,23.04,1.39,13.44,14.85,1.35,1.38,0,4.87,100.01,0,26.99,0,0,70.01,86.97,89,44

61,15:00-15:15,22.21,38,0,43.95,4.17,4.17,32.07,219.75,4,12.49,82,0,32.07,32.06,179,123.63,76,135.36,23.04,271.44,5.76,23.04,49.92,24.22,6.72,0,0,9.6,14.17,26.99,23.04,1.39,12.83,14.17,1.35,1.38,0,4.87,100.01,0,26.99,0,0,70.01,90.55,87,43

62,15:15-15:30,24.21,36,0,42.46,5,5,32.07,212.32,4,15,77,0,32.07,32.06,168,116.24,72,135.36,23.04,271.44,5.76,23.04,49.92,24.22,6.72,0,0,9.6,13.45,26.99,23.04,1.39,12.16,13.45,1.35,1.38,0,4.87,100.01,0,26.99,0,0,70.01,85.29,79,39

63,15:30-15:45,24.41,33,0,38.34,5.83,5.83,32.07,191.7,4,17.51,68,0,32.07,32.06,158,108.35,67,135.36,23.04,271.44,5.76,23.04,49.92,24.73,6.72,0,0,9.6,12.6,26.99,23.04,1.39,11.39,12.6,1.35,1.38,0,4.87,100.01,0,26.99,0,0,70.01,79.2,73,37

64,15:45-16:00,24.61,30,0,35.79,6.67,6.67,32.07,178.97,4,19.99,64,0,32.07,32.06,140,99.3,60,135.36,23.04,271.44,5.76,23.04,60.39,24.73,6.72,0,0,9.6,11.67,26.99,23.04,1.39,10.56,11.67,1.35,1.38,0,4.87,100.01,0,26.99,0,0,70.01,73.73,67,33

65,16:00-16:15,24.81,27,0,29.68,7,7,32.07,148.41,4,21,58,0,32.07,32.06,130,89.56,55,228.84,23.04,271.44,5.76,23.04,86.59,25.74,6.72,0,0,9.6,10.64,26.99,23.04,1.39,9.63,10.64,1.39,1.45,0,4.96,100.01,0,26.99,0,0,65.88,62.9,62,31

66,16:15-16:30,25.01,25,0,26.28,7,7,32.07,131.39,4,21,52,0,32.07,32.06,116,79.63,49,259.78,23.04,271.44,5.76,23.04,86.59,25.74,6.72,0,0,9.6,9.56,26.99,23.04,1.39,8.65,9.56,1.39,1.45,0,4.96,100.01,0,26.99,0,0,65.88,55.52,55,28

67,16:30-16:45,25.21,21,0,23.65,7,7,32.67,118.24,4,21,45,0,32.67,32.66,98,68.63,42,259.78,23.04,271.44,5.76,23.04,86.59,26.24,6.72,0,0,9.6,8.41,26.99,23.04,0.78,7.61,8.41,1.39,1.45,0,4.78,100.01,0,26.99,0,0,65.88,47.97,47,23

68,16:45-17:00,25.61,16,0,20.04,7,7,32.67,100.18,4,21,37,0,32.67,32.66,84,56.95,36,259.78,23.04,271.44,5.76,23.04,86.59,26.75,6.72,0,0,9.6,7.13,26.99,23.04,1.24,6.46,7.13,1.39,1.45,0,4.78,100.01,0,26.99,0,0,74.34,40.66,40,20

69,17:00-17:15,25.81,12,0,16.43,7,7,32.67,82.12,5.33,21,28,0,32.67,32.66,70,45.85,30,259.78,36.48,271.44,5.76,36.48,86.59,27.25,6.72,0,0,9.6,5.84,26.99,36.48,1.24,5.28,5.84,1.39,1.45,0,4.78,100.01,0,26.99,0,100,82.82,33.27,32,16

70,17:15-17:30,26.21,9,0,12.96,7,7,33,64.78,5.67,21,21,0,18,33,56,34.36,24,259.78,36.48,271.44,5.76,36.48,86.59,27.75,6.72,0,0,9.6,4.46,26.99,36.48,1.24,4.03,4.46,1.39,1.45,0,4.78,100.01,0,26.99,0,100,84.7,26.2,23,12

71,17:30-17:45,27.61,6,0,11.07,7,7,29.8,55.37,6,21,15,0,8,31.04,39,23.66,16,259.78,36.48,271.44,5.76,36.48,86.59,28.26,6.72,0,0,9.6,3.17,26.99,36.48,1.24,2.87,3.17,1.39,1.45,0,4.78,100.01,0,26.99,0,100,65.88,19.54,17,8

72,17:45-18:00,29.01,5,0,7.66,7,7,17.9,38.27,6.67,21,12,0,1,18.65,18,14.8,7,259.78,36.48,271.44,5.76,36.48,86.59,28.76,6.72,0,0,9.6,1.94,26.99,36.48,1.24,1.76,1.94,1.39,1.45,0,4.78,100.01,0,26.99,0,100,84.7,12.12,12,6

73,18:00-18:15,29.21,3,0,4.72,7,7,0,23.62,6.67,21,8,0,0,0,7,8.27,3,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,0,9.6,0.99,32,36.48,1.24,0.9,0.99,1.39,1.53,0,4.87,100.01,100,32,0,100,114.82,7.35,7,3

74,18:15-18:30,29.21,1,0,2.53,7,7,0,12.62,6.67,21,5,0,0,0,4,4.28,1,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,0,9.6,0.32,31.51,36.48,1.24,0.3,0.32,1.39,1.53,0,4.87,100.01,100,31.51,0,100,114.82,2.49,3,2

75,18:30-18:45,29.81,0,2.33,0.73,7,7,0,3.67,6.67,21,2,2.34,0,0,1,0,0,259.78,36.48,271.44,5.76,36.48,86.59,29.77,6.72,0,50,9.6,0.05,31,36.48,1.24,0.04,0.05,1.39,1.31,0,4.87,100.01,100,31,0,100,114.82,1.39,1,1

