Block,Time,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KGSU3AND4,KUDGI,MAPS,NLCTS2EXP,RIHAND3,TANDA2,URI2,ANTA_GF,AURY_RF,DADRI_CRF,DADRI_GF,DADRT2,KHSTPP-I,NNTPP,RIHAND2,SALAL,SASAN,TEHRI,ANTA_LF,AURY_CRF,DADRI_RF,KOTESHWR,NAPP,NLCIIST2,RAMPUR,SINGRAULI,ANTA_RF,CHAMERA2,KISHANGANGA,KKNP,NTPL,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TALST2,VALLURNTECL,ANTA_CRF,AURY_GF,AURY_LF,FSTPP I & II,NLCEXP,RAPPC,RSTPSU1TO6,SEWA2,SIMHST1,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,KGSU1AND2,KHSTPP-II,RAPPB,UNCHAHAR4,DADRI_LF,DULHASTI,JHAJJAR,KKNPPU2,KOLDAM,NLCIIST1,PARBATI3,RIHAND1,UNCHAHAR3,BRBCL,NJPC,URI
6,01:15-01:30,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,35.46,0,77.94,0,0,685.78,44.92,0,121.71,79.38,418.77,35.44,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,20.8,0,59.94,0,0,0,12.05,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.51,47.33,0,15,144.85,50.34

7,01:30-01:45,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,11.82,0,77.94,0,0,685.78,44.92,0,121.71,79.38,418.77,33.57,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,20.8,0,59.94,0,0,0,12.05,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.51,47.33,0,15,144.85,13.25

8,01:45-02:00,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,77.94,0,0,685.78,44.92,0,121.71,79.38,418.77,17.72,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,20.8,0,59.94,0,0,0,12.05,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.51,47.33,0,15,144.85,11.04

9,02:00-02:15,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,685.78,44.92,0,121.71,79.38,418.77,17.72,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,20.8,0,59.94,0,0,0,11.76,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,11.04

10,02:15-02:30,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,685.78,44.92,0,121.71,79.38,418.77,17.72,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,20.8,0,59.94,0,0,0,11.76,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,11.04

11,02:30-02:45,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,685.78,44.92,0,121.71,79.38,418.77,17.72,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.76,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,16.56

12,02:45-03:00,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,685.78,44.92,0,121.71,79.38,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.62,10.96,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,16.56

13,03:00-03:15,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,685.78,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.31,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,16.56

14,03:15-03:30,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.17,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,16.56

15,03:30-03:45,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.17,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,50.34

16,03:45-04:00,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.03,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,50.34

17,04:00-04:15,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.88,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,13.25

18,04:15-04:30,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.73,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,16.56

19,04:30-04:45,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.73,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,20.97

20,04:45-05:00,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.73,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,2.81,47.33,0,15,144.85,20.97

21,05:00-05:15,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.58,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,5.62,47.33,0,15,144.85,20.97

22,05:15-05:30,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,10.35,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.58,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,5.62,47.33,0,15,144.85,20.97

23,05:30-05:45,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,686.07,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,3.12,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.44,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,8.43,47.33,0,15,144.85,20.97

24,05:45-06:00,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,685.78,44.92,0,121.71,77.85,418.77,0,0,0,98.64,9.66,41.27,0,2.67,89.59,31.94,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.29,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,20.97

25,06:00-06:15,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,97.37,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,16.56

26,06:15-06:30,6.52,14.05,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,98.93,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,9.85,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,16.56

27,06:30-06:45,6.52,12.64,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,17.24,0,59.94,0,0,0,9.7,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,16.56

28,06:45-07:00,6.52,11.85,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,685.78,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,16.27,0,59.94,0,0,0,9.7,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,16.56

29,07:00-07:15,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,15.29,0,59.94,0,0,0,9.85,9.74,0,20.96,43.11,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,54.11,47.33,0,15,124.16,16.56

30,07:15-07:30,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,14.77,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10,9.74,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,7.03,47.33,0,15,124.16,18.77

31,07:30-07:45,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,2.67,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.94,47.33,0,15,124.16,50.79

32,07:45-08:00,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,98.64,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.14,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.94,47.33,0,15,150.02,50.79

33,08:00-08:15,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.14,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.94,47.33,0,15,150.02,18.77

34,08:15-08:30,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.14,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,4.01,0,3.94,47.33,0,15,150.02,16.01

35,08:30-08:45,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.17,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,3.64,0,3.94,47.33,0,15,150.02,17.11

36,08:45-09:00,6.52,0,21.37,40.2,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.17,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,3.64,0,3.94,47.33,0,15,150.02,17.11

37,09:00-09:15,6.52,0,21.37,30.23,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.31,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,17.11

38,09:15-09:30,6.52,0,21.37,30.23,0,0,0,0,127.6,2.89,17.73,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.31,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,17.11

39,09:30-09:45,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,14.77,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,26.85,0.14,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.47,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,17.11

40,09:45-10:00,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,14.77,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.75,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,11.47,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,18.77

41,10:00-10:15,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,50.79

42,10:15-10:30,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,50.79

43,10:30-10:45,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,18.77

44,10:45-11:00,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.22,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,16.56

45,11:00-11:15,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,2.43,0,3.94,47.33,0,15,150.02,16.56

46,11:15-11:30,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,35.46,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

47,11:30-11:45,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

48,11:45-12:00,6.52,0,10.69,30.23,0,0,0,0,127.6,2.13,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.51,13.43,1.44,0,0,0,0,0,0,0,0,0,0,14.46,0,59.94,0,0,0,10.91,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,22.08

49,12:00-12:15,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,16.68,0,59.94,0,0,0,11.29,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,22.08

50,12:15-12:30,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.29,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,22.08

51,12:30-12:45,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.29,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

52,12:45-13:00,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11.29,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

53,13:00-13:15,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

54,13:15-13:30,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,11,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.21,0,3.94,47.33,0,15,150.02,16.56

55,13:30-13:45,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.17,0,3.94,47.33,0,15,150.02,16.56

56,13:45-14:00,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,3.22,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.17,0,3.94,47.33,0,15,150.02,27.6

57,14:00-14:15,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,2.93,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.17,0,3.94,47.33,0,15,136.57,16.56

58,14:15-14:30,0,0,10.69,30.23,0,0,0,0,127.6,1.42,13.3,0,69.41,0,0,686.07,44.92,0,121.71,63.92,418.77,0,0,0,96.2,9.66,41.27,0,2.93,101.27,30.16,13.43,1.44,0,0,0,0,0,0,0,0,0,0,18.21,0,59.94,0,0,0,10.17,9.48,0,20.96,43.71,0,98.87,0,1.62,0,54.53,413.81,0,1.17,0,3.94,47.33,0,15,136.57,16.56

