Block,Time Block,MAPS,DADRT2,CHAMERA3,CHAMERA2,NTPL,PARBATI3,PARBATI2,RAMPUR,DADRI_RF,DADRI_LF,KKNPPU2,KISHANGANGA,KHSTPP-I,KHSTPP-II,KKNP,KGSU3AND4,ANTA_CRF,DADRI_CRF,AURY_GF,ANTA_RF,AURY_RF,AURY_CRF,ANTA_LF,AURY_LF,ANTA_GF,DADRI_GF,KOLDAM,KOTESHWR,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,UNCHAHAR1,TEHRIPSP,SINGRAULI_HYDRO,TANDA2,TEHRI,TelanganaSTPP,TALST2,TANAKPUR,TALA,KUDGI,BRBCL,CHAMERA1,BSIUL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,RAPPD,RSTPSU1TO6,RIHAND3,RAPPB,RAPPC,RIHAND2,RIHAND1,VALLURNTECL,URI2,URI,SINGRAULI,SASAN,SIMHST2,RSTPSU7,SALAL,SEWA2,SIMHST1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0,95.59,32.62,45.29,0,37.15,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,18.76,0,0,5.33,62.84,0,0,9.48,31.1,0,17.49,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

17,04:00-04:15,0,95.59,32.62,45.29,0,37.15,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,19.04,0,0,5.33,62.84,0,0,9.48,31.1,0,16.34,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

18,04:15-04:30,0,95.59,32.62,45.29,0,37.15,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,19.04,0,0,5.33,62.84,0,0,9.48,31.1,0,17.7,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

19,04:30-04:45,0,95.59,32.62,45.29,0,37.15,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,19.04,0,0,5.33,62.84,0,0,9.48,30.63,0,17.72,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

20,04:45-05:00,0,95.59,32.62,45.29,0,37.15,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,19.04,0,0,5.33,62.84,0,0,9.48,30.27,0,19.64,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

21,05:00-05:15,0,92.71,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,15.45,0,0,5.33,62.84,0,0,9.48,31.71,0,22.65,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,34.37,21.19,3.09,0,0,0,0,0

22,05:15-05:30,0,92.71,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,18.03,53.23,0,15.45,0,0,5.33,62.84,0,0,9.48,31.51,0,21.61,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,34.37,21.19,3.09,0,0,0,0,0

23,05:30-05:45,0,92.71,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,280.83,40.81,18.03,53.23,0,15.61,0,0,5.33,62.84,0,0,9.48,31.36,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,34.37,21.19,3.09,0,0,0,0,0

24,05:45-06:00,0,92.71,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,280.83,40.81,18.03,53.23,0,15.61,0,0,5.33,62.84,0,0,9.48,31.22,0,18.63,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,34.37,21.19,3.09,0,0,0,0,0

25,06:00-06:15,0,75.41,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,290.07,40.81,18.03,53.23,0,20.05,0,0,5.33,62.84,0,0,11.45,31.08,0,19.85,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,46.68,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

26,06:15-06:30,0,127.6,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,290.07,40.81,18.03,53.23,0,20.05,0,0,5.33,62.84,0,0,11.45,31.08,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,26.97,50.93,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

27,06:30-06:45,0,133.07,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,350.62,40.81,18.03,53.23,0,20.05,0,0,5.33,47.13,0,0,11.45,31.08,0,23.87,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

28,06:45-07:00,0,123.46,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,374.65,40.81,18.03,53.23,0,20.05,0,0,5.33,31.42,0,0,11.45,31.08,0,19.35,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,254.1,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

29,07:00-07:15,0,89.82,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,374.65,40.81,18.03,53.23,0,20.81,0,0,5.33,15.71,0,0,11.45,31.08,0,20.28,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

30,07:15-07:30,0,75.41,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,350.62,40.81,18.03,53.23,0,20.81,0,0,5.33,0,0,0,11.45,31.08,0,21.36,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,43.25,26.61,3.09,0,0,0,0,0

31,07:30-07:45,0,27.35,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,18.04,0,0,5.33,0,0,0,11.45,31.08,0,19.94,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,37.64,23.11,3.09,0,0,0,0,0

32,07:45-08:00,0,8.13,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.83,0,0,5.33,0,0,0,11.45,31.08,0,18.44,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,32.14,19.54,3.09,0,0,0,0,0

33,08:00-08:15,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,14.06,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.08,0,19.34,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

34,08:15-08:30,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.23,93.33,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.08,0,18.58,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

35,08:30-08:45,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.23,93.33,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.08,0,16.86,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

36,08:45-09:00,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.08,0,19.83,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,2.22,0,0,0,0,0

37,09:00-09:15,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,16.67,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,2.22,0,0,0,0,0

38,09:15-09:30,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,18.93,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,2.22,0,0,0,0,0

39,09:30-09:45,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,19.95,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,2.22,0,0,0,0,0

40,09:45-10:00,0,8.13,32.62,45.29,0,38.58,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,21.33,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,28.46,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

41,10:00-10:15,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.24,93.42,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,21.56,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

42,10:15-10:30,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,18.89,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

43,10:30-10:45,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.51,0,16.84,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,50.93,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

44,10:45-11:00,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,13.74,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.51,0,16.08,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,61.43,11.74,0,30.17,16.13,3.09,0,0,0,0,0

45,11:00-11:15,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,4.89,0,0,0,11.45,31.51,0,15.71,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,36.07,72.02,259.5,0,0,36.86,11.74,0,30.17,16.13,2.22,0,0,0,0,0

46,11:15-11:30,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,4.4,0,0,0,11.45,31.51,0,16.05,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,36.86,11.74,0,30.17,16.13,2.22,0,0,0,0,0

47,11:30-11:45,0,8.13,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,11.08,53.23,0,13.28,0,0,4.4,0,0,0,11.45,31.71,0,19.01,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,36.86,11.74,0,30.17,16.13,2.22,0,0,0,0,0

48,11:45-12:00,0,8.13,32.62,45.29,0,35.72,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,11.08,53.23,0,13.28,0,0,4.4,0,0,0,11.45,31.71,0,21.72,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,36.86,11.74,0,30.17,16.13,2.22,0,0,0,0,0

49,12:00-12:15,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,11.08,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,21.57,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,50.25,11.74,0,30.17,16.13,2.22,0,0,0,0,0

50,12:15-12:30,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,12.78,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,20.99,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,2.22,0,0,0,0,0

51,12:30-12:45,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,19.63,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

52,12:45-13:00,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,19.5,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

