Block,Time Block,DADRT2,CHAMERA3,DHAULIGNGA,CHAMERA1,BRBCL,BSIUL,CHAMERA2,AURY_RF,DADRI_GF,AURY_LF,DADRI_CRF,DADRI_RF,DADRI_LF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,TelanganaSTPP,ANTA_GF,UNCHAHAR2,AURY_CRF,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,KISHANGANGA,KHSTPP-I,KHSTPP-II,SEWA2,SINGRAULI,TANAKPUR,SASAN,TALST2,TEHRI,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TANDA2,TALA,KGSU3AND4,KGSU1AND2,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,JHAJJAR,RIHAND2,RIHAND1,NLCIIST1,RAMPUR,NLCIIST2,RAPPC,NTPL,NLCTS2EXP,PARBATI3,NNTPP,RAPPB,MAPS,NAPP,NLCEXP,NJPC,KUDGI,FSTPP I & II,DULHASTI,KOTESHWR,KKNP,KOLDAM,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,264.88,0,0,0,15,6.25,0,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

8,01:45-02:00,264.88,0,0,0,15.41,6.25,0,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

9,02:00-02:15,264.74,0,0,0,14.82,6.25,0,0,0,0,0,0,0,30.96,0,21.28,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

10,02:15-02:30,264.74,0,0,0,16.34,6.25,0,0,0,0,0,0,0,30.96,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

11,02:30-02:45,264.74,0,0,0,16.4,6.25,0,0,0,0,0,0,0,30.96,0,19.16,0,0,0,30.33,0,34.94,0,15.58,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

12,02:45-03:00,264.74,0,0,0,16.63,6.25,0,0,0,0,0,0,0,30.96,0,19.16,0,0,0,30.33,0,34.94,0,15.58,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

13,03:00-03:15,264.74,0,0,0,16.71,12.51,0,0,0,0,0,0,0,30.96,0,19.16,0,0,0,30.33,0,34.94,0,15.58,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,66.88,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

14,03:15-03:30,264.74,0,0,0,17.61,12.51,0,0,0,0,0,0,0,30.96,0,19.16,0,0,0,30.33,0,34.94,0,15.58,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,51.27,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

15,03:30-03:45,264.74,0,0,0,16.1,12.51,0,0,0,0,0,0,0,28.39,0,13.93,0,0,0,22.36,0,34.94,0,15.58,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,25.64,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

16,03:45-04:00,264.74,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,13.93,0,0,0,22.36,0,34.94,0,11.39,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,25.64,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

17,04:00-04:15,264.74,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,13.93,0,0,0,22.36,0,34.94,0,11.39,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,12.81,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

18,04:15-04:30,264.74,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,13.93,0,0,0,22.36,0,34.94,0,12.95,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,0,0,0.7,0,0,0,0,0,59.62,0,0,12.81,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

19,04:30-04:45,331.88,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,13.93,0,0,0,22.36,0,34.94,0,12.95,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,11.61,0,0.7,0,0,0,0,0,59.62,0,0,12.81,231.37,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

20,04:45-05:00,410.75,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,11.96,0,0.7,0,0,0,0,0,59.62,0,0,12.81,267.66,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

21,05:00-05:15,410.53,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,23.08,0,0.7,0,0,0,0,0,59.62,0,0,12.81,333.39,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

22,05:15-05:30,561.66,0,0,0,19.18,12.51,0,0,0,0,0,0,0,28.39,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,12.81,397.34,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

23,05:30-05:45,578.46,0,0,13.42,19.18,12.51,0,0,0,0,0,0,0,28.39,0,25.32,0,0,0,38.54,0,34.94,0,19.43,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,22.44,0,19.95,0,8.51,0,0,0,0,0,0,0,0

24,05:45-06:00,578.46,0,0,26.91,19.18,12.51,12.63,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,44.87,0,19.95,0,8.51,0,0,0,0,0,0,0,0

25,06:00-06:15,578.46,8.06,7.6,40.43,19.18,12.51,25.27,0,0,0,0,0,0,24.52,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,3.66,0,0,0,19.87,0,67.31,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

26,06:15-06:30,626.42,18.56,10.13,40.43,19.18,12.51,25.27,0,0,0,0,0,0,24.52,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0,383.09,0,46.41,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,89.74,0,19.95,31.62,17.03,0,0,0,0,0,0,0,0

27,06:30-06:45,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,24.52,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,112.18,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

28,06:45-07:00,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,24.52,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

29,07:00-07:15,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

30,07:15-07:30,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,134.62,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

31,07:30-07:45,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,15.87,0,0,0,19.87,0,115.9,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

32,07:45-08:00,654.6,27.87,26.29,40.43,19.18,18.76,37.9,0,0,0,0,0,0,30.96,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,16.24,133.99,5.52,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,3.42,0,0,0,19.87,0,89.74,0,19.95,47.41,37.46,0,0,0,0,0,0,0,0

33,08:00-08:15,654.6,9.29,15.33,40.43,19.18,6.25,37.9,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,34.94,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,67.31,0,19.95,31.62,17.03,0,0,0,0,0,0,0,0

34,08:15-08:30,654.6,9.29,7.6,40.43,19.18,6.25,25.27,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,44.87,0,19.95,15.81,8.51,0,0,0,0,0,0,0,0

35,08:30-08:45,648.86,9.29,1.27,40.43,19.18,6.25,25.27,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,47.14,0,0.7,0,0,0,0,0,59.62,0,0,2.23,416.92,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,22.44,0,19.95,0,8.51,0,0,0,0,0,0,0,0

36,08:45-09:00,550.17,9.29,0,40.43,19.18,6.25,12.63,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,362.27,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,22.44,0,19.95,0,8.51,0,0,0,0,0,0,0,0

37,09:00-09:15,500.17,0,0,40.43,19.18,6.25,12.63,0,0,0,0,0,0,28.39,0,25.32,0,0,0,40.66,0,38.13,0,19.71,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,304.72,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

38,09:15-09:30,511.66,0,0,40.43,19.18,6.25,12.63,0,0,0,0,0,0,28.39,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,231.43,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

39,09:30-09:45,427.8,0,0,40.43,19.18,6.25,12.63,0,0,0,0,0,0,27.1,0,20.81,0,0,0,33.21,0,34.94,0,15.66,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,231.43,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,19.95,0,8.51,0,0,0,0,0,0,0,0

40,09:45-10:00,360.66,0,0,40.43,19.18,6.25,12.63,0,0,0,0,0,0,27.1,0,14.94,0,0,0,24.08,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.82,0,8.51,0,0,0,0,0,0,0,0

41,10:00-10:15,360.66,0,0,26.91,19.18,6.25,12.63,0,0,0,0,0,0,27.1,0,14.94,0,0,0,24.08,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,34.81,0,0.7,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

42,10:15-10:30,360.66,0,0,13.42,19.18,6.25,12.63,0,0,0,0,0,0,27.1,0,14.94,0,0,0,24.08,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.7,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

43,10:30-10:45,360.66,0,0,0,16.1,6.25,0,0,0,0,0,0,0,27.1,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.7,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

44,10:45-11:00,360.66,0,0,0,17.81,6.25,0,0,0,0,0,0,0,27.1,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.7,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

45,11:00-11:15,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,27.1,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

46,11:15-11:30,360.66,0,0,0,18.02,6.25,0,0,0,0,0,0,0,27.1,0,13.93,0,0,0,22.36,0,34.94,0,13.45,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

47,11:30-11:45,360.66,0,0,0,18.68,6.25,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

48,11:45-12:00,360.66,0,0,0,19.18,6.25,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,43.67,142.25,15.86,133.99,0.49,383.09,0,23.82,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

49,12:00-12:15,360.66,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,142.25,15.86,133.99,0.49,383.09,0,11.9,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

50,12:15-12:30,283.92,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,142.25,15.86,133.99,0.49,383.09,0,11.9,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

51,12:30-12:45,264.74,0,0,0,17.09,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,127.93,15.86,133.99,0.49,383.09,0,0,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

52,12:45-13:00,264.74,0,0,0,18.62,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,125.3,15.86,133.99,0.49,383.09,0,0,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

53,13:00-13:15,264.74,0,0,0,18.2,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,125.3,15.86,133.99,0.49,383.09,0,0,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

54,13:15-13:30,264.74,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,38.34,125.3,15.86,133.99,0.49,383.09,0,0,0,0.68,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,4.73,0,0,0,0,0,0,0,0

55,13:30-13:45,264.74,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,24.35,0,13.46,0,0,0,0,38.34,125.3,12.79,133.99,0.49,383.09,0,0,0,0,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,264.74,0,0,0,19.15,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,24.35,0,13.46,0,0,0,0,38.34,125.3,12.79,133.99,0.49,383.09,0,0,0,0,0,0,0,0,0,59.62,0,0,2.23,229.31,113.91,88.25,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,264.74,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,24.35,0,13.46,0,0,0,0,30.48,83.8,15.86,122.14,0.49,383.09,0,0,0,0,0,0,0,0,0,59.62,0,0,2.23,229.31,99.75,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

58,14:15-14:30,264.74,0,0,0,19.18,0,0,0,0,0,0,0,0,31.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,30.48,84.22,15.86,122.14,0.49,383.09,0,0,0,0,0,0,0,0,0,44.43,0,0,2.23,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

59,14:30-14:45,264.74,0,0,0,19.18,0,0,0,0,0,0,0,0,27.1,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,27.03,78.24,15.86,122.14,0.49,383.09,0,11.9,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

60,14:45-15:00,286.32,0,0,0,19.18,0,0,0,0,0,0,0,0,27.74,0,13.93,0,0,0,22.36,0,34.94,0,13.46,0,0,0,0,27.03,78.24,15.86,122.14,0.49,383.09,0,23.82,0,0,0,0,0,0,0,44.43,0,0,12.81,229.31,91.7,60.75,0,0,0,24.47,0,0,0,0,0,0,19.87,0,0,0,16.81,0,8.51,0,0,0,0,0,0,0,0

