Block,Time,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-09,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/02112023/15112023/D20231102NR21539,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01112023/30112023/HP-10,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/IEX-231101-05680,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13
11,02:30-02:45,1.860000,111.880000,38.210000,2.000000,0.000000,26.040000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,16.9,0,0,0,6.66,0,0,0,0,14.67,22,0

12,02:45-03:00,1.860000,111.880000,38.210000,2.000000,0.000000,26.040000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,16.42,0,0,0,6.66,0,0,0,0,14.67,22,0

13,03:00-03:15,1.860000,111.880000,38.210000,2.000000,0.000000,26.040000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,16.18,0,0,0,6.66,0,0,0,0,14.67,22,0

14,03:15-03:30,1.860000,111.880000,38.210000,2.000000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,15.94,0,0,0,6.66,0,0,0,0,14.67,22,0

15,03:30-03:45,1.860000,111.880000,38.210000,2.000000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,16.16,0,0,0,6.66,0,0,0,0,14.67,22,0

16,03:45-04:00,1.860000,111.880000,38.210000,2.000000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,16.28,0,0,0,6.66,0,0,0,0,14.67,22,0

17,04:00-04:15,1.780000,140.820000,38.210000,1.920000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,20.62,0,0,0,6.66,0,0,0,0,14.67,22,0

18,04:15-04:30,1.780000,171.900000,38.210000,1.920000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,192.900000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,21.1,0,0,0,6.66,0,0,0,0,14.67,22,0

19,04:30-04:45,1.780000,171.900000,38.210000,1.920000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,21.17,0,0,0,6.66,0,0,0,0,14.67,22,0

20,04:45-05:00,1.780000,171.900000,38.210000,1.920000,0.000000,25.080000,48.220000,31.830000,48.220000,71.760000,149.190000,93.470000,2.360000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,21.06,0,0,0,6.66,0,0,0,0,14.67,22,0

21,05:00-05:15,1.780000,175.760000,38.210000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,18.44,0,0,0,6.66,0,0,0,0,14.67,22,0

22,05:15-05:30,1.780000,175.760000,38.210000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,18.1,0,0,0,6.66,0,0,0,0,14.67,22,0

23,05:30-05:45,1.780000,175.760000,38.210000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,17.85,0,0,0,6.66,0,0,0,0,14.67,22,0

24,05:45-06:00,1.780000,175.760000,38.210000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,93.470000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,17.65,0,0,0,6.66,0,0,0,0,14.67,22,0

25,06:00-06:15,1.780000,175.760000,0.000000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,0,0,0,144.68,7.34,0,0,0,20.11,0,0,0,6.66,0,0,0,0,14.67,22,0

26,06:15-06:30,1.780000,175.760000,0.000000,1.920000,0.000000,25.080000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.000000,48.220000,0.000000,0.000000,26.030000,7.33,14.67,1,0,1.12,144.68,7.34,0,0,0,20.01,0,0,0,6.66,0,0,0,0,14.67,22,0

27,06:30-06:45,1.780000,175.760000,0.000000,1.920000,0.010000,24.110000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.010000,48.220000,0.010000,0.000000,26.030000,7.33,14.67,4,0,4.55,144.68,7.34,0,0,0,19.89,0,0.748902,0,6.66,0.95,0,0,0,14.67,22,0

28,06:45-07:00,1.780000,175.760000,0.000000,1.920000,0.010000,24.110000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.010000,48.220000,0.010000,0.000000,26.030000,7.33,14.67,10,3.5,15,144.68,7.34,1.5,0,0.05,12.65,0,7.68354,0,6.66,3.98,0,0,0,14.67,22,0.01

29,07:00-07:15,1.780000,175.760000,0.000000,1.920000,0.140000,24.110000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.150000,48.220000,0.140000,0.000000,26.030000,7.33,14.67,18,7,26.02,144.68,7.34,3,1,0.73,12.06,0,18.109812,0,6.66,19,0,2.55,0,14.67,22,0.14

30,07:15-07:30,1.780000,175.760000,0.000000,1.920000,0.530000,24.110000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,0.540000,48.220000,0.530000,0.000000,26.030000,7.33,14.67,27.82,11,27.82,144.68,7.34,4,3,7.76,11.86,0,27.758004,0,6.66,27.81,1,5,0.33,14.67,22,1.55

31,07:30-07:45,1.780000,175.760000,0.000000,1.920000,1.240000,23.150000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,1.270000,48.220000,1.240000,0.000000,26.030000,7.33,14.67,29.98,14,29.98,144.68,7.34,6,7,19.78,11.79,0,37.328388,0,6.66,29.99,4,9,1.67,14.67,22,3.95

32,07:45:08:00,1.780000,175.760000,0.000000,1.920000,2.280000,23.150000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,2.340000,48.220000,2.280000,0.000000,26.030000,7.33,14.67,30.48,22,30.48,144.68,7.34,10,13,36.69,11.9,0,47.667126,0,6.66,30.49,6,12,8.32,14.67,22,7.34

33,08:00-08:15,1.860000,177.180000,0.000000,1.920000,3.450000,21.220000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,3.530000,48.220000,3.450000,0.000000,26.030000,7.33,14.67,30.98,35,30.98,144.68,7.34,15,19,55.98,12.26,0,58.531068,0,6.66,30.99,10,9.39,16.02,14.67,22,11.19

34,08:15-08:30,1.860000,177.180000,0.000000,1.920000,4.520000,22.180000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,4.630000,48.220000,4.520000,0.000000,26.030000,7.33,14.67,31.32,52,31.32,144.68,7.34,22,27,79.58,12.77,0,69.161586,0,6.66,31.31,13,14.5,23.72,14.67,22,15.92

35,08:30-08:45,1.860000,177.180000,0.000000,1.920000,5.660000,23.150000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,5.800000,48.220000,5.660000,0.000000,26.030000,7.33,14.67,32.17,65,32.17,144.68,7.34,28,35,92.84,12.82,0,78.916764,0,6.66,32.16,17,18.53,31.42,14.67,22,18.57

36,08:45:09:00,1.860000,177.180000,0.000000,1.920000,6.690000,23.150000,48.220000,49.850000,48.220000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,6.860000,48.220000,6.690000,0.000000,26.030000,7.33,14.67,32.17,80,32.17,144.68,7.34,34,42,114.17,12.92,0,87.864684,0,6.66,32.16,21,22.23,38.38,14.67,22,22.83

37,09:00:09:15,1.860000,170.670000,0.000000,1.920000,7.710000,23.150000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,7.900000,48.220000,7.710000,0.000000,26.030000,7.33,14.67,32.17,106.4,32.17,144.68,7.34,45.6,61,134.06,13.13,0,86.094552,0,6.66,32.16,30,25.34,45.5,14.67,22,26.81

38,09:15-09:30,1.860000,170.670000,0.000000,1.920000,8.810000,23.150000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,9.020000,48.220000,8.810000,0.000000,26.030000,7.33,14.67,32.17,120.4,32.17,144.68,7.34,51.6,67,152.1,13.53,0,93.554394,0,6.66,32.16,33,28.05,51.48,14.67,22,30.42

39,09:30-09:45,1.860000,170.670000,0.000000,1.920000,9.750000,25.080000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,10.000000,48.220000,9.750000,0.000000,26.030000,7.33,14.67,32.17,134.4,32.17,144.68,7.34,57.6,71,170.81,12.72,0,100.450128,0,6.66,32.16,35,30.83,56.79,14.67,22,34.16

40,09:45-10:00,1.860000,170.670000,0.000000,1.920000,10.610000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,10.880000,48.220000,10.610000,0.000000,26.030000,7.33,14.67,32.17,145.6,32.17,144.68,7.34,62.4,74,187.88,10.14,0,107.141616,0,6.66,32.16,37,32.63,62.27,14.67,22,37.57

41,10:00-10:15,1.860000,170.670000,0.000000,1.920000,11.410000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,11.700000,48.220000,11.410000,0.000000,26.030000,7.33,14.67,32.17,156.8,32.17,144.68,7.34,67.2,77,202.93,10.14,0,112.354752,0,6.66,32.16,38,37.16,66.94,14.67,22,40.59

42,10:15-10:30,1.860000,170.670000,0.000000,1.920000,12.300000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,12.610000,48.220000,12.300000,0.000000,26.030000,7.33,14.67,32.17,166.6,32.17,144.68,7.34,71.4,78,215.72,10.34,0,116.741178,0,6.66,32.16,39,39.28,70.98,14.67,22,43.14

43,10:30-10:45,1.860000,170.670000,0.000000,1.920000,13.310000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,13.650000,48.220000,13.310000,0.000000,26.030000,7.33,14.67,32.17,175,32.17,144.68,7.34,75,79,223.3,12.57,0,121.47774,0,6.66,32.16,40,42.13,74.56,14.67,22,44.66

44,10:45-11:00,1.860000,170.670000,0.000000,1.920000,13.860000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,14.200000,48.220000,13.860000,0.000000,26.030000,7.33,14.67,32.17,181.3,32.17,144.68,7.34,77.7,81,228.73,12.78,0,124.473348,0,6.66,32.16,40,43.55,77.42,14.67,22,45.74

45,11:00-11:15,1.860000,170.670000,0.000000,1.920000,14.540000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,14.910000,48.220000,14.540000,0.000000,26.030000,7.33,14.67,31.83,189,31.83,144.68,7.34,81,81,232.5,12.94,0,127.70238,0,6.66,31.84,40,44.46,83.11,14.67,22,46.5

46,11:15-11:30,1.860000,170.670000,0.000000,1.920000,14.840000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,15.210000,48.220000,14.840000,0.000000,26.030000,7.33,14.67,31.83,191.1,31.83,144.68,7.34,81.9,83,232.5,13.03,0,130.71744,0,6.66,31.84,41,45,85.46,14.67,22,46.5

47,11:30-11:45,1.860000,170.670000,0.000000,1.920000,15.150000,24.110000,48.220000,49.850000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,15.520000,48.220000,15.150000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,87,232.5,15.65,0,132.497298,0,6.66,31.84,43,45,87.1,13.33,22,46.5

48,11:45-12:00,1.860000,170.670000,0.000000,1.920000,15.200000,24.110000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.310000,48.220000,26.030000,15.580000,48.220000,15.200000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,88,232.5,15.32,0,133.430994,0,6.66,31.84,44,45,88.1,13.33,22,46.5

49,12:00-12:15,1.940000,170.670000,0.000000,2.000000,15.280000,25.080000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.660000,48.220000,15.280000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,88,232.5,15.02,0,139.538922,0,6.66,31.84,44,45,88.95,13.33,22,46.5

50,12:15-12:30,1.940000,139.580000,0.000000,2.000000,15.340000,25.080000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.720000,48.220000,15.340000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,88,232.5,14.64,0,138.49824,0,6.66,31.84,44,45,89.72,13.33,22,46.5

51,12:30-12:45,1.940000,139.580000,0.000000,2.000000,15.280000,25.080000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.660000,48.220000,15.280000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,88,232.5,14.01,0,136.377972,0,6.66,31.84,44,45,89.81,13.33,22,46.5

52,12:45-13:00,1.940000,110.650000,0.000000,2.000000,15.240000,25.080000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.620000,48.220000,15.240000,0.000000,26.030000,7.33,13.33,31.83,192.5,31.83,144.68,7.34,82.5,86,232.5,13.53,0,133.275378,0,6.66,31.84,43,45,89.39,13.33,22,46.5

53,13:00-13:15,2.020000,110.650000,0.000000,2.070000,15.260000,25.080000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.640000,48.220000,15.260000,0.000000,26.030000,7.33,13.33,32,192.5,32,144.68,7.34,82.5,85,232.5,12.88,0,127.955256,0,6.66,32,42,43.95,88.17,13.33,22,46.5

54,13:15-13:30,2.020000,110.650000,0.000000,2.070000,15.130000,24.110000,48.220000,31.830000,48.370000,71.760000,149.190000,223.460000,2.360000,48.220000,26.030000,15.510000,48.220000,15.130000,0.000000,26.030000,7.33,13.33,32,192.5,32,144.68,7.34,82.5,85,232.5,12.23,0,119.668704,0,6.66,32,42,42.71,86.57,13.33,22,46.5

55,13:30-13:45,2.020000,110.650000,0.000000,2.070000,14.960000,24.110000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.360000,48.220000,26.030000,15.340000,48.220000,14.960000,0.000000,26.030000,7.33,13.33,32,185.5,32,144.68,7.34,79.5,76,232.45,11.53,0,119.250486,0,6.66,32,38,42.33,84.2,13.33,22,46.49

56,13:45-14:00,2.020000,110.650000,0.000000,2.070000,14.660000,24.110000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.360000,48.220000,26.030000,15.030000,48.220000,14.660000,0.000000,26.030000,7.33,14.67,32,179.2,32,144.68,7.34,76.8,69,231.29,10.78,0,113.298174,0,6.66,32,35,40.06,82.22,14.67,22,46.26

57,14:00-14:15,2.020000,110.650000,0.000000,2.150000,14.240000,24.110000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,14.590000,48.220000,14.240000,0.000000,26.030000,7.33,14.67,32,173.6,32,144.68,7.34,74.4,67,227.14,9.08,0,107.112438,0,6.66,32,34,36,78.47,14.67,22,45.43

58,14:15-14:30,2.020000,110.650000,0.000000,2.150000,13.720000,25.080000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,14.070000,48.220000,13.720000,0.000000,26.030000,7.33,14.67,32,165.2,32,144.68,7.34,70.8,67,220.56,8.94,0,100.819716,0,6.66,32,33,33,74.53,14.67,22,44.11

59,14:30-14:45,2.020000,110.650000,0.000000,2.150000,12.920000,25.080000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,13.250000,48.220000,12.920000,0.000000,26.030000,7.33,14.67,32,158.9,32,144.68,7.34,68.1,59,186.45,8.54,0,93.301518,0,6.66,32,29,27,70.84,14.67,22,37.29

60,14:45-15:00,2.020000,110.650000,0.000000,2.150000,9.460000,25.080000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,9.700000,48.220000,9.460000,0.000000,26.030000,7.33,14.67,32,151.2,32,144.68,7.34,64.8,58,176.06,8.13,0,84.888528,0,6.66,32,29,25,65.83,14.67,22,35.21

61,15:00-15:15,2.170000,110.650000,0.000000,2.150000,9.020000,26.040000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,9.240000,48.220000,9.020000,0.000000,26.030000,7.33,14.67,32.33,137.2,32.33,144.68,7.34,58.8,53,160.87,7.54,0,73.839792,0,6.66,32.34,26,23,55.6,14.67,22,32.17

62,15:15-15:30,2.170000,110.650000,0.000000,2.150000,8.070000,26.040000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,8.270000,48.220000,8.070000,0.000000,26.030000,7.17,14.67,32.33,123.9,32.33,144.68,7.16,53.1,49,145.48,11.33,0,64.347216,0,6.66,32.34,24,20,49.85,14.67,21.5,29.09

63,15:30-15:45,2.170000,139.580000,0.000000,2.150000,6.980000,26.040000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,7.150000,48.220000,6.980000,0.000000,26.030000,7.17,14.67,32.33,112,32.33,144.68,7.16,48,41,129.92,10.91,0,54.241902,0,6.66,32.34,21,18,37.01,14.67,21.5,25.98

64,15:45-16:00,2.170000,170.670000,0.000000,2.150000,5.640000,26.040000,48.220000,31.830000,48.370000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,5.790000,48.220000,5.640000,0.000000,26.030000,7.17,14.67,32.33,98,32.33,144.68,7.16,42,38,113.51,10.51,0,43.465494,0,6.66,32.34,19,14,32.2,14.67,21.5,22.7

65,16:00-16:15,2.170000,170.670000,0.000000,1.920000,4.880000,25.080000,48.220000,49.850000,101.020000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,5.000000,48.220000,4.880000,0.000000,26.030000,7.17,14.67,32.5,81,32.5,144.68,7.16,34,34,62.97,10.68,0,32.348676,0,6.66,32.5,17,13,26.55,14.67,21.5,12.59

66,16:15-16:30,2.170000,170.670000,0.000000,1.920000,4.310000,25.080000,48.220000,49.850000,101.020000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,4.410000,48.220000,4.310000,0.000000,26.030000,7.17,14.67,26,63,33,144.68,7.16,27,28,54.63,10.74,0,22.583772,0,6.66,29.67,14,10,20.86,14.67,21.5,10.93

67,16:30-16:45,2.170000,205.350000,0.000000,1.920000,3.350000,26.040000,48.220000,49.850000,101.020000,71.760000,192.900000,223.460000,2.280000,48.220000,26.030000,3.440000,48.220000,3.350000,0.000000,26.030000,7.17,14.67,12,46,16.06,144.68,7.16,19,12,37.71,10.83,0,13.56777,0,6.66,11.07,6,8,14.36,14.67,21.5,7.54

68,16:45-17:00,2.170000,205.350000,0.000000,1.920000,2.190000,26.040000,48.220000,49.850000,101.020000,71.760000,231.480000,223.460000,2.280000,48.220000,26.030000,2.240000,48.220000,2.190000,0.000000,26.030000,7.17,14.67,5,28,7.45,144.68,7.16,12,8,33.54,11.17,0,7.771074,0,6.66,5.7,4,6,7.93,14.67,21.5,6.71

