Block,Time,KGSU1AND2,KHSTPP-II,KOTESHWR,RIHAND3,SALAL,DADRI_CRF,CHAMERA1,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NNTPP,RIHAND1,SINGRAULI,TANDA2,ANTA_GF,AURY_CRF,BSIUL,CHAMERA2,KOLDAM,NAPP,NLCTS2EXP,NTPL,PARBATI2,RAMPUR,RSTPSU7,SIMHST2,TALST2,URI,AURY_GF,AURY_RF,DADRT2,RAPPB,RIHAND2,TEHRIPSP,TelanganaSTPP,ANTA_LF,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,RSTPSU1TO6,SASAN,TALA,UNCHAHAR2,DADRI_GF,DADRI_LF,DULHASTI,PARBATI3,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_RF,DADRI_RF,BRBCL,CHAMERA3,DHAULIGNGA,FSTPP I & II,JHAJJAR,NJPC,RAPPC,TEHRI,UNCHAHAR1,UNCHAHAR3,NLCIIST2,RAPPD,SEWA2,URI2,AURY_LF
17,04:00-04:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,47.03,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.97,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,18.63,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.85,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,0,33.52,0

18,04:15-04:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,47.03,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.97,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,18.63,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.85,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,0,33.52,0

19,04:30-04:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,47.03,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.97,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,18.48,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.85,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,0,33.52,0

20,04:45-05:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,47.03,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.97,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,18.33,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.85,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,0,33.52,0

21,05:00-05:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,6.63,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,18.04,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.6,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,33.52,0

22,05:15-05:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,26.49,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,17.74,44.52,0,0,0,37.92,0,0,11.91,2.97,0,0,52.6,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,33.52,0

23,05:30-05:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,26.49,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,17.45,44.52,0,0,0,37.92,0,0,11.91,1.27,0,0,52.6,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,33.52,0

24,05:45-06:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,6.63,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,393.75,17.16,44.52,0,0,0,37.92,0,0,11.91,1.27,0,0,52.6,105.4,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,33.52,0

25,06:00-06:15,0,98.87,45.08,130.84,0,0,14.05,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,81.18,687.87,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.86,43.16,0,0,0,37.92,0,0,9.86,1.27,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.21,26.71,0,38.94,18.34,33.52,0

26,06:15-06:30,0,98.87,45.08,130.84,0,0,14.05,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.72,43.16,0,0,0,37.92,0,0,9.86,1.27,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.21,26.71,0,38.94,18.34,33.52,0

27,06:30-06:45,0,98.87,45.08,130.84,0,0,14.05,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,81.18,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.72,43.16,0,0,38.32,37.92,0,0,9.86,1.27,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.21,26.71,0,38.94,18.34,33.52,0

28,06:45-07:00,0,98.87,45.08,130.84,0,0,14.05,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.86,43.16,0,0,38.32,37.92,0,0,9.86,1.27,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,21.21,26.71,0,38.94,18.34,33.52,0

29,07:00-07:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,17.33,43.16,0,0,38.32,37.92,0,0,9.86,1.27,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,26.71,0,38.94,18.34,33.52,0

30,07:15-07:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,3.13,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,17.48,44.52,0,0,38.32,37.92,0,0,9.86,1.53,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

31,07:30-07:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.41,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,18.9,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

32,07:45-08:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,14.08,5.68,0,0,0,4.41,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,18.9,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.6,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

33,08:00-08:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,5.52,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,19.04,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.09,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

34,08:15-08:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,25.39,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,19.04,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.09,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

35,08:30-08:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,25.39,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,19.64,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.09,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

36,08:45-09:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,5.52,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,19.64,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,52.09,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

37,09:00-09:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,22.38,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,51.59,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

38,09:15-09:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,22.38,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,51.59,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

39,09:30-09:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,51.59,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

40,09:45-10:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,3.31,0,80.79,689.39,0,125.27,207.96,0,0,0,33.99,2.33,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,51.59,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

41,10:00-10:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,4.41,0,80.53,689.39,0,125.27,103.98,0,0,0,33.99,0.64,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.83,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

42,10:15-10:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,4.41,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.83,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

43,10:30-10:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,4.41,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.58,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,41.18,22.41,27.38,0,38.94,18.34,33.52,0

44,10:45-11:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,13.37,5.68,0,0,0,4.41,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.58,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

45,11:00-11:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,26.49,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.08,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

46,11:15-11:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,26.49,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.53,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.08,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

47,11:30-11:45,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.58,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.08,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

48,11:45-12:00,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.58,44.52,0,0,38.32,37.92,0,0,9.86,3.23,0,0,50.08,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

49,12:00-12:15,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.53,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.58,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.81,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

50,12:15-12:30,0,98.87,45.08,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,22.58,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.81,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

51,12:30-12:45,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,21.4,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.81,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

52,12:45-13:00,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,8.83,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,20.72,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.81,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

53,13:00-13:15,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,4.41,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,25.54,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.56,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

54,13:15-13:30,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,4.41,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,25.54,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.56,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

55,13:30-13:45,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,25.54,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

