Block,Time,UNCHAHAR4,ANTA_RF,KOLDAM,URI2,NJPC,SEWA2,URI,ANTA_LF,AURY_RF,SINGRAULI,TANAKPUR,DADRI_LF,SINGRAULI_HYDRO,UNCHAHAR2,KOTESHWR,KISHANGANGA,DADRT2,NAPP,RIHAND3,BSIUL,RIHAND2,DADRI_RF,UNCHAHAR3,DHAULIGNGA,RAMPUR,DULHASTI,JHAJJAR,SALAL,UNCHAHAR1,CHAMERA2,ANTA_CRF,PARBATI3,AURY_CRF,CHAMERA1,CHAMERA3,RAPPC,DADRI_CRF,TEHRI,RIHAND1,AURY_GF,DADRI_GF,ANTA_GF,AURY_LF,RAPPB,TANDA2,KAWAS-RLNG,VSTPS IV,VSTPS I,KAPS,KAWAS-APM,SIPAT I,TAPS-II,KAWAS-ComGas,LARA-I,GANDHAR-RLNG,KSTPS7,SASAN,NLCEXP,NTPL,KGSU1AND2,NNTPP,VALLURNTECL,NLCTS2EXP,KKNP,VSTPS III,KHARGONE-I,SIMHST2,NLCIIST2,KUDGI,KGSU3AND4,RSTPSU7,NLCIIST1,TALST2,RSTPSU1TO6,MAPS,GANDHAR-ComGas,KAWAS-zLIQ,BRBCL,GADARWARA-I,MOUDA_II,GANDHAR-NAPM,MOUDA,KHSTPP-II,KHSTPP-I,FSTPP I & II,GANDHAR-APM,KSTPS I&II,TALA,VSTPS II,VSTPS V,SIPAT II,KAWAS-NAPM,SOLAPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,1.372125,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,41.942082,8.393101,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,1.729742,25.970568,0.000000,0.000000,51.927025,429.599834,51.490312,20.864642,42.033750,0.000000,0.000000,0.000000,40.601245,10.171735,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,4.255857,2.690880,0.000000,4.101852,0.007337,1.240894,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,11.763933,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.417513,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

9,02:00-02:15,1.372125,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,41.942082,8.393101,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,0.000000,0.000000,51.927025,448.631210,51.490312,20.864642,42.033750,0.000000,0.000000,0.000000,40.601245,18.737406,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,4.399846,2.690880,0.000000,4.101852,0.007337,1.240894,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,13.004559,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.417513,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

10,02:15-02:30,1.372125,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,41.942082,8.393101,2.457837,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,0.000000,0.000000,51.927025,448.631210,51.490312,20.864642,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,4.537723,2.690880,0.000000,4.101852,0.007337,1.240894,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.417513,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

11,02:30-02:45,1.375213,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,41.946321,8.393101,2.457837,607.830426,20.582825,121.876716,18.939827,116.260677,0.000000,23.230016,0.000000,0.000000,51.927025,448.631210,51.490312,18.895260,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,4.675600,2.690880,0.000000,4.101852,0.007337,1.240894,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,12.920622,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.417513,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

12,02:45-03:00,1.375213,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,41.946321,8.393101,2.457837,497.217795,20.582825,121.876716,18.939827,116.260677,0.000000,18.955099,0.000000,0.000000,51.927025,448.631210,51.490312,15.478548,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,4.813477,2.690880,0.000000,4.101852,0.007337,1.240894,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.417513,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

13,03:00-03:15,1.016207,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,29.647586,8.393101,2.457837,384.270909,20.582825,121.876716,18.939827,116.260677,0.000000,12.856931,0.000000,0.000000,51.927025,391.714385,38.617734,11.591944,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.306974,0.799115,0.000000,4.951354,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

14,03:15-03:30,0.722263,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.201667,8.393101,2.457837,362.780511,20.582825,121.876716,18.939827,116.260677,0.000000,11.345300,0.000000,0.000000,51.927025,391.714385,38.617734,10.362041,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,4.963577,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.355529,2.013006,3.382812,0.000000,1.866975,142.096383,32.159770,16.867383,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

15,03:30-03:45,0.722263,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,8.393101,2.457837,362.763820,20.582825,121.876716,18.939827,116.260677,0.000000,11.345300,0.000000,0.000000,51.927025,391.714385,38.617734,10.362041,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.089230,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,24.712959,11.385821,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

16,03:45-04:00,0.722263,0.000000,0.000000,33.781225,0.000000,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,8.393101,2.457837,362.780511,20.582825,121.876716,12.626551,116.260677,0.000000,11.345300,0.000000,0.000000,51.927025,391.714385,38.617734,10.795912,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118497,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

17,04:00-04:15,0.737468,0.000000,0.000000,33.781225,21.696481,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,8.393101,2.457837,362.763820,20.582825,121.876716,12.626551,116.260677,0.000000,12.226316,0.000000,0.415256,51.927025,391.714385,38.617734,11.450276,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

18,04:15-04:30,0.737468,0.000000,0.000000,33.781225,21.696481,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,8.393101,2.457837,362.780511,20.582825,121.876716,12.626551,116.260677,0.000000,12.226316,0.000000,0.415256,51.927025,391.714385,38.617734,11.450276,42.033750,0.000000,6.690004,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.344256,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

19,04:30-04:45,0.738420,0.000000,0.000000,33.781225,48.718463,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,363.066823,20.582825,121.876716,12.626551,116.260677,0.000000,13.155866,9.551251,0.939430,51.927025,391.714385,38.617734,10.286649,42.033750,0.000000,16.056009,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

20,04:45-05:00,0.738420,0.000000,0.000000,33.781225,71.006667,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,363.083269,20.582825,121.876716,12.626551,116.260677,0.000000,12.280383,19.102501,1.368301,51.927025,391.714385,38.617734,10.286649,42.033750,0.000000,17.394010,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,8.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

21,05:00-05:15,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,51.047194,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,363.066823,20.582825,121.876716,12.626551,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,391.714385,38.617734,10.286649,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

22,05:15-05:30,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,51.047194,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,361.681443,20.582825,121.876716,12.626551,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,391.714385,38.617734,10.333208,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

23,05:30-05:45,0.739497,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,363.047308,20.582825,121.876716,12.626551,116.260677,0.000000,13.318276,28.653752,1.878861,51.927025,391.714385,38.617734,11.530481,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

24,05:45-06:00,0.738382,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,28.204075,6.346004,2.457837,362.403811,20.582825,121.876716,12.626551,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,391.714385,38.617734,10.333208,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,5.99,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

25,06:00-06:15,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.493595,0.000000,1.035891,28.204075,6.346004,2.457837,362.425766,20.582825,121.876716,12.626551,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,391.714385,38.617734,10.333208,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.06,1.06,1.87,0.86,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

26,06:15-06:30,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.493595,0.000000,1.035891,28.204075,6.346004,2.457837,362.403811,20.582825,121.876716,12.626551,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,391.714385,38.617734,10.333208,42.033750,0.000000,52.182030,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.06,1.06,1.87,0.86,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

