Block,Time,UNCHAHAR4,ANTA_RF,KOLDAM,URI2,NJPC,SEWA2,URI,ANTA_LF,AURY_RF,SINGRAULI,TANAKPUR,DADRI_LF,SINGRAULI_HYDRO,UNCHAHAR2,KOTESHWR,KISHANGANGA,DADRT2,NAPP,RIHAND3,BSIUL,RIHAND2,DADRI_RF,UNCHAHAR3,DHAULIGNGA,RAMPUR,DULHASTI,JHAJJAR,SALAL,UNCHAHAR1,CHAMERA2,ANTA_CRF,PARBATI3,AURY_CRF,CHAMERA1,CHAMERA3,RAPPC,DADRI_CRF,TEHRI,RIHAND1,AURY_GF,DADRI_GF,ANTA_GF,AURY_LF,RAPPB,TANDA2,KAWAS-RLNG,VSTPS IV,VSTPS I,KAPS,KAWAS-APM,SIPAT I,TAPS-II,KAWAS-ComGas,LARA-I,GANDHAR-RLNG,KSTPS7,SASAN,NLCEXP,NTPL,KGSU1AND2,NNTPP,VALLURNTECL,NLCTS2EXP,KKNP,VSTPS III,KHARGONE-I,SIMHST2,NLCIIST2,KUDGI,KGSU3AND4,RSTPSU7,NLCIIST1,TALST2,RSTPSU1TO6,MAPS,GANDHAR-ComGas,KAWAS-zLIQ,BRBCL,GADARWARA-I,MOUDA_II,GANDHAR-NAPM,MOUDA,KHSTPP-II,KHSTPP-I,FSTPP I & II,GANDHAR-APM,KSTPS I&II,TALA,VSTPS II,VSTPS V,SIPAT II,KAWAS-NAPM,SOLAPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,94.859242,0.000000,0.000000,1.035891,23.603547,6.346004,2.457837,362.966250,20.582825,121.876716,18.939827,116.260677,0.000000,13.456998,0.000000,0.381217,51.927025,240.996467,62.683858,11.497716,0.000000,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,22.593335,12.243158,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

56,13:45-14:00,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,94.856247,0.000000,0.000000,1.035891,23.603547,6.346004,2.457837,362.991249,20.582825,121.876716,18.939827,116.260677,0.000000,13.456998,0.000000,0.381217,51.927025,303.572435,38.617734,11.497716,0.000000,0.000000,0.000000,0.000000,0.000000,20.343468,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,22.593335,12.243158,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

57,14:00-14:15,0.682248,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,94.856247,0.000000,0.000000,1.035891,28.603074,6.346004,2.457837,352.967921,20.582825,121.876716,18.939827,116.260677,0.000000,11.394507,0.000000,0.381217,51.927025,339.330131,38.617734,11.313712,3.545357,0.000000,0.000000,0.000000,0.000000,20.343468,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,5.99,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.233609,3.382812,0.000000,1.866975,103.428654,22.593335,12.243158,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

58,14:15-14:30,0.682248,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,94.856247,0.000000,0.000000,1.035891,28.603074,6.346004,2.457837,353.037289,20.582825,121.876716,18.939827,116.260677,0.000000,11.394507,0.000000,0.381217,51.927025,370.618115,38.617734,11.313712,13.897799,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,5.99,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.316336,3.382812,0.000000,1.866975,140.786199,32.159770,16.615958,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

59,14:30-14:45,1.085446,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,95.979628,0.616994,0.000000,1.035891,40.351548,6.346004,2.457837,354.503458,20.582825,121.876716,18.939827,116.260677,0.000000,16.158491,0.000000,0.381217,51.927025,411.789557,38.617734,14.273312,13.897799,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,5.99,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.399062,3.382812,0.000000,1.866975,140.786199,32.159770,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

60,14:45-15:00,1.085446,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,95.979628,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,357.990989,20.582825,121.876716,6.251817,116.260677,0.000000,18.874997,0.000000,0.381217,51.927025,437.794085,38.617734,13.493039,27.937412,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.481788,3.382812,0.000000,1.866975,140.786199,32.159770,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

61,15:00-15:15,1.085446,0.000000,0.000000,34.344245,19.724074,16.548590,48.920227,0.000000,0.000000,95.979628,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,357.959220,20.582825,121.876716,6.251817,116.260677,0.000000,18.874997,0.000000,0.381217,51.927025,411.789557,38.617734,13.483406,27.937412,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,9.256352,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,32.159770,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

62,15:15-15:30,1.085446,0.000000,0.000000,34.344245,39.448148,16.548590,48.920227,0.000000,0.000000,95.979628,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,357.967852,20.582825,121.876716,6.251817,116.260677,0.000000,18.874997,0.000000,0.762437,51.927025,411.789557,38.617734,13.483406,27.937412,0.000000,0.000000,0.000000,5.783653,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,32.159770,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

63,15:30-15:45,1.085446,0.000000,0.000000,34.344245,39.448148,16.548590,48.920227,0.000000,0.000000,94.859242,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,417.284344,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,0.762437,51.927025,438.198671,51.490312,16.662296,27.937412,0.000000,0.000000,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.68,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

64,15:45-16:00,1.085446,0.000000,0.000000,34.344245,39.448148,16.548590,48.920227,0.000000,0.000000,94.859242,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,0.762437,51.927025,438.198671,51.490312,16.662296,27.937412,0.000000,0.000000,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

65,16:00-16:15,1.085446,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,94.856247,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,1.177692,51.927025,438.198671,51.490312,16.662296,27.937412,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

66,16:15-16:30,1.085446,0.000000,0.000000,33.781225,61.144629,16.548590,51.047194,0.000000,0.000000,94.856247,0.616994,0.000000,1.035891,41.947839,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,1.177692,51.927025,438.198671,76.116113,16.662296,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

67,16:30-16:45,1.085446,0.000000,0.000000,33.781225,61.144629,16.548590,51.047194,0.000000,0.000000,109.216461,8.637911,0.000000,1.035891,39.861741,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,1.177692,51.927025,438.198671,76.116113,16.662296,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

68,16:45-17:00,1.085446,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,112.951078,8.637911,0.000000,1.035891,39.861741,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,19.313298,0.000000,1.177692,51.927025,438.198671,76.116113,16.662296,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.564515,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

69,17:00-17:15,1.361336,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,116.685694,9.008107,0.000000,1.035891,41.942813,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,24.910442,0.000000,1.177692,51.927025,448.881668,76.116113,18.455483,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.631844,3.382812,0.000000,1.866975,140.786199,29.820878,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

70,17:15-17:30,1.361336,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,120.420309,9.008107,0.000000,1.035891,41.947839,6.346004,2.457837,429.218063,20.582825,121.876716,6.251817,116.260677,0.000000,25.970568,0.000000,1.177692,51.927025,448.881668,76.116113,18.459335,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.714710,3.382812,0.000000,1.866975,140.786199,29.820878,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

71,17:30-17:45,1.361336,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,123.954747,0.000000,0.000000,1.035891,41.947839,6.346004,2.457837,477.383063,20.582825,121.876716,6.251817,116.260677,0.000000,25.970568,0.000000,1.177692,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.797575,3.382812,0.000000,1.866975,140.786199,29.820878,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

72,17:45-18:00,1.361336,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,123.954747,0.000000,0.000000,1.035891,41.947839,6.346004,2.457837,477.383063,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,0.000000,1.177692,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,3.345001,0.000000,13.533748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.880438,3.382812,0.000000,1.866975,140.786199,29.820878,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

73,18:00-18:15,1.361336,0.000000,0.000000,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,126.909092,0.000000,0.000000,1.035891,41.947839,6.346004,2.457837,477.383063,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,9.551251,1.177692,44.471915,448.881668,51.490312,18.456828,27.937412,0.000000,3.345001,0.000000,12.176112,4.015159,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.963301,3.382812,0.000000,1.866975,140.786199,31.272604,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

74,18:15-18:30,1.361336,0.000000,0.828216,33.781225,61.144629,16.548590,48.920227,0.000000,0.000000,126.909092,0.000000,0.000000,1.035891,41.947839,6.346004,2.457837,477.383063,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,19.102501,1.177692,47.167182,448.881668,51.490312,18.456828,27.937412,0.000000,3.345001,0.000000,12.176112,4.015159,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.46,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.978146,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

75,18:30-18:45,1.361336,0.000000,2.049835,33.781225,83.827316,16.548590,48.920227,0.000000,0.000000,126.909092,0.000000,0.000000,1.035891,41.947839,6.346004,2.457837,525.548063,20.582825,121.876716,12.626551,116.260677,0.000000,25.970568,28.653752,1.613370,51.927025,448.881668,51.490312,18.456828,27.937412,0.000000,3.345001,0.000000,27.015748,20.363545,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.46,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.978146,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

76,18:45-19:00,1.361336,0.000000,3.074752,33.781225,121.796158,16.548590,48.920227,0.000000,0.000000,126.909092,0.000000,0.000000,1.035891,41.947839,17.400333,2.513697,525.548063,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.348576,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006801,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.46,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.978146,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

77,19:00-19:15,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,130.371567,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,525.548063,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.46,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.045476,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

78,19:15-19:30,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,51.047194,0.000000,0.000000,131.458478,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,573.713063,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,8.028004,0.000000,40.601245,30.545986,56.844293,0.000000,28.381610,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.46,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.128342,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

79,19:30-19:45,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,51.047194,0.000000,0.000000,131.458478,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,621.878063,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,34.788020,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.209603,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.211207,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.372319,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

80,19:45-20:00,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,131.458478,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,621.878063,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,448.881668,51.490312,18.456828,42.033750,0.000000,34.788020,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.240894,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.226325,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.388210,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

81,20:00-20:15,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,131.458478,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,429.599834,51.490312,18.456828,42.033750,0.000000,34.788020,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.240894,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.293655,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.388210,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

82,20:15-20:30,1.361336,0.000000,4.099670,33.781225,146.155390,16.548590,48.920227,0.000000,0.000000,131.458478,0.616994,0.000000,1.035891,41.947839,17.400333,2.513697,664.050759,20.582825,121.876716,18.939827,116.260677,0.000000,25.970568,38.293592,2.777447,51.927025,429.599834,51.490312,18.456828,42.033750,0.000000,34.788020,0.000000,40.601245,30.545986,56.844293,0.000000,37.842145,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.240894,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.40,5.99,1.06,1.87,0.81,2.92,5.11,0.23,0.000000,0.000000,14.449498,3.376521,3.382812,0.000000,1.866975,140.786199,31.575047,16.867383,0.000000,2.388210,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

