Column1,Time,GNA/NR/2025/05/01/2474,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/9395,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/4138,NR/01102023/31052040/LT-31,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14
13,03:00-03:15,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,25.06,30.28,4.05,12.91,0,100.36,25.06,129.27,0,0,0,6.4,0,83.33,32,32,0,83.34,0,31.66,0,96,0,0,0,0,0,0,0,0

14,03:15-03:30,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,25.06,30.28,4.05,12.91,0,100.36,25.06,129.27,0,0,0,6,0,83.33,31.5,31.5,0,83.34,0,31.66,0,94.5,0,0,0,0,0,0,0,0

15,03:30-03:45,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,26.5,30.28,4.05,12.91,0,100.36,26.5,129.27,0,0,0,15.41,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

16,03:45-04:00,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,26.5,30.28,4.05,12.91,0,100.36,26.5,129.27,0,0,0,14.01,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

17,04:00-04:15,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,26.5,30.28,4.05,12.63,0,100.36,26.5,129.27,0,0,0,13.41,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

18,04:15-04:30,28.95,272.37,7.74,86.89,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,8.16,14.45,0,26.5,30.28,4.05,12.63,0,100.36,26.5,129.27,0,0,0,13.01,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

19,04:30-04:45,28.95,272.37,7.74,63.17,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,6.99,14.45,0,26.5,30.28,4.05,12.63,0,100.36,26.5,100.37,0,0,0,12.01,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

20,04:45-05:00,28.95,272.37,7.74,63.17,33.05,4.58,8.06,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,6.99,14.45,0,26.5,29.27,4.05,12.63,0,100.36,26.5,100.37,0,0,0,11,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

21,05:00-05:15,28.95,272.37,7.74,63.17,33.05,4.58,7.83,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,6.99,14.45,0,26.5,29.27,4.05,12.35,0,100.36,26.5,100.37,0,0,0,10,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

22,05:15-05:30,28.95,272.37,7.74,63.17,33.05,4.58,7.83,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,6.99,14.45,0,26.5,29.27,4.05,12.35,0,100.36,26.5,100.37,0,0,0,9,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

23,05:30-05:45,28.95,272.37,7.74,63.17,33.05,4.58,7.83,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,0,26.5,29.27,4.05,12.35,0,100.36,26.5,100.37,0,0,0,8,0,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

24,05:45-06:00,28.95,272.37,7.74,63.17,33.05,4.58,7.83,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,0,26.5,28.76,4.05,12.35,0,100.36,26.5,100.37,0,0,0,7,0.25,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,0,0,0,0,0,0,0

25,06:00-06:15,28.95,272.37,7.74,63.17,33.05,4.48,7.68,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,0,26.5,29.27,4.05,12.08,0,100.36,26.5,100.37,0,0,0,5,1.95,83.33,34.17,34.17,0,83.34,0,35,0,102.49,0,1,1,1,0,0.16,0.03,0

26,06:15-06:30,28.95,272.37,7.74,63.17,33.05,4.48,7.68,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,0,26.5,29.27,4.05,12.08,0,100.36,26.5,100.37,0,0,0.28,4.8,5.4,83.33,34.17,34.17,5.1,83.34,2,35,4.9,102.49,0,5,2,2,0,3.31,0.66,1

27,06:30-06:45,28.95,272.37,7.74,63.17,33.05,4.48,7.29,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,0.59,26.5,29.27,4.05,12.08,0.46,100.36,26.5,100.37,0,0.59,3.64,4.8,10.23,83.33,34.17,34.17,16.17,83.34,5,35,17.14,102.49,0,7,3,3,0,8.8,1.76,2

28,06:45-07:00,28.95,272.37,7.74,50.97,33.05,4.48,7.29,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.22,14.45,1.22,26.5,29.27,4.05,12.08,0.95,100.36,26.5,82.21,0,1.22,6.62,4.8,16.59,83.33,34.17,34.17,26.26,83.34,8,35,33,102.49,1,9,5,4,0,15.91,3.18,3

29,07:00-07:15,28.95,272.37,7.74,52.66,33.05,4.48,7.29,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.38,14.45,2.02,26.26,30.28,4.05,11.8,1.57,52.98,30,94.26,0,2.02,10.28,4.8,24.29,83.33,34.17,34.17,33,83.34,13,35,33,102.49,6,13,7,7,0,25.25,5.05,7

30,07:15-07:30,28.95,272.37,7.74,40.46,33.05,4.48,7.29,28.9,10.43,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.38,14.45,2.94,26.26,29.27,4.05,11.8,2.27,52.98,30,94.26,0,2.94,14.93,4.2,33.61,83.33,33.5,33.5,33,83.34,16,34.33,33,100.5,12,19,9,9,0,37.97,7.6,12

31,07:30-07:45,28.95,272.37,4.07,40.46,33.05,4.48,7.29,28.9,2.99,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.38,14.45,4.04,26.26,29.27,3.97,11.8,3.12,52.98,27,101.15,0,4.04,21.29,4.2,42.57,83.33,32.67,32.67,33,83.34,22,32.67,33,97.99,18,25,12,13,0,52.58,10.52,19

32,07:45-08:00,28.95,272.37,4.07,40.46,33.05,4.48,7.29,28.9,2.99,163.76,163.76,0,0,0,96.33,122.82,13.49,10.6,0,0,0,7.38,14.45,5.18,26.26,29.27,3.97,11.8,4,52.98,27,101.15,0,5.18,27.59,4.2,51.92,80.67,32.5,32.5,33,80.66,30,31.33,33,97.5,24,32,16,16,0,69.42,13.88,27

33,08:00-08:15,28.95,231.19,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,6.36,26.26,30.28,3.97,11.43,4.92,52.98,27,101.15,0,6.36,34.6,4.2,62.24,81.67,32.17,32.17,33,81.66,33,30.33,33,96.49,30,35,21,18,0,88.64,17.73,33

34,08:15-08:30,28.95,231.19,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,7.48,26.26,30.28,3.97,11.43,5.79,52.98,27,101.15,0,7.48,42,4.2,72.18,82.67,32.33,32.33,33,82.66,33,29.67,33,97.01,35,43,25,21,0,107.17,21.44,39

35,08:30-08:45,28.95,231.19,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.06,14.45,8.63,26.93,30.28,3.97,11.43,6.68,52.98,26.93,101.15,0,8.63,49.42,4.2,81.43,83.33,33.17,33.17,33,83.34,33,29.67,33,99.49,42,52,26,26,0,125.28,25.06,46

36,08:45-09:00,28.95,231.19,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.06,14.45,9.7,26.93,31.29,3.97,11.43,7.5,52.98,26.93,101.15,0,9.7,56.14,4.2,91.57,83.33,33.83,33.83,33,83.34,33,29.67,33,101.51,48,59,28,29,0,142.09,28.42,53

37,09:00-09:15,28.95,192.66,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.06,14.45,10.79,26.94,30.28,3.97,11.16,8.34,52.98,26.94,110.78,0,10.79,62.57,4.2,101.31,83.33,35,35,33,83.34,33,29.33,33,105,54,67,31,33,0,159.52,31.91,58

38,09:15-09:30,28.95,149.8,4.07,40.46,35.12,4.39,6.99,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.06,14.45,11.74,26.94,30.28,3.97,11.16,9.07,52.98,26.94,110.78,0,11.74,68.81,4.2,108.61,83.33,35,35,33,83.34,33,29.67,33,105,60,72,33,36,0,173.89,34.78,63

39,09:30-09:45,28.95,149.8,4.07,40.46,35.12,4.39,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,12.6,26.94,30.28,3.97,11.16,9.73,52.98,26.94,110.78,0,12.6,74.51,4.2,114.94,83.33,35,35,33,83.34,33,30,33,105,64,77,35,38,0,187.72,37.55,68

40,09:45-10:00,28.95,149.8,4.07,40.46,35.12,4.39,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,13.35,26.94,31.29,3.97,11.16,10.32,52.98,26.94,110.78,0,13.35,79.7,4.2,121.47,83.33,35,35,33,83.34,33,30.67,33,105,69,83,37,42,0,201.92,40.38,75

41,10:00-10:15,28.95,149.8,4.07,40.46,35.12,4.3,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,14.06,26.94,31.29,3.97,10.88,10.86,52.98,26.94,110.78,0,14.06,87.88,4.2,127.51,83.33,35,35,33,83.34,33,32,33,105,75,89,40,45,0,208.78,41.76,77

42,10:15-10:30,28.95,149.8,4.07,40.46,35.12,4.3,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,14.67,26.94,31.29,3.97,10.88,11.34,52.98,26.94,110.78,0,14.67,92.11,4.2,133.65,83.33,35,35,33,83.34,33,33,33,105,79,93,41,47,0,221.3,44.26,82

43,10:30-10:45,28.95,149.8,4.07,40.46,35.12,4.3,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,15.3,26.94,31.29,3.97,10.88,11.82,52.98,26.94,110.78,0,15.3,95.98,6,138.22,83.33,35,35,33,83.34,33,36.67,33,105,84,93,42,47,0,229.63,45.93,86

44,10:45-11:00,28.95,149.8,4.07,40.46,35.12,4.3,7.37,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,15.77,26.94,31.29,3.97,10.88,12.19,52.98,26.94,110.78,0,15.77,99.31,6,143.1,83.33,35,35,33,83.34,33,36.67,33,105,87,93,43,47,0,233.8,46.76,88

45,11:00-11:15,28.95,149.8,4.07,40.46,35.12,4.3,7.29,28.9,5.74,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.15,26.94,31.29,3.97,10.69,12.47,52.98,26.94,110.78,0,16.15,100,6,146.6,83.33,35,35,33,83.34,33,38.33,33,105,87,93,43,47,0,237.97,47.59,93

46,11:15-11:30,28.95,149.8,4.07,40.46,35.12,4.3,7.29,28.9,5.64,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.61,26.94,31.29,3.97,10.69,12.84,52.98,26.94,110.78,0,16.61,100,6,148.84,83.33,35,35,33,83.34,33,39.33,33,105,87,93,43,47,0,241.67,48.33,94

47,11:30-11:45,28.95,149.8,4.07,40.46,35.12,4.3,7.29,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.86,26.94,31.29,3.97,10.69,13.03,52.98,26.94,110.78,0,16.86,100,6,150.11,83.33,35,35,33,83.34,33,40,33,105,87,93,43,47,0,237.5,47.5,97

48,11:45-12:00,28.95,149.8,4.07,40.46,35.12,4.3,7.29,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,17.03,26.94,31.29,3.97,10.69,13.16,52.98,26.94,110.78,0,17.03,100,6,150.79,83.33,35,35,33,83.34,33,40,33,105,87,93,44,47,0,237.5,47.5,97

49,12:00-12:15,28.95,149.8,4.07,40.46,35.83,4.2,7.37,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,17.01,26.95,30.28,3.97,10.41,13.14,52.98,26.95,110.78,0,17.01,100,6,151.08,83.33,35,35,33,83.34,33,40,33,105,87,93,44,47,0,237.5,47.5,97

50,12:15-12:30,28.95,149.8,4.07,40.46,35.83,4.2,7.37,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,17.06,26.95,30.28,3.97,10.41,13.18,52.98,26.95,110.78,0,17.06,100,6,151.57,83.33,35,35,33,83.34,33,40,33,105,87,93,44,47,0,237.5,47.5,97

51,12:30-12:45,28.95,149.8,4.07,40.46,35.83,4.2,7.37,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,17,26.95,30.28,3.97,10.41,13.14,52.98,26.95,110.78,0,17,100,6.4,150.6,83.33,35,35,33,83.34,33,40,33,105,87,93,44,47,0,237.5,47.5,97

52,12:45-13:00,28.95,149.8,4.07,40.46,35.83,4.2,7.37,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.99,26.95,30.28,3.97,10.41,13.12,52.98,26.95,110.78,0,16.99,100,6.8,149.52,83.33,35,35,33,83.34,33,40,33,105,87,93,43,47,0,237.5,47.5,97

53,13:00-13:15,28.95,149.8,4.07,40.46,35.83,4.2,7.52,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.67,26.95,29.27,3.97,10.23,12.88,52.98,26.95,110.78,0,16.67,96.94,8.4,148.45,83.33,35,35,33,83.34,33,40,33,105,87,93,43,47,0,237.5,47.5,97

54,13:15-13:30,28.95,149.8,4.07,40.46,35.83,4.2,7.52,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.51,26.95,29.27,3.97,10.23,12.76,52.98,26.95,110.78,0,16.51,93.24,9.6,149.7,83.33,35,35,33,83.34,33,40,33,105,87,93,43,47,0,233.33,46.67,97

55,13:30-13:45,28.95,149.8,4.07,40.46,35.83,4.9,7.52,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,16.31,26.95,30.28,3.97,10.23,12.61,52.98,26.95,110.78,0,16.31,89.99,12.01,145.15,88.33,35,35,33,88.34,33,40,33,105,87,93,42,47,0,225,45,97

56,13:45-14:00,28.95,149.8,4.07,40.46,35.83,4.9,7.52,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.6,14.45,15.91,26.95,31.29,3.97,10.23,12.3,52.98,26.95,110.78,0,15.91,87.13,12.41,140.16,88.33,35,35,33,88.34,33,40,33,105,87,93,42,47,0,220.83,44.17,97

57,14:00-14:15,28.95,149.8,4.07,40.46,35.83,5.05,7.68,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,15.67,26.95,31.29,3.97,9.96,12.12,52.98,26.95,110.78,0,15.67,83.49,13.41,134.67,88.33,35,35,33,88.34,33,40,33,105,87,93,39,47,0,216.11,43.22,91

58,14:15-14:30,28.95,149.8,4.07,40.46,35.83,5.05,7.68,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,15.43,26.95,30.29,3.97,9.96,11.93,52.98,26.95,110.78,0,15.43,80.12,15.01,128.59,88.33,35,35,33,88.34,33,40,33,105,87,91,38,46,0,199.76,39.95,89

59,14:30-14:45,28.95,149.8,4.07,40.46,35.83,5.05,7.68,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,14.87,26.95,30.29,3.97,9.96,11.49,52.98,26.95,110.78,0,14.87,66.67,14.81,121.91,88.33,35,35,33,88.34,33,40,33,105,84,90,37,45,0,211.97,42.4,87

60,14:45-15:00,28.95,192.66,4.07,40.46,35.83,5.05,7.68,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,14.26,26.95,30.29,3.97,9.96,11.01,52.98,26.95,110.78,0,14.26,63.33,14.61,114.51,88.33,35,35,33,88.34,33,40,33,105,79,87,36,43,0,200.57,40.12,85

61,15:00-15:15,28.95,231.19,4.07,52.66,35.83,5.28,8.06,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,13.63,26.95,29.27,3.97,9.68,10.53,52.98,26.95,166.35,0,13.63,66,14.41,107.05,88.33,35,35,33,88.34,33,45,33,105,69,80,34,40,0,198.25,39.65,78

62,15:15-15:30,28.95,272.37,4.07,52.66,35.83,5.28,8.06,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.99,14.45,12.7,26.95,29.27,3.97,9.68,9.82,52.98,26.95,166.35,0,12.7,62.45,14.41,99.42,88.33,35,35,33,88.34,33,45,33,105,64,75,32,37,0,185.84,37.17,75

63,15:30-15:45,28.95,272.37,4.07,52.66,35.83,5.28,8.06,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,11.78,26.95,30.28,3.97,9.68,9.11,52.98,26.95,166.35,0,11.78,61.32,14.21,90.99,88.33,35,35,33,88.34,33,44,33,105,63,69,28,34,0,152.66,30.53,70

64,15:45-16:00,28.95,272.37,4.07,52.66,35.83,5.28,8.06,28.9,4.59,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,11.08,26.95,31.29,3.97,9.68,8.56,52.98,26.95,166.35,0,11.08,57.05,14.61,81.8,88.33,35,35,33,88.34,33,43.33,33,105,57,63,25,32,0,140.87,28.17,63

