Column1,Block,NR/2024/23512/C,NR/2024/23508/C,GNA/NR/2024/10/01/4083,GNA/NR/2024/10/05/3525,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/05/8379,NR/2024/23522/C,NR/2024/23507/C,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/05/7177,NR/30092023/31122025/SH-07,NR/2024/23382/A/40046,GNA/NR/2024/10/05/6226,NR/2024/23446/A/40044,NR/2024/23356/A/39952,NR/2024/23389/A/39951,NR/2024/23397/A/39927,NR/2024/23383/A/39920,NR/2024/23215/A/40034,NR/2024/23521/C,NR/2024/23414/A/39914,NR/2024/23384/A/39916,GNA/NR/2024/10/01/9072,NR/30092023/26122029/SH-06,Total
22,05:15-05:30,0,0,54.36,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.48,18.12,0,0,6.76,37.33,1.35,458.1599999999999

23,05:30-05:45,0,0,54.36,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.48,18.12,0,0,6.76,37.33,1.35,458.1599999999999

24,05:45-06:00,0,0,54.36,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.48,18.12,0,0,6.76,37.33,1.35,458.1599999999999

25,06:00-06:15,0,0,0,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.53,0,0,0,6.76,37.33,1.35,385.7299999999999

26,06:15-06:30,0,0,0,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.53,0,0,0,6.76,37.33,1.35,385.7299999999999

27,06:30-06:45,0,0,0,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.53,0,0,0,6.76,37.33,1.35,385.7299999999999

28,06:45-07:00,0,0,0,0,6.46,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.53,0,0,0,6.76,37.33,1.35,385.7299999999999

29,07:00-07:15,0,0.49,0,0,6.37,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.58,0,0,0,6.76,37.33,1.35,386.1799999999999

30,07:15-07:30,0,1.1,0,0,6.37,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.58,0,0,0,6.76,37.33,1.35,386.7899999999999

31,07:30-07:45,0,1.7,0,0,6.37,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.58,0,0,0,6.76,37.33,1.35,387.3899999999999

32,07:45-08:00,0,2.16,0,0,6.37,0,0,173.95,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.58,0,0,0,6.76,37.33,1.35,387.8499999999999

33,08:00-08:15,0,2.91,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.97,0,0,0,6.76,37.33,1.35,437.30999999999995

34,08:15-08:30,0,3.89,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.97,0,0,0,6.76,37.33,1.35,438.28999999999996

35,08:30-08:45,0,4.67,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.97,0,0,0,6.76,37.33,1.35,439.06999999999994

36,08:45-09:00,0,4.88,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,0,0,2.9,0.97,0,0,0,6.76,37.33,1.35,439.28

37,09:00-09:15,0,4.41,0,0,6.27,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,491.75999999999993

38,09:15-09:30,0,4.56,0,0,6.27,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,491.9099999999999

39,09:30-09:45,0,4.46,0,0,6.27,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,491.8099999999999

40,09:45-10:00,0,6.62,0,0,6.27,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,493.9699999999999

41,10:00-10:15,0,5.9,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,493.1599999999999

42,10:15-10:30,0,6.35,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,493.6099999999999

43,10:30-10:45,0,7.59,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,494.8499999999999

44,10:45-11:00,0,7.12,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,494.37999999999994

45,11:00-11:15,0,7.99,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,495.1599999999999

46,11:15-11:30,0,8.76,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,495.9299999999999

47,11:30-11:45,0,8.15,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,495.31999999999994

48,11:45-12:00,0,8.35,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,495.5199999999999

49,12:00-12:15,0,8.02,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,495.1899999999999

50,12:15-12:30,0,7.01,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,494.1799999999999

51,12:30-12:45,0,7.38,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,494.5499999999999

52,12:45-13:00,0,7.3,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.87,0,0,6.76,0,37.33,1.35,494.4699999999999

53,13:00-13:15,0,7.42,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.77,0,0,6.76,0,37.33,1.35,494.4899999999999

54,13:15-13:30,0,7.78,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.77,0,0,6.76,0,37.33,1.35,494.8499999999999

55,13:30-13:45,0,8.01,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.77,0,0,6.76,0,37.33,1.35,495.07999999999987

56,13:45-14:00,0,6.88,0,0,6.09,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.77,0,0,6.76,0,37.33,1.35,493.9499999999999

57,14:00-14:15,0,7.19,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,494.49999999999994

58,14:15-14:30,0,5.44,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,492.74999999999994

59,14:30-14:45,0,4.08,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,491.38999999999993

60,14:45-15:00,0,4.51,0,0,6.18,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,491.81999999999994

61,15:00-15:15,0,4.15,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,491.6499999999999

62,15:15-15:30,0,3.63,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,491.12999999999994

63,15:30-15:45,0,2.74,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,42.52,2.9,0.92,0,0,6.76,0,37.33,1.35,490.2399999999999

64,15:45-16:00,1.93,1.98,0,0,6.37,0,0,222.27,37.33,37.33,12.45,12.45,0,32,0,0,24.89,10.63,40.59,2.9,0.92,0,0,6.76,0,37.33,1.35,489.4799999999999

65,16:00-16:15,9.18,1.75,0,0,6.55,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,10.63,33.34,2.9,0.77,0,0,0,6.76,37.33,1.35,489.2799999999999

66,16:15-16:30,18.36,1.94,0,0,6.55,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,10.63,24.16,2.9,0.77,0,0,0,6.76,37.33,1.35,489.4699999999999

67,16:30-16:45,14.59,1.9,0,0,6.55,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,10.63,15.95,2.9,0.77,0,0,0,6.76,37.33,1.35,477.4499999999999

68,16:45-17:00,9.86,1.4,0,0,6.55,0,0,222.27,37.33,37.33,12.45,12.45,0,32,24.89,0,0,10.63,8.7,2.9,0.77,0,0,0,6.76,37.33,1.35,464.9699999999999

69,17:00-17:15,0,1.12,0,0,6.55,183.62,0,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,0,0,6.76,37.33,1.35,729.76

70,17:15-17:30,0,0.9,0,0,6.55,183.62,0,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,0,0,6.76,37.33,1.35,729.54

71,17:30-17:45,0,0.5,0,0,6.55,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,1.35,834.48

72,17:45-18:00,0,0.14,0,0,6.55,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,1.35,834.1200000000001

73,18:00-18:15,0,0,0,0,6.46,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,1.35,833.8900000000001

74,18:15-18:30,0,0,0,0,6.46,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,32,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,1.35,833.8900000000001

75,18:30-18:45,0,0,0,0,6.46,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,30.5,861.5400000000001

76,18:45-19:00,0,0,0,0,6.46,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,30.5,861.5400000000001

77,19:00-19:15,0,0,0,0,6.37,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.41

78,19:15-19:30,0,0,0,0,6.37,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.41

79,19:30-19:45,0,0,0,0,6.37,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.41

80,19:45-20:00,0,0,0,0,6.37,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.41

81,20:00-20:15,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.3100000000001

82,20:15-20:30,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.3100000000001

83,20:30-20:45,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.3100000000001

84,20:45-21:00,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,30.5,29.28,106.3,0,0,0,2.9,0.68,0,81.18,0,6.76,37.33,30.5,861.3100000000001

85,21:00-21:15,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,31,857.9600000000002

86,21:15-21:30,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,31,857.9600000000002

87,21:30-21:45,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,31,857.9600000000002

88,21:45-22:00,0,0,0,0,6.27,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.72,0,81.18,0,6.76,37.33,31,857.9600000000002

89,22:00-22:15,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.68,18.12,81.18,0,6.76,37.33,31,930.3100000000001

90,22:15-22:30,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.68,18.12,81.18,0,6.76,37.33,31,930.3100000000001

91,22:30-22:45,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.68,18.12,81.18,0,6.76,37.33,31,930.3100000000001

92,22:45-23:00,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.68,18.12,81.18,0,6.76,37.33,31,930.3100000000001

93,23:00-23:15,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.58,18.12,81.18,0,6.76,37.33,31,930.2100000000002

94,23:15-23:30,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.58,18.12,81.18,0,6.76,37.33,31,930.2100000000002

95,23:30-23:45,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.58,18.12,81.18,0,6.76,37.33,31,930.2100000000002

96,23:45-24:00,0,0,54.36,0,6.18,183.62,24.16,222.27,37.33,37.33,12.45,12.45,0,31,24.89,106.3,0,0,0,2.9,0.58,18.12,81.18,0,6.76,37.33,31,930.2100000000002

