Block,Time Block,PARBATI3,PARBATI2,JHAJJAR,CHAMERA2,CHAMERA1,DADRT2,BSIUL,CHAMERA3,NTPL,MAPS,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,BRBCL,KOTESHWR,KUDGI,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,DHAULIGNGA,TEHRI,TelanganaSTPP,TANDA2,TALST2,TANAKPUR,TEHRIPSP,FSTPP I & II,DULHASTI,ANTA_CRF,ANTA_RF,URI2,ANTA_LF,ANTA_GF,AURY_CRF,AURY_GF,VALLURNTECL,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,SIMHST2,SINGRAULI_HYDRO,TALA,RIHAND2,SASAN,RIHAND1,SINGRAULI,SIMHST1,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,RIHAND3,KHSTPP-I,KHSTPP-II,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,KGSU1AND2,KGSU3AND4,RAPPD,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,31.46,0,258.58,45.32,40.54,153.52,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,16.42,39.02,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,38.85,31.85,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

17,04:00-04:15,34.32,0,241.54,45.32,40.54,150.28,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,14.72,29.27,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,38.85,31.85,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

18,04:15-04:30,34.32,0,225.38,45.32,40.54,156.02,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,15.74,29.27,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,38.85,31.85,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

19,04:30-04:45,34.32,0,224.16,45.32,40.54,155.9,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,17.04,29.27,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,38.85,31.85,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

20,04:45-05:00,34.32,0,195.3,45.32,40.54,131.85,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.53,29.27,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,33.3,31.85,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

21,05:00-05:15,34.32,0,222.7,45.32,40.54,161.11,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,19.56,29.27,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.15,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,30.95,50.36,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

22,05:15-05:30,34.32,0,222.23,45.32,40.54,164.69,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,21.24,29.27,0,0,6.78,8.29,0,0,55.47,0,2.93,0,11.46,0,15.54,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,34.17,142.63,30.95,50.36,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

23,05:30-05:45,34.32,0,221.69,45.32,40.54,161.6,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,24.04,29.27,0,0,6.78,8.29,0,0,55.47,0,2.93,0,11.46,0,15.54,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.87,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,34.17,132.89,30.95,50.36,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

24,05:45-06:00,34.32,0,221.66,45.32,40.54,164,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,21.02,29.27,0,0,6.78,8.29,0,0,55.47,0,2.93,0,11.46,0,15.54,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.58,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,34.17,113.66,30.95,23.36,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

25,06:00-06:15,34.32,0,210.63,45.32,40.54,140.71,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,20.67,19.51,0,0,6.78,8.29,0,0,55.47,0,2.93,0,11.46,0,15.54,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.45,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,34.17,113.66,30.95,25.48,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

26,06:15-06:30,34.32,0,258.58,45.32,40.54,150.28,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,24.04,19.51,0,0,6.78,8.29,0,0,55.47,0,2.93,0,11.46,0,15.54,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.3,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,34.17,113.66,30.95,25.48,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

27,06:30-06:45,34.32,0,258.58,45.32,40.54,150.28,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,23.98,19.51,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.16,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.38,140.62,30.95,25.48,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

28,06:45-07:00,37.17,0,268.3,45.32,40.54,150.28,18.81,32.64,0,0,0,169.07,0,0,23.92,0,0,22.5,19.51,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.01,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,30.95,25.48,15.35,20.41,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

29,07:00-07:15,47.19,0,229.73,45.32,40.54,156.53,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,23.67,9.75,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.01,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,26.61,25.48,12.58,16.91,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

30,07:15-07:30,47.19,0,200.87,45.32,40.54,86.65,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,22.66,9.75,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,37.48,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.01,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,26.61,25.48,12.58,16.91,1.7,0,0,0,0,5.48,62.78,0,0,0,0,0

31,07:30-07:45,47.19,0,174.9,45.32,40.54,51.27,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.09,9.75,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.01,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,30.95,50.36,15.35,20.41,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

32,07:45-08:00,47.19,0,153.63,45.32,40.54,50.31,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.99,9.75,0,0,6.78,8.29,0,0,55.47,0,4.16,0,11.46,0,18.04,53.26,0,0,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.3,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,30.95,50.36,15.35,20.41,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

33,08:00-08:15,40.03,0,124.57,45.32,40.54,50.31,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.28,9.75,0,0,6.78,8.29,0,0,41.61,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.45,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,40.12,122.94,30.24,50.36,13.05,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

34,08:15-08:30,40.03,0,123.81,45.32,40.54,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.57,9.75,0,0,6.78,8.29,0,0,27.73,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.58,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,37.74,122.94,30.24,50.36,13.05,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

35,08:30-08:45,40.03,0,123.81,45.32,40.54,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,23.1,9.75,0,0,6.78,8.29,0,0,13.87,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,16.83,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.43,122.94,30.24,25.48,13.05,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

36,08:45-09:00,40.03,0,123.81,45.32,40.54,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.49,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,16.97,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,122.94,30.24,42.47,13.05,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

37,09:00-09:15,34.32,0,123.81,45.32,40.54,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.68,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,17.1,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,25.48,12.58,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

38,09:15-09:30,34.32,0,123.81,45.32,27.03,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.84,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,17.1,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,25.48,12.58,16.91,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

39,09:30-09:45,34.32,0,123.81,45.32,13.51,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,22.59,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,15.88,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.93,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,25.48,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

40,09:45-10:00,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.39,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.04,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.93,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,25.48,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

41,10:00-10:15,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.09,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,15.88,53.26,0,0,20.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.93,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,50.36,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

42,10:15-10:30,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.87,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,16.26,53.26,0,0,20.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.93,120.48,248.87,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,50.36,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

43,10:30-10:45,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,16.48,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,16.82,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.09,120.48,269.01,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

44,10:45-11:00,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,16.32,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.09,120.48,285.24,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

45,11:00-11:15,21.45,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,16.88,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.09,120.48,299.39,94.56,129.59,0,0,0,51.41,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

46,11:15-11:30,21.45,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,15.79,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.09,120.48,310.21,94.56,129.59,0,0,0,51.41,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

47,11:30-11:45,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,17.32,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.38,120.48,318.33,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

48,11:45-12:00,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.55,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.38,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.22,0,0,0,0,5.48,62.78,0,0,0,0,0

49,12:00-12:15,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,23.54,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.38,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

50,12:15-12:30,34.32,0,123.81,45.32,0,7.99,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.64,9.75,0,0,6.78,8.29,0,0,0,0,4.41,0,11.46,0,18.54,53.26,0,0,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.38,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,24.42,36.1,10.41,13.25,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

51,12:30-12:45,34.32,0,133.86,45.32,0,18.36,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.48,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10.66,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

52,12:45-13:00,34.32,0,133.86,45.32,0,18.36,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.5,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10.66,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

53,13:00-13:15,31.46,0,133.86,45.32,0,27.98,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.26,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.51,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

