Block,Time Block,MAPS,KUDGI,BRBCL,CHAMERA1,BSIUL,CHAMERA2,TANAKPUR,SINGRAULI_HYDRO,TEHRIPSP,TALA,TelanganaSTPP,SIMHST1,TEHRI,SIMHST2,SINGRAULI,TANDA2,TALST2,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,RIHAND3,CHAMERA3,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU3AND4,KHSTPP-I,KGSU1AND2,SASAN,SALAL,RSTPSU1TO6,RSTPSU7,DADRI_LF,DADRI_RF,AURY_LF,DADRI_CRF,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,ANTA_CRF,VALLURNTECL,URI2,SEWA2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR4,UNCHAHAR1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,RIHAND2,RIHAND1,RAPPD,RAPPC,RAPPB,NAPP,NLCEXP,NLCIIST1,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,0,0,21.78,40.73,18.9,47.26,11.51,1.12,0,29.83,0,0,19.19,0,134.05,3.64,0,10.09,114.99,0,0,10.29,8.42,127.92,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.22,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,122.54,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

24,05:45-06:00,0,0,17.82,40.73,18.9,47.26,11.51,1.12,0,29.83,0,0,9.56,0,134.05,3.64,0,10.09,114.99,0,0,10.29,8.42,127.92,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.22,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,97.97,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

25,06:00-06:15,0,0,17.74,40.73,18.9,47.26,11.51,1.12,0,29.83,0,0,0,0,134.05,3.64,0,10.09,114.99,0,0,10.29,8.42,93.87,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.22,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,97.97,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

26,06:15-06:30,0,0,23.83,40.73,18.9,47.26,11.51,1.12,0,29.83,0,0,0,0,134.05,3.64,0,10.09,98.33,0,0,10.29,8.42,93.87,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.22,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,97.97,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

27,06:30-06:45,0,0,24.15,40.73,12.6,47.26,11.51,1.12,0,29.55,0,0,0,0,134.05,3.64,0,10.09,98.33,0,0,10.29,8.42,93.87,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,97.97,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

28,06:45-07:00,0,0,21.64,40.73,12.6,47.26,11.51,1.12,0,29.55,0,0,0,0,134.05,3.64,0,10.09,95.2,0,0,10.29,8.42,93.87,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,391.39,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,97.97,59.4,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

29,07:00-07:15,0,0,20.7,40.73,12.6,47.26,11.51,1.12,0,28.69,0,0,0,0,129.48,4.29,0,10.09,95.2,0,0,10.29,8.42,91.15,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,95.53,57.42,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

30,07:15-07:30,0,0,22.29,40.73,12.6,47.26,11.51,1.12,0,28.69,0,0,0,0,129.48,4.29,0,10.09,95.2,0,0,10.29,8.42,91.15,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,95.53,57.42,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

31,07:30-07:45,0,0,22.37,40.73,12.6,47.26,11.51,1.12,0,29.83,0,0,0,0,117.18,4.29,0,10.09,95.2,0,0,10.29,8.42,91.15,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,95.53,57.42,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

32,07:45-08:00,0,0,19.13,40.73,12.6,47.26,11.51,1.12,0,29.83,0,0,0,0,117.06,4.29,0,10.09,95.2,0,0,10.29,8.42,91.15,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,95.53,57.42,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

33,08:00-08:15,0,0,16.05,40.73,12.6,47.26,11.51,1.12,0,30.4,0,0,0,0,116.87,4.29,0,10.09,95.2,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

34,08:15-08:30,0,0,18.87,40.73,12.6,47.26,11.51,1.12,0,30.4,0,0,0,0,118.05,4.29,0,10.09,95.2,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

35,08:30-08:45,0,0,17.73,40.73,12.6,47.26,11.51,1.12,0,30.97,0,0,0,0,118.4,4.29,0,10.09,95.2,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

36,08:45-09:00,0,0,20.64,40.73,12.6,47.26,11.51,1.12,0,30.97,0,0,0,0,118.72,4.29,0,10.09,95.2,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,29.22,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

37,09:00-09:15,0,0,17.49,40.73,12.6,47.26,11.51,1.12,0,31.37,0,0,0,0,120.49,4.29,0,10.09,79.9,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,26.11,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

38,09:15-09:30,0,0,19.2,27.16,12.6,47.26,11.51,1.12,0,31.37,0,0,0,0,123.91,4.29,0,10.09,79.9,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,26.11,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

39,09:30-09:45,0,0,17.44,27.16,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.29,4.29,0,10.09,96.19,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,26.11,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

40,09:45-10:00,0,0,17.81,13.58,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,97.07,0,0,10.29,8.42,125.21,33.91,7.38,42.38,10.18,56.22,114.98,0,26.11,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

41,10:00-10:15,0,0,18.86,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,126.24,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,32.55,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

42,10:15-10:30,0,0,16.54,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,126.24,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,32.55,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

43,10:30-10:45,0,0,16.87,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,37.92,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

44,10:45-11:00,0,0,16.96,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,37.92,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

45,11:00-11:15,0,0,18.06,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,37.92,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

46,11:15-11:30,0,0,17.92,0,12.6,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,0,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,14.15,56.22,114.98,0,37.92,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

47,11:30-11:45,0,0,17.61,0,6.3,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,0,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

48,11:45-12:00,0,0,18.83,0,6.3,47.26,11.51,1.12,0,29.95,0,0,0,0,145.78,4.29,0,0,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

49,12:00-12:15,0,0,18.67,0,6.3,47.26,11.51,1.12,0,31.43,0,0,0,0,145.78,4.29,0,0,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

50,12:15-12:30,0,0,20.97,0,6.3,47.26,11.51,1.12,0,31.43,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

51,12:30-12:45,0,0,17.98,0,6.3,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

52,12:45-13:00,0,0,19.85,0,12.6,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,42.38,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,51.21,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

