Block,Time,BRBCL,NLCEXP,UNCHAHAR2,AURY_GF,DADRI_GF,KKNPPU2,KOLDAM,NLCIIST1,NLCIIST2,RAMPUR,SINGRAULI,UNCHAHAR4,URI2,VALLURNTECL,AURY_LF,AURY_RF,CHAMERA1,FSTPP I & II,KHSTPP-II,NLCTS2EXP,RAPPB,RIHAND2,RIHAND3,SALAL,SIMHST1,URI,NAPP,NTPL,RIHAND1,SINGRAULI_HYDRO,ANTA_CRF,ANTA_LF,DADRI_CRF,CHAMERA2,DHAULIGNGA,DULHASTI,KHSTPP-I,KKNP,MAPS,NJPC,RSTPSU7,SIMHST2,TALA,TelanganaSTPP,KGSU3AND4,TANDA2,TEHRI,KGSU1AND2,KOTESHWR,KUDGI,NNTPP,PARBATI3,RAPPC,SASAN,ANTA_RF,DADRI_LF,BSIUL,CHAMERA3,DADRT2,JHAJJAR,KISHANGANGA,RSTPSU1TO6,SEWA2,TALST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,ANTA_GF,AURY_CRF,DADRI_RF
6,01:15-01:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

7,01:30-01:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

8,01:45-02:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

9,02:00-02:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,66.85

10,02:15-02:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,66.85

11,02:30-02:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

12,02:45-03:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

13,03:00-03:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,3.31,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

14,03:15-03:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

15,03:30-03:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

16,03:45-04:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

17,04:00-04:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,66.85

18,04:15-04:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,66.85

19,04:30-04:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

20,04:45-05:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,20.83,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

21,05:00-05:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,44.32,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

22,05:15-05:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,49.43,44.31,0,0,70.55,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

23,05:30-05:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,4,18.23,49.43,44.31,0,0,93.56,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

24,05:45-06:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,11.85,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,8,27.48,49.43,44.31,0,0,116.95,0,0,0,0,0,0,14.93,0,8.87,0,0,2.55,51.9,416.25,42.74,21.92,1.1,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

25,06:00-06:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,14.05,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,12,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,31.13,0,8.87,0,0,6.36,51.9,416.25,41.68,21.92,6.52,19.36,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

26,06:15-06:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,14.05,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,31.13,0,19.72,0,0,33.1,51.9,416.25,41.68,21.92,19.56,29.06,341.57,654.31,0,0,14.95,0,7.05,20.56,0,0,0,66.85

27,06:30-06:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,14.05,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,31.13,0,19.72,0,0,33.1,51.9,416.25,41.68,21.92,19.56,29.06,341.57,654.31,0,0,14.95,0,7.05,20.56,0,0,0,66.85

28,06:45-07:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,14.05,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,30.68,0,19.72,0,0,33.1,51.9,416.25,41.68,21.92,19.56,29.06,341.57,654.31,0,0,14.95,0,7.05,20.56,0,0,0,66.85

29,07:00-07:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,11.85,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,39.51,27.48,49.43,44.31,0,0,140.34,0,0,0,0,0,0,14.93,0,19.72,0,0,33.1,51.9,416.25,41.68,21.92,19.56,29.06,341.57,654.31,0,0,14.95,0,7.05,20.56,0,0,0,66.85

30,07:15-07:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,79.38,0,3.31,41.22,0,92,0,0,0,0,39.51,18.23,49.43,44.31,0,0,140.34,0,0,0,0,0,0,0,0,19.72,0,0,33.1,51.9,416.25,41.68,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,7.05,20.56,0,0,0,66.85

31,07:30-07:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,12,9.11,32.96,44.31,0,0,113.64,0,0,0,0,0,0,0,0,8.87,0,0,33.1,51.9,416.25,41.68,21.92,1.1,19.36,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

32,07:45-08:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,12,9.11,32.96,44.31,0,0,85.42,0,0,0,0,0,0,0,0,8.87,0,0,5.09,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,66.85

33,08:00-08:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,3.31,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,73.96,0,0,0,0,0,0,0,0,8.87,0,0,2.55,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

34,08:15-08:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,41.67,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

35,08:30-08:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

36,08:45-09:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

37,09:00-09:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

38,09:15-09:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

39,09:30-09:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,3.31,41.22,0,92,0,0,0,0,12,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

40,09:45-10:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,12,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

41,10:00-10:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,12,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

42,10:15-10:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,3.31,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,9.68,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

43,10:30-10:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

44,10:45-11:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

45,11:00-11:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

46,11:15-11:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

47,11:30-11:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,18.59,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

48,11:45-12:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.48,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,66.85

49,12:00-12:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

50,12:15-12:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

51,12:30-12:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,18.83,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,65.76

52,12:45-13:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,39.19,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,65.76

53,13:00-13:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,65.76

54,13:15-13:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

55,13:30-13:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

56,13:45-14:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,16.48,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

57,14:00-14:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

58,14:15-14:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

59,14:30-14:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

60,14:45-15:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,5.76,20.56,0,0,0,65.76

61,15:00-15:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,11.91,20.56,0,0,0,65.76

62,15:15-15:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,2.4,0,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

