Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/3109,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/8230,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35
20,04:45-05:00,39.02,0,45,0,0,0,0,0,0,0,0,0,0,15,0,0,8.33,15,0,0,81.81,28.77,100.27,6.67,26.94,270.7,5.6,10.49,0,11.73,15.26,85.95,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.74,17.32,43.75,224.98,0,0,-0,0

21,05:00-05:15,38.82,0,46.01,0,0,0,0,0,0,0,0,0,0,15.33,0,0,10,15.33,0,0,81.81,28.26,100.27,6.67,26.94,270.7,5.36,10.49,0,11.73,15.26,85.45,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.59,17.13,43.75,224.98,0,0,-0,0

22,05:15-05:30,38.42,0,47.51,0,0,0,0,0,0,0,0,0,0,15.83,0,0,10,15.83,0,0,81.81,27.76,100.27,6.67,26.94,270.7,5.36,10.49,0,11.73,15.26,85.77,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.59,17.13,43.75,224.98,0,0,-0,0

23,05:30-05:45,37.62,0,49.99,0,0,0,0,0,0,0,0,0,0,16.67,0,0,10,16.67,0,0,81.81,29.27,100.27,6.67,26.94,270.7,5.36,10.49,0,11.73,15.26,86.05,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.74,17.13,43.75,224.98,0,0,-0,0

24,05:45-06:00,37.02,0,51,0.65,0,0,1,0,0,0.09,0,1.32,0.27,17,0,0,10,17,0,0,81.81,28.77,100.27,6.67,26.94,270.7,5.36,10.49,0,11.73,15.26,86.06,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.74,17.13,43.75,224.98,0,0,-0,0

25,06:00-06:15,39.62,5.02,67.5,2.14,0,1,1,1,0,0.66,1,4.16,0.83,22.5,0,0,15.85,22.5,4.95,0,81.81,28.77,100.27,6.67,26.94,270.7,5.13,10.49,0,11.73,15.26,86.82,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.74,16.95,43.75,224.98,0,0,-0,0

26,06:15-06:30,39.62,7.88,68.2,4.58,0,2,3,2,1,1.42,2,7.64,1.53,22.74,0,0,16.37,22.74,7.78,0,81.81,28.27,100.27,6.67,26.94,270.7,5.13,10.49,0,11.73,15.26,69.13,3.3,19.25,64.2,130.23,20.76,134.99,26.94,10.74,16.95,43.75,224.98,0,0,-0,0

27,06:30-06:45,38.02,14.6,73.55,7.43,0,3,5,3,2,5.39,3,11.81,2.36,24.51,0,3,17.09,24.51,13.5,0,81.81,28.27,100.27,6.67,26.94,270.7,5.13,10.49,0,11.73,15.26,66.92,3.3,19.25,64.2,126.7,20.76,134.99,26.94,10.74,16.95,43.75,224.98,0.9,1.17,-0,1.17

28,06:45-07:00,37.62,26.13,79.41,10.85,0,7,7,6,3,8.96,4,21.85,4.37,26.48,0,5,17.9,26.48,26.4,0,81.81,28.27,100.27,6.67,26.94,270.7,5.13,10.49,0,11.73,15.26,66.92,3.3,19.25,64.2,102.47,20.76,134.99,26.94,10.74,16.95,43.75,224.98,1.27,1.65,-0,1.65

29,07:00-07:15,39.22,32.9,49.99,14.69,0,13,9,11,7,13.47,5,30.83,6.17,16.67,0,8,11.67,16.67,32.89,0,81.81,28.27,100.27,6.67,26.94,270.7,5.46,10.49,0,11.73,15.26,66.92,3.3,19.25,70.19,102.47,20.76,134.99,26.94,10.74,16.85,43.75,224.98,1.85,2.4,-0,2.4

30,07:15-07:30,39.02,33,51,18.89,0,17,12,14,8,18.06,7,40.53,8.11,17,0,13,11.67,17,33,0,81.81,28.77,100.27,6.67,26.94,240.13,5.46,10.49,0,11.73,15.26,66.92,3.3,19.25,70.19,102.47,20.76,134.99,26.94,10.74,16.85,43.75,224.98,2.42,3.12,-0,3.12

31,07:30-07:45,39.02,33,52.01,23.99,0,20,18,22,10,22.97,9,50.94,10.19,17.33,0,20,11.67,17.33,33,0,81.81,29.27,100.27,6.67,26.94,225.15,5.46,10.49,0,8.86,15.26,49,3.24,19.25,70.19,72.51,20.76,134.99,26.94,10.74,16.85,43.75,224.98,2.98,3.86,-0,3.86

32,07:45-08:00,39.02,32.85,52.99,28.4,0,27,21,26,13,28.13,12,62.32,12.47,17.67,0,27,11.67,17.67,32.85,0,81.81,29.27,100.27,6.67,26.94,208.58,5.46,10.49,0,8.86,15.26,49,3.24,19.25,70.19,72.51,20.76,134.99,26.94,10.74,16.85,43.75,224.98,3.56,4.6,-0,4.6

33,08:00-08:15,36.01,31.9,54,32.8,0,30,25,33,15,32.99,16,74.73,14.95,18,0,31.9,11.67,18,31.9,0,81.81,29.27,100.27,6.67,26.94,185.17,5.46,10.49,0,11.73,15.26,66.92,3.3,19.25,70.19,102.47,20.76,134.99,26.94,10.74,16.77,26.25,224.98,4.37,5.65,-90.75,5.65

34,08:15-08:30,35.61,33,55.01,37.23,0,37,30,35,18,38.16,19,86.52,17.3,18.33,0,33,11.67,18.33,33,0,81.81,29.27,100.27,6.67,26.94,170.63,5.46,10.49,0,11.73,15.26,66.92,3.3,19.25,70.19,102.47,20.76,134.99,26.94,10.74,16.77,26.25,224.98,5.21,6.75,-90.75,6.75

35,08:30-08:45,35.21,33,82.01,42.12,0,43,36,42,22,43.87,22,98.73,19.75,27.33,0,33,21.67,27.33,33,0,81.81,29.27,52.94,6.67,26.94,148.88,5.46,10.49,0,11.73,15.26,56.42,3.3,19.25,70.19,83.85,20.76,134.99,26.94,10.51,16.77,26.25,224.98,6.1,7.9,-90.75,7.9

36,08:45-09:00,35.01,33,83.51,85.13,0,49,42,47,24,49.7,25,110.92,22.18,27.83,0,33,22,27.83,33,0,81.81,29.27,52.94,6.67,26.94,148.88,5.46,10.49,0,11.73,15.26,56.42,3.3,19.25,70.19,83.85,20.76,134.99,26.94,10.51,16.77,26.25,224.98,7.01,9.08,-90.75,9.08

37,09:00-09:15,35.61,33,84,93.7,0,55,42,55,28,55.08,27,120.4,24.08,28,0,33,28,28,33,0,81.81,26.75,52.94,6.67,26.96,148.88,5.32,10.49,0,11.73,15.26,56.42,3.3,19.25,70.19,83.85,20.76,134.99,26.96,10.59,16.67,26.25,224.98,7.83,10.13,-90.75,10.13

38,09:15-09:30,37.02,33,84.49,97.69,0,60,46,60,30,60.66,30,137.26,27.45,28.17,0,33,28,28.17,33,0,81.81,26.75,52.94,6.67,26.96,148.88,5.32,10.49,0,11.73,15.26,56.42,3.3,19.25,70.19,83.85,20.76,134.99,26.96,10.59,16.67,26.25,224.98,8.58,11.11,-90.75,11.11

39,09:30-09:45,37.62,33,64.99,100.69,0,60,52,61,30,69.84,32,158.42,31.69,21.67,0,33,24.97,21.67,33,0,81.81,26.75,52.94,4,26.96,184.58,4.2,10.49,0,11.73,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.59,16.67,26.25,224.98,9.27,12,-90.75,12

40,09:45-10:00,38.02,33,66,104.73,0,64,55,65,32,74.03,34,169.67,33.94,22,0,33,25.35,22,33,0,81.81,26.75,52.94,4,26.96,217.04,4.2,10.49,0,11.73,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.59,16.67,26.25,224.98,9.87,12.79,-90.75,12.79

41,10:00-10:15,42.02,33,69.49,115.88,0,65,57,68,33,78.65,36,179.47,35.89,23.17,0,33,25.85,23.17,33,0,81.81,26.75,52.94,4.47,26.96,226.11,4.2,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.58,26.25,224.98,10.51,13.6,-90.75,13.6

42,10:15-10:30,42.02,33,70.99,117.49,0,69,60,72,35,82.76,37,190.76,38.15,23.67,0,33,26.47,23.67,33,0,81.81,26.75,52.94,4,26.96,251.31,4.2,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.58,26.25,224.98,11.11,14.37,-90.75,14.37

43,10:30-10:45,42.02,33,73.5,121.16,0,69,57,74,35,85.8,38,207.58,41.52,24.5,0,33,26.31,24.5,33,0,81.81,26.75,52.94,4,26.96,270.7,4.2,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.58,26.25,224.98,11.58,14.99,-90.75,14.99

44,10:45-11:00,42.02,33,76.5,121.96,0,73,60,77,36,88.02,39,213.95,42.79,25.5,0,33,26.35,25.5,33,0,81.81,26.75,52.94,4,26.96,270.7,4.2,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,87.83,20.76,134.99,26.96,10.74,16.58,26.25,224.98,12.01,15.55,-90.75,15.55

45,11:00-11:15,42.02,33,78,121.96,0,71,73,83,36,90.25,39,227.37,45.47,26,0,33,26.51,26,33,0,81.81,26.75,52.94,4,26.96,270.7,3.73,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.49,26.25,224.98,12.23,15.82,-90.75,15.82

46,11:15-11:30,42.02,33,79.5,121.96,0,75,73,84,37,91.26,39,230.96,46.19,26.5,0,33,26.95,26.5,33,0,81.81,26.75,52.94,4,26.96,270.7,3.73,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.49,26.25,224.98,12.32,15.95,-90.75,15.95

47,11:30-11:45,43.02,33,80.51,121.96,0,87,73,86,43,92.11,39,231.89,46.38,26.83,0,33,27.36,26.83,33,0,81.81,27.26,52.94,4,26.96,270.7,3.73,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.49,26.25,224.98,12.43,16.08,-90.75,16.08

48,11:45-12:00,43.02,33,81,87.81,0,87,73,86,43,92.63,39,233.22,46.64,27,0,33,27.94,27,33,0,81.81,27.26,52.94,4,26.96,270.7,3.73,10.49,0,12.66,15.26,56.42,3.24,19.25,70.19,83.85,20.76,134.99,26.96,10.74,16.49,26.25,224.98,12.55,16.24,-90.75,16.24

49,12:00-12:15,43.02,33,80.51,87.81,0,87,76,88,43,92.09,41,233.61,46.72,26.83,0,33,30.67,26.83,33,0,81.81,25.24,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,26.97,10.74,16.4,26.25,224.98,12.52,16.2,-90.75,16.2

50,12:15-12:30,43.02,33,79.01,87.81,0,87,76,88,43,91.24,41,233.83,46.77,26.33,0,33,30.67,26.33,33,0,81.81,25.24,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,26.97,10.74,16.4,26.25,224.98,12.44,16.1,-90.75,16.1

51,12:30-12:45,43.02,33,90,87.81,0,87,76,91,43,100,43,250,50,30,0,33,30.67,30,33,0,81.81,25.24,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,26.97,10.74,16.4,26.25,224.98,12.39,16.02,-90.75,16.02

52,12:45-13:00,43.02,33,91.99,87.81,0,87,76,91,43,100,43,250,50,30.67,0,33,30.67,30.67,33,0,81.81,25.24,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,26.97,10.74,16.4,26.25,224.98,12.24,15.85,-90.75,15.85

53,13:00-13:15,43.02,33,81,120.68,0,87,76,97,43,100,43,250,50,27,0,33,30.67,27,33,0,81.81,26.25,52.94,2.02,0,246.65,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,0,10.74,16.4,26.25,224.98,11.97,15.48,-90.75,15.48

54,13:15-13:30,43.02,33,81.49,119.75,0,87,76,97,43,100,43,250,50,27.17,0,33,30.67,27.17,33,0,81.81,26.25,52.94,2.02,0,236.25,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,53.9,20.76,134.99,0,10.74,16.4,26.25,224.98,11.74,15.19,-90.75,15.19

55,13:30-13:45,43.02,33,85.5,116.97,0,83,76,97,42,100,41,250,50,28.5,0,33,27,28.5,33,0,81.81,23.22,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,60.52,20.76,134.99,26.97,10.74,16.4,26.25,224.98,11.35,14.7,-0,14.7

56,13:45-14:00,43.02,33,88.99,114.86,0,82,72,97,41,91.67,38,241.67,48.33,29.67,0,33,26.74,29.67,33,0,81.81,23.22,52.94,2.02,26.97,270.7,4.34,10.49,0,9.78,15.26,38.5,3.24,19.25,70.19,64.3,20.76,134.99,26.97,10.74,16.4,26.25,224.98,11.11,14.37,-0,14.37

57,14:00-14:15,43.02,33,70.5,110.77,0,78,66,91,39,87.53,38,233.33,46.67,23.5,0,33,23.9,23.5,33,0,81.81,22.2,81.81,4,26.97,232.2,4.48,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,10.93,14.15,-0,14.15

58,14:15-14:30,43.02,33,72.49,108.36,0,76,61,91,38,86.75,38,225,45,24.17,0,33,24.69,24.17,33,0,81.81,22.2,100.27,4,26.97,232.2,4.48,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,10.74,13.9,-0,13.9

59,14:30-14:45,43.02,33,73.99,102.77,0,60,54,85,30,85.17,37,212.5,42.5,24.67,0,33,25.62,24.67,33,0,81.81,22.2,100.27,4,26.97,270.7,4.48,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,10.28,13.29,-0,13.29

60,14:45-15:00,43.02,33,74.51,60.4,0,59,54,83,30,83.06,36,195.64,39.13,24.83,0,33,26.66,24.83,33,0,81.81,22.2,100.27,4,26.97,270.7,4.48,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,10.01,12.95,-0,12.95

61,15:00-15:15,43.02,33,77.51,66.6,0,53,49,77,27,79.09,35,192.28,38.46,25.83,0,33,27.49,25.83,33,0,81.81,23.22,100.27,4,26.97,270.7,4.67,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,9.6,12.42,-0,12.42

62,15:15-15:30,43.02,33,79.99,62.47,0,51,48,72,26,74.62,34,183.09,36.62,26.67,0,33,28.28,26.67,33,0,81.81,23.22,100.27,4,26.97,270.7,4.67,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,9.04,11.7,-0,11.7

63,15:30-15:45,43.02,33,72.49,57.33,0,48,42,63,24,76.26,29,173.22,34.64,24.17,0,33,28.88,24.17,33,0,81.81,23.22,100.27,4,26.97,270.7,4.67,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,8.43,10.92,-0,10.92

64,15:45-16:00,43.02,33,74.51,51.97,0,45,40,60,23,72.51,28,165.07,33.01,24.83,0,33,29.4,24.83,33,0,81.81,23.22,100.27,4,26.97,270.7,4.67,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,8,10.36,-0,10.36

65,16:00-16:15,43.02,33,72.49,46.13,0,42,37,50,21,62.49,24,153.15,30.63,24.17,0,24,29.33,24.17,33,0,81.81,24.23,100.27,4.63,26.97,270.7,5.13,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,7.53,9.74,-0,9.74

66,16:15-16:30,43.02,33,72.49,59.41,0,39,34,46,19,58.33,21,141.69,28.34,24.17,0,16,29,24.17,33,0,81.81,24.23,100.27,4.63,26.97,270.7,5.13,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,6.93,8.97,-0,8.97

67,16:30-16:45,43.02,33,72.49,53.46,0,23,21,39,12,53.23,18,124.68,24.94,24.17,0,8,24.72,24.17,33,0,81.81,26.25,100.27,4.63,26.97,270.7,5.6,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,6.15,7.96,-0,7.96

68,16:45-17:00,43.02,33,72.49,46.67,0,20,18,35,10,47.11,16,114.97,23,24.17,0,5,23.72,24.17,33,0,81.81,27.25,100.27,4.63,26.97,270.7,5.6,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,5.39,6.97,-0,6.97

69,17:00-17:15,43.02,33,72.49,40.07,0,17,15,28,8,40.7,12,101.32,20.27,24.17,0,2,23.35,24.17,33,0,81.81,27.25,100.27,4.4,26.97,270.7,6.06,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,4.65,6.02,-0,6.02

70,17:15-17:30,43.02,33,72.49,33.69,0,15,13,23,7,34.72,9,86.28,17.26,24.17,0,0,23.17,24.17,33,0,81.81,27.25,100.27,4.4,26.97,270.7,6.06,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,4,5.18,-0,5.18

71,17:30-17:45,43.02,25.38,67.5,27.69,0,15,13,17,7,30.34,7,71.02,14.2,22.5,0,0,23.16,22.5,25.26,0,81.81,26.24,100.27,4.4,26.97,270.7,6.54,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,3.37,4.36,-0,4.36

72,17:45-18:00,43.02,17.42,67.5,19.69,0,15,13,13,7,25.73,6,57.07,11.41,22.5,0,0,23.23,22.5,17.34,0,81.81,26.24,100.27,4.4,26.97,270.7,6.54,10.49,0,12.66,15.26,56.42,2.77,19.25,70.19,83.85,20.76,134.99,26.97,10.74,13.18,26.25,224.98,2.8,3.62,-0,3.62

