Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/2563,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/3469,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/4651,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/1906,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/8036,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/9482
25,06:00-06:15,0,46.67,0,23.17,0,0,0,7,0,0,0,0,0,0,0,0,0,1.31,26.99,1.39,23.31,0,8.64,1.26,0,0,29.77,0,259.72,86.57,70,6.72,3.86,0,23.31,271.38,99.99,26.99,9.34,23.17,0,69.49,46.66,0,23.31,42,17.28

26,06:15-06:30,5.81,44.33,5.5,21.5,0,0,0,7,0,0,0,0,0,0,0,0,0,1.31,26.99,1.39,23.31,0,8.64,1.26,0,0,29.27,0,259.72,69.41,70,6.72,3.86,0,23.31,271.38,99.99,26.99,9,21.5,0,64.5,44.34,0,23.31,42,17.28

27,06:30-06:45,15.87,35.33,9.71,17.17,0,1.83,0,7,0,0,0,0.04,0,0,0,0,0,1.31,26.99,1.39,23.31,0,8.64,1.26,0,0,28.26,0,259.72,69.41,70,6.72,3.86,0,23.31,271.38,99.99,26.99,8.34,17.17,1,51.49,35.34,0,23.31,42,17.28

28,06:45-07:00,22.11,34,19.24,16.83,1,7.33,1.12,7,0,1,1,0.08,1,0.23,0,0,0,1.31,26.99,1.39,23.31,0,8.64,1.26,0,0,27.25,0,224.52,69.41,70,6.72,3.86,0,23.31,271.38,99.99,26.99,8,16.83,4,50.51,34,0,23.31,42,17.28

29,07:00-07:15,24.6,31.67,24.6,16.5,3,14.21,4.55,7,3,7,4,0.4,3,0.91,1,0,0.12,1.31,32,1.39,23.31,0.12,8.64,1.26,0.12,0,27.25,0,193.14,46.78,70,6.72,3.86,0,23.31,230.35,81.58,25.87,7.34,16.5,9,49.5,31.66,0,23.31,0,17.28

30,07:15-07:30,25.6,29,25.6,16,5,22.96,10.23,7,5,10,7,2.83,7,2.05,3,0,0.26,1.31,32,1.39,23.31,0.26,8.64,1.26,0.26,0,26.75,0,193.14,46.78,70,6.72,3.86,0,23.31,191.96,99.99,25.87,7,16,14,48,29,0,23.31,0,17.28

31,07:30-07:45,22.35,16.33,22.35,15.5,5,32.89,18.2,7,7,10,14,5.83,10,3.64,6,0,1.12,1.31,32,1.39,23.31,1.12,8.64,1.26,1.12,0,26.75,0,162.21,46.78,70,6.72,3.86,0,23.31,149.26,99.99,25.87,6.66,15.5,22,46.5,16.34,0,23.31,0,17.28

32,07:45-08:00,23.4,15,23.4,15,8,43.54,39.59,7,12,17,25,13.2,16,7.92,10,0,2.34,1.31,32,1.39,23.31,2.34,8.64,1.26,2.34,0,26.75,0,162.21,46.78,70,6.72,3.86,0,23.31,149.26,99.99,25.87,6.66,15,23.4,45,15,0,23.31,0,17.28

33,08:00-08:15,24.5,14,24.5,12.83,15,54.27,62.03,7,16,30,56,23.5,25,12.41,24,0,3.79,1.23,26.99,1.39,23.31,3.79,8.64,1.26,3.79,0,26.75,0,162.21,46.78,70,6.72,3.86,0,23.31,149.26,52.79,26.99,6.66,12.83,24.5,38.51,14,0,23.31,0,17.28

34,08:15-08:30,24.5,13.67,24.5,9.67,20,64.88,83.61,7,23,40,70,31.77,33,16.72,30,0,5.29,1.23,26.99,1.39,23.31,5.29,8.64,1.26,5.29,0,26.75,0,162.21,46.78,70,6.72,3.86,0,23.31,149.26,52.79,26.99,6.66,9.67,24.5,28.99,13.66,0,23.31,0,17.28

35,08:30-08:45,24.93,13.33,24.93,7.17,26,74.96,108.42,7,25,52,91,40.54,43,21.68,39,0,6.79,1.23,26.99,1.39,23.31,6.79,8.64,1.26,6.79,0,26.75,0,162.21,46.78,70,6.72,3.86,0,23.31,149.26,52.79,26.99,6.66,7.17,24.94,21.49,13.34,0,23.31,0,17.28

36,08:45-09:00,25.43,13.33,25.43,6.67,29,89.49,128.72,7,30,59,109,49.05,50,25.75,46,0,8.31,1.23,26.99,1.39,23.31,8.31,8.64,1.26,8.31,0,26.75,0,133.41,46.78,70,6.72,3.86,0,23.31,149.26,52.79,26.99,6.66,6.67,25.44,19.99,13.34,0,23.31,0,17.28

37,09:00-09:15,25.43,13.33,25.43,6.67,33,99.76,152.52,7,33,67,126,57.34,59,30.51,54,0,9.82,1.38,26.99,1.39,23.31,9.82,8.64,1.26,9.82,0,25.23,0,133.41,46.78,70,6.72,3.86,0,23.31,149.26,52.79,26.99,6.66,6.67,25.44,19.99,13.34,0,23.31,0,17.28

38,09:15-09:30,25.1,13.33,25.1,6.67,38,108.18,172.58,7,36,75,144,65.15,66,34.52,61,0,11.09,1.38,26.99,1.39,23.31,11.09,8.64,1.26,11.09,0,24.23,0,133.41,46.78,70,6.72,3.86,0,23.31,191.96,52.79,26.99,6.66,6.67,25.1,19.99,13.34,0,23.31,0,17.28

39,09:30-09:45,25.43,13.33,25.43,6.67,42,115.94,197.64,7,39,83,158,72.4,73,39.53,67,0,12.31,1.38,26.99,1.16,23.31,12.31,8.64,1.26,12.31,0,23.22,0,133.41,46.78,70,6.72,3.86,0,23.31,230.35,52.79,26.99,6.66,6.67,25.44,19.99,13.34,0,23.31,0,17.28

40,09:45-10:00,25.93,13.33,25.93,6.67,45,123.31,214.1,7,41,89,168,78.84,79,42.82,72,0,13.34,1.38,26.99,1.16,23.31,13.34,8.64,1.26,13.34,0,23.22,0,133.41,46.78,70,6.72,3.86,0,23.31,249.55,52.79,26.99,6.66,6.67,25.94,19.99,13.34,0,23.31,0,17.28

41,10:00-10:15,25.93,13.33,25.93,6.67,47,129.36,228.48,7,42,93,182,84.93,84,45.7,78,0,14.47,1.38,26.99,1.16,23.31,14.47,8.64,1.31,14.47,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,249.55,52.79,26.99,6.66,6.67,25.94,19.99,13.34,0,23.31,0,17.28

42,10:15-10:30,25.93,13.33,25.93,6.67,48,134.61,241.67,7,43,97,193,89.79,89,48.33,82,0,15.29,1.38,26.99,1.16,23.31,15.29,8.64,1.31,15.29,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,249.55,52.79,26.99,6.66,6.67,25.94,19.99,13.34,0,23.31,0,17.28

43,10:30-10:45,26.1,13.33,26.1,6.67,50,139.11,241.67,7,45,100,203,98.38,93,48.33,87,0,16.03,1.38,26.99,1.16,23.31,16.03,8.64,1.31,16.03,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,249.55,52.79,26.99,6.66,6.67,26.1,19.99,13.34,0,23.31,0,17.28

44,10:45-11:00,26.1,13.33,26.1,6.67,50,142.6,241.67,7,47,100,210,98.67,95,48.33,90,0,16.71,1.38,26.99,1.16,23.31,16.71,8.64,1.31,16.71,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,249.55,52.79,26.99,6.66,6.67,26.1,19.99,13.34,0,23.31,0,17.28

45,11:00-11:15,26.1,13.33,26.1,6.67,50,145.52,241.67,7,49,100,210,98.67,98,48.33,90,0,17.32,1.38,26.99,1.31,23.31,17.32,8.64,1.31,17.32,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,211.16,52.79,26.99,6.66,6.67,26.1,19.99,13.34,0,23.31,0,17.28

46,11:15-11:30,26.93,13.33,26.93,6.67,50,147.98,241.67,7,49,100,210,98.67,98,48.33,90,0,17.87,1.38,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,172.76,52.79,26.99,6.66,6.67,26.94,19.99,13.34,0,23.31,0,17.28

47,11:30-11:45,26.93,13.33,26.93,6.67,50,149.97,241.67,7,49,100,210,98.67,98,48.33,90,0,17.87,1.38,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,149.26,52.79,26.99,6.66,6.67,26.94,19.99,13.34,0,23.31,0,17.28

48,11:45-12:00,27.1,13.33,27.1,6.67,50,151.55,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.38,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.76,0,23.31,149.26,52.79,26.99,6.66,6.67,27.1,19.99,13.34,0,23.31,0,17.28

49,12:00-12:15,27.77,13.33,27.77,6.67,50,152.79,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.76,19.99,13.34,0,23.31,0,17.28

50,12:15-12:30,27.77,13.33,27.77,6.67,50,153.3,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.76,19.99,13.34,0,23.31,0,17.28

51,12:30-12:45,27.77,13.33,27.77,6.67,50,153.33,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.76,19.99,13.34,0,23.31,0,17.28

52,12:45-13:00,27.77,13.33,27.77,6.67,50,152.94,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.31,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.76,19.99,13.34,0,23.31,0,17.28

53,13:00-13:15,27.67,13.33,27.67,6.67,50,151.67,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.35,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.66,19.99,13.34,0,23.31,0,17.28

54,13:15-13:30,27.67,13.33,27.67,6.67,50,149.45,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.35,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.66,19.99,13.34,0,23.31,0,17.28

55,13:30-13:45,27.67,17.33,27.67,6.67,50,146.54,241.67,7,50,100,210,98.67,98,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.35,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.66,19.99,17.34,0,23.31,0,17.28

56,13:45-14:00,27.67,17.67,27.67,6.67,50,142.67,241.67,7,49,100,210,98.67,97,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.35,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.66,19.99,17.66,0,23.31,0,17.28

57,14:00-14:15,27.67,17.67,27.67,6.67,50,138.65,241.67,10.8,48,100,210,98.67,96,48.33,90,0,17.87,1.45,26.99,1.31,23.31,17.87,8.64,1.35,17.87,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,27.66,19.99,17.66,0,23.31,0,17.28

58,14:15-14:30,28,18,28,6.67,50,133.68,241.67,11.21,47,100,210,98.67,95,48.33,90,0,17.41,1.45,26.99,1.31,23.31,17.41,8.64,1.35,17.41,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28,19.99,18,0,23.31,0,17.28

59,14:30-14:45,28.17,18.33,28.17,6.67,48,128.14,241.67,11.61,46,97,203,98.67,93,48.33,87,0,16.72,1.45,26.99,1.31,23.31,16.72,8.64,1.35,16.72,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.16,19.99,18.34,0,23.31,0,17.28

60,14:45-15:00,28.17,18.67,28.17,6.67,47,122.13,240,12.01,44,93,196,98.67,92,48,84,0,16.12,1.45,26.99,1.31,23.31,16.12,8.64,1.35,16.12,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.16,19.99,18.66,0,23.31,0,17.28

61,15:00-15:15,28.33,18.33,28.33,6.67,45,110.87,237.47,12.01,42,90,186,98.67,88,47.5,79,0,15.45,1.53,26.99,1.31,23.31,15.45,8.64,1.44,15.45,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.34,19.99,18.34,0,23.31,0,17.28

62,15:15-15:30,28.33,18.67,28.33,6.67,42,103.71,228.79,12.41,40,85,175,92.37,85,45.76,75,0,14.62,1.53,26.99,1.31,23.31,14.62,8.64,1.44,14.62,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.34,19.99,18.66,0,23.31,0,17.28

63,15:30-15:45,28.33,19.33,28.33,6.67,39,95.94,214.77,12.41,37,78,165,86.76,78,42.95,70,0,13.7,1.53,26.99,1.31,23.31,13.7,8.64,1.44,13.7,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.34,19.99,19.34,0,23.31,0,17.28

64,15:45-16:00,28.67,19.67,28.67,6.67,36,87.78,199.6,12.41,34,72,151,80.74,73,39.92,64,0,12.64,1.53,26.99,1.31,23.31,12.64,8.64,1.44,12.64,0,0,0,133.41,46.78,70,6.72,3.68,0,23.31,149.26,52.79,26.99,6.66,6.67,28.66,19.99,19.66,0,23.31,0,17.28

65,16:00-16:15,28.67,18.33,28.67,6.67,33,78.62,182.53,12.01,32,65,137,74.45,67,36.51,58,0,11.55,1.53,26.99,1.31,23.31,11.55,8.64,1.49,11.55,0,27.25,0,133.41,46.78,70,6.72,3.68,0,23.31,172.76,52.79,26.99,6.66,6.67,28.66,19.99,18.34,0,23.31,0,17.28

66,16:15-16:30,29,18.67,29,6.67,29,68.68,164.73,11.61,28,59,119,67.78,59,32.95,51,0,10.29,1.53,26.99,1.31,23.31,10.29,8.64,1.49,10.29,0,28.26,0,133.41,46.78,70,6.72,3.68,0,23.31,191.96,52.79,26.99,6.66,6.67,29,19.99,18.66,0,23.31,0,17.28

67,16:30-16:45,29,19.33,29,6.67,26,58.26,146.1,11.61,25,51,105,60.3,53,29.22,45,0,7.94,1.53,26.99,1.31,23.31,7.94,8.64,1.49,7.94,0,28.26,0,165.09,46.78,70,6.72,3.68,0,23.31,230.35,52.79,26.99,7.34,6.67,29,19.99,19.34,0,23.31,0,17.28

68,16:45-17:00,29,20.67,29,6.67,22,47.81,126.57,11.61,21,43,88,52.68,43,25.31,37,0,6.72,1.53,26.99,1.31,23.31,6.72,8.64,1.49,6.72,0,29.27,0,193.14,63.94,70,6.72,3.68,0,23.31,249.55,52.79,26.99,8,6.67,29,19.99,20.66,0,23.31,0,17.28

69,17:00-17:15,29,25,29,7.5,17,37.51,102.52,11.61,16,33,70,44.54,37,20.5,30,0,5.41,1.53,26.99,1.39,25.91,5.41,8.64,1.49,5.41,0,30.28,100,193.14,63.94,70,8.64,3.68,0,25.91,271.38,52.79,26.99,8.34,7.5,29,22.5,25,0,25.91,0,17.28

70,17:15-17:30,26.59,27.33,28.1,9.17,13,27.57,81.98,11,12,25,53,37.08,30,16.4,22,0,4.06,1.53,26.99,1.39,25.91,4.06,8.64,1.49,4.06,0,30.28,100,193.14,63.94,70,8.64,3.68,0,25.91,271.38,52.79,26.99,8.66,9.17,16,27.49,27.34,0,25.91,0,17.28

71,17:30-17:45,15.56,28.33,16.12,9.17,9,17.5,62.05,10.4,7,17,39,28.71,21,12.41,16,0,2.82,1.53,26.99,1.39,25.91,2.82,8.64,0,2.82,0,30.28,100,193.14,63.94,70,8.64,3.68,0,25.91,271.38,52.79,26.99,6.66,9.17,7,27.49,28.34,0,25.91,0,17.28

72,17:45-18:00,7.32,30,6.9,9.17,5,9.58,39.5,9.6,4,10,18,19.76,13,7.9,7,0,1.65,1.53,26.99,1.39,25.91,1.65,8.64,0,1.65,0,30.28,100,193.14,63.94,70,8.64,3.68,0,25.91,271.38,52.79,26.99,6.66,9.17,1,27.49,30,0,25.91,0,17.28

73,18:00-18:15,0,30,0,9.17,3,3.82,14.2,8,3,5,7,14.33,8,2.84,3,0,0.81,1.53,26.99,1.39,25.91,0.81,8.64,0,0.81,0,30.28,100,224.52,63.94,70,8.64,3.76,0,25.91,271.38,99.99,26.99,6.66,9.17,0,27.49,30,50,25.91,0,17.28

74,18:15-18:30,0,30,0,9.17,1,0,8.39,7.8,1,3,2,8.13,5,1.68,1,0,0.25,1.53,26.99,1.39,25.91,0.25,8.64,0,0.25,0,31.29,100,224.52,76.1,70,8.64,3.76,0,25.91,271.38,99.99,26.99,6.66,9.17,0,27.49,30,50,25.91,0,17.28

