Block,Time,BRBCL,CHAMERA2,DADRT2,DHAULIGNGA,MAPS,RAPPC,SASAN,TALST2,TelanganaSTPP,KOLDAM,NAPP,NJPC,NLCIIST1,RIHAND3,RSTPSU7,SEWA2,UNCHAHAR2,UNCHAHAR3,URI,AURY_LF,KISHANGANGA,KKNPPU2,KOTESHWR,RIHAND1,SALAL,SIMHST1,SIMHST2,TALA,TEHRI,ANTA_GF,AURY_CRF,KHSTPP-I,KHSTPP-II,TANDA2,URI2,ANTA_LF,DADRI_CRF,DADRI_LF,CHAMERA3,FSTPP I & II,JHAJJAR,KUDGI,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR4,VALLURNTECL,DADRI_RF,BSIUL,DULHASTI,KKNP,RAMPUR,RAPPB,SINGRAULI,ANTA_RF,AURY_RF,KGSU1AND2,KGSU3AND4,RIHAND2,TANAKPUR,AURY_GF,DADRI_GF,CHAMERA1,PARBATI3,UNCHAHAR1,ANTA_CRF
6,01:15-01:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,124.32,0,0,42.39,26.39,2.21,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

7,01:30-01:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,124.32,0,0,42.39,26.39,2.21,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

8,01:45-02:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,124.32,0,0,42.39,26.39,2.21,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

9,02:00-02:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

10,02:15-02:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

11,02:30-02:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,71.46,0,0,118.75,5.76,0,0,0,0,20.56,0

12,02:45-03:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,5.76,0,0,0,0,20.56,0

13,03:00-03:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,5.76,0,0,0,0,20.56,0

14,03:15-03:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,5.76,0,0,0,0,20.56,0

15,03:30-03:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,9.29,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,5.76,0,0,0,0,20.56,0

16,03:45-04:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.76,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,0,0,0,0,0,20.56,0

17,04:00-04:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,0,0,0,0,0,20.56,0

18,04:15-04:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.05,71.46,0,0,118.75,0,0,0,0,0,20.56,0

19,04:30-04:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

20,04:45-05:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,23.39,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

21,05:00-05:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

22,05:15-05:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,9.29,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

23,05:30-05:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

24,05:45-06:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,15.56,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,71.46,0,0,118.75,0,0,0,0,0,20.56,0

25,06:00-06:15,20,4,683.14,0,0,53.93,348.98,0,0,0,44.32,70.17,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,15.56,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,45.25,70.59,0,0,118.75,0,0,0,0,3.82,20.56,0

26,06:15-06:30,20,13.07,683.14,7.92,0,53.93,348.98,0,0,0,44.32,70.17,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,31.12,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,0,16.55,20.56,0

27,06:30-06:45,20,13.07,683.14,17.7,0,53.93,348.98,0,0,0,44.32,93.56,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,46.68,0,0,33.99,148.3,0,4.31,0,2.19,23.57,9.67,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,1.1,32.95,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,12.01,16.55,20.56,0

28,06:45-07:00,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,93.56,0,60.68,0,0,42.39,26.39,26.49,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,4.31,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,12.25,16.55,20.56,0

29,07:00-07:15,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,7.9,42.39,26.39,26.49,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,16.55,20.56,0

30,07:15-07:30,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,15.81,42.39,26.39,26.49,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,16.55,20.56,0

31,07:30-07:45,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,15.81,42.39,26.39,3.31,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,16.55,20.56,0

32,07:45-08:00,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,15.81,42.39,26.39,3.31,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,3.56,20.56,0

33,08:00-08:15,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,15.81,42.39,26.39,3.31,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,0,20.56,0

34,08:15-08:30,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,9.33,42.39,26.39,3.31,0,0,0,9.86,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,29.07,11.12,648.8,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,45.47,70.59,0,0,118.75,0,0,0,28.1,0,20.56,0

35,08:30-08:45,20,26.34,682.79,10.57,0,53.93,348.98,0,0,0,44.32,93.56,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,1.27,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,2.2,32.95,0,0,0,125.96,45.25,70.59,0,0,118.75,0,0,0,12.01,0,20.56,0

36,08:45-09:00,20,13.17,682.79,7.92,0,53.93,348.98,0,0,0,44.32,70.17,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,62.24,0,0,33.99,148.3,0,18.83,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,70.59,0,0,118.75,0,0,0,0,0,20.56,0

37,09:00-09:15,20,13.17,682.79,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,31.12,0,0,33.99,148.3,0,18.83,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,70.59,0,0,118.75,0,0,0,0,0,20.56,0

38,09:15-09:30,20,13.17,682.79,0,0,53.93,348.98,0,0,0,44.32,23.39,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,31.12,0,0,33.99,148.3,0,18.83,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.83,70.59,0,0,118.75,0,0,0,0,0,20.56,0

39,09:30-09:45,20,10,682.79,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,31.12,0,0,33.99,148.3,0,18.83,0,2.19,23.57,0,10.7,649.8,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.63,70.59,0,0,118.75,0,0,0,0,0,20.56,0

40,09:45-10:00,20,0,682.79,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,2.33,0,0,0,15.56,0,0,33.99,148.3,0,18.83,0,2.19,23.57,0,10.7,639.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.41,70.59,0,0,118.75,0,0,0,0,0,20.56,0

41,10:00-10:15,20,0,682.79,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,619.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.31,70.59,0,0,118.75,0,0,0,0,0,20.56,0

42,10:15-10:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,599.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.31,70.59,0,0,118.75,0,0,0,0,0,20.56,0

43,10:30-10:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,579.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,44.1,70.59,0,0,118.75,5.76,0,0,0,0,20.56,0

44,10:45-11:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.89,70.59,0,0,118.75,5.76,0,0,0,0,20.56,0

45,11:00-11:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.68,70.59,0,0,118.75,5.76,0,0,0,0,20.56,0

46,11:15-11:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.68,70.59,0,0,118.75,5.76,0,0,0,0,20.56,0

47,11:30-11:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,3.86,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.47,70.59,0,0,118.75,5.76,0,0,0,0,20.56,0

48,11:45-12:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,3.86,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,10.7,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.47,70.59,0,0,118.75,0,0,0,0,0,20.56,0

49,12:00-12:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,11.04,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.36,70.59,0,0,118.75,0,0,0,0,0,20.56,0

50,12:15-12:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,11.04,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,148.3,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.16,70.59,0,0,118.75,0,0,0,0,0,20.56,0

51,12:30-12:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,11.04,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,127.98,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,43.16,70.59,0,0,118.75,0,0,0,0,0,20.56,0

52,12:45-13:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,11.04,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

53,13:00-13:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,3.86,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

54,13:15-13:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,3.86,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

55,13:30-13:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

56,13:45-14:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.74,70.59,0,0,118.75,0,0,0,0,0,20.56,0

57,14:00-14:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

58,14:15-14:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

59,14:30-14:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

60,14:45-15:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

61,15:00-15:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

62,15:15-15:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

63,15:30-15:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,1.4,0,0,0,15.56,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

64,15:45-16:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,1.4,0,0,0,15.56,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

