Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/25072045/L_NR_2021_15,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/IEX-231101-05680,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06
71,17:30-17:45,19.95,260.890000,0.62,19.95,0,6,2.280000,0.010000,7.26,1,0.000000,0.010000,1,26.990000,203.700000,0.1,271.150000,0.93,4.67,100.980000,86.960000,21.76,7.25,118.010000,48.200000,96.410000,6.61,0,14,6.34,0,0.000000,1.780000,144.62,1,0.010000,1.840000,48.200000,0.000000,0.000000

72,17:45-18:00,22.48,260.890000,0.47,22.48,0,1,2.280000,0.000000,7.26,0,0.000000,0.000000,0,26.990000,203.700000,0,271.150000,0.14,0.68,100.980000,86.960000,21.76,7.25,118.010000,48.200000,96.410000,6.61,0,4,7.31,0,0.000000,1.780000,144.62,0,0.000000,1.840000,48.200000,0.000000,0.000000

73,18:00-18:15,28.7,260.890000,0,28.7,0,0,2.230000,0.000000,8.28,0,0.000000,0.000000,0,26.030000,73.760000,0,271.150000,0.2,1,100.980000,86.960000,24.83,8.27,118.010000,48.200000,96.410000,6.61,0,0,6.96,0,0.000000,1.710000,144.62,0,0.000000,1.840000,48.200000,0.000000,0.000000

74,18:15-18:30,32.06,260.890000,0,32.06,0,0,2.230000,0.000000,9.04,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,27.09,9.03,118.010000,48.200000,96.410000,6.61,0,0,6.82,0,0.000000,1.710000,144.62,0,0.000000,1.840000,48.200000,0.000000,0.000000

75,18:30-18:45,35.21,260.890000,0,35.21,0,0,2.230000,0.000000,11.23,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,33.71,11.24,118.010000,48.200000,96.410000,6.61,0,0,6.92,0,10.500000,1.710000,144.62,0,0.000000,1.840000,48.200000,0.000000,10.500000

76,18:45-19:00,36.54,260.890000,0,36.54,0,0,2.230000,0.000000,11.65,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,34.95,11.65,118.010000,48.200000,96.410000,6.61,0,0,6.66,0,10.500000,1.710000,144.62,0,0.000000,1.840000,48.200000,0.000000,10.500000

77,19:00-19:15,38.55,260.890000,0,38.55,0,0,2.230000,0.000000,11.66,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,35,11.67,118.010000,48.200000,96.410000,6.61,0,0,6.8,0,10.500000,1.710000,144.62,0,0.000000,1.760000,48.200000,0.000000,10.500000

78,19:15-19:30,40.54,260.890000,0,40.54,0,0,2.230000,0.000000,11.91,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,35.75,11.92,118.010000,48.200000,96.410000,6.61,0,0,7.05,0,10.500000,1.710000,144.62,0,0.000000,1.760000,48.200000,0.000000,10.500000

79,19:30-19:45,42.88,260.890000,0,42.88,0,0,2.230000,0.000000,12.31,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,36.9,12.3,118.010000,48.200000,96.410000,6.61,0,0,7.34,0,22.370000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,22.370000

80,19:45-20:00,44.93,260.890000,0,44.93,0,0,2.230000,0.000000,11.1,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,33.3,11.1,118.010000,48.200000,96.410000,6.61,0,0,7.34,0,25.250000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,25.250000

81,20:00-20:15,29.88,260.890000,0,29.88,0,0,2.180000,0.000000,11.7,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,35.1,11.7,118.010000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

82,20:15-20:30,30.54,260.890000,0,30.54,0,0,2.180000,0.000000,13.3,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,39.9,13.3,118.010000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

83,20:30-20:45,19.88,260.890000,0,19.88,0,0,2.180000,0.000000,8.38,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,25.14,8.38,118.010000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

84,20:45-21:00,21.55,260.890000,0,21.55,0,0,2.180000,0.000000,8.87,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,26.61,8.87,109.330000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.630000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

85,21:00-21:15,18.63,260.890000,0,18.63,0,0,2.180000,0.000000,7.5,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,86.960000,22.5,7.5,100.650000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

86,21:15-21:30,18.59,260.890000,0,18.59,0,0,2.180000,0.000000,7.5,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

87,21:30-21:45,14.67,260.890000,0,14.67,0,0,2.180000,0.000000,7.5,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

88,21:45-22:00,14.67,260.890000,0,14.67,0,0,2.180000,0.000000,7.5,0,0.000000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.760000,48.200000,0.000000,26.020000

89,22:00-22:15,14.67,260.890000,0,14.67,0,0,2.180000,0.000000,7.5,0,172.710000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

90,22:15-22:30,14.67,260.890000,0,14.67,0,0,2.180000,0.000000,7.5,0,172.710000,0.000000,0,25.070000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

91,22:30-22:45,14.67,234.190000,0,14.67,0,0,2.180000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

92,22:45-23:00,14.67,224.550000,0,14.67,0,0,2.180000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.550000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

93,23:00-23:15,14.67,205.270000,0,14.67,0,0,2.130000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.480000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

94,23:15-23:30,14.67,205.270000,0,14.67,0,0,2.130000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.480000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

95,23:30-23:45,14.67,205.270000,0,14.67,0,0,2.130000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.480000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

96,23:45-24:00,14.67,205.270000,0,14.67,0,0,2.130000,0.000000,7.5,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,68.000000,22.5,7.5,71.730000,48.200000,96.410000,6.61,0,0,7.34,0,26.020000,1.480000,144.62,0,0.000000,1.840000,48.200000,0.000000,26.020000

