Block,Time Block,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND2,TALA,RIHAND1,SASAN,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TANDA2,RSTPSU7,SIMHST2,RIHAND3,URI2,UNCHAHAR3,ANTA_CRF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NLCEXP,MAPS,NJPC,NLCIIST1,NAPP,NNTPP,NLCIIST2,NLCTS2EXP,RAMPUR,NTPL,RAPPC,PARBATI3,RAPPB,KOLDAM,KISHANGANGA,KKNP,KKNPPU2,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,DADRT2,KGSU3AND4,CHAMERA3,JHAJJAR,KUDGI,KOTESHWR,BSIUL,BRBCL,CHAMERA1,KHSTPP-II,KHSTPP-I,ANTA_GF,DADRI_CRF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0,80.98,0,135.71,12.52,117.8,9.39,0,398.53,0,0,0,1.28,0,0,123.5,35.18,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,28.53,39.1,9.18,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,15.3,40.8,95.7,26.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,75.35,0,135.71,11.4,117.8,9.81,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,9.18,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,15.04,40.8,95.7,26.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,75.35,0,135.71,11.4,117.8,9.81,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,9.18,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,15.94,40.8,95.7,26.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,75.35,0,135.71,11.4,117.8,9.81,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,9.18,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,16.15,27.2,95.7,26.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,75.35,0,135.71,11.4,117.8,9.81,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,9.18,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,18.92,27.2,76.9,26.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,75.35,0,136,11.4,117.8,9.81,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.17,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,75.35,0,136,11.4,117.8,9.77,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,75.35,0,136,11.4,117.8,9.68,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,40.8,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,75.35,0,136,11.4,117.8,9.53,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,40.8,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,75.35,0,136,11.4,117.8,9.39,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,40.8,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,75.35,0,136,11.4,117.8,9.24,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,40.8,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,75.35,0,136,11.4,117.8,9.11,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,8.16,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,40.8,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,75.35,0,136,11.4,117.8,8.97,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,20.68,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,75.35,0,136,11.4,117.8,9.2,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,75.35,0,136,11.16,117.8,8.82,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,25.99,39.1,10.9,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,75.35,0,136,11.16,117.8,8.97,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,42.8,39.1,10.9,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,75.35,0,136,11.16,117.8,9.11,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,42.8,39.1,10.9,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,75.35,0,136,11.16,117.8,9.11,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,5.18,1.39,0,0,42.8,39.1,11.48,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,74.06,24.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,75.35,0,136,11.16,117.8,9.11,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,5.18,1.39,0,0,42.8,39.1,11.48,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,72.7,24.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,75.35,0,136,11.16,117.8,9.24,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,5.18,1.39,0,0,42.8,39.1,11.78,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,76.25,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,75.35,0,136,11.16,117.8,9.24,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,46.48,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,5.18,1.39,0,0,42.8,39.1,12.08,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,82.49,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,75.35,0,136,11.16,117.8,8.59,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,5.18,1.39,0,0,42.8,39.1,10.86,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,74.33,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,75.35,0,136,11.16,117.8,11.38,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,5.18,1.39,0,0,42.8,39.1,8.34,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,63.57,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,75.35,0,136,11.16,117.8,11.47,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,4.99,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,63.57,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,75.35,0,136,11.16,117.8,11.52,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,75.35,0,136,11.16,117.8,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,75.35,0,136,11.16,117.8,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,75.35,0,124.25,11.16,95,11.4,0,398.53,0,0,0,0,0,0,91.41,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,75.35,0,124.25,11.16,95,11.4,0,398.53,0,0,0,0,0,0,91.41,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,17,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,77.04,0,124.25,11.16,95,11.4,0,398.53,0,0,0,0,0,0,91.41,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,77.04,0,124.25,11.16,95,11.4,0,398.53,0,0,0,0,0,0,91.41,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,8.16,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.36,27.2,53.79,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,76.47,0,124.25,11.16,95.39,11.4,0,395.78,0,0,0,0,0,0,90.15,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,18.66,27.2,53.9,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,76.47,0,94.5,11.16,95.39,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,12.62,19.26,27.2,53.9,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,76.47,0,94.5,11.16,95.39,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,6.31,17.81,27.2,67.1,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,76.47,0,94.5,11.16,95.39,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,6.31,18.26,27.2,67.1,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,56.23,0,94.95,11.16,95.39,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,6.31,17.33,39.56,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,61.87,0,94.95,11.16,95.39,11.4,0,398.53,0,0,0,0,0,0,123.5,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,37.4,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,76.47,0,94.95,11.16,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,76.47,0,94.95,11.16,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,76.47,0,94.95,11.16,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,76.47,0,94.95,11.16,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,76.47,0,77.23,11.16,65.81,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,76.47,0,77.23,11.16,65.81,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,76.47,0,77.23,3.73,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,76.47,0,94.95,3.73,81.68,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,9.76,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,53.89,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,76.47,0,106.53,4.97,104.1,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,13.67,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,72.69,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

