Block,Time Block,CHAMERA3,CHAMERA2,CHAMERA1,KISHANGANGA,KHSTPP-II,BSIUL,BRBCL,SINGRAULI_HYDRO,SALAL,SEWA2,SIMHST2,RSTPSU1TO6,SINGRAULI,RSTPSU7,RIHAND3,SASAN,SIMHST1,RIHAND1,RAPPD,RIHAND2,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,NNTPP,NTPL,PARBATI3,PARBATI2,DHAULIGNGA,DADRT2,JHAJJAR,KGSU1AND2,FSTPP I & II,DULHASTI,KGSU3AND4,KHSTPP-I,MAPS,NLCEXP,NJPC,KUDGI,NAPP,RAPPC,RAPPB,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,VALLURNTECL,AURY_CRF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,ANTA_GF,KOTESHWR,KKNP,KKNPPU2,KOLDAM,TALST2,UNCHAHAR1,URI2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TALA,TEHRI,URI,TANDA2,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,33.71,46.97,40.56,8.3,142.71,12.55,14.94,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,18.9,14.45,10.54,400.04,389.97,0,17.51,57.26,0,40.27,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,18.06,35.1,0.24,0,21.02,33.65,0,0,47.28,4.65,1.26,0,0,0,0,0

15,03:30-03:45,33.71,46.97,40.56,8.3,142.71,12.55,15.75,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,18.9,14.45,10.54,404.19,307.63,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,0,47.28,4.65,1.26,0,0,0,0,0

16,03:45-04:00,33.71,46.97,40.56,8.3,142.71,12.55,15.85,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,18.9,14.45,10.54,400.12,222.29,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,0,47.28,4.65,1.26,0,0,0,0,0

17,04:00-04:15,33.71,46.97,40.56,8.3,142.71,12.55,17.15,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,329.71,126.81,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,11.66,47.28,4.65,1.26,0,0,0,0,0

18,04:15-04:30,33.71,46.97,40.56,8.3,142.71,12.55,18.57,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,329.71,126.81,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,11.66,47.28,4.65,1.26,0,0,0,0,0

19,04:30-04:45,26.59,46.97,40.56,8.3,142.71,12.55,18.79,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,329.71,126.81,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,23.32,47.28,4.65,1.26,0,0,0,0,0

20,04:45-05:00,26.59,46.97,40.56,8.3,142.71,12.55,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,329.71,215.34,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,20.04,35.1,0.24,0,24.43,39.04,0,23.32,47.28,4.65,1.26,0,0,0,0,0

21,05:00-05:15,26.59,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,404.19,303.07,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,15.63,35.1,6.03,0,20.95,30.95,0,24.1,50.39,4.65,0.83,0,0,0,0,0

22,05:15-05:30,26.59,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,4.17,0,0,16.24,14.45,10.54,400.04,372.36,0,13.67,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,1.86,0,15.63,35.1,6.03,0,18.52,29.83,0,24.24,50.39,3.02,0.83,0,0,0,0,0

23,05:30-05:45,26.59,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,2.99,0,0,18.9,14.45,10.54,404.19,340,0,13.67,57.26,0,43.81,0,0,75.44,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,4.61,0,16.06,35.1,6.03,0,20.02,32.25,0,24.24,50.39,3.02,0.83,0,0,0,0,0

24,05:45-06:00,26.59,46.97,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,400.12,231.74,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,6.92,0,16.06,35.1,6.03,0,20.02,32.25,0,24.24,50.39,3.02,0.83,0,0,0,0,0

25,06:00-06:15,26.59,46.97,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,404.09,231.74,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,16.06,35.1,6.03,0,20.02,32.25,0,24.24,50.39,3.02,0.83,0,0,0,0,0

26,06:15-06:30,26.59,46.97,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,400.04,339.92,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,16.06,35.1,6.03,0,20.02,32.25,0,24.24,50.39,3.02,0.83,0,0,0,0,0

27,06:30-06:45,26.59,46.97,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,93.56,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,400.12,339.88,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,16.06,35.1,1.72,0,20.02,32.25,0,24.24,47.81,3.02,0.83,0,0,0,0,0

28,06:45-07:00,26.59,46.97,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,144.67,0,125.86,402.98,0,90.49,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,329.71,285.83,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,16.06,35.1,1.72,0,20.02,32.25,0,24.24,47.81,3.02,0.83,0,0,0,0,0

29,07:00-07:15,26.59,31.3,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,128.61,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,10.54,329.71,410.63,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,6.92,0,13.77,35.1,0.49,0,15.48,25.03,0,24.24,47.81,3.02,0.83,0,0,0,0,0

30,07:15-07:30,26.59,31.3,40.56,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,128.61,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,21.06,329.71,356.03,0,13.67,57.26,0,34.19,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.92,35.1,0.49,0,15.48,25.03,0,24.24,47.81,3.02,1.19,0,0,0,0,0

31,07:30-07:45,22.45,46.97,27.04,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,128.61,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,21.06,329.71,356.03,0,9.64,57.26,0,28.14,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.49,0,14.65,23.82,0,24.24,47.81,3.02,1.19,0,0,0,0,0

32,07:45-08:00,22.45,46.97,26.61,8.3,113.71,18.82,19.25,0.96,49.2,18.19,0,0,128.61,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,21.06,329.71,356.03,0,9.64,57.26,0,28.14,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.49,0,14.65,23.82,0,11.66,47.81,3.02,1.19,0,0,0,0,0

33,08:00-08:15,22.45,46.97,18.78,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,110.47,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,21.06,327.33,348.35,0,9.64,57.26,0,24.71,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.24,0,14.65,23.82,0,0,47.81,2.93,0.82,0,0,0,0,0

34,08:15-08:30,22.45,46.97,12.16,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,110.47,0,125.86,402.98,0,63.96,28.4,119.88,0,0,0,2.65,0,0,18.9,14.45,21.06,327.33,242.5,0,9.64,57.26,0,24.56,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.24,0,14.65,23.82,0,0,47.81,2.93,0.82,0,0,0,0,0

35,08:30-08:45,22.45,46.97,11.7,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,81.93,0,125.86,402.98,0,51.74,28.4,104.1,0,0,0,2.65,0,0,18.9,14.45,21.06,327.33,204.01,0,9.64,57.26,0,25.7,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.24,0,14.65,23.82,0,0,47.81,2.93,0.82,0,0,0,0,0

36,08:45-09:00,22.45,46.97,0,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,89.87,0,101.19,402.98,0,51.74,28.4,90.48,0,0,0,2.65,0,0,18.9,14.45,21.06,327.33,204.01,0,9.64,57.26,0,25.7,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,35.1,0.24,0,14.65,23.82,0,0,47.81,2.93,0.82,0,0,0,0,0

37,09:00-09:15,17.73,46.97,0,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,79.57,0,73.34,402.98,0,51.74,28.4,70.83,0,0,0,2.65,0,0,18.9,14.45,21.06,284.99,204.01,0,9.64,57.26,0,25.2,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,11.87,37.11,0.24,0,14.65,23.82,0,0,47.81,2.51,0.82,0,0,0,0,0

38,09:15-09:30,17.73,46.97,0,8.3,78.49,18.82,19.25,0.96,49.2,18.19,0,0,79.57,0,74.94,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,18.9,14.45,21.06,284.99,117.4,0,9.64,57.26,0,25.2,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.14,0,11.87,37.11,0.24,0,14.65,23.82,0,0,47.81,2.51,0.82,0,0,0,0,0

39,09:30-09:45,17.73,46.97,0,8.3,78.49,18.82,19.25,0.96,61.51,18.19,0,0,79.57,0,74.94,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,18.9,14.45,10.54,284.99,117.4,0,9.64,57.26,0,25.2,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.14,0,11.87,37.11,0.24,0,14.65,23.82,0,0,12.75,2.51,0.82,0,0,0,0,0

40,09:45-10:00,17.73,31.3,0,8.3,78.49,18.82,19.25,0.96,61.51,18.19,0,0,79.57,0,74.94,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,18.9,14.45,10.54,284.99,117.4,0,9.64,57.26,0,25.2,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,37.11,0.24,0,14.65,23.82,0,0,5.31,2.51,0.82,0,0,0,0,0

41,10:00-10:15,0,15.66,0,8.3,78.49,18.82,19.25,0.96,61.51,12.13,0,0,80.01,0,69.47,360,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,117.4,0,9.64,57.26,0,25.15,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,0.24,0,14.65,23.82,0,0,47.28,2.51,0.82,0,0,0,0,0

42,10:15-10:30,0,15.66,0,8.3,78.49,18.82,19.25,0.96,61.51,6.06,0,0,80.01,0,69.47,340.75,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,117.4,0,9.64,57.26,0,25.21,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.24,0,14.65,23.82,0,0,47.28,2.51,0.82,0,0,0,0,0

43,10:30-10:45,0,0,0,8.3,78.49,12.55,19.25,0.96,61.51,0,0,0,79.57,0,91.6,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,14.65,23.82,0,0,47.28,2.51,0.82,0,0,0,0,0

44,10:45-11:00,0,0,0,8.3,78.49,12.55,19.25,0.96,61.51,0,0,0,79.57,0,91.6,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,14.65,23.82,0,0,47.28,2.51,0.82,0,0,0,0,0

45,11:00-11:15,0,0,0,8.3,87.58,12.55,19.25,0.96,61.51,0,0,0,106.97,0,91.6,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.63,0,0,47.28,2.51,0.82,0,0,0,0,0

46,11:15-11:30,0,0,0,8.3,87.69,12.55,18.59,0.96,61.51,0,0,0,107.51,0,86.79,402.98,0,51.74,28.4,65.95,0,0,0,2.65,0,0,22.15,21.69,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.69,0,0,47.28,2.51,0.82,0,0,0,0,0

47,11:30-11:45,0,0,0,8.3,87.61,12.55,19.25,0.96,61.51,0,0,0,107.09,0,83.6,401.56,0,51.74,28.4,70.37,0,0,0,2.65,0,0,18.9,14.32,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,66.72,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.64,0,0,47.28,2.51,0.82,0,0,0,0,0

48,11:45-12:00,0,0,0,8.3,87.71,12.55,19.25,0.96,61.51,0,0,0,107.53,0,83.65,401.56,0,51.74,28.4,70.41,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.69,0,0,47.28,2.51,0.82,0,0,0,0,0

49,12:00-12:15,0,0,0,8.3,87.76,12.55,19.25,0.96,61.51,0,0,0,144.67,0,89.16,364.04,0,55.82,28.4,74.56,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.71,0,0,47.28,2.51,0.82,0,0,0,0,0

50,12:15-12:30,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,89.11,347.67,0,55.7,28.4,74.53,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.69,0,0,47.81,2.51,0.82,0,0,0,0,0

51,12:30-12:45,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,92.22,347.67,0,55.75,28.4,79.57,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.69,0,0,47.81,2.51,0.82,0,0,0,0,0

52,12:45-13:00,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,92.22,347.67,0,54.53,28.4,79.57,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.39,0,0,47.81,2.51,0.82,0,0,0,0,0

53,13:00-13:15,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,87.7,347.67,0,53.66,28.4,75.06,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.38,0,0,47.81,2.51,0.82,0,0,0,0,0

