Block,Time,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04
75,18:30-18:45,2,0,0,0,0,24.67,10.41,2.34,24.67,1.17,0,0,1,0,12,36,12,13,5.83,0,0.320000,10.110000,2.870000,2.040000,84.850000,0.000000,30.800000,4.240000,2.600000,16.050000,48.120000,100.260000,20.910000,0.320000,20.910000,272.120000,261.290000,0.320000,0.000000

76,18:45-19:00,1,0,0,0,0,25.67,10.01,0,25.67,0.27,0,0,0,0,12.16,36.5,12.17,12.66,1.33,0,0.000000,10.110000,2.870000,2.040000,84.850000,0.000000,30.800000,8.490000,2.600000,16.050000,48.120000,100.260000,20.910000,0.000000,20.910000,272.120000,261.290000,0.000000,0.000000

77,19:00-19:15,0,0,0,0,0,34.33,10.01,0,34.33,0,0,0,0,0,12.66,38,12.67,12.34,0,0,0.000000,10.200000,3.020000,2.040000,84.850000,0.000000,30.800000,8.490000,2.600000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

78,19:15-19:30,0,0,0,0,0,34.67,9.61,0,34.67,0,0,0,0,0,13.5,40.5,13.5,12,0,0,0.000000,10.200000,3.020000,2.040000,84.850000,0.000000,30.800000,12.730000,2.600000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

79,19:30-19:45,0,0,0,0,0,35,8.21,0,35,0,0,0,0,0,15.84,47.5,15.83,12,0,0,0.000000,10.200000,1.550000,2.040000,84.850000,0.000000,30.800000,16.980000,2.380000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

80,19:45-20:00,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,16,48,16,12,0,0,0.000000,10.200000,2.710000,2.040000,84.850000,0.000000,30.800000,16.980000,2.380000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

81,20:00-20:15,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,16.34,49,16.33,12,0,0,0.000000,10.200000,2.710000,2.040000,84.850000,0.000000,30.800000,21.220000,2.380000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

82,20:15-20:30,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,16.5,49.5,16.5,12,0,0,0.000000,10.200000,2.710000,2.040000,84.850000,0.000000,30.800000,25.470000,2.380000,16.050000,48.120000,100.260000,11.030000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

83,20:30-20:45,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,17,51,17,11.66,0,0,0.000000,10.200000,2.710000,2.040000,84.850000,0.000000,30.800000,29.710000,2.380000,16.050000,48.120000,100.260000,23.890000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

84,20:45-21:00,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,17.16,51.5,17.17,11.66,0,0,0.000000,10.200000,2.710000,2.040000,84.850000,0.000000,30.800000,29.710000,2.380000,16.050000,48.120000,100.260000,23.890000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

85,21:00-21:15,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,17.5,52.5,17.5,12.34,0,0,0.000000,10.290000,2.710000,2.040000,84.850000,0.000000,29.830000,33.950000,2.300000,16.050000,48.120000,100.260000,23.830000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

86,21:15-21:30,0,0,0,0,0,35.33,7.41,0,35.33,0,0,0,0,0,17.66,53,17.67,12,0,0,0.000000,10.290000,2.710000,2.040000,84.850000,0.000000,28.870000,38.200000,2.300000,16.050000,48.120000,100.260000,23.830000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

87,21:30-21:45,0,0,0,0,0,35.33,9.01,0,35.33,0,0,0,0,0,17.84,53.5,17.83,11.34,0,0,0.000000,10.290000,2.710000,2.040000,84.850000,0.000000,28.870000,38.200000,2.300000,16.050000,48.120000,100.260000,23.830000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

88,21:45-22:00,0,0,0,0,0,35,8.81,0,35,0,0,0,0,0,18,54,18,11.34,0,0,0.000000,10.290000,2.710000,2.040000,84.850000,0.000000,28.870000,42.440000,2.300000,16.050000,48.120000,100.260000,23.830000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

89,22:00-22:15,0,0,0,0,0,34.33,8.61,0,34.33,0,0,0,0,0,18.16,54.5,18.17,11.34,0,0,0.000000,10.290000,2.870000,1.850000,84.850000,0.000000,28.870000,46.690000,2.300000,16.050000,48.120000,100.260000,23.780000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

90,22:15-22:30,0,0,0,0,0,33.67,8.21,0,33.67,0,0,0,0,0,18.34,55,18.33,11.34,0,0,0.000000,10.290000,2.870000,1.850000,84.850000,0.000000,28.870000,50.920000,2.300000,16.050000,48.120000,100.260000,23.780000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

91,22:30-22:45,0,0,0,0,0,33,7.41,0,33,0,0,0,0,0,18.16,54.5,18.17,11.34,0,0,0.000000,10.290000,2.630000,1.850000,84.850000,0.000000,28.870000,55.160000,2.300000,16.050000,48.120000,100.260000,23.780000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

92,22:45-23:00,0,0,0,0,0,32,7.41,0,32,0,0,0,0,0,18,54,18,11.66,0,0,0.000000,10.290000,2.630000,1.810000,84.850000,0.000000,28.870000,57.720000,2.300000,16.050000,48.120000,100.260000,23.780000,0.000000,30.800000,272.120000,261.290000,0.000000,0.000000

93,23:00-23:15,0,0,0,0,0,31.67,7.41,0,31.67,0,0,0,0,0,17.84,53.5,17.83,11.66,0,0,0.000000,10.380000,2.630000,1.810000,84.850000,0.000000,28.870000,57.720000,2.300000,16.050000,48.120000,100.260000,24.740000,0.000000,24.740000,272.120000,261.290000,0.000000,0.000000

94,23:15-23:30,0,0,0,0,0,31.33,7.41,0,31.33,0,0,0,0,0,17.66,53,17.67,11,0,0,0.000000,10.380000,2.630000,1.810000,84.850000,0.000000,28.870000,57.720000,2.300000,16.050000,48.120000,100.260000,24.740000,0.000000,24.740000,272.120000,261.290000,0.000000,0.000000

95,23:30-23:45,0,0,0,0,0,31,7.41,0,31,0,0,0,0,0,17.5,52.5,17.5,11.66,0,0,0.000000,10.380000,2.630000,1.810000,84.850000,0.000000,28.870000,57.720000,2.300000,16.050000,48.120000,100.260000,24.740000,0.000000,24.740000,272.120000,261.290000,0.000000,0.000000

96,23:45-24:00,0,0,0,0,0,29.67,7.41,0,29.67,0,0,0,0,0,17,51,17,10.66,0,0,0.000000,10.380000,2.630000,1.810000,84.850000,0.000000,28.870000,57.720000,2.300000,16.050000,48.120000,100.260000,24.740000,0.000000,24.740000,272.120000,261.290000,0.000000,0.000000

