Block,Time,KHSTPP-II,RAMPUR,RAPPD,RIHAND1,SIMHST1,AURY_CRF,DADRI_LF,CHAMERA1,CHAMERA2,KGSU1AND2,KISHANGANGA,KOLDAM,KUDGI,NAPP,NJPC,NTPL,TALA,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KOTESHWR,NLCIIST2,PARBATI2,RAPPC,RSTPSU1TO6,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,UNCHAHAR3,URI,ANTA_GF,AURY_LF,BRBCL,KKNPPU2,MAPS,NLCIIST1,RIHAND2,SIMHST2,TEHRIPSP,UNCHAHAR4,CHAMERA3,JHAJJAR,NLCEXP,PARBATI3,SINGRAULI_HYDRO,TALST2,ANTA_CRF,AURY_RF,DULHASTI,KKNP,NNTPP,RIHAND3,SASAN,UNCHAHAR2,URI2,ANTA_LF,AURY_GF,DADRT2,TANDA2,UNCHAHAR1,DADRI_RF,BSIUL,KGSU3AND4,NLCTS2EXP,RAPPB,SALAL,TEHRI,ANTA_RF
12,02:45-03:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,16.41,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,13.06,27.69,37.53,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,84.83,75.56,52.59

13,03:00-03:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,16.41,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,37.53,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,37.42,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

14,03:15-03:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,16.41,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,37.53,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,37.42,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

15,03:30-03:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.41,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

16,03:45-04:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.33,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

17,04:00-04:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.23,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,23.38,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

18,04:15-04:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.23,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,23.38,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

19,04:30-04:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.33,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,23.38,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

20,04:45-05:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.33,0,0,0,0,42.46,19.46,45.53,42.83,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,23.38,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

21,05:00-05:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.68,0,0,0,0,42.46,19.46,45.53,30.43,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

22,05:15-05:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.62,0,0,0,0,42.46,19.46,45.53,30.43,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

23,05:30-05:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.38,0,0,0,0,42.46,19.46,45.53,20.29,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

24,05:45-06:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.09,0,0,0,0,42.46,19.46,45.53,20.29,0,12.66,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.85

25,06:00-06:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,18.76,0,0,0,0,42.46,19.46,45.53,20.29,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,28.71,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,685.7,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

26,06:15-06:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,18.76,0,0,0,0,42.46,19.46,45.53,20.29,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,685.7,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

27,06:30-06:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.09,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,685.7,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

28,06:45-07:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.29,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

29,07:00-07:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.44,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,37.53,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

30,07:15-07:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.47,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,11.91,27.69,37.53,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,28.06,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

31,07:30-07:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.56,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,26.49,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

32,07:45-08:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.56,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,26.49,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,105.39,19.56,0,0,0,82.5,75.56,52.59

33,08:00-08:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.59,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,75.56,52.09

34,08:15-08:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.59,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,75.56,52.09

35,08:30-08:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.5,0,0,0,0,42.46,19.46,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,52.36,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,75.56,52.09

36,08:45-09:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.69,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.91,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,75.56,52.09

37,09:00-09:15,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,19.84,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,37.42,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,56.67,51.59

38,09:15-09:30,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.2,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,37.42,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,37.78,51.59

39,09:30-09:45,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.84,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,18.89,51.59

40,09:45-10:00,98.87,5.67,23.96,98.32,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,20.84,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,51.59

41,10:00-10:15,98.87,5.67,23.96,76.95,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.58,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.82

42,10:15-10:30,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.58,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.82

43,10:30-10:45,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,21.25,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.57

44,10:45-11:00,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,21.25,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.57

45,11:00-11:15,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.22,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.65,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.06

46,11:15-11:30,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.76,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.06

47,11:30-11:45,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.58,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.06

48,11:45-12:00,98.87,5.67,23.96,66.26,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.58,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,50.06

49,12:00-12:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.34,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.81

50,12:15-12:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.34,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,34.23,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.81

51,12:30-12:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.28,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.81

52,12:45-13:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,2.32,8.62,0,24.23,175.79,0,23.28,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.81

53,13:00-13:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,23.28,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.56

54,13:15-13:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,23.28,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.56

