Block,Time Block,BRBCL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RAPPB,TALST2,SINGRAULI_HYDRO,TALA,SINGRAULI,URI,TEHRI,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NAPP,KUDGI,KOTESHWR,DADRT2,DULHASTI,KGSU1AND2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
45,11:00-11:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.6,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,135.38,0,2.91,44.29,0,9.36,226.83,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

46,11:15-11:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.6,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,135.38,0,2.91,44.29,0,9.36,236.52,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

47,11:30-11:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.28,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,135.38,0,2.91,44.29,0,9.36,246.22,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

48,11:45-12:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.28,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,135.38,0,2.91,44.29,0,9.36,255.91,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

49,12:00-12:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.28,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

50,12:15-12:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.28,84.55,12.84,0,0,2.71,17.56,1.57,34.37,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

51,12:30-12:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,12.84,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

52,12:45-13:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,48.79,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

53,13:00-13:15,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,48.79,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

54,13:15-13:30,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,13.91,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

55,13:30-13:45,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,8.56,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

56,13:45-14:00,14.54,0,0,0,0,0,0,0,0,0,0,0,0,56.31,338.23,45.87,0,0,0,58.37,0,49.56,0,123.67,0,0,0,11.72,84.55,8.56,0,0,2.71,17.56,1.57,14.32,0,11.42,0,16.47,0,0,0,0,0,0,0,110.3,0,2.36,44.29,0,9.36,289.65,52.85,0,0,6.32,10.36,362.4,13.02,38.96,17.38,0,43.54,44.82,0,0,1.17,1.4,0,0,0,0,0

