Block,Time,JHAJJAR,UNCHAHAR2,UNCHAHAR4,ANTA_LF,BRBCL,CHAMERA1,KOTESHWR,PARBATI3,RIHAND3,RSTPSU7,SINGRAULI,URI,AURY_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCEXP,RAPPB,RAPPC,RIHAND1,SALAL,SIMHST1,SINGRAULI_HYDRO,TALST2,TANAKPUR,ANTA_CRF,KGSU1AND2,KHSTPP-II,NNTPP,NTPL,RAMPUR,TALA,VALLURNTECL,ANTA_GF,ANTA_RF,DADRI_RF,KISHANGANGA,NLCIIST1,NLCTS2EXP,SEWA2,SIMHST2,TANDA2,UNCHAHAR3,BSIUL,DHAULIGNGA,DULHASTI,FSTPP I & II,KKNP,KKNPPU2,KOLDAM,NAPP,RSTPSU1TO6,SASAN,CHAMERA2,MAPS,TelanganaSTPP,UNCHAHAR1,URI2,DADRT2,KGSU3AND4,KHSTPP-I,KUDGI,NJPC,NLCIIST2,RIHAND2,TEHRI,AURY_LF,AURY_RF,DADRI_CRF,DADRI_GF
65,16:00-16:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.26,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,38.55,0,70.81,0,0

66,16:15-16:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.26,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,38.55,0,70.81,0,0

67,16:30-16:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.26,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,18.94,0,118.76,38.55,0,70.81,0,0

68,16:45-17:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,682.78,0,45.53,0,41.67,0,118.76,38.55,0,70.81,0,0

69,17:00-17:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,5.27,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,348.98,2.66,0,0,19.98,4.31,682.79,0,45.53,0,62.51,0,118.76,39.44,0,70.81,0,0

70,17:15-17:30,434.65,42.39,0,0,15,13.2,26.62,0,62.16,0,139.69,0.66,0,0,0,9.68,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,10.53,0,0,26.4,2.2,7.92,32.96,20.8,0,0,0,43.36,0,348.98,5.33,0,0,19.98,4.31,682.79,0,45.53,0,83.33,0,118.76,51.28,0,70.81,0,0

71,17:30-17:45,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,0.66,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.68,90.42,0,0,0,10.53,0,0,26.4,13.04,18.27,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,116.95,0,118.76,51.28,0,70.81,0,0

72,17:45-18:00,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,0.66,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.9,90.42,0,0,0,10.53,0,0,26.4,19.56,18.27,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,116.95,0,118.76,51.28,0,70.81,0,0

73,18:00-18:15,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,3.31,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42,90.42,0,0,0,10.53,0,0,26.4,19.56,27.41,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,116.95,0,118.76,51.28,0,70.81,0,0

74,18:15-18:30,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,3.31,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.32,90.42,0,0,0,10.53,0,0,26.4,19.56,27.41,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,116.95,0,118.76,51.28,0,70.81,0,0

75,18:30-18:45,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,3.31,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.52,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,73.87,0,118.76,51.28,0,70.81,0,0

76,18:45-19:00,434.65,42.39,0,0,15,13.2,39.05,0,62.16,0,139.69,3.31,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.73,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,20.8,0,0,0,43.36,0,348.98,39.51,0,0,19.98,4.31,682.79,0,45.53,0,61.18,0,118.76,51.28,0,70.81,0,0

77,19:00-19:15,434.65,42.39,0,0,15,0,17.75,3.82,62.16,0,139.69,3.31,0,0,0,9.68,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.84,90.42,0,0,0,5.27,0,0,26.4,2.2,18.27,32.96,20.8,0,0,0,43.36,0,348.98,13.17,0,0,19.98,4.31,682.79,0,45.53,0,60.61,0,118.76,38.55,0,70.81,0,0

78,19:15-19:30,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.84,90.42,0,0,0,5.27,0,0,26.4,0,9.14,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,682.79,0,45.53,0,60.61,0,118.76,38.55,0,70.81,0,0

79,19:30-19:45,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,6.63,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.84,90.42,0,0,0,5.27,0,0,26.4,0,8.06,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,682.78,0,45.53,0,41.67,0,118.76,25.7,0,70.81,0,0

80,19:45-20:00,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.05,90.42,0,0,0,0,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,682.78,0,45.53,0,18.94,0,118.76,25.7,0,70.81,0,0

81,20:00-20:15,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.05,90.42,0,0,0,0,0,0,22.93,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,682.78,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

82,20:15-20:30,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.26,90.42,0,0,0,0,0,0,19.48,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,682.78,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

83,20:30-20:45,434.65,42.39,0,0,15,0,8.87,16.54,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,16.02,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,682.78,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

84,20:45-21:00,434.65,42.39,0,0,15,0,8.87,3.57,62.16,0,139.69,6.63,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.26,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,673.21,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

85,21:00-21:15,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.26,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,10.76,593.24,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

86,21:15-21:30,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

87,21:30-21:45,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

88,21:45-22:00,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

89,22:00-22:15,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,9.29,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

90,22:15-22:30,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

91,22:30-22:45,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

92,22:45-23:00,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,4.41,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

93,23:00-23:15,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,55.77,0,0,0,0,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

94,23:15-23:30,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,9.29,0,0,0,0,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

95,23:30-23:45,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,1.4,0,0,0,0.25,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

96,23:45-24:00,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,1.4,0,0,0,0.25,0,0,148.3,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,0,0,0,16.48,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,12.85,0,70.81,0,0

