Block,Time,BSIUL,CHAMERA2,NLCEXP,NLCIIST1,RSTPSU1TO6,SIMHST1,SIMHST2,DULHASTI,JHAJJAR,KOTESHWR,RAMPUR,RAPPB,RIHAND2,RIHAND3,SALAL,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,AURY_CRF,AURY_GF,KGSU1AND2,KGSU3AND4,KHSTPP-II,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,SEWA2,TANAKPUR,TANDA2,TEHRI,URI,URI2,DADRI_GF,DADRI_LF,CHAMERA1,FSTPP I & II,KISHANGANGA,KKNPPU2,RSTPSU7,TALST2,ANTA_LF,CHAMERA3,DADRT2,MAPS,SASAN,SINGRAULI,AURY_LF,AURY_RF,BRBCL,KKNP,KOLDAM,NJPC,SINGRAULI_HYDRO,VALLURNTECL,ANTA_RF,KUDGI,RAPPC,RIHAND1,TALA,UNCHAHAR3,DADRI_CRF,DADRI_RF,DHAULIGNGA,KHSTPP-I,NTPL,UNCHAHAR1,ANTA_CRF,ANTA_GF
6,01:15-01:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,35.44,11.04,35.46,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

7,01:30-01:45,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,35.44,11.04,11.82,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

8,01:45-02:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,35.44,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

9,02:00-02:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,35.44,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

10,02:15-02:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,35.44,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

11,02:30-02:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,17.72,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

12,02:45-03:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,10.96,2.89,17.72,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.76,0,0,101.12,40.2,44.92,0,20.96,0,0

13,03:00-03:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.61,0,0,101.12,40.2,44.92,0,20.96,0,0

14,03:15-03:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.61,0,0,101.12,40.2,44.92,0,20.96,0,0

15,03:30-03:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.47,0,0,101.12,40.2,44.92,0,20.96,0,0

16,03:45-04:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,11.85,20.8,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.47,0,0,101.12,40.2,44.92,0,20.96,0,0

17,04:00-04:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,11.85,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.32,0,0,101.12,40.2,44.92,0,20.96,0,0

18,04:15-04:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,11.85,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.32,0,0,101.12,40.2,44.92,0,20.96,0,0

19,04:30-04:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.72,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.32,0,0,101.12,40.2,44.92,0,20.96,0,0

20,04:45-05:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,0,0,9.48,2.89,17.44,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.32,0,0,101.12,40.2,44.92,0,20.96,0,0

21,05:00-05:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,3.94,0,9.48,2.89,34.01,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.17,0,0,101.12,40.2,44.92,0,20.96,0,0

22,05:15-05:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,90.22,44.99,0,0,0,5.62,0,9.48,2.89,34.01,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.17,0,0,101.12,40.2,44.92,0,20.96,0,0

23,05:30-05:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,8.43,0,9.48,2.89,34.01,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,10.02,0,0,101.12,30.23,44.92,0,20.96,0,0

24,05:45-06:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,34.01,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,31.94,0,60.09,47.33,9.74,0,0,101.12,30.23,44.92,0,20.96,0,0

25,06:00-06:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,34.01,11.04,10.35,0,0,14.05,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.74,0,0,101.12,30.23,44.92,0,20.96,0,0

26,06:15-06:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,65.07,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,34.01,11.04,10.35,0,0,13.43,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.58,0,0,101.12,30.23,44.92,0,20.96,0,0

27,06:30-06:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,65.07,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,34.01,19.87,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.43,0,0,101.12,30.23,44.92,0,20.96,0,0

28,06:45-07:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,65.07,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,17,19.87,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,416.25,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.15,0,0,101.12,30.23,44.92,0,20.96,0,0

29,07:00-07:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,65.07,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,0,9.48,2.89,0,50.34,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.15,0,0,101.12,30.23,44.92,0,20.96,0,0

30,07:15-07:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,7.03,0,9.48,2.89,0,50.34,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.15,0,0,101.12,30.23,44.92,0,20.96,0,0

31,07:30-07:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,16.56,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.15,0,0,101.12,30.23,44.92,0,20.96,0,0

32,07:45-08:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,11.04,10.35,0,0,0,19.74,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.33,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9.15,0,0,101.12,30.23,44.92,0,20.96,0,0

33,08:00-08:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,9,0,0,99.89,30.23,44.92,0,20.96,0,0

34,08:15-08:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,11.85,0,0,99.89,30.23,44.92,0,20.96,0,0

35,08:30-08:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,12,0,0,99.89,30.23,44.92,0,20.96,0,0

36,08:45-09:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,4.01,113.81,0,0,30.75,0,60.09,47.33,12.14,0,0,99.89,30.23,44.92,0,20.96,0,0

37,09:00-09:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,0,9.48,2.89,0,11.04,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,2.4,113.81,0,0,30.75,0,60.09,47.33,12.14,0,0,99.89,30.23,44.92,0,20.96,0,0

38,09:15-09:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,0,9.48,2.89,0,16.56,10.35,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,410.62,106.72,0,77.08,15,0,0.99,113.81,0,0,30.75,0,60.09,47.33,12.14,0,0,99.89,30.23,44.92,0,20.96,0,0

39,09:30-09:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,0,9.48,2.89,0,11.04,35.46,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0.99,113.81,0,0,30.75,0,60.09,47.33,12.14,0,0,99.89,30.23,44.92,0,20.96,0,0

40,09:45-10:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,0,9.48,2.89,0,16.56,35.46,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0.99,113.81,0,0,30.75,0,60.09,47.33,11.85,0,0,99.89,30.23,44.92,0,20.96,0,0

41,10:00-10:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,0,9.48,2.89,0,50.34,35.46,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0.99,113.81,0,0,30.51,0,60.09,47.33,12.35,0,0,99.89,30.23,44.92,0,20.96,0,0

42,10:15-10:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,50.34,35.46,0,0,0,20.8,0,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0.99,113.81,0,0,30.51,0,60.09,47.33,12.35,0,0,99.89,30.23,44.92,0,20.96,0,0

43,10:30-10:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,13.25,35.46,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.64,0,0,99.89,30.23,44.92,0,20.96,0,0

44,10:45-11:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,35.46,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.64,0,0,99.89,30.23,44.92,0,20.96,0,0

45,11:00-11:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

46,11:15-11:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

47,11:30-11:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

48,11:45-12:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.51,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

49,12:00-12:15,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.16,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

50,12:15-12:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.16,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

51,12:30-12:45,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.16,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

52,12:45-13:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.44,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,77.08,15,0,0,113.81,0,0,30.16,0,60.09,47.33,12.49,0,0,99.89,20.11,44.92,0,20.96,0,0

53,13:00-13:15,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.67,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,50.79,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,124.16,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

54,13:15-13:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.67,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,50.79,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,124.16,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

55,13:30-13:45,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.67,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,12.15,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,124.16,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

56,13:45-14:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.67,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,124.16,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

57,14:00-14:15,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

58,14:15-14:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

59,14:30-14:45,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,0,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

