Block,Time,FSTPP I & II,NLCEXP,NLCTS2EXP,NTPL,RIHAND2,SIMHST1,TALA,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,ANTA_RF,DADRI_CRF,KGSU1AND2,KOLDAM,PARBATI3,RAMPUR,RAPPB,RSTPSU1TO6,TALST2,TEHRI,UNCHAHAR2,AURY_RF,DADRI_LF,KGSU3AND4,KKNP,NNTPP,SINGRAULI_HYDRO,TANDA2,TelanganaSTPP,URI,CHAMERA2,DULHASTI,KHSTPP-II,NLCIIST2,RSTPSU7,SASAN,SINGRAULI,TANAKPUR,ANTA_LF,AURY_CRF,DHAULIGNGA,KHSTPP-I,KKNPPU2,KOTESHWR,NAPP,RAPPC,AURY_GF,DADRI_RF,KISHANGANGA,NJPC,SIMHST2,VALLURNTECL,ANTA_CRF,BRBCL,BSIUL,CHAMERA3,JHAJJAR,MAPS,RIHAND1,AURY_LF,DADRI_GF,CHAMERA1,DADRT2,KUDGI,NLCIIST1,RIHAND3,SALAL,SEWA2,URI2,ANTA_GF
10,02:15-02:30,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.81,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,38.24,0,38.64,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,75.52,17.37,36.05,0

11,02:30-02:45,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.81,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,39.45,0,38.64,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,75.52,17.37,36.05,0

12,02:45-03:00,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.81,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,39.45,0,38.64,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,75.52,17.37,36.05,0

13,03:00-03:15,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.81,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,40.66,0,28.98,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,24.38,0

14,03:15-03:30,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,40.66,0,28.98,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,24.38,0

15,03:30-03:45,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,41.89,0,28.98,45.23,60.68,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,24.38,0

16,03:45-04:00,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,9.48,0,0,40.4,41.89,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,24.38,0

17,04:00-04:15,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,41.89,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

18,04:15-04:30,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,43.1,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

19,04:30-04:45,14.3,0,0,0,121.71,0,10.09,20.96,27.05,1.62,31.58,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.14,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,43.1,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

20,04:45-05:00,14.3,0,0,0,121.71,0,9.9,20.96,27.05,1.62,31.58,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.14,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,43.1,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

21,05:00-05:15,14.3,0,0,0,121.71,0,9.16,20.96,27.05,1.62,31.58,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,43.1,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

22,05:15-05:30,14.3,0,0,0,121.71,0,8.96,20.96,27.05,1.62,31.58,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

23,05:30-05:45,14.3,0,0,0,121.71,0,8.86,20.96,27.05,1.62,31.58,0,0,5.35,12.65,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

24,05:45-06:00,14.3,0,0,0,121.71,0,8.55,20.96,27.05,1.62,31.23,0,0,5.35,53.4,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

25,06:00-06:15,14.3,0,0,0,121.71,0,8.36,20.96,27.05,1.62,31.23,0,0,5.35,53.4,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.17,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

26,06:15-06:30,14.3,0,0,0,121.71,0,8.34,20.96,27.05,1.62,31.23,0,0,5.35,53.4,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.17,0,42.5,44.22,53.79,148.3,0,0,401.62,116.85,11.53,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

27,06:30-06:45,14.3,0,0,0,121.71,0,9.38,20.96,27.05,1.62,31.23,0,0,5.35,53.4,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.17,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,2.56,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

28,06:45-07:00,14.3,0,0,0,121.71,0,9.46,20.96,27.05,1.62,31.23,0,0,5.35,53.4,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,0.17,0,36.43,44.22,53.79,148.3,0,0,401.62,116.85,2.56,0,0,40.4,44.31,0,28.98,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

29,07:00-07:15,14.3,0,0,0,121.71,0,9.57,20.96,27.05,1.62,31.1,0,0,5.35,36.54,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,5.13,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,26.07,686.07,0,0,127.6,69.72,17.37,26.6,0

30,07:15-07:30,14.3,0,0,0,121.71,0,9.89,20.96,27.05,1.62,30.99,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,10.25,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,26.07,686.07,0,0,127.6,69.72,17.37,26.6,0

31,07:30-07:45,14.3,0,0,0,121.71,0,9.26,20.96,27.05,1.62,30.99,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,15,0,32.08,413.81,0,84.36,0,0,27.65,686.07,0,0,127.6,69.72,17.37,26.6,0

32,07:45-08:00,14.3,0,0,0,121.71,0,9.22,20.96,27.05,1.62,30.87,0,0,5.35,7.03,3.54,0,0,0,67.72,43.71,77.94,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,16.76,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,26.6,0

33,08:00-08:15,14.3,0,0,0,121.71,0,9.21,20.96,27.05,1.62,30.87,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,16.76,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,23.65,0

34,08:15-08:30,14.3,0,0,0,121.71,0,9.13,20.96,27.05,1.62,30.87,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,17.2,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,17.37,23.65,0

35,08:30-08:45,14.3,0,0,0,121.71,0,9.06,20.96,27.05,1.62,30.87,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,17.2,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,11.58,23.65,0

36,08:45-09:00,14.3,0,0,0,121.71,0,9.04,20.96,27.05,1.62,30.75,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,17.64,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,69.72,11.58,23.65,0

37,09:00-09:15,14.3,0,0,0,121.71,0,9.07,20.96,27.05,1.62,30.75,0,0,5.35,21.08,3.54,0,0,0,66.5,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,17.64,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

38,09:15-09:30,14.3,0,0,0,121.71,0,9.14,20.96,27.05,1.62,30.75,0,0,5.35,21.08,3.54,0,0,0,66.29,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.07,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

39,09:30-09:45,14.3,0,0,0,121.71,0,8.11,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,53.16,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.07,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

40,09:45-10:00,14.3,0,0,0,121.71,0,8.1,20.96,27.05,1.62,30.51,0,0,5.35,21.08,3.54,0,0,0,53.16,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.52,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

41,10:00-10:15,14.3,0,0,0,121.71,0,11.14,20.96,27.05,1.62,30.4,0,0,5.35,21.08,3.54,0,0,0,34.01,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.52,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

42,10:15-10:30,14.3,0,0,0,121.71,0,11.34,20.96,27.05,1.62,30.4,0,0,5.35,21.08,3.54,0,0,0,17,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,12.94,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.52,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

43,10:30-10:45,14.3,0,0,0,121.71,0,11.24,20.96,27.05,1.62,30.4,0,0,5.35,21.08,3.54,0,0,0,17,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.52,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

44,10:45-11:00,14.3,0,0,0,121.71,0,11.18,20.96,27.05,1.62,30.28,0,0,5.35,21.08,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,18.52,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

45,11:00-11:15,14.3,0,0,0,121.71,0,11.21,20.96,27.05,1.62,30.28,0,0,5.35,21.08,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

46,11:15-11:30,14.3,0,0,0,121.71,0,11.17,20.96,27.05,1.62,30.28,0,0,5.35,21.08,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,23.65,0

47,11:30-11:45,14.3,0,0,0,121.71,0,11.99,20.96,27.05,1.62,30.16,0,0,5.35,7.03,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,36.05,0

48,11:45-12:00,14.3,0,0,0,121.71,0,11.75,20.96,27.05,1.62,29.93,0,0,5.35,7.03,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,62.75,11.58,36.05,0

49,12:00-12:15,14.3,0,0,0,121.71,0,11.87,20.96,27.05,1.62,29.93,0,0,5.35,21.08,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,413.44,116.85,7.68,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,40.09,11.58,36.05,0

50,12:15-12:30,14.3,0,0,0,121.71,0,11.92,20.96,27.05,1.62,29.8,0,0,5.35,21.08,3.54,0,0,0,0,43.71,77.69,0,0,0,0,0.5,2.89,0,42.5,44.22,53.79,148.3,0,0,413.44,116.85,7.68,0,0,40.4,44.31,0,19.32,45.23,60.68,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,40.09,11.58,36.05,0

51,12:30-12:45,14.3,0,0,0,121.71,0,12.05,20.96,27.05,1.62,29.93,0,0,5.35,21.08,3.54,0,0,0,0,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,7.68,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,40.09,11.58,26.6,0

52,12:45-13:00,14.3,0,0,0,121.71,0,12.16,20.96,27.05,1.62,29.93,0,0,5.35,21.08,3.54,0,0,0,0,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,7.68,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,11.58,26.6,0

53,13:00-13:15,14.3,0,0,0,121.71,0,12.07,20.96,27.05,1.62,30.04,0,0,5.35,21.08,3.54,0,0,0,0,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,26.6,0

54,13:15-13:30,14.3,0,0,0,121.71,0,12.16,20.96,27.05,1.62,30.04,0,0,5.35,21.08,3.54,0,0,0,0,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,26.6,0

55,13:30-13:45,14.3,0,0,0,121.71,0,12.35,20.96,27.05,1.62,29.93,0,0,5.35,21.08,3.54,0,0,0,0,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,31.03,0

56,13:45-14:00,14.3,0,0,0,121.71,0,12.39,20.96,27.05,1.62,29.8,0,0,5.35,21.08,3.54,0,0,0,17.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,31.03,0

