Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5428,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9042,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/9061,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01
39,09:30-09:45,7.33,22.01,32.24,32.23,32.24,28,66,55,33,35.37,58,176.83,130,13.33,13.34,6.66,7.33,112.8,6.8,3.69,11.59,2.18,26.33,2.02,11.59,8.78,17.55,11.88,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.31,57.64,53.1

40,09:45-10:00,7.33,22.01,32.24,32.23,32.24,31,73,60,35,38.63,64,193.14,140,13.33,13.34,6.66,7.33,118.98,6.8,3.69,12.57,2.18,26.33,2.02,12.57,8.78,17.55,12.88,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.31,57.64,53.1

41,10:00-10:15,7.33,22.01,32.5,32.5,32.5,32,77,64,37,41.53,68,207.67,151,13.33,13.34,6.66,7.33,124.27,6.8,3.69,13.21,2.28,26.33,2.02,13.21,8.78,17.55,13.54,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.23,67.58,0,2.31,57.64,53.1

42,10:15-10:30,7.33,22.01,32.5,32.5,32.5,34,82,69,39,43.78,71,218.88,161,13.33,13.34,6.66,7.33,128.94,6.8,3.69,14.17,2.28,26.33,2.02,14.17,8.78,17.55,14.53,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.23,67.58,0,2.31,57.64,53.1

43,10:30-10:45,7.33,22.01,32.66,32.67,32.66,36,88,73,41,46.37,76,231.85,172,13.33,13.34,6.66,7.33,132.98,6.8,3.69,14.81,2.28,26.33,2.02,14.81,8.78,17.55,15.18,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.23,67.58,0,2.31,57.64,53.1

44,10:45-11:00,7.33,22.01,32.84,32.83,32.84,38,89,76,42,47.47,78,237.35,179,13.33,13.34,6.66,7.33,136.58,6.8,3.69,15.16,2.28,26.33,2.02,15.16,8.78,17.55,15.54,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.23,67.58,0,2.31,57.64,53.1

45,11:00-11:15,7.33,22.01,32.84,32.83,32.84,39,90,79,43,47.5,81,237.5,186,13.33,13.34,6.66,7.33,139.47,6.8,3.69,15.5,2.32,26.33,2.02,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,24.73,67.58,0,2.31,57.64,53.1

46,11:15-11:30,7.33,22.01,32.84,32.83,32.84,40,91,81,43,47.83,83,239.17,189,13.33,13.34,6.66,7.33,141.81,6.8,3.69,15.5,2.32,26.33,2.02,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,24.73,67.58,0,2.31,57.64,53.1

47,11:30-11:45,7.33,22.01,32.84,32.83,32.84,40,91,81,44,48.33,85,241.67,189,13.33,13.34,6.66,7.33,143.42,6.8,3.69,15.5,2.32,26.33,2.02,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.31,57.64,53.1

48,11:45-12:00,7.33,22.01,32.84,32.83,32.84,41,91,81,44,48.33,87,241.67,189,13.33,13.34,6.66,7.33,144.31,6.8,3.69,15.5,2.32,26.33,2.02,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.31,57.64,53.1

49,12:00-12:15,7.33,22.01,32.84,32.83,32.84,42,91,81,44,48.33,88,241.67,189,13.33,13.34,6.66,7.33,144.11,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.24,67.58,0,2.46,57.64,53.1

50,12:15-12:30,7.33,22.01,32.84,32.83,32.84,42,91,81,44,48.33,88,241.67,189,13.33,13.34,6.66,7.33,143.04,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.24,67.58,0,2.46,57.64,53.1

51,12:30-12:45,7.33,22.01,32.84,32.83,32.84,42,91,81,44,48.33,88,241.67,189,13.33,13.34,6.66,7.33,141.09,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.74,67.58,0,2.46,57.64,53.1

52,12:45-13:00,7.33,22.01,32.84,32.83,32.84,42,91,81,44,48.33,88,241.67,189,13.33,13.34,6.66,7.33,138.35,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.74,67.58,0,2.46,57.64,53.1

53,13:00-13:15,7.33,22.01,32.84,32.83,32.84,41,91,81,43,48.33,85,241.67,189,13.33,13.34,6.66,7.33,134.64,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.74,67.58,0,2.61,57.64,53.1

54,13:15-13:30,7.33,22.01,32.84,32.83,32.84,40,90,79,42,48,85,240,186,13.33,13.34,6.66,7.33,130.13,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.74,67.58,0,2.61,57.64,53.1

55,13:30-13:45,7.33,22.01,32.84,32.83,32.84,39,90,76,41,46.71,82,233.57,179,13.33,13.34,6.66,7.33,124.92,6.8,3.69,15.5,2.32,26.33,2.17,15.5,8.78,17.55,15.89,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.61,57.64,53.1

56,13:45-14:00,7.33,22.01,32.84,32.83,32.84,38,90,73,41,46.39,80,231.93,172,13.33,13.34,6.66,7.33,119.04,6.8,3.69,15.26,2.32,26.33,2.17,15.26,8.78,17.55,15.64,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,25.73,67.58,0,2.61,57.64,53.1

57,14:00-14:15,7.33,22.01,32.84,32.83,32.84,36,88,70,38,45.15,76,225.78,165,13.33,13.34,6.66,7.33,112.8,9.6,3.69,14.83,2.37,26.33,2.17,14.83,8.78,17.55,15.2,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.24,67.58,0,2.68,57.64,53.1

58,14:15-14:30,7.33,22.01,32.84,32.83,32.84,35,83,66,37,43.37,73,216.87,154,13.33,13.34,6.66,7.33,106.04,9.4,3.69,14.38,2.37,26.33,2.17,14.38,8.78,17.55,14.75,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.24,67.58,0,2.68,57.64,53.1

59,14:30-14:45,7.33,22.01,32.84,32.83,32.84,32,78,61,35,41.31,68,206.57,144,13.33,13.34,6.66,7.33,98.38,9.2,3.69,13.91,2.37,26.33,2.17,13.91,8.78,17.55,14.26,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,26.24,94.6,0,2.68,57.64,53.1

60,14:45-15:00,7.33,22.01,32.84,32.83,32.84,30,75,57,34,38.49,63,192.44,133,13.33,13.34,6.66,7.33,90.07,9,3.69,13.03,2.37,26.33,2.17,13.03,8.78,17.55,13.35,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,27.25,94.6,0,2.68,57.64,53.1

61,15:00-15:15,7.33,22.01,32.84,32.83,32.84,27,67,54,32,36.06,58,180.32,126,13.33,13.34,6.66,7.33,80.97,8.8,3.69,12.2,2.37,26.33,2.17,12.2,8.78,17.55,12.51,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,27.25,94.6,0,2.68,57.64,53.1

62,15:15-15:30,7.33,22.01,32.84,32.83,32.84,24,60,48,29,33.38,51,166.93,112,13.33,13.34,6.66,7.33,71.24,8,3.69,10.36,2.37,26.33,2.17,10.36,8.78,17.55,10.63,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.26,94.6,0,2.68,57.64,53.1

63,15:30-15:45,7.33,22.01,32.84,32.83,32.84,21,55,42,26,29.86,44,149.33,98,13.33,13.34,6.66,7.33,60.98,7.6,3.69,9.56,2.37,26.33,2.17,9.56,8.78,17.55,9.8,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.26,94.03,0,2.68,57.64,53.1

64,15:45-16:00,7.33,22.01,32.84,32.83,32.84,18,48,36,24,26.47,37,132.35,84,13.33,13.34,6.66,7.33,50.35,7,3.69,8.83,2.37,26.33,2.17,8.83,8.78,17.55,9.05,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.26,94.03,0,2.68,57.64,53.1

65,16:00-16:15,7.33,22.01,32.84,32.83,32.84,14,42,30,20,22.68,30,113.38,70,13.33,13.34,6.66,7.33,39.42,7,3.69,7.97,2.37,26.33,2.33,7.97,8.78,17.55,8.17,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.76,94.03,0,2.92,57.64,53.1

66,16:15-16:30,7.33,22.01,32.84,32.83,32.84,11,35,24,16,18.74,23,93.72,56,13.33,13.34,6.66,7.33,28.74,7,3.69,7.11,2.37,26.33,2.33,7.11,8.78,17.55,7.3,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.76,94.03,0,2.92,57.64,53.1

67,16:30-16:45,7.33,22.01,32.84,32.83,32.84,7,27,18,12,14.67,14,73.38,42,13.33,13.34,6.66,7.33,19.15,7.18,3.69,6.18,2.37,26.33,2.33,6.18,8.78,17.55,6.33,26.87,8.78,0,70.39,26.33,26.87,0,26.33,165.52,0,28.76,94.03,0,2.92,57.64,53.1

68,16:45-17:00,7.33,22.01,33,33,21,5,20,12,8,10.47,10,52.33,28,15,15,7,7.33,11.84,7.18,3.69,5.24,2.37,26.33,2.33,5.24,8.78,17.55,5.37,26.87,8.78,0,70.39,26.33,26.87,0,26.33,193.1,0,29.26,94.03,0,2.92,57.64,53.1

69,17:00-17:15,7.5,22.5,29.73,31.9,14,3,15,6,7,6.86,6,34.28,14,16.33,16.34,7.34,7.5,7.41,7.18,3.69,4.36,2.32,33.35,2.64,4.36,11.11,22.24,4.47,26.15,11.11,0,70.39,33.35,26.15,0,33.35,193.1,0,29.26,94.03,0,3.46,57.64,53.1

70,17:15-17:30,8.5,25.5,15.64,16.79,9,1,10,1,5,3.94,3,19.72,4,17.33,17.34,7.66,8.5,3.9,7.18,3.69,3.58,2.32,33.35,2.64,3.58,11.11,22.24,3.67,26.15,11.11,0,70.39,33.35,26.15,0,33.35,193.1,0,29.77,94.03,0,3.46,57.64,53.1

71,17:30-17:45,9.5,28.5,3.03,3.23,2,1,7,1,2,1.84,1,9.21,2,17.67,17.66,9.66,9.5,0.63,7.18,3.69,2.73,2.32,33.35,2.64,2.73,11.11,22.24,2.8,26.15,11.11,0,70.39,33.35,26.15,0,33.35,193.1,0,29.77,82.63,0,3.46,57.64,53.1

72,17:45-18:00,10.67,31.99,2.01,2.16,0,0,3,0,0,0.52,1,2.59,1,18.33,18.34,12,10.67,0,7.18,3.69,1.98,2.32,33.35,2.64,1.98,11.11,22.24,2.03,26.15,11.11,0,70.39,33.35,26.15,0,33.35,193.1,0,30.28,67.02,0,3.46,76.55,53.1

73,18:00-18:15,10,30,0,0,0,0,2,0,0,0,0,0,0,23.33,23.34,10,10,0,7.18,3.78,1.42,2.28,33.35,2.8,1.42,11.11,22.24,1.46,26.15,11.11,0,70.39,33.35,26.15,0,33.35,231.72,50,30.28,100.84,150,3.3,87.09,61.79

74,18:15-18:30,9.5,28.5,0,0,0,0,0,0,0,0,0,0,0,24.33,24.34,8.34,9.5,0,7.18,3.78,1,2.28,33.35,2.8,1,11.11,22.24,1.03,26.15,11.11,0,70.39,33.35,26.15,0,33.35,273,50,29.26,100.84,150,3.3,87.09,61.79

75,18:30-18:45,8.83,26.51,0,0,0,0,0,0,0,0,0,0,0,23.33,23.34,6.66,8.83,0,7.18,3.78,0.53,2.28,33.35,3.42,0.53,11.11,22.24,0.53,26.15,11.11,0,70.39,33.35,26.15,0,33.35,273,50,28.26,100.84,150,3.3,87.09,61.79

76,18:45-19:00,8.17,24.49,0,0,0,0,0,0,0,0,0,0,0,21.67,21.66,6.66,8.17,0,7.05,3.78,0.25,2.28,33.35,3.42,0.25,11.11,22.24,0.25,26.15,11.11,0,70.39,33.35,26.15,0,33.35,273,50,28.26,100.84,150,3.3,68.1,61.79

