Block,Time,LT-05,L_NR_2012_01,L_NR_2012_07,L_NR_2019_05,L_NR_2020_06,L_NR_2022_09,L_NR_2019_06,LT-59,LT_MEJA_Delhi,L_NR_2020_05,L_NR_2023_04,LT-36,L_NR_2012_04,L_NR_2019_19,L_NR_2012_02,L_NR_2020_02,LT-35,L_NR_2019_11,SH-07,L_NR_2018_61,LT-31,SH-06,L_NR_2021_16,L_NR_2021_14,L_NR_2021_15,L_NR_2019_07,L_NR_2022_10,L_NR_2021_17,L_NR_2022_08,L_NR_2021_12,L_NR_2021_13,L_NR_2020_07
92,22:45-23:00,116.100000,101.310000,87.240000,0,21.51,48,0,5.450000,3.710000,64.54,0.000000,0.000000,272.020000,0.000000,261.720000,6.140000,0.000000,5.920000,29.500000,33.68,0.000000,0.000000,0,0,0,0,48,0,16.83,0,0,21.52

93,23:00-23:15,116.100000,101.310000,87.240000,0,21.9,48.2,0,5.450000,3.710000,65.7,0.000000,0.000000,272.020000,0.000000,261.720000,6.040000,0.000000,5.840000,29.500000,32.54,0.000000,0.000000,0,0,0,0,48.2,0,17.46,0,0,21.9

94,23:15-23:30,116.100000,101.310000,87.240000,0,22.27,49,0,5.450000,3.710000,66.82,0.000000,0.000000,272.020000,0.000000,261.720000,6.040000,0.000000,5.840000,29.500000,32.26,0.000000,0.000000,0,0,0,0,49,0,18.75,0,0,22.29

95,23:30-23:45,116.100000,101.310000,87.240000,0,22.44,50.79,0,5.450000,3.710000,67.32,0.000000,0.000000,272.020000,0.000000,261.720000,6.040000,0.000000,5.840000,29.500000,32.08,0.000000,0.000000,0,0,0,0,50.79,0,20.58,0,0,22.45

96,23:45-24:00,116.100000,101.310000,87.240000,0,22.72,53.27,0,5.450000,3.710000,68.16,0.000000,0.000000,272.020000,0.000000,261.720000,6.040000,0.000000,5.840000,29.500000,32.06,0.000000,0.000000,0,0,0,0,53.27,0,21.97,0,0,22.72

