Block,Time,CHAMERA1,URI,RIHAND3,DULHASTI,UNCHAHAR1,URI2,UNCHAHAR3,AURY_LF,ANTA_LF,RAPPC,KOLDAM,KISHANGANGA,TEHRI,DADRI_RF,SALAL,DADRI_CRF,BSIUL,RIHAND2,DADRI_GF,NJPC,RIHAND1,ANTA_RF,RAPPB,ANTA_CRF,SINGRAULI_HYDRO,TANDA2,NAPP,SINGRAULI,DHAULIGNGA,JHAJJAR,DADRT2,CHAMERA2,CHAMERA3,TANAKPUR,KOTESHWR,AURY_RF,RAMPUR,SEWA2,UNCHAHAR2,UNCHAHAR4,ANTA_GF,DADRI_LF,AURY_CRF,PARBATI3,AURY_GF,TALA,SOLAPUR,MOUDA_II,NTPL,GANDHAR-RLNG,SASAN,KAWAS-RLNG,RSTPSU1TO6,RSTPSU7,GANDHAR-NAPM,KSTPS7,NLCTS2EXP,KHARGONE-I,SIPAT I,NLCIIST1,GANDHAR-APM,LARA-I,VSTPS I,KGSU3AND4,VSTPS V,GADARWARA-I,NLCEXP,KSTPS I&II,KAWAS-NAPM,NLCIIST2,GANDHAR-ComGas,NNTPP,VSTPS II,MAPS,KHSTPP-I,VSTPS III,KKNP,BRBCL,VSTPS IV,KAWAS-zLIQ,TAPS-II,KAPS,SIMHST2,FSTPP I & II,KUDGI,KAWAS-ComGas,KAWAS-APM,VALLURNTECL,KHSTPP-II,TALST2,MOUDA,SIPAT II,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,27.101215,48.448764,123.890121,36.478524,0.000000,0.000000,16.927071,0.000000,0.000000,62.950813,0.000000,6.112886,47.685823,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,351.216146,408.015425,29.760103,21.518384,1.235524,8.812865,0.000000,0.000000,17.465872,37.192374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.233916,0.64,3.393268,5.089903,0.87,0.000000,4.078779,2.242852,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,13.126983,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

7,01:30-01:45,13.550608,48.448764,123.890121,36.478524,0.000000,0.000000,16.927071,0.000000,0.000000,62.950813,0.000000,6.112886,47.685823,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,348.235905,398.023205,29.760103,21.518384,1.235524,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.278492,0.59,3.393268,5.089903,0.87,0.000000,4.078779,2.242852,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,11.455005,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

8,01:45-02:00,13.486604,48.448764,123.890121,36.478524,0.000000,0.000000,16.927071,0.000000,0.000000,62.950813,0.000000,6.112886,35.764367,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,350.556307,384.037955,29.760103,21.518384,1.235524,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.59,3.393268,5.089903,0.87,0.000000,4.078779,2.242852,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,11.918192,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

9,02:00-02:15,13.486604,48.448764,123.890121,36.478524,0.000000,0.000000,10.260818,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,350.556307,354.033735,29.760103,21.518384,0.370657,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.59,3.393268,5.089903,0.87,0.000000,4.078779,2.242852,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,11.944704,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

10,02:15-02:30,13.486604,48.448764,123.890121,36.478524,0.000000,0.000000,10.260818,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,350.556307,354.015969,29.760103,21.518384,0.370657,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.59,3.393268,5.089903,0.87,0.000000,4.078779,2.242852,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,12.312285,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

11,02:30-02:45,13.486604,48.448764,123.890121,36.478524,0.825979,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.66,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,12.688670,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

12,02:45-03:00,13.486604,48.448764,123.890121,36.478524,4.967519,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.68,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,44.751913,1.877149,0.88,13.707579,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

13,03:00-03:15,13.486604,48.448764,123.890121,36.478524,6.843073,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.417860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.62,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

14,03:15-03:30,27.049402,48.448764,123.890121,36.478524,9.689405,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.112886,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.62,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

15,03:30-03:45,27.049402,48.448764,123.890121,36.478524,11.671756,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.62,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

16,03:45-04:00,27.049402,48.448764,123.890121,36.478524,13.654108,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,80.693928,0.000000,18.963420,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.62,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

17,04:00-04:15,27.049402,48.448764,123.890121,36.478524,19.097076,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.69,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

18,04:15-04:30,27.049402,48.448764,123.890121,36.478524,20.796235,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,21.518384,0.000000,8.812865,0.000000,0.000000,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.74,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.18,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

19,04:30-04:45,27.049402,48.448764,123.890121,36.478524,11.358676,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,0.000000,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.76,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.19,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

20,04:45-05:00,27.049402,48.448764,123.890121,36.478524,11.145329,0.000000,12.886672,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,0.000000,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.969882,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.76,3.393268,5.089903,0.87,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.19,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

21,05:00-05:15,27.049402,48.448764,123.890121,36.478524,10.478146,0.000000,10.260818,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,0.000000,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.78,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.19,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

22,05:15-05:30,27.049402,48.448764,123.890121,36.478524,11.418923,0.000000,10.260818,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,20.749983,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,0.639762,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.79,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.67,2.476757,0.000000,1.28,0.000000,0.19,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

23,05:30-05:45,27.049402,51.110784,123.890121,36.478524,11.754893,0.000000,9.375802,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,51.252458,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,417.823908,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,1.576556,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.81,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.28,0.000000,0.20,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

24,05:45-06:00,27.049402,51.110784,123.890121,36.478524,11.572024,0.000000,9.375802,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,494.983908,363.346194,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.81,3.393268,5.089903,0.90,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.31,0.000000,0.20,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

25,06:00-06:15,27.049402,48.448764,123.890121,36.478524,11.575378,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,10.084994,437.113908,363.704756,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.83,3.393268,5.089903,0.90,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.32,0.000000,0.19,1.861130,0.23,44.751913,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,16.777771,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

26,06:15-06:30,27.049402,48.448764,123.890121,36.478524,11.575378,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,18.963420,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,20.169989,369.598908,363.704756,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.84,3.393268,5.089903,0.90,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.32,0.000000,0.19,1.861130,0.23,44.751913,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

