Block,Time,CHAMERA1,URI,RIHAND3,DULHASTI,UNCHAHAR1,URI2,UNCHAHAR3,AURY_LF,ANTA_LF,RAPPC,KOLDAM,KISHANGANGA,TEHRI,DADRI_RF,SALAL,DADRI_CRF,BSIUL,RIHAND2,DADRI_GF,NJPC,RIHAND1,ANTA_RF,RAPPB,ANTA_CRF,SINGRAULI_HYDRO,TANDA2,NAPP,SINGRAULI,DHAULIGNGA,JHAJJAR,DADRT2,CHAMERA2,CHAMERA3,TANAKPUR,KOTESHWR,AURY_RF,RAMPUR,SEWA2,UNCHAHAR2,UNCHAHAR4,ANTA_GF,DADRI_LF,AURY_CRF,PARBATI3,AURY_GF,TALA,SOLAPUR,MOUDA_II,NTPL,GANDHAR-RLNG,SASAN,KAWAS-RLNG,RSTPSU1TO6,RSTPSU7,GANDHAR-NAPM,KSTPS7,NLCTS2EXP,KHARGONE-I,SIPAT I,NLCIIST1,GANDHAR-APM,LARA-I,VSTPS I,KGSU3AND4,VSTPS V,GADARWARA-I,NLCEXP,KSTPS I&II,KAWAS-NAPM,NLCIIST2,GANDHAR-ComGas,NNTPP,VSTPS II,MAPS,KHSTPP-I,VSTPS III,KKNP,BRBCL,VSTPS IV,KAWAS-zLIQ,TAPS-II,KAPS,SIMHST2,FSTPP I & II,KUDGI,KAWAS-ComGas,KAWAS-APM,VALLURNTECL,KHSTPP-II,TALST2,MOUDA,SIPAT II,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.476786,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.436475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.19,1.861130,0.23,10.445535,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,7.971978,9.00,0.000000,0.000000,3.44,55.323720,2.92,1.856470,1.791457,1.94,0,0,0,0,0

56,13:45-14:00,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.478740,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.436475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.32,0.000000,0.19,1.861130,0.23,10.445535,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,7.971978,9.00,0.000000,0.000000,3.44,84.348745,2.92,1.856470,1.791457,1.94,0,0,0,0,0

57,14:00-14:15,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,139.885943,0.000000,347.383392,365.476786,14.804518,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.436475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.32,0.000000,0.20,1.861130,0.23,10.445535,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,7.971978,9.00,0.000000,0.000000,3.44,84.508622,2.92,1.856470,1.791457,1.94,0,0,0,0,0

58,14:15-14:30,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,137.592731,0.000000,347.383392,365.478740,14.804518,10.759192,0.000000,8.812865,0.000000,0.000000,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.32,0.000000,0.21,1.861130,0.23,23.211175,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,84.508622,2.92,1.856470,1.791457,1.94,0,0,0,0,0

59,14:30-14:45,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,347.383392,365.476786,29.760103,21.539619,0.000000,8.812865,0.000000,0.000000,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.32,0.000000,0.21,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,99.454857,2.92,1.856470,1.791457,1.94,0,0,0,0,0

60,14:45-15:00,13.486604,46.851552,123.890121,36.478524,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,18.884910,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,347.383392,365.478740,29.760103,21.539619,0.000000,8.812865,0.000000,0.000000,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.21,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,102.486902,2.92,1.856470,1.791457,1.94,0,0,0,0,0

61,15:00-15:15,13.486604,46.851552,123.890121,36.478524,10.847003,0.000000,13.840582,0.000000,0.000000,62.950813,0.000000,6.187132,23.842912,0.000000,47.071458,0.000000,12.625305,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,349.097664,365.612616,29.760103,21.539619,0.000000,8.812865,0.000000,0.000000,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.21,1.861130,0.23,29.919851,1.877149,0.90,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,103.451402,2.92,1.856470,1.791457,1.94,0,0,0,0,0

62,15:15-15:30,13.486604,46.851552,123.890121,52.437879,10.847003,0.000000,13.840582,0.000000,0.000000,62.950813,0.000000,6.187132,35.764367,0.000000,47.071458,0.000000,12.625305,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,349.097664,365.614306,29.760103,21.539619,0.000000,8.812865,0.000000,0.000000,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.21,1.861130,0.23,29.919851,1.877149,0.93,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,107.309402,2.92,1.856470,1.791457,1.94,0,0,0,0,0

63,15:30-15:45,13.486604,46.851552,123.890121,54.905879,10.847003,0.000000,13.840582,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,20.749983,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,352.767511,365.612616,29.760103,21.539619,0.000000,8.812865,0.000000,0.639762,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.21,1.861130,0.23,29.919851,1.877149,0.94,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,102.486902,2.92,1.856470,1.791457,1.94,0,0,0,0,0

64,15:45-16:00,13.486604,46.851552,123.890121,54.905879,10.847003,0.000000,13.840582,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,20.749983,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,352.767511,365.614306,29.760103,21.539619,0.000000,8.812865,0.000000,0.639762,17.465872,21.982016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,29.919851,1.877149,0.96,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,102.486902,2.92,1.856470,1.791457,1.94,0,0,0,0,0

65,16:00-16:15,13.486604,46.851552,123.890121,54.905879,10.837680,0.000000,13.820472,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,41.499966,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,360.802668,365.612616,29.760103,21.539619,0.000000,8.812865,0.000000,1.279524,17.465872,27.700151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,29.919851,1.877149,0.97,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,102.486902,2.92,1.856470,1.791457,1.94,0,0,0,0,0

66,16:15-16:30,27.101215,51.110784,123.890121,54.905879,10.837680,0.000000,13.820472,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,360.802668,365.614306,29.760103,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,27.700151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.00,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,111.850408,2.92,1.856470,1.791457,1.94,0,0,0,0,0

67,16:30-16:45,27.101215,51.110784,123.890121,54.905879,10.837680,0.000000,13.820472,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,380.092668,365.607325,29.760103,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,27.700151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.02,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

68,16:45-17:00,27.101215,46.851552,123.890121,54.905879,11.392049,0.000000,14.252778,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,135.299518,0.000000,423.727034,365.610239,29.760103,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,27.700151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.03,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

69,17:00-17:15,27.101215,46.851552,123.890121,54.905879,11.586508,0.000000,14.380210,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.062015,0.000000,423.389458,365.161785,44.776114,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,42.071201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.28,0.000000,0.22,1.861130,0.23,43.451786,1.877149,1.06,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.681008,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

70,17:15-17:30,27.101215,46.851552,123.890121,54.905879,11.586508,0.000000,14.380210,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,12.625305,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.062015,0.000000,433.034458,365.165978,44.776114,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,42.071201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.34,0.000000,0.22,1.861130,0.23,43.451786,1.877149,1.07,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.681008,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

71,17:30-17:45,27.101215,46.851552,123.890121,54.905879,11.586508,0.000000,14.380210,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,6.321140,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.062015,0.000000,433.034458,385.021745,44.776114,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.10,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

72,17:45-18:00,40.651823,46.851552,123.890121,54.905879,11.376970,0.000000,14.284539,0.000000,0.000000,62.950813,0.000000,6.187132,47.685823,0.000000,60.520446,0.000000,6.321140,118.083735,0.000000,62.249949,88.463445,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,136.062015,0.000000,433.034458,385.021745,44.776114,21.539619,0.000000,8.812865,0.000000,1.919286,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,140.865129,2.92,1.856470,1.791457,1.94,0,0,0,0,0

73,18:00-18:15,40.651823,12.777696,123.890121,54.905879,11.587119,0.000000,14.380210,0.000000,0.000000,62.950813,1.720022,6.187132,47.685823,0.000000,60.520446,0.000000,6.321140,118.083735,0.000000,67.956194,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.062015,10.084994,413.744458,385.021745,44.776114,32.310138,0.000000,8.812865,0.000000,2.090650,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

74,18:15-18:30,40.651823,4.259232,123.890121,54.905879,11.587119,0.000000,14.380210,0.000000,0.000000,62.950813,3.978638,6.187132,47.685823,0.000000,60.520446,0.000000,6.321140,118.083735,0.000000,93.374923,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.062015,20.169989,461.969458,385.021745,44.776114,32.310138,0.000000,8.812865,0.000000,2.867505,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

75,18:30-18:45,40.651823,4.259232,123.890121,54.905879,11.587119,5.939737,14.135752,0.000000,0.000000,62.950813,5.160066,6.187132,47.685823,0.000000,60.520446,0.000000,12.413115,118.083735,0.000000,119.312402,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,30.254983,475.240593,364.193894,44.776114,32.310138,6.177622,17.625730,0.000000,3.667206,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

76,18:45-19:00,40.651823,46.851552,123.890121,54.905879,11.583788,5.939737,13.787388,0.000000,0.000000,62.950813,5.160066,6.299626,47.685823,0.000000,60.520446,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,533.189114,363.822915,44.776114,32.310138,5.683413,27.943231,0.000000,3.941390,17.465872,29.281931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,29.919851,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

77,19:00-19:15,40.651823,51.110784,123.890121,54.905879,11.435576,11.879475,12.299489,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,60.520446,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,589.525934,354.313360,44.776114,32.310138,5.683413,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,43.743328,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

78,19:15-19:30,40.651823,51.110784,123.890121,54.905879,9.979778,26.728817,11.197459,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,60.520446,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,589.525934,343.548245,44.776114,32.310138,5.683413,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,4.245892,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

79,19:30-19:45,40.651823,46.851552,123.890121,54.905879,9.979778,35.210761,11.197459,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,589.525934,343.548245,44.776114,32.310138,5.683413,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,18.398866,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

80,19:45-20:00,40.651823,46.851552,123.890121,54.905879,10.346288,35.210761,11.597823,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,533.110593,343.548245,44.776114,32.310138,5.683413,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.94,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

81,20:00-20:15,40.651823,46.851552,123.890121,54.905879,7.034730,35.210761,11.408988,0.000000,0.000000,62.950813,6.880089,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,475.240593,355.097517,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

82,20:15-20:30,40.651823,46.851552,123.890121,54.905879,5.967458,35.210761,11.408988,0.000000,0.000000,62.950813,5.160066,6.299626,47.685823,0.000000,47.071458,0.000000,18.963420,118.083735,0.000000,128.131145,88.463445,0.000000,0.000000,0.000000,1.036614,3.944705,45.932912,136.823874,40.339977,533.110593,355.103272,44.776114,32.310138,0.000000,27.943231,0.000000,3.941390,17.465872,42.752489,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,330.944062,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.87,0.000000,4.078779,2.232517,2.10,1.271619,2.056526,1.69,2.520464,0.000000,1.36,0.000000,0.22,1.861130,0.23,44.751913,1.877149,1.13,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,141.000159,2.92,1.856470,1.791457,1.94,0,0,0,0,0

