Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5428,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5444,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/4503,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/1868,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15
80,19:45-20:00,13.34,6.67,6.67,13.33,10.4,36.5,86.63,80.94,0,0,1.91,0,25.23,0,0,36.5,133.62,1.71,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

81,20:00-20:15,13.34,6.67,6.67,13.33,7.2,34.57,86.63,72.47,0,0,1.76,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.39,34.57,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,200,17.29,8.64,0,0,0,0,0,0

82,20:15-20:30,13.34,6.67,6.67,13.33,7.2,34.57,86.63,70.02,0,0,1.76,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,200,17.29,8.64,0,0,0,0,0,0

83,20:30-20:45,13.34,6.67,6.67,13.33,10.6,34.57,86.63,70.02,0,0,1.76,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,200,17.29,8.64,0,0,0,0,0,0

84,20:45-21:00,13.34,6.67,6.67,13.33,10.6,34.57,67.74,70.02,0,0,1.76,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

85,21:00-21:15,13.34,6.67,6.67,13.33,10.8,34.57,67.74,70.02,0,0,1.68,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,233.91,8.64,50,200,17.29,8.64,0,0,0,0,0,0

86,21:15-21:30,13.34,6.67,6.67,13.33,11,34.57,67.74,70.02,0,0,1.68,0,25.23,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,200,17.29,8.64,0,0,0,0,0,0

87,21:30-21:45,13.34,6.67,6.67,13.33,11.21,34.57,67.74,70.02,0,0,1.68,0,26.24,0,0,34.57,133.62,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,200,17.29,8.64,0,0,0,0,0,0

88,21:45-22:00,13.34,6.67,6.67,13.33,11.21,34.57,67.74,70.02,0,0,1.68,0,26.24,0,0,34.57,115.25,1.71,85.38,2.38,0,0,1.24,34.57,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

89,22:00-22:15,13.34,6.67,6.67,13.33,11.21,25.93,67.74,70.02,47.56,0,1.68,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.38,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

90,22:15-22:30,13.34,6.67,6.67,13.33,11.21,25.93,67.74,70.02,47.56,0,1.68,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.38,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

91,22:30-22:45,13.34,6.67,6.67,13.33,11.21,25.93,67.74,70.02,47.56,0,1.68,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.38,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

92,22:45-23:00,13.34,6.67,6.67,13.33,11.21,25.93,57.34,70.02,47.56,0,1.68,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.38,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

93,23:00-23:15,13.34,6.67,6.67,13.33,11,25.93,57.34,70.02,47.56,0,1.53,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.3,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

94,23:15-23:30,13.34,6.67,6.67,13.33,11.21,25.93,57.34,70.02,47.56,0,1.53,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.3,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

95,23:30-23:45,13.34,6.67,6.67,13.33,11.41,25.93,57.34,70.02,47.56,0,1.53,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.3,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

96,23:45-24:00,13.34,6.67,6.67,13.33,11.21,25.93,57.34,70.02,47.56,0,1.53,0,26.24,142.69,0,25.93,115.25,1.71,85.38,2.3,0,0,1.24,25.93,0,0,0,6.67,19.99,0,0,0,205.09,8.64,50,200,17.29,8.64,0,0,0,0,0,0

