Block,Time,L_NR_2020_02,LT-31,L_NR_2012_01,L_NR_2020_07,L_NR_2019_07,L_NR_2023_04,LT-05,L_NR_2021_14,L_NR_2023_07,L_NR_2021_17,L_NR_2012_07,L_NR_2021_16,L_NR_2021_13,L_NR_2021_12,LT-35,SH-07,L_NR_2021_15,L_NR_2012_02,L_NR_2012_04,L_NR_2022_08,L_NR_2022_09,L_NR_2022_10,L_NR_2019_11,L_NR_2020_05,L_NR_2019_19,SH-06,LT-36,L_NR_2019_06,L_NR_2020_06,L_NR_2019_05,L_NR_2018_61,L_NR_2023_10,LT-59
13,03:00-03:15,4.550000,0.000000,101.250000,14.51,0,27.820000,115.620000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.78,31.17,31.17,4.610000,43.51,0,26.090000,0.000000,0,14.5,0,29.4,0,5.130000

14,03:15-03:30,4.550000,0.000000,101.250000,14.67,0,27.820000,115.620000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.87,30.75,30.75,4.610000,44.01,0,26.090000,0.000000,0,14.67,0,29.18,0,5.130000

15,03:30-03:45,4.550000,0.000000,101.250000,14.87,0,27.820000,115.620000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,10,30.01,30.01,4.610000,44.62,0,26.090000,0.000000,0,14.87,0,27.57,0,5.130000

16,03:45-04:00,4.550000,0.000000,101.250000,15.92,0,27.820000,115.620000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,10.17,29.73,29.73,4.610000,47.81,0,26.090000,0.000000,0,15.94,0,26.75,0,5.130000

17,04:00-04:15,4.470000,0.000000,101.250000,16.2,0,27.820000,94.770000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,10.36,29.34,29.34,4.610000,48.6,0,26.090000,0.000000,0,16.2,0,25.02,0,5.130000

18,04:15-04:30,4.470000,0.000000,101.250000,16.45,0,27.820000,94.770000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,10.24,29.01,29.01,4.610000,49.37,0,26.090000,0.000000,0,16.46,0,23.31,0,5.130000

19,04:30-04:45,4.470000,0.000000,101.250000,16.76,0,27.820000,94.770000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,10.13,28.73,28.73,4.610000,50.27,0,26.090000,0.000000,0,16.76,0,21.01,0,5.130000

20,04:45-05:00,4.470000,0.000000,101.250000,16.74,0,27.820000,66.340000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.99,28.34,28.34,4.610000,50.24,0,26.090000,0.000000,0,16.75,0,19.59,0,5.130000

21,05:00-05:15,4.470000,0.000000,101.250000,15.97,0,28.790000,66.340000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.64,27.34,27.34,4.460000,47.93,0,26.090000,0.000000,0,15.98,0,19.94,0,5.130000

22,05:15-05:30,4.470000,0.000000,101.250000,15.22,0,28.790000,66.340000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.47,27.02,27.02,4.460000,45.63,0,26.090000,0.000000,0,15.21,0,20.35,0,5.130000

23,05:30-05:45,4.470000,0.000000,101.250000,14.62,0,28.790000,66.340000,0,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.33,26.67,26.67,4.460000,43.83,0,26.090000,0.000000,0,14.61,0,21.11,0,5.130000

24,05:45-06:00,4.470000,0.000000,101.250000,14.17,0,28.790000,66.340000,0.18,0,0,73.360000,0,0,0,0.000000,26.090000,0,261.560000,271.860000,9.13,26.34,26.34,4.460000,42.49,0,26.090000,0.000000,0,14.16,0,21.06,0,5.130000

25,06:00-06:15,0.000000,0.000000,101.250000,13.83,1.12,28.790000,66.340000,1.66,0,0,73.360000,1,0,0,0.000000,26.090000,0,261.560000,271.860000,8.86,26.01,26.01,4.460000,41.47,0.136416,26.090000,0.000000,0,13.82,0,20.48,0,5.130000

26,06:15-06:30,0.000000,0.010000,101.250000,13.51,2.32,28.790000,66.340000,3.79,0,2,73.360000,3,0,0,0.010000,26.090000,0,261.560000,271.860000,8.5,25.69,25.69,4.460000,40.51,4.082736,26.090000,0.010000,0,13.5,2.04,20.71,0,5.130000

27,06:30-06:45,0.000000,0.190000,101.250000,13.1,6.18,29.800000,66.340000,6.53,1.48,3,73.360000,5,0.05,0.27,0.190000,25.320000,0.32,261.560000,271.860000,8.14,24.76,24.76,4.460000,39.29,12.754896,25.320000,0.200000,1,13.1,5.85,19.65,0.64,5.130000

28,06:45-07:00,0.000000,0.630000,101.250000,12.58,11.58,29.800000,66.340000,9.75,5.47,4,73.360000,9,1.04,5.2,0.630000,25.320000,1.08,261.560000,271.860000,7.8,24.16,24.16,4.460000,37.74,21.056784,25.320000,0.650000,15.3,12.58,15.49,18.73,2.34,5.130000

29,07:00-07:15,0.000000,1.290000,101.250000,12.22,16.98,27.870000,66.340000,13.28,12.29,6,73.360000,11,2.82,14.08,1.290000,26.090000,2.55,261.560000,271.860000,7.39,23.69,23.69,4.300000,36.66,29.37816,26.090000,1.330000,29.78,12.22,28.58,17.71,5.27,5.060000

30,07:15-07:30,0.000000,2.100000,101.250000,11.97,23.15,27.870000,66.340000,18.07,21,8,73.360000,16,5.19,25.95,2.100000,26.090000,4.69,261.560000,271.860000,7.08,22.89,22.89,4.300000,35.92,38.956512,26.090000,2.160000,31.65,11.98,31.65,17.09,9,5.060000

31,07:30-07:45,0.000000,3.110000,101.250000,11.55,29.48,27.870000,66.340000,19.22,39,10,73.360000,19,8.36,41.8,3.110000,26.090000,7.47,261.560000,271.860000,6.85,22.67,22.67,4.300000,34.67,49.06104,26.090000,3.200000,29.48,11.56,29.49,18.14,16,5.060000

32,07:45:08:00,0.000000,4.240000,101.250000,11.04,29.65,27.870000,66.340000,25.57,53,11,73.360000,21,11.95,59.73,4.240000,26.090000,10.72,261.560000,271.860000,6.68,22.23,22.23,4.300000,33.12,59.360448,26.090000,4.350000,29.65,11.04,29.65,19.46,22,5.060000

33,08:00-08:15,0.000000,5.430000,101.250000,10.05,31.18,28.830000,66.340000,28.33,67,12,73.360000,24,15.91,79.56,5.430000,26.090000,14.27,220.300000,271.860000,6.26,21.5,21.5,4.300000,30.1,69.435744,26.090000,5.580000,31.18,10.03,31.19,22.02,28,5.060000

34,08:15-08:30,0.000000,6.660000,101.250000,9.36,31.18,28.830000,66.340000,35.05,81,15,73.360000,30,19.94,99.68,6.660000,26.090000,17.99,220.300000,271.860000,5.97,20.81,20.81,4.300000,28.08,78.867936,26.090000,6.820000,31.18,9.36,31.19,23.05,34,5.060000

35,08:30-08:45,0.000000,7.850000,101.250000,8.87,31.52,27.820000,66.340000,40.82,95,18,73.360000,36,23.95,119.74,7.850000,26.090000,21.66,220.300000,271.860000,5.68,20.56,20.56,4.300000,26.62,87.74472,26.090000,8.040000,31.52,8.88,31.51,24.58,40,5.060000

36,08:45:09:00,0.000000,9.020000,101.250000,8.5,31.52,27.820000,66.340000,43.15,109,22,73.360000,43,27.79,138.93,9.020000,26.090000,25.01,220.300000,271.860000,5.36,20.23,20.23,4.300000,25.52,96.066096,26.090000,9.240000,31.52,8.51,31.51,25.33,46,5.060000

37,09:00:09:15,0.000000,10.110000,101.250000,8.29,31.85,27.780000,66.340000,50.27,123,25,73.360000,51,31.32,156.59,10.110000,26.090000,28.02,220.300000,271.860000,5.14,20.16,20.16,4.300000,24.86,103.510512,26.090000,10.360000,31.85,8.29,31.85,24.71,52,5.060000

38,09:15-09:30,0.000000,11.150000,101.250000,8.11,31.85,27.780000,66.340000,56.14,133,28,73.360000,56,34.73,173.68,11.150000,26.090000,30.75,261.560000,271.860000,4.95,20.03,20.03,4.300000,24.33,110.029248,26.090000,11.430000,31.85,8.11,31.85,24.6,57,5.060000

39,09:30-09:45,0.000000,12.080000,101.250000,7.95,32.53,29.710000,115.620000,60.15,144,27,73.360000,55,37.83,189.17,12.080000,26.090000,33.19,261.560000,271.860000,4.76,19.96,19.96,4.300000,23.85,115.875648,26.090000,12.390000,32.53,7.95,32.54,24.75,61,5.060000

40,09:45-10:00,0.000000,12.910000,101.250000,7.84,32.53,28.700000,115.620000,64.51,154,30,73.360000,61,40.64,203.21,12.910000,26.090000,35.33,261.560000,271.860000,4.65,19.91,19.91,4.300000,23.52,121.010736,26.090000,13.240000,32.53,7.84,32.54,25.2,66,5.060000

41,10:00-10:15,0.000000,13.610000,101.250000,7.77,32.53,28.700000,115.620000,67.38,165,34,73.360000,67,43.22,216.11,13.610000,26.090000,37.19,261.560000,271.860000,4.45,19.85,19.85,4.300000,23.32,125.960688,26.090000,13.950000,32.53,7.77,32.54,25.55,70,5.130000

42,10:15-10:30,0.000000,14.170000,101.250000,7.74,32.53,28.700000,115.620000,70.53,172,36,73.360000,72,45.56,227.78,14.170000,26.090000,38.8,261.560000,271.860000,4.4,19.55,19.55,4.300000,23.24,130.920384,26.090000,14.530000,32.53,7.75,32.54,25.53,73,5.130000

43,10:30-10:45,0.000000,14.670000,101.250000,7.68,32.53,29.660000,115.620000,73.28,179,37,64.200000,75,47.5,237.5,14.670000,26.090000,40.25,261.560000,271.860000,4.28,19.36,19.36,4.300000,23.04,135.29544,26.090000,15.030000,32.53,7.68,32.54,26.59,76,5.130000

44,10:45-11:00,0.000000,15.070000,101.250000,7.63,32.67,29.660000,115.620000,75.53,182,39,64.200000,77,47.5,237.5,15.070000,26.090000,41.61,261.560000,271.860000,4.24,19.2,19.2,4.300000,22.84,138.94944,26.090000,15.450000,32.67,7.61,32.66,27.41,78,5.130000

45,11:00-11:15,0.000000,15.390000,101.250000,7.56,32.67,27.650000,115.620000,78.07,186,39,64.200000,77,47.5,237.5,15.390000,26.090000,42.67,261.560000,271.860000,4.16,18.91,18.91,4.300000,22.66,141.706992,26.090000,15.780000,32.67,7.55,32.66,29.65,79,5.210000

46,11:15-11:30,0.000000,15.600000,101.250000,7.55,32.67,27.650000,115.620000,80.95,186,39,64.200000,77,47.5,237.5,15.600000,26.090000,43.47,261.560000,271.860000,4.13,18.53,18.53,4.300000,22.62,143.568096,26.090000,16.000000,32.67,7.54,32.66,29.95,79,5.210000

47,11:30-11:45,0.000000,15.690000,101.250000,7.52,32.67,27.650000,115.620000,83.1,186,38,64.200000,77,47.5,237.5,15.690000,26.090000,43.5,231.910000,271.860000,4.03,18.26,18.26,4.300000,22.53,144.250176,26.090000,16.080000,32.67,7.51,32.66,30.43,79,5.210000

48,11:45-12:00,0.000000,15.780000,101.250000,7.5,32.67,27.650000,115.620000,83.39,186,38,64.200000,77,47.5,237.5,15.780000,26.090000,43.5,231.910000,271.860000,4.01,17.76,17.76,4.300000,22.48,144.30864,26.090000,16.170000,32.67,7.49,32.66,31.09,79,5.210000

49,12:00-12:15,0.000000,15.790000,101.250000,7.49,32.67,28.660000,115.620000,83.46,186,38,64.200000,77,47.5,237.5,15.790000,26.090000,43.5,231.910000,271.860000,3.99,18.17,18.17,4.460000,22.47,144.06504,26.090000,16.180000,32.67,7.49,32.66,33.51,79,5.360000

50,12:15-12:30,0.000000,15.730000,101.250000,7.47,32.67,28.660000,115.620000,85.23,186,38,64.200000,77,47.5,237.5,15.730000,26.090000,43.5,231.910000,271.860000,3.91,18.34,18.34,4.460000,22.43,143.246544,26.090000,16.120000,32.67,7.48,32.66,36.91,79,5.360000

51,12:30-12:45,0.000000,15.730000,101.250000,7.48,32.67,28.660000,115.620000,84.75,186,38,64.200000,77,47.5,237.5,15.730000,26.090000,43.5,231.910000,271.860000,3.9,18.43,18.43,4.460000,22.42,141.687504,26.090000,16.120000,32.67,7.47,32.66,38.31,79,5.360000

52,12:45-13:00,0.000000,15.720000,101.250000,7.47,32.67,28.660000,115.620000,85.17,186,38,64.200000,77,47.5,237.5,15.720000,26.090000,42.61,231.910000,271.860000,3.91,18.51,18.51,4.460000,22.41,139.495104,26.090000,16.110000,32.67,7.47,32.66,39.73,79,5.360000

53,13:00-13:15,0.000000,15.680000,101.250000,7.46,32.67,29.630000,115.620000,83.79,186,39,64.200000,77,47.5,237.5,15.680000,26.090000,41.69,231.910000,271.860000,3.81,19.18,19.18,4.460000,22.4,137.283216,26.090000,16.070000,32.67,7.47,32.66,39.95,79,5.360000

54,13:15-13:30,0.000000,15.650000,101.250000,7.45,32.67,29.630000,115.620000,84.89,186,39,64.200000,77,47.5,237.5,15.650000,26.090000,40.59,231.910000,271.860000,3.71,20.53,20.53,4.460000,22.35,134.36976,26.090000,16.040000,32.67,7.45,32.66,40.05,79,5.360000

55,13:30-13:45,0.000000,15.610000,101.250000,7.45,32.67,29.630000,115.620000,84.38,186,39,64.200000,78,47.5,237.5,15.610000,26.090000,39.18,231.910000,271.860000,3.68,21.61,21.61,4.460000,22.35,130.121376,26.090000,16.010000,32.67,7.45,32.66,41.13,79,5.360000

56,13:45-14:00,0.000000,15.190000,101.250000,7.45,32.67,29.630000,115.620000,81.04,186,39,64.200000,79,47.5,237.5,15.190000,26.090000,37.62,231.910000,271.860000,3.66,22.71,22.71,4.460000,22.35,124.391904,26.090000,15.580000,32.67,7.45,32.66,43.06,79,5.360000

57,14:00-14:15,0.000000,14.840000,101.250000,7.46,32.67,29.630000,115.620000,77.54,182,39,73.360000,77,47.5,237.5,14.840000,26.090000,36.01,261.560000,271.860000,3.69,24.31,24.31,4.610000,22.41,117.814704,26.090000,15.210000,32.67,7.47,32.66,38.79,78,5.440000

58,14:15-14:30,0.000000,14.470000,101.250000,7.5,32.67,29.630000,115.620000,75.2,175,38,73.360000,76,47.5,237.5,14.470000,26.090000,34.47,261.560000,271.860000,3.76,25.81,25.81,4.610000,22.52,110.925696,26.090000,14.830000,32.67,7.51,32.66,35.05,75,5.440000

59,14:30-14:45,0.000000,13.900000,101.250000,7.68,32.67,29.630000,115.620000,75.16,168,36,73.360000,73,47.5,237.5,13.900000,26.090000,32.86,261.560000,271.860000,3.9,27.43,27.43,4.610000,23.06,103.880784,26.090000,14.240000,32.67,7.69,32.66,31.4,72,5.440000

60,14:45-15:00,0.000000,13.320000,101.250000,8.11,32.67,29.630000,115.620000,72.2,161,35,73.360000,71,45.83,229.17,13.320000,26.090000,31.19,261.560000,271.860000,4.12,29.21,29.21,4.610000,24.31,96.212256,26.090000,13.660000,32.67,8.1,32.66,30.81,69,5.440000

61,15:00-15:15,0.000000,12.820000,101.250000,8.95,32.67,29.630000,115.620000,68.02,154,34,73.360000,69,41.14,205.69,12.820000,26.090000,29.53,261.560000,271.860000,4.82,31.22,31.22,4.840000,26.84,87.968832,26.090000,13.140000,32.67,8.95,32.66,31.41,66,5.440000

62,15:15-15:30,0.000000,12.270000,101.250000,10.4,32.67,29.630000,115.620000,64.06,144,32,73.360000,65,38.55,192.73,12.270000,24.670000,27.75,261.560000,271.860000,5.82,33,33,4.840000,31.22,79.31616,24.670000,12.590000,32.67,10.41,32.66,30.11,61,5.440000

63,15:30-15:45,0.000000,11.500000,101.250000,12.69,32.67,29.630000,115.620000,60.22,133,30,73.360000,60,35.75,178.74,11.500000,24.670000,25.72,261.560000,271.860000,7.21,35.19,35.19,4.840000,38.09,70.30296,24.670000,11.780000,32.67,12.7,32.66,34.03,57,5.600000

64,15:45-16:00,0.000000,10.620000,101.250000,15.44,32.67,29.630000,115.620000,55.66,123,28,73.360000,56,32.82,164.1,10.620000,24.670000,23.42,261.560000,271.860000,9.33,36.99,36.99,4.840000,46.33,61.065648,24.670000,10.890000,32.67,15.44,32.66,39.76,52,5.600000

65,16:00-16:15,0.000000,9.570000,101.250000,18.21,32.67,30.590000,115.620000,50.63,109,26,73.360000,53,29.56,147.8,9.570000,24.670000,21.06,261.560000,271.860000,11.52,40.14,40.14,5.150000,54.62,51.613968,24.670000,9.810000,32.67,18.21,32.66,37.87,46,5.600000

66,16:15-16:30,0.000000,8.450000,101.250000,21.23,32.67,30.590000,115.620000,45.88,95,24,73.360000,49,26.2,130.99,8.450000,24.670000,18.79,261.560000,271.860000,13.94,43.67,43.67,5.150000,63.67,41.85048,24.670000,8.660000,32.67,21.22,32.66,43.22,40,5.600000

67,16:30-16:45,0.000000,7.360000,101.250000,24.56,31.64,30.590000,115.620000,41.56,81,23,73.360000,45,22.79,113.94,7.360000,24.670000,16.57,261.560000,271.860000,16.77,47.33,47.33,5.150000,73.68,31.843392,24.670000,7.550000,33,24.56,33,43.22,34,5.600000

68,16:45-17:00,0.000000,6.220000,101.250000,27.99,19.29,30.590000,115.620000,37.95,70,21,73.360000,42,19.23,96.18,6.220000,24.670000,14.34,261.560000,271.860000,19.92,52.76,52.76,5.150000,84,22.430688,24.670000,6.380000,33,28,33,43.22,30,5.600000

69,17:00-17:15,0.000000,5.080000,101.250000,27.53,15.44,30.590000,115.620000,35.05,60,19,73.360000,38,15.78,78.91,5.080000,24.670000,11.72,261.560000,271.860000,19.35,51.49,51.49,5.380000,82.54,14.411376,24.670000,5.200000,22.31,27.51,32.07,43.22,25,5.750000

70,17:15-17:30,0.000000,3.910000,101.250000,27.47,11.58,30.590000,115.620000,31.31,46,17,73.360000,34,12.17,60.88,3.910000,24.670000,8.74,261.560000,271.860000,18.73,50.87,50.87,5.380000,82.46,8.204448,24.670000,4.000000,10.4,27.49,17.22,43.22,19,5.750000

71,17:30-17:45,0.000000,2.920000,101.250000,27.34,6.75,30.590000,115.620000,23.09,32,14,73.360000,28,8.56,42.79,2.920000,22.430000,5.97,261.560000,271.860000,18.55,51.02,51.02,5.380000,82.04,3.790416,22.430000,2.990000,0.36,27.35,7.21,43.22,13,5.750000

72,17:45-18:00,0.000000,1.990000,101.250000,27.35,2.08,30.590000,115.620000,13.69,21,10,73.360000,21,5.57,27.83,1.990000,22.430000,3.6,261.560000,271.860000,18.96,50.64,50.64,5.380000,82.04,1.256976,22.430000,2.040000,0,27.35,1.22,43.22,9,5.750000

73,18:00-18:15,0.000000,1.200000,101.250000,27.09,0,30.590000,115.620000,9.76,11,6,73.360000,13,3.41,17.03,1.200000,30.930000,1.93,261.560000,271.860000,19.78,48.77,48.77,5.380000,81.22,0.233856,13.910000,1.230000,0,27.07,0,43.22,4,5.750000

74,18:15-18:30,0.000000,0.600000,101.250000,26.21,0,30.590000,115.620000,6.07,4,3,73.360000,7,1.72,8.58,0.600000,30.930000,0.68,261.560000,271.860000,19.98,47.88,47.88,5.380000,78.63,0.009744,13.910000,0.610000,0,26.21,0,43.22,1,5.750000

75,18:30-18:45,0.000000,0.150000,101.250000,25.35,0,30.590000,115.620000,4.29,0,2,73.360000,3,0.62,3.09,0.150000,30.930000,0,261.560000,271.860000,19.02,46.36,46.36,5.380000,76.06,0.009744,13.910000,0.150000,0,25.35,0,43.22,0,5.750000

76,18:45-19:00,0.000000,0.000000,101.250000,24.57,0,30.590000,115.620000,3.85,0,0,73.360000,1,0.05,0.24,0.000000,30.930000,0,261.560000,271.860000,18.22,45.34,45.34,5.380000,73.74,0,10.040000,0.000000,0,24.58,0,43.22,0,5.750000

77,19:00-19:15,0.000000,0.000000,101.250000,23.65,0,30.590000,115.620000,2.32,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,17.33,43.81,43.81,5.380000,70.95,0,10.040000,0.000000,0,23.65,0,43.22,0,5.750000

78,19:15-19:30,0.000000,0.000000,101.250000,22.42,0,30.590000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,16.52,41.34,41.34,5.380000,67.25,0,10.040000,0.000000,0,22.42,0,38.83,0,5.750000

79,19:30-19:45,0.000000,0.000000,101.250000,21.15,0,30.590000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,15.81,39.55,39.55,5.380000,63.43,0,10.040000,0.000000,0,21.14,0,32.95,0,5.750000

80,19:45-20:00,0.000000,0.000000,101.250000,20.28,0,29.630000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,15.05,38.01,38.01,5.380000,60.84,0,10.040000,0.000000,0,20.28,0,27.36,0,5.750000

81,20:00-20:15,0.000000,0.000000,101.250000,19.74,0,29.630000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,14.69,37.1,37.1,5.230000,59.17,0,10.040000,0.000000,0,19.72,0,24.76,0,5.750000

82,20:15-20:30,0.000000,0.000000,101.250000,19.22,0,29.630000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,14.16,36.06,36.06,5.230000,57.69,0,10.040000,0.000000,0,19.23,0,23.8,0,5.750000

83,20:30-20:45,0.000000,0.000000,101.250000,18.55,0,29.630000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,13.3,34.92,34.92,5.230000,55.63,0,10.040000,0.000000,0,18.54,0,22.2,0,5.600000

84,20:45-21:00,0.000000,0.000000,101.250000,17.75,0,29.630000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,12.62,33.77,33.77,5.230000,53.25,0,13.910000,0.000000,0,17.75,0,21,0,5.600000

85,21:00-21:15,0.000000,0.000000,101.250000,17.12,0,27.690000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,11.92,33.18,33.18,5.070000,51.39,0,13.910000,0.000000,0,17.13,0,21.34,0,5.600000

86,21:15-21:30,0.000000,0.000000,101.250000,16.31,0,27.690000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,11.31,32.69,32.69,5.070000,48.96,0,13.910000,0.000000,0,16.32,0,22.01,0,5.600000

87,21:30-21:45,0.000000,0.000000,101.250000,15.53,0,27.690000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,10.56,32.13,32.13,5.070000,46.6,0,13.910000,0.000000,0,15.53,0,21.69,0,5.440000

88,21:45-22:00,0.000000,0.000000,101.250000,14.91,0,27.690000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,10,31.53,31.53,5.070000,44.75,0,13.910000,0.000000,0,14.92,0,22.01,0,5.440000

89,22:00-22:15,0.000000,0.000000,101.250000,14.54,0,28.700000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,9.92,31.69,31.69,4.920000,43.6,0,13.910000,0.000000,0,14.53,0,21.99,0,5.440000

90,22:15-22:30,0.000000,0.000000,101.250000,14.19,0,28.700000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,11.02,31.33,31.33,4.920000,42.56,0,13.910000,0.000000,0,14.18,0,11.7,0,5.440000

91,22:30-22:45,0.000000,0.000000,101.250000,15.01,0,28.700000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,10.62,30.98,30.98,4.920000,45.03,0,13.910000,0.000000,0,15.01,0,11.68,0,5.290000

92,22:45-23:00,0.000000,0.000000,101.250000,14.51,0,28.700000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,10.2,30.63,30.63,4.920000,43.55,0,13.910000,0.000000,0,14.52,0,11.63,0,5.290000

93,23:00-23:15,0.000000,0.000000,101.250000,13.97,0,29.710000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,10.03,30.11,30.11,4.920000,41.89,0,13.910000,0.000000,0,13.96,0,11.07,0,5.290000

94,23:15-23:30,0.000000,0.000000,101.250000,13.53,0,29.710000,115.620000,0,0,0,73.360000,0,0,0,0.000000,30.930000,0,261.560000,271.860000,9.86,29.61,29.61,4.920000,40.6,0,13.910000,0.000000,0,13.54,0,10.56,0,5.290000

