Block,Time,NLCTS2EXP,PARBATI3,RIHAND3,SASAN,SIMHST2,ANTA_GF,AURY_CRF,AURY_LF,CHAMERA2,DHAULIGNGA,KGSU3AND4,KKNP,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR1,URI,URI2,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_RF,DADRT2,JHAJJAR,NAPP,RAMPUR,RAPPB,RAPPC,TALA,AURY_GF,AURY_RF,DADRI_LF,CHAMERA3,DULHASTI,KGSU1AND2,KKNPPU2,NJPC,DADRI_GF,FSTPP I & II,KHSTPP-I,KUDGI,MAPS,NLCEXP,RAPPD,RIHAND2,RSTPSU1TO6,UNCHAHAR3,KHSTPP-II,KOLDAM,NTPL,SIMHST1,SINGRAULI_HYDRO,BSIUL,KISHANGANGA,KOTESHWR,NLCIIST1,RSTPSU7,SINGRAULI,TALST2,UNCHAHAR4,DADRI_CRF,BRBCL,CHAMERA1,NLCIIST2,NNTPP,PARBATI2,RIHAND1,SALAL,SEWA2,TEHRI,TEHRIPSP,UNCHAHAR2
10,02:15-02:30,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,6.87,0,21.83,52.44,38.16,0,0,0,51.93,76.69,296.13,670.85,25.29,2.22,0,68.73,4.41,0,78.24,0,35.09,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,26.7,0,0,37.7,64.81,46.48,0,18.82,0,45.11

11,02:30-02:45,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,6.87,0,21.83,52.44,38.16,0,0,0,51.93,76.69,311.16,670.85,25.29,2.22,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,2.63,0,20,26.7,0,0,37.7,64.81,46.48,0,18.82,0,45.11

12,02:45-03:00,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,6.61,0,21.83,52.44,38.16,0,0,0,51.93,76.69,311.16,670.85,25.29,2.22,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,2.63,0,20,26.7,0,0,37.7,64.81,46.48,0,18.82,0,45.62

13,03:00-03:15,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,348.76,670.85,25.29,3.33,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,26.7,0,0,37.7,64.81,46.48,0,18.82,0,45.62

14,03:15-03:30,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,386.36,670.85,25.29,4.44,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,14.05,0,0,37.7,64.81,46.48,0,18.82,0,45.62

15,03:30-03:45,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,386.36,670.85,25.29,4.44,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,14.05,0,0,37.7,64.81,46.48,0,18.82,0,45.62

16,03:45-04:00,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,423.96,670.85,25.29,4.44,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,14.05,0,0,37.7,64.81,46.48,0,18.82,0,45.62

17,04:00-04:15,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,461.56,670.85,25.29,4.44,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,14.05,0,0,32.42,64.81,46.48,0,18.82,0,45.62

18,04:15-04:30,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,461.56,670.85,25.29,4.44,0,68.73,4.41,0,78.23,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,18.82,0,45.62

19,04:30-04:45,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,499.15,670.85,25.29,4.44,0,68.73,3.53,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,18.82,0,45.62

20,04:45-05:00,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,536.75,670.85,25.29,4.44,0,68.73,3.53,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,18.82,0,45.62

21,05:00-05:15,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,550.85,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,18.82,0,45.62

22,05:15-05:30,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,550.85,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,9.41,0,45.62

23,05:30-05:45,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,550.85,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,84.83,0,9.41,0,45.62

24,05:45-06:00,0,38.42,92.37,418.77,0,0,0,0,48.9,10.97,0,0,1.41,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,550.85,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,64.81,51.13,0,9.41,0,45.62

25,06:00-06:15,0,38.42,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,688.29,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,2.35,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,99.81,53.45,0,9.41,0,45.62

26,06:15-06:30,0,38.42,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,688.29,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,32.42,99.81,53.45,0,0,0,45.62

27,06:30-06:45,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,688.31,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

28,06:45-07:00,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,52.32000000000001,76.69,688.31,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

29,07:00-07:15,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.93,76.69,677.03,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

30,07:15-07:30,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.93,76.69,670.63,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

31,07:30-07:45,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.93,76.69,662.52,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

32,07:45-08:00,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.93,76.69,655.8,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

33,08:00-08:15,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,645.3,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

34,08:15-08:30,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,641.12,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

35,08:30-08:45,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,637.47,670.85,25.29,4.44,0,68.73,2.65,0,78.23,0,23.37,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

36,08:45-09:00,0,23.05,132.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,633.27,670.85,25.29,3.33,0,68.73,2.65,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

37,09:00-09:15,0,23.05,132.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,3.33,0,68.73,2.65,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

38,09:15-09:30,0,23.05,132.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,3.33,0,68.73,2.65,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

39,09:30-09:45,0,23.05,132.37,418.77,0,0,0,0,16.3,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,3.53,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

40,09:45-10:00,0,23.05,132.37,418.77,0,0,0,0,16.3,10.97,0,0,3.45,7.07,0,21.83,52.44,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,3.53,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

41,10:00-10:15,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,7.64,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

42,10:15-10:30,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,7.64,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

43,10:30-10:45,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

44,10:45-11:00,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,51.269999999999996,76.69,628.08,670.85,25.29,2.22,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

45,11:00-11:15,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,50.62,76.69,628.08,670.85,25.29,2.22,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

46,11:15-11:30,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,50.62,76.69,628.08,670.85,25.29,2.22,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

47,11:30-11:45,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,50.62,76.69,628.08,670.85,25.29,2.22,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,55.42,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

48,11:45-12:00,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,50.62,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

49,12:00-12:15,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.97,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

50,12:15-12:30,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.97,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,16.59,99.81,53.45,0,0,0,45.62

51,12:30-12:45,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.97,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,53.45,0,0,0,45.62

52,12:45-13:00,0,16.9,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.97,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,53.45,0,0,0,45.62

53,13:00-13:15,0,4.3,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.97,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,38.35,0,0,0,45.62

54,13:15-13:30,0,4.3,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.3,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,38.35,0,0,0,45.62

