Block,Time Block,RSTPSU1TO6,RSTPSU7,NLCTS2EXP,BRBCL,BSIUL,TANAKPUR,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,CHAMERA2,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,KGSU1AND2,CHAMERA3,JHAJJAR,CHAMERA1,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,NAPP,NLCIIST2,NLCEXP,NLCIIST1,NJPC,ANTA_CRF,AURY_GF,URI2,UNCHAHAR3,AURY_CRF,ANTA_LF,UNCHAHAR2,URI,ANTA_RF,ANTA_GF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,TelanganaSTPP,TEHRI,RIHAND3,RIHAND1,PARBATI2,RAPPB,RAMPUR,PARBATI3,RAPPC,RIHAND2,NTPL,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,12.38,18.82,6.03,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,15.64,0,20.02,658.84,38.13,0,0,425.36,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,25.56,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,10.99,18.82,6.03,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,15.64,0,20.02,658.84,38.13,0,0,325.03,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,25.56,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,9.79,18.82,0.74,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,15.64,0,18.25,658.84,38.13,0,0,377.31,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,10.52,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.37,658.84,38.13,0,0,448.65,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,11.38,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.35,658.84,38.13,0,0,448.65,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,12.22,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.33,658.84,38.13,0,0,334.34,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,13.6,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.33,658.84,38.13,0,0,259.28,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,14.01,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.33,625.29,38.13,0,0,240.71,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,4.13,66.65,119.84,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,14.54,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,31.27,0,17.33,604.12,38.13,0,0,191.92,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,4.13,66.65,119.84,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,15.68,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,15.64,0,17.33,575.25,38.13,0,0,170.75,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,0,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,17,18.82,0,402.98,0,0.94,0,0,0,24.61,12.12,144.59,3.96,15.64,0,17.33,557.93,38.13,0,0,170.75,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,11.64,125.82,93.52,8.66,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,17.44,18.82,0,402.98,0,0.94,0,0,0,24.61,11.04,144.59,3.96,31.27,0,17.33,549.27,38.13,0,0,170.75,27.04,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,11.64,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,24.61,10.73,144.59,3.72,31.27,0,17.33,530.99,38.13,0,0,170.75,12.77,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,23.28,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,24.61,5.98,144.59,3.72,31.27,0,17.33,524.25,38.13,0,0,170.75,12.16,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,23.59,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,24.61,5.98,144.59,3.72,31.27,0,17.33,521.36,38.13,0,0,170.75,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,24.61,0,144.59,3.72,15.64,10.52,17.33,521.36,38.13,0,0,170.75,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,27.95,0,144.59,3.72,15.5,10.52,17.33,517.52,38.13,0,0,170.75,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,76.39,0,144.59,3.72,15.5,10.52,17.33,524.25,38.13,0,0,259.28,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,76.39,0,144.59,3.72,15.5,10.52,17.33,542.54,38.13,0,0,326.64,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,46.74,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,76.39,0,144.59,3.72,31.27,10.52,17.33,557.66,38.13,0,0,433.46,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,76.39,0,144.59,3.72,31.27,10.52,17.33,572.86,38.13,0,0,437.67,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,17.33,565.7,38.13,0,0,437.67,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,17.33,517.36,38.13,0,0,334.34,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,26.63,0,0,35.87,49.4,0,0,20.81,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,17.33,476.14,38.13,0,0,432.58,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,50.16,0,0,0,53.18,0,0,36.29,22.87,0,0,35.49,46.74,0,0,17.86,0,1.63,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,17.33,364.36,38.13,0,0,355.6,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,23.12,0,0,35.87,46.74,0,0,18.05,0,2.06,0,0,0,0,0,0,0,24.2,125.82,93.52,8.66,0,2.1,0,66.65,119.84,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,17.33,364.36,38.13,0,0,355.6,0,0,8.24,0,43.81,0,0,142.71,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,16.4,0,0,24.26,46.74,0,0,15.43,0,2.06,0,0,0,0,0,0,0,24.2,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,15.77,364.36,38.13,0,0,355.6,0,0,8.24,0,37.76,0,0,142.71,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,14.75,0,0,16.47,46.74,0,0,11.95,0,2.06,0,0,0,0,0,0,0,11.64,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,7.27,364.36,38.13,0,0,355.6,0,0,8.24,0,29.78,0,0,94.97,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,14.75,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,7.27,364.36,38.13,0,0,264.18,0,0,8.24,0,29.1,0,0,94.97,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,14.75,0,0,16.47,49.4,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,64.62,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,7.27,364.36,38.13,0,0,264.18,0,0,8.24,0,28.11,0,0,83.96,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,14.75,0,0,16.47,49.4,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,64.62,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,10.52,7.27,364.36,38.13,0,0,264.18,0,0,8.24,0,28.11,0,0,84.04,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,14.75,0,0,16.47,49.4,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,0,7.27,287.37,38.13,0,0,240.12,0,0,8.24,0,28.82,0,0,84.28,0,10.02,0,24.76,0,0,0,53.18,0,0,38.14,16.01,0,0,16.47,49.4,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,31.27,0,7.27,287.37,38.13,0,0,172.76,0,0,8.24,0,25.65,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,38.14,16.01,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,93.52,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,7.27,287.37,38.13,0,0,172.76,0,0,8.24,0,25.65,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,38.14,16.01,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,19.25,12.55,0.49,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,7.5,287.37,38.13,0,0,172.76,0,0,8.24,0,25.65,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,38.14,16.01,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,8.82,287.37,38.13,0,0,172.76,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,16.01,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,8.82,287.37,38.13,0,0,143.89,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,16.01,0,0,16.47,46.74,0,0,11.86,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,8.82,287.37,38.13,0,0,143.89,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.72,15.64,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,53.18,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,2.1,16.22,66.65,119.84,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,15.64,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,16.22,66.65,119.84,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,19.25,6.27,6.03,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,15.64,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,16.22,66.65,119.84,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,16.22,66.65,119.84,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,16.22,66.65,119.84,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,16.22,66.65,119.84,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,25.72,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,119.84,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,38.58,0,137.81,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,105.29,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,19.25,6.27,0,402.98,0,0.94,0,0,0,38.58,0,137.81,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,105.29,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,19.25,6.27,1.72,402.98,0,0.94,0,0,0,38.58,0,144.07,3.84,0,0,7.5,287.37,38.13,0,0,124.65,0,0,8.24,0,27.93,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,109.72,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,38.58,0,144.07,3.84,0,0,7.5,287.37,38.13,0,0,124.65,0,0,8.24,0,27.93,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.47,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,109.72,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,38.58,0,137.32,3.84,0,0,7.5,287.37,38.13,0,0,124.65,0,0,8.24,0,27.93,0,0,97.48,0,10.02,0,24.76,0,0,0,24.76,0,0,36.29,16.01,0,0,16.24,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,0.97,4.13,66.65,102.1,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,97.48,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

