Time,Block,NR/2023/17780/C,NR/2023/17402/F,NR/2023/17344/F,NR/2023/17263/F,NR/2023/14875/A,NR/2023/17496/F,NR/2023/17165/A,NR/2023/17790/C,NR/2023/17781/C,WR/2023/19090/A,Total
25,06:00-06:15,5.450000,161.300000,0.580000,0.000000,0.000000,6.780000,33.880000,20.000000,0,0.000000,227.99

26,06:15-06:30,5.450000,161.300000,0.580000,0.000000,0.000000,6.780000,33.880000,20.000000,0,0.000000,227.99

27,06:30-06:45,5.450000,161.300000,0.580000,0.000000,0.000000,6.780000,33.880000,20.000000,0.15,0.000000,228.14

28,06:45-07:00,5.450000,161.300000,0.580000,0.000000,0.000000,6.780000,33.880000,20.000000,0.44,0.000000,228.43

29,07:00-07:15,5.450000,161.300000,0.680000,0.000000,0.000000,6.780000,33.880000,20.000000,0.75,0.000000,228.84

30,07:15-07:30,5.450000,161.300000,0.680000,0.000000,0.000000,6.780000,33.880000,20.000000,1.14,0.000000,229.23

31,07:30-07:45,5.450000,161.300000,0.680000,0.000000,0.000000,6.780000,33.880000,20.000000,1.59,0.000000,229.68

32,07:45:08:00,5.450000,161.300000,0.680000,0.000000,0.000000,6.780000,33.880000,20.000000,2.08,0.000000,230.17

33,08:00-08:15,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,2.55,0.000000,260.93

34,08:15-08:30,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,3.04,0.000000,261.42

35,08:30-08:45,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,3.55,0.000000,261.93

36,08:45:09:00,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,4.05,0.000000,262.43

37,09:00:09:15,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,4.52,0.000000,262.9

38,09:15-09:30,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,4.94,0.000000,263.32

39,09:30-09:45,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.32,0.000000,263.7

40,09:45-10:00,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.71,0.000000,264.09

41,10:00-10:15,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.99,0.000000,264.28

42,10:15-10:30,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.2,0.000000,264.49

43,10:30-10:45,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.45,0.000000,264.74

44,10:45-11:00,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.74,0.000000,265.03

45,11:00-11:15,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.85,0.000000,265.14

46,11:15-11:30,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,7.09,0.000000,265.38

47,11:30-11:45,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.96,0.000000,264.25

48,11:45-12:00,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,7.49,0.000000,265.78

49,12:00-12:15,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,7.24,0.000000,265.53

50,12:15-12:30,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.07,0.000000,264.36

51,12:30-12:45,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.33,0.000000,263.62

52,12:45-13:00,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,7.59,0.000000,265.88

53,13:00-13:15,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5,0.000000,263.29

54,13:15-13:30,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,7.22,0.000000,265.51

55,13:30-13:45,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.18,0.000000,264.47

56,13:45-14:00,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.74,0.000000,265.03

57,14:00-14:15,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.38,0.000000,264.67

58,14:15-14:30,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,6.07,0.000000,264.36

59,14:30-14:45,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.6,0.000000,263.89

60,14:45-15:00,5.360000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,5.32,0.000000,263.61

61,15:00-15:15,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,4.88,0.000000,263.26

62,15:15-15:30,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,4.39,0.000000,262.77

63,15:30-15:45,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,3.67,0.000000,262.05

64,15:45-16:00,5.450000,161.300000,0.970000,0.000000,0.000000,6.780000,33.880000,50.000000,3.47,0.000000,261.85

65,16:00-16:15,5.450000,161.300000,0.870000,0.000000,0.000000,6.780000,33.880000,0.000000,2.96,0.000000,211.24

66,16:15-16:30,5.450000,161.300000,0.870000,0.000000,0.000000,6.780000,33.880000,0.000000,2.44,0.000000,210.72

67,16:30-16:45,5.450000,161.300000,0.870000,0.000000,0.000000,6.780000,33.880000,0.000000,1.81,0.000000,210.09

68,16:45-17:00,5.450000,161.300000,0.870000,0.000000,0.000000,6.780000,33.880000,0.000000,1.37,0.000000,209.65

69,17:00-17:15,5.550000,161.300000,0.770000,0.000000,0.000000,6.780000,33.880000,0.000000,1.01,0.000000,209.29

70,17:15-17:30,5.550000,161.300000,0.770000,0.000000,0.000000,6.780000,33.880000,0.000000,0.74,0.000000,209.02

71,17:30-17:45,5.550000,161.300000,0.770000,0.000000,0.000000,6.780000,33.880000,0.000000,0.4,0.000000,208.68

72,17:45-18:00,5.550000,161.300000,0.770000,0.000000,0.000000,6.780000,33.880000,0.000000,0.12,0.000000,208.4

73,18:00-18:15,5.630000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.02

74,18:15-18:30,5.630000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.02

75,18:30-18:45,5.630000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.02

76,18:45-19:00,5.630000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.02

77,19:00-19:15,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

78,19:15-19:30,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

79,19:30-19:45,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

80,19:45-20:00,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

81,20:00-20:15,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

82,20:15-20:30,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

83,20:30-20:45,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

84,20:45-21:00,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

85,21:00-21:15,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

86,21:15-21:30,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

87,21:30-21:45,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

88,21:45-22:00,5.730000,0.000000,0.730000,0.000000,0.000000,6.780000,33.880000,0.000000,0,100.000000,147.12

89,22:00-22:15,5.730000,0.000000,0.680000,159.210000,68.340000,6.780000,33.880000,0.000000,0,100.000000,374.62

90,22:15-22:30,5.730000,0.000000,0.680000,159.210000,68.340000,6.780000,33.880000,0.000000,0,100.000000,374.62

91,22:30-22:45,5.730000,0.000000,0.680000,159.210000,68.340000,6.780000,33.880000,50.000000,0,100.000000,424.62

92,22:45-23:00,5.730000,0.000000,0.680000,159.210000,68.340000,6.780000,33.880000,50.000000,0,100.000000,424.62

93,23:00-23:15,5.630000,0.000000,0.630000,159.210000,68.340000,6.780000,33.880000,85.000000,0,100.000000,459.47

94,23:15-23:30,5.630000,0.000000,0.630000,159.210000,68.340000,6.780000,33.880000,85.000000,0,100.000000,459.47

95,23:30-23:45,5.630000,0.000000,0.630000,159.210000,68.340000,6.780000,33.880000,85.000000,0,100.000000,459.47

96,23:45-24:00,5.630000,0.000000,0.630000,159.210000,68.340000,6.780000,33.880000,85.000000,0,100.000000,459.47

