Block,Time,KGSU1AND2,KKNPPU2,RIHAND3,RSTPSU7,SEWA2,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_CRF,AURY_LF,DADRI_LF,DADRT2,KHSTPP-II,MAPS,NAPP,NLCTS2EXP,RIHAND2,RSTPSU1TO6,SALAL,SINGRAULI,TALA,TEHRI,URI2,ANTA_GF,AURY_RF,ANTA_CRF,DULHASTI,KOLDAM,NLCIIST2,NTPL,SIMHST2,AURY_GF,CHAMERA3,KGSU3AND4,KISHANGANGA,NJPC,RAPPC,UNCHAHAR3,DADRI_GF,BRBCL,KKNP,NLCIIST1,RIHAND1,SIMHST1,DADRI_RF,BSIUL,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KOTESHWR,NLCEXP,RAPPB,SASAN,TALST2,TANDA2,UNCHAHAR2,DADRI_CRF,CHAMERA1,CHAMERA2,JHAJJAR,KUDGI,NNTPP,PARBATI3,RAMPUR,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,URI,ANTA_RF
32,07:45-08:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,70.88,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,29.06,0,0,116.95,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,13.9,45.53,39.05,0,0,346.5,0,0,42.39,0,42.15,39.51,434.65,0,0,3.57,0,0.8,0,19.98,34.78,28.98

33,08:00-08:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,70.88,139.69,0,45.36,31.9,0,68.96,0,32.96,0,0,0,0,0,9.68,0,0,116.95,25.64,26.4,0,20,0,0,45,0,59.73,6.52,18.27,14.6,45.53,17.75,0,0,346.5,0,0,42.39,0,42.15,39.51,434.65,0,0,0,0,0.8,0,19.98,34.78,28.88

34,08:15-08:30,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,15.11,139.69,0,45.36,31.9,0,68.96,0,32.96,0,0,0,0,0,0,0,0,93.56,25.64,26.4,0,20,0,0,45,0,59.73,6.52,18.27,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,42.15,13.17,434.65,0,0,0,0,0.8,0,19.98,39.75,28.66

35,08:30-08:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,70.17,25.64,26.4,0,20,0,0,45,0,59.73,6.52,9.14,15.99,45.53,8.87,0,0,346.5,0,0,42.39,0,42.15,0,434.65,0,0,0,0,0.8,0,20.85,39.75,28.56

36,08:45-09:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,43.56,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,15.99,45.53,8.87,0,0,346.5,0,0,42.39,0,42.15,0,434.65,0,0,0,0,0.8,0,20.85,34.78,28.56

37,09:00-09:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,19.8,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,17.38,45.53,8.87,0,0,346.5,0,0,42.39,0,24.49,0,434.65,0,0,0,0,0.8,0.25,20.85,34.78,28.35

38,09:15-09:30,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.68,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,17.38,45.53,8.87,0,0,346.5,0,0,42.39,0,24.49,0,434.65,0,0,0,0,0.8,0.25,20.85,34.78,28.14

39,09:30-09:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.55,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,12.27,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.93

40,09:45-10:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,11.21,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,39.75,27.93

41,10:00-10:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,39.75,27.72

42,10:15-10:30,0,0,124.33,0,10.53,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.62

43,10:30-10:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.41

44,10:45-11:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.41

45,11:00-11:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.3

46,11:15-11:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.3

47,11:30-11:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.19

48,11:45-12:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.19

49,12:00-12:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.19

50,12:15-12:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,5.76,20.85,34.78,27.09

51,12:30-12:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.09

52,12:45-13:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,27.09

53,13:00-13:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.88

54,13:15-13:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.88

55,13:30-13:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,0,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.88

56,13:45-14:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,11.02,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.77

57,14:00-14:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,11.02,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.77

58,14:15-14:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,11.02,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.77

59,14:30-14:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,11.02,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,34.78,26.77

60,14:45-15:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,25.57,139.69,0,22.05,31.9,0,68.96,0,0,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,36.43,26.77

61,15:00-15:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,36.43,26.77

62,15:15-15:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.68,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,36.43,26.77

63,15:30-15:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.68,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,36.43,26.77

64,15:45-16:00,0,0,124.33,0,10.53,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.68,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,18.2,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0,20.85,36.43,26.77

