Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/4452,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/3698,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/4125,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36
23,05:30-05:45,0,0,44.02,20,7.5,6.67,22.5,7.5,20,0,0,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,0,0,0,0,0,0,0,0,0,0,231.67,25.73,14.62,0,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,0

24,05:45-06:00,0,0,44.02,20,7.5,6.67,22.5,7.5,20,0,0,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,0,0,0,0,0.31,0,0,0,0,0,231.67,25.73,14.62,0,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,0

25,06:00-06:15,0,0.54,44.02,14,7.5,6.67,22.5,7.5,14,0.6,0.68,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,1,0,1,0,1.19,1,0,0.01,1,0,231.67,25.23,14.62,0,3.2,71.76,14.62,0,38.61,6.66,9.91,80.12,0

26,06:15-06:30,0,5.56,44.02,14,7.5,6.67,22.5,7.5,14,2.96,0.69,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,2,1,2,0.09,2.07,2,0,0.47,2,0,250.98,25.23,14.62,0,3.2,71.76,14.62,0,38.61,6.66,9.91,80.12,0

27,06:30-06:45,3,15.56,44.02,10,7.5,1.67,22.5,7.5,10,6.79,10.45,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,4,2,3,0.82,3.47,4,0,4.11,5,0.44,231.67,25.23,14.62,0.44,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,0.34

28,06:45-07:00,5,30.56,44.02,10,7.5,1.67,22.5,7.5,10,11.99,17.62,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,7,4,4,3.13,6.21,7,0,15.64,7,0.79,231.67,25.23,14.62,0.79,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,0.61

29,07:00-07:15,8,33,44.02,10,7.5,1.67,22.5,7.5,10,18.68,30.46,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,11,6,5,3.87,10.11,9,0,19.32,11,1.27,231.67,25.23,14.62,1.27,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,0.99

30,07:15-07:30,13,33,44.02,10,7.5,1.67,22.5,7.5,10,26.17,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,13,8,7,5.05,15.15,12,0,25.22,16,1.85,231.67,25.23,14.62,1.85,3.2,71.76,14.62,0,38.61,6.66,9.91,53.09,1.44

31,07:30-07:45,20,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,33.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,18,11,9,7.21,19.7,18,0,36.03,22,2.5,193.06,26.24,14.62,2.5,3.22,53.09,14.62,0,38.61,4.7,9.91,53.09,1.93

32,07:45-08:00,26,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,41.91,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,22,14,12,9.96,23.8,22,0,49.79,29,2.85,150.11,26.24,14.62,2.85,3.22,53.09,14.62,0,38.61,4.6,9.91,53.09,2.2

33,08:00-08:15,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,49.88,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,28,18,16,13.23,29.91,28,0,66.17,35,3.4,150.11,26.24,14.62,3.4,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,2.63

34,08:15-08:30,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,57.92,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,33,21,19,13.76,36.01,34,0,68.79,42,4.14,150.11,26.24,14.62,4.14,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,3.2

35,08:30-08:45,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,65.92,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,33,23,18,16.97,42.11,39,0,84.84,47,4.69,150.11,24.22,14.62,4.69,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,3.63

36,08:45-09:00,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,71.77,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,35.2,0,41.03,15.3,38,26,19,20.24,48.22,43,0,101.22,51,5.61,150.11,24.22,14.62,5.61,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,4.34

37,09:00-09:15,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,67.98,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-112.03,35.2,0,41.03,15.3,42,28,19,23.52,54.6,48,0,117.59,57,6.53,150.11,24.22,14.62,6.53,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,5.05

38,09:15-09:30,33,33,44.02,6.66,7.5,1.67,22.5,7.5,6.67,75.42,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,47,32,20,26.8,60.98,52,0,133.97,63,7.45,163.94,25.23,14.62,7.45,3.22,53.09,14.62,0,38.61,3.61,9.91,53.09,5.76

39,09:30-09:45,33,33,44.02,9.93,4.63,1.67,13.9,4.63,9.92,82.7,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,56,30,21,29.61,55.74,55,0,148.06,60,10.28,202.55,26.24,14.62,10.28,3.22,65.1,14.62,0,38.61,3.61,9.91,53.09,7.94

40,09:45-10:00,33,33,44.02,9.93,4.62,1.67,13.83,4.62,9.93,89.93,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,62,32,22,31.58,59.74,60,0,157.88,63,10.95,241.16,26.24,14.62,10.95,3.22,62.87,14.62,0,38.61,3.61,9.91,53.09,8.46

41,10:00-10:15,33,33,44.02,9.48,4.63,1.67,13.91,4.63,9.47,96.49,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,65,37,25,34.75,68.17,63,0,173.74,73,11.7,271.49,26.75,14.62,11.7,4.61,99.46,14.62,0,56.59,6.66,9.91,53.09,9.04

42,10:15-10:30,33,33,44.02,9.43,4.63,1.67,13.89,4.63,9.44,102.3,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,70,39,27,40.7,74.12,66,0,203.49,79,12.34,271.49,27.25,14.62,12.34,4.61,111.94,14.62,0,56.59,6.66,9.91,53.09,9.53

43,10:30-10:45,33,33,42.02,9.47,4.62,1.67,13.88,4.62,9.46,98.19,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,77,42,27,43.09,81.22,70,0,215.42,83,13.88,271.49,27.25,14.62,13.88,4.61,111.94,14.62,0,56.59,6.66,9.91,53.09,10.73

44,10:45-11:00,33,33,42.02,9.48,4.64,1.67,13.89,4.64,9.49,101.4,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-224.05,35.2,0,41.03,15.3,78,43,29,44.27,84.76,73,0,221.35,85,14.71,271.49,27.25,14.62,14.71,4.61,111.94,14.62,0,56.59,6.66,9.91,53.09,11.37

45,11:00-11:15,33,33,44.01,9.36,4.61,1.67,13.85,4.61,9.35,104.26,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-224.05,35.2,0,41.03,15.3,86,45,39,46.48,93.96,79,0,232.42,90,15.29,271.49,27.25,14.62,15.29,4.61,111.94,14.62,5.62,57.07,6.66,9.91,53.09,11.81

46,11:15-11:30,33,33,44.01,9.31,4.65,1.67,13.92,4.65,9.32,106.71,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-224.05,35.2,0,41.03,15.3,86,45,41,46.48,95.26,81,0,232.42,90,16.12,271.49,27.75,14.62,16.12,4.61,111.94,14.62,5.62,57.1,6.66,9.91,53.09,12.46

47,11:30-11:45,33,33,44.02,9.34,4.62,1.67,13.86,4.62,9.33,107.78,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-224.05,35.2,0,41.03,15.3,95,45,41,46.51,95.71,81,0,232.56,90,16.15,271.49,26.24,14.62,16.15,4.61,111.94,14.62,9.83,58.18,6.66,9.91,53.09,12.48

48,11:45-12:00,33,33,44.02,9.3,4.65,1.67,13.94,4.65,9.3,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-224.05,35.2,0,41.03,15.3,95,45,41,46.51,96.04,81,0,232.56,90,16.74,271.49,26.24,14.62,16.74,4.61,111.94,14.62,9.83,58.38,6.66,9.91,53.09,12.92

49,12:00-12:15,33,33,44.02,7.93,4.65,1.67,13.94,4.65,7.93,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-112.03,62.17,0,41.03,15.3,97,45,41,46.51,100,81,0,232.56,90,16.64,271.49,26.24,14.62,16.64,5.82,111.94,14.62,9.36,76.54,6.66,9.91,53.09,12.87

50,12:15-12:30,33,33,44.02,7.9,4.73,1.67,14.16,4.73,7.89,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-0,64.35,0,41.03,15.3,97,45,41,46.51,100,81,0,232.56,90,16.37,271.49,26.24,14.62,16.37,5.82,111.94,14.62,9.36,76.54,6.66,9.91,53.09,12.66

51,12:30-12:45,33,33,44.02,7.91,4.75,1.67,14.26,4.75,7.9,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-0,64.35,0,41.03,15.3,95,43,41,46.51,98.33,76,0,232.56,85,16.96,271.49,26.24,14.62,16.96,5.82,111.94,14.62,9.36,76.54,6.66,9.91,53.09,13.11

52,12:45-13:00,33,33,44.02,8.28,4.79,1.67,14.37,4.79,8.27,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,11.82,-0,64.35,0,41.03,15.3,95,43,41,46.51,98.33,76,0,232.56,85,16.35,271.49,26.24,14.62,16.35,5.82,111.94,14.62,9.36,76.54,6.66,9.91,53.09,12.65

53,13:00-13:15,33,33,44.02,8.38,4.63,1.67,13.87,4.63,8.38,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,95,38,41,46.51,98.33,66,0,232.56,77,16.79,271.49,27.75,14.62,16.79,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,12.98

54,13:15-13:30,33,33,44.02,8.07,4.63,1.67,13.87,4.63,8.08,116.9,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,95,37,41,46.51,96.67,66,0,232.56,73,15.89,256.6,27.75,14.62,15.89,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,12.28

55,13:30-13:45,33,33,44.02,8.17,4.61,1.67,13.85,4.61,8.17,120.51,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,82,37,40,46.51,84.52,69,0,232.56,73,15.96,271.49,27.75,14.62,15.96,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,12.33

56,13:45-14:00,33,33,44.02,8.18,4.62,1.67,13.83,4.62,8.18,116.43,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,82,36,39,46.51,83.83,69,0,232.56,72,15.4,271.49,27.75,14.62,15.4,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,11.91

57,14:00-14:15,33,33,44.02,8.15,4.62,1.67,13.88,4.62,8.15,111.58,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,77,40,38,40.03,81.5,69,0,200.13,80,14.78,232.88,28.77,14.62,14.78,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,11.42

58,14:15-14:30,33,33,44.02,8.19,4.62,1.67,13.87,4.62,8.19,106.75,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,75,39,37,38.74,78.4,69,0,193.69,79,13.44,265.92,28.77,14.62,13.44,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,10.38

59,14:30-14:45,33,33,44.02,8.18,4.63,1.67,13.89,4.63,8.18,99.93,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,74,38,36,37.44,75.3,67,0,187.17,77,11.56,271.49,28.77,14.62,11.56,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,8.93

60,14:45-15:00,33,33,44.02,8.61,4.64,1.67,13.92,4.64,8.61,95.66,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,14.6,-0,64.35,0,41.03,15.3,72,37,35,36.05,72.2,64,0,180.23,73,9.6,271.49,28.77,14.62,9.6,5.82,84.1,14.62,9.36,56.59,6.66,9.91,53.09,7.42

61,15:00-15:15,33,33,44.02,8.47,4.65,1.67,13.96,4.65,8.46,88.45,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,64.35,0,41.03,15.3,67,33,34,33.81,67.67,60,0,169.06,67,9.63,271.49,28.77,14.62,9.63,5.82,130.61,14.62,9.36,76.54,6.66,9.91,91.7,7.44

62,15:15-15:30,33,33,44.02,8.12,4.64,1.67,13.93,4.64,8.13,80.82,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,63,32,33,31.47,63.15,57,0,157.35,63,9.35,271.49,28.77,14.62,9.35,5.82,130.61,14.62,9.36,76.54,6.66,9.91,100.56,7.22

63,15:30-15:45,33,33,44.02,8.14,4.64,1.67,13.9,4.64,8.13,75.31,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,58,30,30,28.97,67.41,54,0,144.87,60,9.07,271.49,28.77,14.62,9.07,5.82,130.61,14.62,9.36,76.54,6.66,9.91,100.56,7

64,15:45-16:00,33,33,44.02,8.18,4.64,1.67,13.92,4.64,8.19,69.59,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,53,28,28,26.43,62.21,51,0,132.16,56,8.78,271.49,29.27,14.62,8.78,5.82,130.61,14.62,9.36,76.54,6.66,9.91,100.56,6.78

65,16:00-16:15,24,33,44.02,8.15,5.55,1.67,16.67,5.55,8.14,63.41,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,52,28,27,28.23,55.91,42,0,141.12,56,8.4,271.49,29.27,14.62,8.4,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,6.49

66,16:15-16:30,16,33,44.02,8.17,5.73,1.67,17.18,5.73,8.17,57.01,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,48,25,23,25.18,49.61,37,0,125.92,51,8.02,271.49,29.27,14.62,8.02,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,6.2

67,16:30-16:45,8,33,44.02,8.19,5.86,1.67,17.55,5.86,8.19,47.48,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,40,21,18,24.08,43.32,36,0,120.39,41,7.19,271.49,29.27,14.62,7.19,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,5.56

68,16:45-17:00,5,33,44.02,8.18,5.97,1.67,17.91,5.97,8.17,41.22,33,0,20.51,82.05,82.05,20.83,29.03,0,19.31,20.51,0,19.22,-0,70.4,0,41.03,15.3,33,18,17,21.72,37.01,31,0,108.61,37,6.14,271.49,29.27,14.62,6.14,5.82,130.61,14.62,9.36,87.07,6.66,9.91,100.56,4.74

