Block,Time,DHAULIGNGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOLDAM,NLCIIST1,PARBATI3,RIHAND3,TALST2,TANAKPUR,TEHRI,UNCHAHAR2,VALLURNTECL,ANTA_GF,CHAMERA1,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,NTPL,RAPPB,RAPPD,RIHAND2,URI2,ANTA_LF,DADRI_LF,BRBCL,JHAJJAR,KUDGI,MAPS,NNTPP,TALA,UNCHAHAR3,UNCHAHAR4,AURY_GF,AURY_LF,AURY_RF,NLCIIST2,RIHAND1,SEWA2,SIMHST2,TelanganaSTPP,AURY_CRF,DADRI_CRF,DADRI_GF,DADRI_RF,KHSTPP-I,SALAL,DULHASTI,NLCTS2EXP,RAMPUR,RAPPC,SIMHST1,SINGRAULI_HYDRO,TANDA2,TEHRIPSP,URI,BSIUL,CHAMERA2,DADRT2,KKNPPU2,KOTESHWR,NAPP,NJPC,NLCEXP,PARBATI2,RSTPSU1TO6,SINGRAULI,ANTA_RF,RSTPSU7,SASAN,UNCHAHAR1,ANTA_CRF
9,02:00-02:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.02,66.62,45,0,0,42.15,33.94,18.91,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,21.46,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,20.51,24.23,175.79,0,11.25,0,74.94,51.96,0,337.5,21.65,0

10,02:15-02:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.02,66.62,45,0,0,42.15,33.94,18.91,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,21.46,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,51.96,0,337.5,21.65,0

11,02:30-02:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.02,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.46,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,51.96,0,337.5,21.65,0

12,02:45-03:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.02,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.46,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,51.96,0,337.5,21.65,0

13,03:00-03:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,21.46,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

14,03:15-03:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,21.22,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

15,03:30-03:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.1,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

16,03:45-04:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.96,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,20.29,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

17,04:00-04:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,20.96,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

18,04:15-04:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,20.81,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

19,04:30-04:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.69,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

20,04:45-05:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.63,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

21,05:00-05:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,20.63,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

22,05:15-05:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,37.42,0,0,24.99,667.25,0,0,0,20.28,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

23,05:30-05:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.28,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

24,05:45-06:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.28,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

25,06:00-06:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.61,27.69,1.52,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,2.84,0,48.57,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

26,06:15-06:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,66.62,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.4,27.69,1.52,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,2.84,0,52.99,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,337.5,21.65,0

27,06:30-06:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,49.97,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.31,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,52.99,13.04,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,348.75,21.65,0

28,06:45-07:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,33.31,45,0,0,42.15,33.94,16.68,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.31,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,52.99,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,52.59,0,348.75,21.65,0

29,07:00-07:15,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.91,16.66,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.31,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.96,0,351.56,21.65,0

30,07:15-07:30,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.34,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.96,0,354.38,21.65,0

31,07:30-07:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.63,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.96,0,354.38,21.65,0

32,07:45-08:00,42.46,0,0,98.87,8.62,0,37.17,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.63,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.96,0,360,21.65,0

33,08:00-08:15,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.33,0,360,21.65,0

34,08:15-08:30,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,52.99,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.33,0,365.62,21.65,0

35,08:30-08:45,42.46,0,0,98.87,8.62,0,41.62,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,52.99,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.33,0,365.62,21.65,0

36,08:45-09:00,42.46,0,0,98.87,8.62,0,41.62,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.78,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,52.99,19.56,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,51.33,0,365.62,21.65,0

37,09:00-09:15,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,52.99,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

38,09:15-09:30,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.34,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

39,09:30-09:45,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

40,09:45-10:00,42.46,0,0,98.87,8.62,0,37.91,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

41,10:00-10:15,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

42,10:15-10:30,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

43,10:30-10:45,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

44,10:45-11:00,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,80.52,0,98.32,18.34,0,0,0,0,0,102.75,45.53,77.85,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,50.06,0,371.25,21.65,0

45,11:00-11:15,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,51.13,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,49.43,0,371.25,21.65,0

46,11:15-11:30,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,6.96,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.78,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,51.13,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,49.43,0,371.25,21.65,0

47,11:30-11:45,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,22.08,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,51.13,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,49.43,0,382.5,21.65,0

48,11:45-12:00,42.46,0,0,98.87,8.62,0,32.71,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,22.08,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,49.43,0,382.5,21.65,0

49,12:00-12:15,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.08,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.8,0,382.5,21.65,0

50,12:15-12:30,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.08,27.69,3.22,0,0,79.87,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.8,0,382.5,21.65,0

51,12:30-12:45,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.37,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.8,0,382.5,21.65,0

52,12:45-13:00,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.28,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.8,0,382.5,21.65,0

53,13:00-13:15,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.28,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.8,0,382.5,21.65,0

54,13:15-13:30,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,28.06,0,0,24.99,667.25,0,0,0,22.28,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.16,0,382.5,21.65,0

