Block,Time,CHAMERA1,DADRT2,KHSTPP-I,KHSTPP-II,NJPC,NLCIIST1,NTPL,UNCHAHAR2,URI2,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_LF,KISHANGANGA,KOLDAM,RAPPB,RAPPC,SIMHST1,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,BSIUL,CHAMERA2,DHAULIGNGA,KKNPPU2,TALA,ANTA_GF,DADRI_RF,KGSU3AND4,NNTPP,PARBATI3,RIHAND1,URI,VALLURNTECL,AURY_LF,AURY_RF,FSTPP I & II,JHAJJAR,MAPS,NLCEXP,NLCIIST2,NLCTS2EXP,SIMHST2,SINGRAULI,UNCHAHAR1,KKNP,RAMPUR,SALAL,SEWA2,TALST2,AURY_CRF,KOTESHWR,KUDGI,NAPP,RIHAND3,RSTPSU7,TANAKPUR,TANDA2,UNCHAHAR3,BRBCL,CHAMERA3,DULHASTI,KGSU1AND2,RIHAND2,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TEHRI,ANTA_RF,DADRI_GF
7,01:30-01:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

8,01:45-02:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

9,02:00-02:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

10,02:15-02:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

11,02:30-02:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

12,02:45-03:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

13,03:00-03:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

14,03:15-03:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.66,0

15,03:30-03:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.56,0

16,03:45-04:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.56,0

17,04:00-04:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,9.33,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.56,0

18,04:15-04:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,9.33,0,0,8.87,0,20.61,60.68,0,5.76,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.56,0

19,04:30-04:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,14.66,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,0,28.56,0

20,04:45-05:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,11.21,28.56,0

21,05:00-05:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,22.43,28.56,0

22,05:15-05:30,0,683.14,45.53,148.3,19.88,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,0,0,118.76,0,393.75,0.79,34.77,28.56,0

23,05:30-05:45,0,683.14,45.53,148.3,43.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,9.14,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,16.48,0,118.76,0,393.75,0.79,34.77,28.56,0

24,05:45-06:00,13.03,683.14,45.53,148.3,43.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,2.66,9.14,0,0,0,59.73,0,0,0,92,35.33,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,16.48,0,118.76,0,393.75,0.79,34.77,28.56,0

25,06:00-06:15,13.43,683.14,45.53,148.3,70.17,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,9.14,0,0,0,59.73,0,0,3.82,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,8.87,0,20.61,60.68,0,0,0,26.4,20,0,16.48,0,118.76,0,396.56,0.79,34.77,28.98,0

26,06:15-06:30,28.05,683.14,45.53,148.3,93.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,18.27,0,0,0,59.73,0,0,16.54,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,15.81,0,0,17.75,0,20.61,60.68,0,0,0,26.4,20,19.35,32.96,0,118.76,0,396.56,0.79,45.86,28.98,0

27,06:30-06:45,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,16.54,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,29.04,15.81,0,0,39.05,0,20.61,60.68,0,0,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,28.98,0

28,06:45-07:00,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,16.54,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,15.81,0,0,39.05,0,20.61,60.68,0,0,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,29.08,0

29,07:00-07:15,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,16.54,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,15.81,0,0,39.05,0,20.61,60.68,0,0,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,29.08,0

30,07:15-07:30,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,16.54,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,15.81,0,0,39.05,0,20.61,60.68,0,0,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,29.08,0

31,07:30-07:45,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,16.54,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,70.88,15.81,0,0,39.05,0,20.61,60.68,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,29.08,0

32,07:45-08:00,42.15,683.14,45.53,148.3,116.95,0,0,42.39,33.23,0,0,0,0,0,0,0,25.64,0,0,0,0,19.56,39.51,27.41,0,0,0,59.73,0,0,3.57,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,27.89,15.81,0,0,39.05,0,20.61,60.68,0,0.25,0,26.4,20,29.06,49.43,0,118.76,0,396.56,0.79,45.86,28.98,0

33,08:00-08:15,42.15,683.14,45.53,148.3,116.95,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,39.51,18.27,0,0,0,59.73,0,0,0,92,34.23,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,15.81,0,0,17.75,0,20.61,60.68,0,0.25,0,26.4,20,9.68,32.96,0,118.76,0,396.56,0.79,45.86,28.88,0

34,08:15-08:30,42.15,683.14,45.53,148.3,93.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,13.17,18.27,0,0,0,59.73,0,0,0,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,15.81,0,0,8.87,0,20.61,60.68,0,0.25,0,26.4,20,0,32.96,0,118.76,0,396.56,0.79,45.86,28.66,0

35,08:30-08:45,42.15,683.14,45.53,148.3,70.17,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,9.14,0,0,0,59.73,0,0,0,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,15.81,0,0,8.87,0,20.61,79.14,0,0.25,0,26.4,20,0,16.48,0,118.76,0,396.56,0.79,45.86,28.56,0

36,08:45-09:00,42.15,683.14,45.53,148.3,43.56,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,9.14,0,0,0,59.73,0,0,0,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,15.81,0,0,8.87,0,20.61,85.74,0,0.25,0,26.4,20,0,16.48,0,118.76,0,396.56,0.79,45.36,28.56,0

37,09:00-09:15,24.49,683.14,45.53,148.3,19.8,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,39.75,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,15.81,0,0,8.87,0,20.61,92.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,396.56,0.8,34.02,28.35,0

38,09:15-09:30,24.49,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,10.53,0,0,8.87,0,20.61,98.93,0,0.25,0,26.4,20,0,16.48,0,118.76,0,396.56,0.8,22.68,28.14,0

39,09:30-09:45,12.27,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,10.53,0,0,8.87,0,20.61,112.13,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,22.55,27.93,0

40,09:45-10:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,11.21,27.93,0

41,10:00-10:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.72,0

42,10:15-10:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.62,0

43,10:30-10:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.41,0

44,10:45-11:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,92,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.41,0

45,11:00-11:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.3,0

46,11:15-11:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.3,0

47,11:30-11:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.19,0

48,11:45-12:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,5.76,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.19,0

49,12:00-12:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.19,0

50,12:15-12:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.09,0

51,12:30-12:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.09,0

52,12:45-13:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,27.09,0

53,13:00-13:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.88,0

54,13:15-13:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,11.7,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.88,0

55,13:30-13:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,13.08,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.88,0

56,13:45-14:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,13.78,434.65,0,0,0,0,0,139.69,9.14,0,0,13.36,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.77,0

57,14:00-14:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,14.47,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.77,0

58,14:15-14:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,36.43,0,0,68.96,15.17,434.65,0,0,0,0,0,139.69,9.14,0,0,26.73,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,0,26.77,0

59,14:30-14:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,15.86,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,11.21,26.77,0

60,14:45-15:00,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,16.56,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,0,0,118.76,0,410.62,0.8,22.68,26.77,0

61,15:00-15:15,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.25,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,22.68,26.77,0

62,15:15-15:30,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,6.52,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.38,434.65,0,0,0,0,0,139.69,9.14,0,0,12.78,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,22.68,26.77,0

63,15:30-15:45,0,683.14,45.53,148.3,0,0,0,42.39,31.9,0,0,0,0,0,0,0,25.64,0,0,0,0,0,0,0,0,0,0,59.73,0,0,0,45,35.33,0,0,68.96,17.38,434.65,0,0,0,0,0,139.69,9.14,0,0,16.27,0,0,0,8.87,0,20.61,124.33,0,0.25,0,26.4,20,0,16.48,0,118.76,0,410.62,0.8,22.68,26.77,0

