Block,Time Block,RSTPSU1TO6,RAMPUR,RSTPSU7,RAPPD,RIHAND3,RAPPC,RIHAND2,RAPPB,RIHAND1,KGSU3AND4,KHSTPP-I,KUDGI,JHAJJAR,KGSU1AND2,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,KOTESHWR,FSTPP I & II,KHSTPP-II,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,DHAULIGNGA,DULHASTI,DADRT2,ANTA_LF,AURY_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,NLCIIST1,NJPC,MAPS,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,PARBATI3,NTPL,PARBATI2,NLCEXP,SIMHST1,TALA,SIMHST2,TEHRI,TelanganaSTPP,SALAL,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,TEHRIPSP,TANAKPUR,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
21,05:00-05:15,0,6.8,0,25.26,95.72,66.09,101.15,0,68.16,0,44.2,0,264.88,0,0,0,9.36,8.42,33.91,12.6,47.25,19.33,40.73,7.29,15.07,143.3,0,0,0,0,31.78,56.81,72.59,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0.59,0,18.19,0,77.48,0,148.9,3.26,404.66,0,0,9.16,1.12,0,0,0,0,0

22,05:15-05:30,0,6.8,0,25.26,95.72,66.09,101.15,0,68.16,0,44.2,0,264.88,0,0,0,7.02,8.42,33.91,12.6,47.25,19.33,40.73,7.29,15.07,143.3,0,0,0,0,31.78,56.81,7.38,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0.37,0,9.09,0,77.48,0,148.9,3.26,404.66,0,0,9.16,1.12,0,0,0,0,0

23,05:30-05:45,0,6.8,0,25.26,95.72,66.09,101.15,0,68.16,0,44.2,0,264.88,0,0,0,7.02,8.42,33.91,12.6,47.25,19.33,40.73,7.29,15.07,143.3,0,0,0,0,31.78,56.81,7.38,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0,0,9.09,0,82.53,0,148.9,3.26,404.66,0,0,9.16,1.12,0,0,0,0,0

24,05:45-06:00,0,6.8,0,25.26,95.72,66.09,101.15,0,68.16,0,44.2,0,264.88,0,0,0,7.02,8.42,33.91,12.6,47.25,19.33,40.73,7.29,15.07,143.3,0,0,0,0,31.78,56.81,7.38,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0,0,9.09,0,82.53,0,148.9,3.26,404.66,0,0,9.16,1.12,0,0,0,0,0

25,06:00-06:15,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,38.37,0,258.73,0,0,0,7.02,8.42,33.91,18.9,47.25,19.33,40.73,7.29,14.12,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,21.54,0,0,0,34.3,49.61,0,0,0,16.88,1.11,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0,0,0,0,82.53,0,148.9,2.1,404.66,0,0,4.96,1.12,0,0,0,0,0

26,06:15-06:30,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,258.73,0,0,0,4.68,8.42,33.91,18.9,47.25,19.33,40.73,7.29,14.12,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,21.54,0,0,0,34.43,49.61,0,0,0,16.88,1.11,0,0,175.05,0,0,0,24.05,0,65.35,0,51,0,0,0,0,0,0,82.53,0,148.9,2.1,404.66,0,0,3.33,1.12,0,0,0,0,0

27,06:30-06:45,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,258.73,0,0,0,4.68,8.42,33.91,18.9,47.25,19.33,40.73,7.29,14.12,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.43,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,0,0,0,0,82.53,0,148.9,2.32,404.66,0,0,3.33,1.12,0,0,0,0,0

28,06:45-07:00,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,258.73,0,0,0,4.68,8.42,33.91,12.6,47.25,19.33,40.73,7.29,12.11,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,0,0,0,0,82.53,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

29,07:00-07:15,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,4.68,8.42,33.91,12.6,47.25,19.33,40.73,7.29,12.71,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,0,0,0,0,82.53,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

30,07:15-07:30,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,4.68,8.42,33.91,12.6,47.25,19.33,40.73,7.29,11.47,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,0,0,0,0,82.53,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

31,07:30-07:45,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,30.53,0,235.52,0,0,0,4.68,8.42,33.91,12.6,47.25,19.33,40.73,7.29,11.47,114.98,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,0,0,0,0,82.53,0,148.9,2.06,404.66,0,0,3.33,1.12,0,0,0,0,0

32,07:45-08:00,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,29.37,0,235.52,0,0,0,4.68,8.42,33.91,12.6,47.25,19.33,40.73,7.29,11.47,108.35,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,0,0,0,0,82.53,0,148.9,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

33,08:00-08:15,0,6.8,0,25.26,93.79,66.09,97.28,0,53.5,0,29.37,0,235.52,0,0,0,4.68,8.42,33.91,6.3,47.25,19.33,40.73,7.29,11.47,98.25,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,82.53,0,115.11,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

34,08:15-08:30,0,6.8,0,25.26,93.79,66.09,97.28,0,53.5,0,29.37,0,235.52,0,0,0,4.68,8.42,33.91,6.3,47.25,19.33,40.73,7.29,11.47,95.19,0,0,0,0,21.18,56.81,7.38,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,82.53,0,115.11,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

35,08:30-08:45,0,6.8,0,25.26,93.79,66.09,97.28,0,53.5,0,29.37,0,235.52,0,0,0,4.68,8.42,33.91,6.3,47.25,19.33,40.73,7.29,9.58,95.19,0,0,0,0,21.18,56.81,7.38,0,0,36.87,15.51,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,79.72,0,115.11,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

36,08:45-09:00,0,6.8,0,25.26,93.79,66.09,97.28,0,53.5,0,28.08,0,235.52,0,0,0,4.68,8.42,33.91,6.3,47.25,19.33,40.73,7.29,9.58,78.82,0,0,0,0,21.18,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,79.72,0,115.11,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

37,09:00-09:15,0,6.8,0,25.26,127.91,66.09,97.28,0,53.5,0,29.37,0,235.52,0,0,0,4.68,8.42,33.91,6.3,47.25,19.33,40.73,10.09,9.58,95.19,0,0,0,0,21.18,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,79.72,0,115.11,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

38,09:15-09:30,0,6.8,0,25.26,127.91,66.09,97.28,0,65.26,0,29.37,0,235.52,0,0,0,4.21,8.42,33.91,6.3,47.25,19.33,40.73,10.09,9.58,112.93,0,0,0,0,21.18,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,57.19,0,51,0,0,1.7,0,0,0,79.72,0,133.74,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

39,09:30-09:45,0,6.8,0,25.26,127.91,66.09,121.9,0,65.26,0,35.44,0,235.52,0,0,0,3.78,8.42,33.91,6.3,47.25,19.33,40.73,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,50.14,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,1.7,0,0,0,79.72,0,133.74,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

40,09:45-10:00,0,6.8,0,25.26,127.91,66.09,121.9,0,65.26,0,35.44,0,235.52,0,0,0,1.89,8.42,33.91,6.3,47.25,19.33,27.15,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,50.14,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,51,0,0,1.7,0,0,0,79.72,0,133.74,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

41,10:00-10:15,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,27.15,10.09,10.36,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,50.14,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.7,0,0,0,79.72,0,133.74,1.82,404.66,0,0,3.33,1.12,0,0,0,0,0

42,10:15-10:30,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,27.15,10.09,10.24,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,50.14,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.7,0,0,0,79.72,0,133.74,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

43,10:30-10:45,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.24,13.58,10.09,10,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,133.74,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

44,10:45-11:00,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.01,0,10.09,10.92,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,49.61,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,133.74,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

45,11:00-11:15,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,18.26,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,133.74,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

46,11:15-11:30,0,6.8,0,25.26,127.91,66.09,121.9,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,17.83,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,133.74,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

47,11:30-11:45,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

48,11:45-12:00,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

49,12:00-12:15,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

50,12:15-12:30,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

51,12:30-12:45,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,6.3,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

52,12:45-13:00,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,10.63,47.25,19.33,0,10.09,11.58,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,49.01,0,36.43,0,0,1.99,0,0,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

53,13:00-13:15,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,35.44,0,235.52,0,0,0,0,8.42,33.91,12.6,47.25,19.33,4.54,10.09,11.6,114.98,0,0,0,0,0,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,1.11,0,0,175.05,0,0,0,24.05,0,41.58,0,38.61,0,0,1.99,0,7.38,0,79.72,0,148.9,2.28,404.66,0,0,3.33,1.12,0,0,0,0,0

