Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/SKS-Raigarh,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/jitpl,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19
14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,16,23.16,23.17,61.67,69.5,0,61.67,35.09,29.27,0,57.49,0,272.26,26.9071,17.47,48.14,6.3,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,13.81,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,16,23.16,23.17,61.33,69.5,0,61.33,35.09,29.27,0,57.49,0,272.26,26.9071,17.47,48.14,6.3,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,10.01,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,15.66,22.84,22.83,60.67,68.5,0,60.67,35.09,29.27,0,57.49,0,272.26,26.9071,17.47,48.14,6.3,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,9.61,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,19,25.66,25.67,60.67,77,0,60.67,35.09,29.27,0,57.49,0,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,9.21,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,19,25.66,25.67,60.67,77,0,60.67,35.09,29.27,0,57.49,0,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,8.61,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,19,25.5,25.5,60.33,76.5,0,60.33,35.09,30.27,0,57.49,0,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,8.01,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,19,25.5,25.5,60.33,76.5,0,60.33,35.09,30.27,0,57.49,0,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,7.61,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,18.34,29.66,29.67,60.33,89,0,60.33,35.09,30.27,0,57.49,3.76,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,7.21,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,17.66,29.34,29.33,60,88,0,60,35.09,30.27,0,57.49,3.76,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,7.01,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,18.66,29.16,29.17,59.67,87.5,0,59.67,35.09,30.27,0,57.49,3.76,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,7.01,0

24,05:45-06:00,0,0,0,0,0.09,0,0,0.47,0,0,18,28.5,28.5,59,85.5,0,59,35.09,30.27,0,57.49,3.76,272.26,26.9071,17.28,48.14,6.11,169.12,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,0,0,7.01,0.41

25,06:00-06:15,1,0,0,1,0.75,1,0,3.74,1,5.6,17.66,22.16,22.17,58.33,66.5,0.82,58.33,35.09,29.77,0,76.35,3.76,272.26,26.9071,17.1,48.14,5.84,224.91,0,0,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0,9.2,8.74,7.01,2.46

26,06:15-06:30,1,0,0,2,1.5,2,1,7.51,4,7.4,17.66,22.34,22.33,57.67,67,2.92,57.67,35.09,29.77,0,76.35,3.76,272.26,26.9071,17.1,48.14,5.84,224.91,0.36,0.35,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.35,14.48,13.76,7.01,5.26

27,06:30-06:45,3,0,0,3,2.36,5,3,11.83,7,11.2,17.66,22,22,58,66,4.94,58,35.09,28.77,0,76.35,3.76,272.26,26.9071,17.1,48.14,5.84,224.91,0.78,0.76,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.76,23.76,22.57,7.01,7.94

28,06:45-07:00,6,0,0,5,3.41,8,4,17.07,14,14.9,18,21.84,21.83,58.33,65.5,7.94,58.33,35.09,28.77,0,76.35,3.76,272.26,26.9071,17.1,48.14,5.84,224.91,1.16,1.13,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,1.13,33,33,7.01,10.93

29,07:00-07:15,9,0,0,7,5.08,10,5,25.43,21,16.8,18.34,22.34,22.33,55,67,10,55,35.09,28.77,0,57.49,4.36,272.26,26.9071,17.1,48.14,5.65,169.12,1.7,1.67,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,1.67,33,33,7.01,14.44

30,07:15-07:30,12,0,0,8,7.16,12,6,35.82,28,20.5,18.66,23.34,23.33,55.67,70,13,55.67,35.09,28.77,0,57.49,3.76,272.26,26.9071,17.1,48.14,5.65,169.12,2.17,2.12,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,2.12,33,33,7.01,18.56

31,07:30-07:45,16,0,0,7.5,8.72,15,7,43.59,39,32.67,19.34,24.66,24.67,57,74,17,57,35.09,28.77,0,57.49,3.76,272.26,26.9071,17.1,48.14,5.65,169.12,2.76,2.69,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,2.69,32.67,32.66,7.01,26.32

32,07:45-08:00,21,0,0,8.5,13.3,18,8,66.51,49,33,19.66,26,26,58.33,78,20,58.33,35.09,29.27,0,57.49,3.76,231.1,26.9071,17.1,48.14,5.65,169.12,3.21,3.14,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,3.14,33,33,7.01,32.77

33,08:00-08:15,22,0,0,11,9.47,24,12,47.35,51,33,22,27.34,27.33,67.33,82,23,67.33,35.09,29.27,0,57.49,3.76,192.58,26.9071,17.1,48.14,5.37,155.03,3.39,3.31,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,3.31,33,33,7.01,38.12

34,08:15-08:30,26,0,0,12,11.29,30,15,56.47,61,33,23,28.5,28.5,67.33,85.5,29,67.33,35.09,29.27,0,57.49,3.76,149.74,26.9071,17.1,48.14,5.37,138.66,3.78,3.7,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,3.7,33,33,7.01,42.05

35,08:30-08:45,28,0,0,19,13.14,34,16,65.73,67,33,24.66,30.84,30.83,76.67,92.5,37,76.67,35.09,29.27,0,57.49,3.76,149.74,26.9071,17.1,48.14,5.37,134.81,4.09,3.99,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,3.99,33,33,7.01,45.77

36,08:45-09:00,33,0,0,21,14.98,39,19,74.88,77,33,25.66,31.34,31.33,76.67,94,43,76.67,35.09,29.27,0,57.49,3.76,149.74,26.9071,17.1,48.14,5.37,126.14,4.31,4.2,52.96,12.4,26.9071,0,0,0,48.14,192.58,11.94,4.2,33,33,7.01,49.41

37,09:00-09:15,37,0,0,25,14.41,44,21,72.03,88,33,27.34,31.84,31.83,76.67,95.5,47,76.67,35.09,28.26,0,57.49,3.76,149.74,26.9071,17.1,0,5.37,136.73,4.74,4.61,52.96,12.4,26.9071,0,0,0,0,0,11.94,4.61,33,33,7.01,52.34

38,09:15-09:30,42,0,0,26,16.05,49,24,80.27,98,33,29,32.34,32.33,76.67,97,52,76.67,35.09,28.26,0,57.49,3.76,149.74,26.9071,17.1,0,5.37,139.62,5.64,5.51,52.96,12.4,26.9071,0,0,0,0,0,11.94,5.51,33,33,7.01,54.41

39,09:30-09:45,42,0,0,29,17.77,55,27,88.84,98,33,24.34,32.66,32.67,63.33,98,47,63.33,35.09,27.25,0,57.49,0,149.74,26.9071,17.1,0,5.37,115.55,6.41,6.25,52.96,12.4,26.9071,0,0,0,0,0,11.94,6.25,33,33,7.01,55.95

40,09:45-10:00,45,0,0,30,19.22,61,29,96.12,105,33,25,33.16,33.17,65,99.5,52,65,35.09,27.25,0,57.49,0,149.74,26.9071,17.1,0,5.37,126.14,7.67,7.48,52.96,12.4,26.9071,0,0,0,0,0,11.94,7.48,33,33,7.01,57.06

41,10:00-10:15,61,0,0,35,20.44,71,34,102.18,144,33,25.66,33.66,33.67,66.33,101,63,66.33,39.33,27.25,0,57.49,0,149.74,26.9071,13.61,0,5.09,157.92,8.18,7.98,52.96,12.4,26.9071,0,0,0,0,0,11.94,7.98,33,33,7,58.08

42,10:15-10:30,64,0,0,38,21.19,74,36,105.96,151,33,26.66,34.16,34.17,68.33,102.5,63,68.33,43.57,27.25,0,57.49,0,192.58,26.9071,13.61,0,5.09,169.12,8.94,8.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,8.71,33,33,7,58.95

43,10:30-10:45,70,0,0,41,21.76,81,39,108.79,165,33,28.66,35,35,71.67,105,77,71.67,47.82,26.24,0,57.49,0,192.58,26.9071,13.61,0,5.09,169.12,10.04,9.8,52.96,12.4,26.9071,0,0,0,0,0,11.94,9.8,33,33,7,59.38

44,10:45-11:00,73,0,0,41,22.18,85,40,110.89,172,33,29,35.84,35.83,73.33,107.5,80,73.33,52.06,26.24,0,57.49,0,192.58,26.9071,13.61,0,5.09,169.12,10.78,10.52,52.96,12.4,26.9071,0,0,0,0,0,11.94,10.52,33,33,7,59.88

45,11:00-11:15,76,0,0,43,22.59,88,42,112.97,179,33,35,36.66,36.67,75,110,83,75,56.31,26.24,0,57.49,0,231.1,26.9071,13.61,0,4.81,108.81,13.64,13.31,52.96,12.4,26.9071,0,0,0,0,0,11.94,13.31,33,33,7,63.2

46,11:15-11:30,76,0,0,43,23.04,89,43,115.19,179,33,35,36.66,36.67,76.67,110,84,76.67,60.55,26.24,0,57.49,0,231.1,26.9071,13.61,0,4.81,108.81,14.1,13.76,52.96,12.4,26.9071,0,0,0,0,0,11.94,13.76,33,33,7,69.33

47,11:30-11:45,78,0,0,43,23.55,90,43,117.76,182,33,35,36.66,36.67,76.67,110,85,76.67,66.03,26.24,0,57.49,0,272.26,26.9071,13.61,0,4.81,108.81,14.33,13.98,52.96,12.4,26.9071,0,0,0,0,0,11.94,13.98,33,33,7,75.53

48,11:45-12:00,78,0,0,43,24.07,90,43,120.34,182,33,35,36.66,36.67,76.67,110,85,76.67,66.03,26.24,0,57.49,0,272.26,26.9071,13.61,0,4.81,108.81,14.7,14.35,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.35,33,33,7,80.51

49,12:00-12:15,79,0,0,43,28.87,90,43,144.38,186,33,35,36.66,36.67,81.67,110,85,81.67,70.17,26.24,0,57.49,4.36,272.26,26.9071,16.36,0,4.81,108.81,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,7,72.8

50,12:15-12:30,79,0,0,43,29.75,90,43,148.75,186,33,35,36.66,36.67,81.67,110,85,81.67,70.17,26.24,0,57.49,4.36,272.26,26.9071,16.36,0,4.81,108.81,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,7,73.9

51,12:30-12:45,76,0,0,43,44.67,84,40,223.34,179,33,36.66,36.66,36.67,81.67,110,85,81.67,70.17,26.24,0,57.49,4.05,231.1,26.9071,16.36,0,4.81,169.12,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,7,75.2

52,12:45-13:00,72,0,0,43,45.48,84,40,227.4,168,33,36.66,36.66,36.67,81.67,110,85,81.67,70.17,27.25,0,57.49,4.05,231.1,26.9071,16.36,0,4.81,169.12,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,7,75.85

53,13:00-13:15,72,0,0,41,44.83,81,39,224.17,168,33,36.66,36.66,36.67,81.67,110,85,81.67,70.17,27.25,0,57.49,4.05,192.58,26.9071,16.36,0,4.63,169.12,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,10,75.53

54,13:15-13:30,70,0,0,41,44.38,81,39,221.93,165,33,36.66,36.66,36.67,81.67,110,85,81.67,70.17,27.25,0,57.49,4.05,192.58,26.9071,16.36,0,4.63,169.12,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,11.61,73.77

55,13:30-13:45,70,0,0,38,44.13,80,38,220.68,165,33,36.66,36.66,36.67,81.67,110,83,81.67,70.17,27.25,0,57.49,4.05,231.1,26.9071,16.36,0,4.63,169.12,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,13.01,67.88

56,13:45-14:00,70,0,0,38,44.08,80,38,220.43,165,33,36.66,36.66,36.67,81.67,110,82,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,4.63,224.91,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,15.01,62.29

57,14:00-14:15,70,0,0,38,35.92,81,38,179.62,165,33,36.66,36.66,36.67,81.67,110,83,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,4.91,224.91,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,13,59.01

58,14:15-14:30,69,0,0,35,35.22,80,38,176.09,161,33,36.66,36.66,36.67,81.67,110,82,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,4.91,224.91,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,13.4,57.34

59,14:30-14:45,34,0,0,35,34.57,37,18,172.85,81,33,36.66,36.66,36.67,81.67,110,77,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,4.91,224.91,15.08,14.71,52.96,12.4,26.9071,0,0,0,0,0,11.94,14.71,33,33,13.8,55.07

60,14:45-15:00,31,0,0,32,32.91,37,18,164.56,74,33,36.66,36.66,36.67,81.67,110,73,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,4.91,224.91,14.09,13.74,52.96,12.4,26.9071,0,0,0,0,0,11.94,13.74,33,33,14,52.16

61,15:00-15:15,21,0,0,32,34.41,24,11,172.05,49,33,36.66,36.66,36.67,81.67,110,72,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,16.36,0,5.19,224.91,14.09,13.74,52.96,12.4,26.9071,0,0,0,0,0,11.94,13.74,33,33,14.2,53

62,15:15-15:30,22,0,0,30,32.49,25,12,162.44,53,33,36.66,36.66,36.67,81.67,110,67,81.67,70.17,28.26,0,76.35,4.05,272.26,26.9071,16.36,0,5.19,224.91,7.64,7.45,100.31,12.4,26.9071,0,0,0,0,0,11.94,7.45,33,33,13.8,49.15

63,15:30-15:45,10,0,0,26,30.57,12,6,152.83,25,33,37.34,36.66,36.67,81.67,110,57,81.67,70.17,28.26,0,76.35,4.05,272.26,26.9071,16.36,0,5.19,224.91,7.06,6.88,100.31,12.4,26.9071,0,0,0,0,0,11.94,6.88,33,33,13.6,44.19

64,15:45-16:00,10,0,0,23,28.65,12,6,143.23,25,33,36.66,36.66,36.67,81.67,110,52,81.67,70.17,28.26,0,76.35,4.05,272.26,26.9071,16.36,0,5.19,224.91,6.59,6.43,100.31,12.4,26.9071,0,0,0,0,0,11.94,6.43,33,33,14.4,38.48

65,16:00-16:15,10,0,0,23,26.31,12,6,131.53,25,33,36.66,36.66,36.67,81.67,110,48,81.67,70.17,28.26,0,75.92,4.05,272.26,26.9071,17.28,0,5.56,225.88,6.16,6.02,77.03,12.4,26.9071,0,0,0,0,0,11.94,6.02,33,33,20.41,33.52

66,16:15-16:30,10,0,0,21,23.97,12,5,119.84,25,33,36.66,36.66,36.67,81.67,110,42,81.67,70.17,28.26,0,76.35,4.05,272.26,26.9071,17.28,0,5.56,225.88,5.49,5.36,77.03,12.4,26.9071,0,0,0,0,0,11.94,5.36,33,33,20.01,29.7

67,16:30-16:45,10,0,0,17,23.79,12,5,118.96,25,33,37,36.66,36.67,81.67,110,33,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,17.28,0,5.56,225.88,4.95,4.82,100.31,12.4,26.9071,0,0,0,0,0,11.94,4.82,33,33,19.21,26.21

68,16:45-17:00,10,0,0,16,21.22,12,5,106.09,25,22.1,37,36.66,36.67,81.67,110,30,81.67,70.17,27.25,0,76.35,4.05,272.26,26.9071,17.28,0,5.56,225.88,4.25,4.15,100.31,12.4,26.9071,0,0,0,0,0,11.94,4.15,33,33,17.41,22.68

69,17:00-17:15,10,0,0,11,18.35,12,5,91.77,25,15.3,36.66,36.66,36.67,81.67,110,20,81.67,70.17,27.25,0,76.35,3.8,272.26,26.9071,17.28,48.14,6.02,225.88,3.49,3.39,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,3.39,33,33,15.41,18.71

70,17:15-17:30,10,0,0,9,15.49,10,5,77.44,25,7.6,36,36.66,36.67,81.67,110,18,81.67,70.17,27.25,0,76.35,3.8,272.26,26.9071,17.28,48.14,6.02,225.88,2.84,2.77,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,2.77,29.42,27.95,15.01,14.38

71,17:30-17:45,10,0,0,8,14.52,10,5,72.59,25,2.5,35.66,36.34,36.33,75,109,17,75,70.17,27.25,0,76.35,3.8,272.26,26.9071,17.28,48.14,6.02,261.43,2.14,2.08,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,2.08,23.44,22.27,21.21,10.24

72,17:45-18:00,10,0,0,7,11.22,10,5,56.11,25,0,34.66,35.5,35.5,73.33,106.5,15,73.33,70.17,27.25,0,76.35,3.8,272.26,26.9071,17.28,48.14,6.02,261.43,1.6,1.56,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,1.56,18.23,17.32,20.81,6.74

73,18:00-18:15,7,0,0,7,8.96,9,5,44.78,18,0,34.66,36.66,36.67,75,110,12,75,70.17,27.25,0,86.85,0,272.26,26.9071,17.28,48.14,6.48,261.43,1.23,1.2,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,1.2,0,0,17.61,4.84

74,18:15-18:30,4,0,0,5,6.69,7,3,33.46,11,0,34,36.34,36.33,74,109,8,74,70.17,27.75,0,86.85,0,272.26,26.9071,17.28,48.14,6.48,261.43,0.91,0.89,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.89,0,0,16.81,3.06

75,18:30-18:45,3,0,0,3,4.42,5,2,22.13,7,0,32.34,31.66,31.67,73.33,95,6,73.33,66.03,28.26,0,76.35,0,272.26,26.9071,17.28,48.14,6.48,226.84,0.44,0.43,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.43,0,0,16.01,1.84

76,18:45-19:00,1,0,0,2,2.16,1,1,10.81,4,0,31,31.34,31.33,72.67,94,4,72.67,66.03,28.26,0,76.35,0,272.26,26.9071,17.28,48.14,6.48,226.84,0.27,0.26,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.26,0,0,15.21,0.6

77,19:00-19:15,0,0,0,1,1.22,0,0,6.08,1,0,30,30,30,71.67,90,2,71.67,74.51,28.76,0,70.46,7.92,272.26,26.9071,17.28,48.14,6.86,226.84,0.06,0.06,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.06,0,0,14.41,0

78,19:15-19:30,0,0,0,0,0.54,0,0,2.7,1,0,29.34,29.5,29.5,71.67,88.5,1,71.67,83,28.76,0,70.46,7.92,272.26,26.9071,17.28,48.14,6.86,226.84,0.01,0.01,100.31,12.4,26.9071,0,0,0,48.14,192.58,11.94,0.01,0,0,14.41,0

79,19:30-19:45,0,0,0,0,0.13,0,0,0.68,0,0,28.34,28.16,28.17,70.67,84.5,0,70.67,91.49,28.76,0,70.46,7.92,272.26,32,17.28,48.14,6.86,226.84,0,0,100.31,12.4,24.1036,0,0,0,48.14,192.58,11.94,0,0,0,13.61,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,27.66,26.84,26.83,65,80.5,0,65,115.07,28.76,0,70.46,7.92,272.26,32,17.28,48.14,6.86,226.84,0,0,100.31,12.4,24.1036,0,0,0,48.14,192.58,11.94,0,0,0,13.61,0

