Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/3428,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/2197,L_NR_2019_19,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12
84,20:45-21:00,2.2,25.9,8.63,26.24,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,59.67,8.6,0,0,9.33,51.49,0,17.17,17.17,59.66,0

85,21:00-21:15,2.11,25.9,8.63,26.24,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,73.33,8.4,0,0,16.67,55.01,0,18.33,18.33,73.34,0

86,21:15-21:30,2.11,25.9,8.63,26.24,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,73.33,8.4,0,0,16.33,54,0,18,18,73.34,0

87,21:30-21:45,2.11,25.9,8.63,25.74,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,73.33,8.2,0,0,21.67,73.01,0,24.33,24.33,73.34,0

88,21:45-22:00,2.11,25.9,8.63,25.74,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,72,8.2,0,0,21,70.99,0,23.67,23.67,72,0

89,22:00-22:15,2.11,25.9,8.63,25.74,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,71.67,8.2,0,0,25,70.01,0,23.33,23.33,71.66,0

90,22:15-22:30,2.11,25.9,8.63,25.74,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,71,8.2,0,0,24.33,69,0,23,23,71,0

91,22:30-22:45,2.11,25.9,8.63,25.74,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,68.33,8,0,0,23.67,67.5,0,22.5,22.5,68.34,0

92,22:45-23:00,2.11,25.9,8.63,25.74,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,66.67,8,0,0,23,64.99,0,21.67,21.67,66.66,0

93,23:00-23:15,2.11,25.9,8.63,25.23,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,64,7.8,0,0,22.67,64.01,0,21.33,21.33,64,0

94,23:15-23:30,2.11,25.9,8.63,25.23,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,61.67,7.6,0,0,22,62.51,0,20.83,20.83,61.66,0

95,23:30-23:45,2.11,25.9,8.63,25.23,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,56.67,7.6,0,0,21.67,62.51,0,20.83,20.83,56.66,0

96,23:45-24:00,2.11,25.9,8.63,25.23,250,0,99.94,0.93,0,1.66,25.9,70.38,0,8.63,0,150,1.22,74.6,0,0,95.13,31.71,25.9,0,50,112.03,0,0,0,0,0,0,0,55,7.2,0,0,21.33,60,0,20,20,55,0

