Block,Time Block,KGSU1AND2,DHAULIGNGA,DULHASTI,JHAJJAR,FSTPP I & II,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,NAPP,NJPC,MAPS,KUDGI,KOTESHWR,DADRT2,KOLDAM,KKNPPU2,KKNP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,KISHANGANGA,KHSTPP-II,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,KHSTPP-I,KGSU3AND4,UNCHAHAR2,URI,TALA,VALLURNTECL,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,RSTPSU7,SASAN,SALAL,RSTPSU1TO6,RIHAND3,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,RAMPUR,RIHAND1,RAPPC,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,0,0,354.82,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,490.23,0,0,0,6.26,0,0,11.86,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,37.68,32.85,0,0,0,8.71,0,0,30.62,23.09,0,0,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

10,02:15-02:30,0,0,0,297.23,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,481.64,0,0,0,6.26,0,0,11.58,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,37.68,32.85,0,0,0,8.71,0,0,30.62,22.62,0,0,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

11,02:30-02:45,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,437.3,0,0,0,6.26,0,0,14.5,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,32.85,0,0,0,7.46,0,0,30.62,18.35,0,0,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

12,02:45-03:00,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,430.58,0,0,0,6.26,0,0,13.16,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,32.85,0,0,0,7.46,0,0,30.62,18.35,0,0,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

13,03:00-03:15,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,424.83,0,0,0,6.26,0,0,12.1,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,33.91,0,0,0,7.46,0,0,30.62,18.35,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

14,03:15-03:30,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,426.29,0,0,0,6.26,0,0,12.36,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,33.91,0,0,0,7.46,0,0,30.62,18.35,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

15,03:30-03:45,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,429.88,0,0,0,6.26,0,0,17.22,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,33.91,0,0,0,7.46,0,0,30.62,18.35,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

16,03:45-04:00,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,439.31,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,30.5,33.91,0,0,0,7.46,0,0,30.62,18.35,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

17,04:00-04:15,0,0,0,230.61,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,445.01,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,33.06,33.91,0,0,0,7.51,0,0,30.62,20.82,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,8.95,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

18,04:15-04:30,0,0,0,286.28,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,469.54,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,33.23,33.91,0,0,0,7.51,0,0,30.62,20.82,0,5.53,0,0,377.92,25.66,0,58.24,0,0.76,0,8.95,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

19,04:30-04:45,0,0,0,360.59,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,487.12,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,0,8.77,0,0,30.62,24.62,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,14.07,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

20,04:45-05:00,0,0,0,414.47,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,499.12,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,10.76,8.77,0,0,30.62,25.34,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

21,05:00-05:15,0,0,0,414.47,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,585.4,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,21.53,8.77,0,0,30.62,25.34,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

22,05:15-05:30,0,0,0,414.47,11.23,0,0,0,0,0,0,0,19.78,19.08,0,0,8.51,609.24,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,25.34,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

23,05:30-05:45,0,8.77,15.82,414.47,11.23,0,0,0,0,0,0,0,19.78,41.81,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,25.34,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

24,05:45-06:00,0,8.77,15.82,414.47,11.23,0,0,0,0,0,0,0,19.78,41.81,0,0,8.51,655.68,0,0,0,6.26,0,2.55,19.2,12.51,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,25.34,0,0,0,0,377.92,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

25,06:00-06:15,0,8.77,15.82,414.47,11.23,0,0,0,0,0,3.67,0,19.78,67.35,0,0,8.51,588.86,0,0,0,6.26,0,12.64,19.2,12.89,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,33.37,8.77,0,0,30.62,25.34,0,0,0,0,380.44,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

26,06:15-06:30,0,17.54,31.64,414.47,11.23,0,0,0,0,0,15.88,0,19.78,89.8,0,0,17.04,540.87,0,0,0,6.26,18.57,12.64,19.2,26.92,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,30.62,25.34,0,0,0,0,380.62,12.27,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

27,06:30-06:45,0,26.31,47.44,414.47,11.23,0,0,0,0,0,15.88,0,19.78,112.25,0,0,37.48,492.88,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,31.89,25.34,0,0,0,0,380.62,27.87,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

28,06:45-07:00,0,26.31,47.44,414.47,11.23,0,0,0,0,0,15.88,0,19.78,112.25,0,0,37.48,498.94,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,31.89,25.34,0,0,0,0,380.62,68.03,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

29,07:00-07:15,0,26.31,47.44,414.47,11.23,0,0,0,0,0,15.88,0,19.78,112.25,0,0,37.48,525.49,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,32.85,0,0,44.02,8.77,0,0,31.89,25.34,0,0,0,0,380.62,68.03,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

30,07:15-07:30,0,26.31,47.44,352.11,11.23,0,0,0,0,0,15.88,0,19.78,112.25,0,0,37.48,529.27,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,32.85,0,0,44.02,8.77,0,0,31.89,25.34,0,0,0,0,380.62,68.03,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

31,07:30-07:45,0,26.31,47.44,294.52,11.23,0,0,0,0,0,15.88,0,19.78,112.25,0,0,37.48,452.96,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,32.85,0,0,44.02,8.77,0,0,31.89,25.34,0,0.24,0,0,380.62,68.03,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

32,07:45-08:00,0,26.31,47.44,248.45,11.23,0,0,0,0,0,3.43,0,19.78,112.25,0,0,37.48,424.5,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,32.85,0,0,44.02,8.77,0,0,31.89,25.34,0,0.24,0,0,380.62,26.77,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

33,08:00-08:15,0,17.54,31.64,230.61,8.74,0,0,0,0,0,0,0,19.78,112.25,0,0,17.04,394.24,0,0,0,6.26,9.29,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,32.85,0,0,44.02,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

34,08:15-08:30,0,17.54,31.64,230.61,8.74,0,0,0,0,0,0,0,19.78,89.8,0,0,8.51,396.98,0,0,0,6.26,0,12.64,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,38.15,0,0,44.02,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,58.24,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

35,08:30-08:45,0,8.77,15.82,230.61,8.74,0,0,0,0,0,0,0,19.78,67.35,0,0,8.51,389.45,0,0,0,6.26,0,0,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,38.15,0,0,44.02,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,67.19,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

36,08:45-09:00,0,8.77,15.82,227.9,8.74,0,0,0,0,0,0,0,19.78,41.81,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,38.15,0,0,43.54,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,79.14,0,0.76,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

37,09:00-09:15,0,0,15.82,227.9,9.67,0,0,0,0,0,0,0,19.78,19,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,23.51,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,38.15,0,0,32.65,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,87.5,0,0.77,0,15.17,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

38,09:15-09:30,0,0,15.82,227.9,9.67,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,23.51,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,34.97,0,0,21.77,6.29,0,0,30.62,17.31,0,0.24,0,0,380.62,12.82,0,93.84,0,0.77,0,10.11,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

39,09:30-09:45,0,0,15.82,227.9,9.67,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,11.78,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,34.97,0,0,21.64,6.29,0,0,30.62,17.31,0,0.24,0,0,389.43,12.82,0,103.14,0,0.77,0,10.11,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

40,09:45-10:00,0,0,15.82,227.9,9.67,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,34.97,0,0,10.76,6.29,0,0,30.62,17.31,0,0.24,0,0,394.11,12.82,0,115.5,0,0.77,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

41,10:00-10:15,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

42,10:15-10:30,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

43,10:30-10:45,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

44,10:45-11:00,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,88.3,24.61,0,113.99,0,0,0,0,0

45,11:00-11:15,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

46,11:15-11:30,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

47,11:30-11:45,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

48,11:45-12:00,0,0,0,227.9,8.74,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,5.53,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

49,12:00-12:15,0,0,0,227.9,7.35,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

50,12:15-12:30,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

51,12:30-12:45,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

52,12:45-13:00,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,361.02,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

53,13:00-13:15,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,313.03,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

54,13:15-13:30,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

55,13:30-13:45,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

56,13:45-14:00,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.82,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

57,14:00-14:15,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,25.66,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

58,14:15-14:30,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,104.76,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,34.97,0,0,0,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,25.66,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

59,14:30-14:45,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,33.91,0,0,10.76,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

60,14:45-15:00,0,0,0,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,33.91,0,0,21.77,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

61,15:00-15:15,0,0,15.82,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,32.33,0,22.37,33.91,0,0,21.77,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

