Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,KHSTPP-I,KKNPPU2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,DHAULIGNGA,DULHASTI,FSTPP I & II,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,DADRI_CRF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_RF,BSIUL,BRBCL,CHAMERA1,KOLDAM,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,RSTPSU7,TANAKPUR,SALAL,SEWA2,SINGRAULI,TALA,RIHAND3,TEHRI,TANDA2,SASAN,RIHAND2,RIHAND1,RAPPB,RAPPC,RAMPUR,PARBATI3,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,KUDGI,KOTESHWR,MAPS,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,191.4,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.28,0,0,0,0,0,0,17.18,0,0,0,0,0,0,0,0,2.71,1.35,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

15,03:30-03:45,191.4,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.28,0,0,0,0,0,0,17.97,0,0,0,0,0,0,0,0,8.01,1.35,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

16,03:45-04:00,191.4,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.28,0,0,0,0,0,0,18.52,0,0,0,0,0,0,0,0,8.01,1.35,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

17,04:00-04:15,191.4,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,8.01,1.35,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

18,04:15-04:30,191.4,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,8.01,1.35,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

19,04:30-04:45,249.11,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,8.94,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

20,04:45-05:00,270.27,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.09,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,40.23,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

21,05:00-05:15,297.2,0,0,28.97,0,347.45,0,0,63.28,0,0,0,0,9.63,0,11.55,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,40.23,0,121.16,0,119.57,0,0,394.93,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

22,05:15-05:30,297.2,0,0,37.49,0,347.45,0,0,81.96,0,0,0,0,12.45,0,11.55,0,0,0,0,0,0,4.27,14.19,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,40.23,0,121.16,0,119.57,14.97,0,394.93,114.22,88.49,0,51.87,0,0,22.5,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

23,05:30-05:45,297.2,0,0,43.49,0,347.45,0,0,95.06,0,0,0,15.85,15.09,0,14.9,0,0,0,0,0,0,4.27,19.27,0,0,22.75,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,40.23,0,121.16,0,119.57,29.94,0,394.93,114.22,88.49,0,51.87,0,0,44.99,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

24,05:45-06:00,316.43,0,3.2,43.49,0,351.48,0,0,95.09,0,0,0,15.85,15.09,0,14.9,0,0,0,0,0,0,4.27,19.27,0,0,30.56,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,40.23,0,121.16,0,119.57,44.91,0,394.93,114.22,88.49,0,51.87,0,0,55.2,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

25,06:00-06:15,354.9,0,7.69,43.49,0,351.48,0,0,95.09,0,0,7.63,15.85,15.09,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.12,0,1.07,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.11,40.23,0,121.16,0,119.57,59.86,0,397.45,114.22,88.49,0,51.87,0,3.67,91.08,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

26,06:15-06:30,399.28,9.31,12.67,43.49,0,351.48,0,0,95.09,0,0,15.37,15.85,12.56,0,14.9,0,0,0,0,0,0,4.27,19.27,0,0,30.56,0,1.28,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.11,8.94,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,112.48,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

27,06:30-06:45,480.28,27.95,38,43.49,0,438.04,0,0,95.09,0,0,35.15,31.7,14.84,0,17.64,0,0,0,0,0,0,4.27,22.45,0,0,36.19,0,2.13,0,0,0,0,0,0,19.24,11.55,0,0,0,0,0,0,0,1.11,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,134.98,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

28,06:45-07:00,579.9,27.95,38,43.49,0,539.14,0,0,95.09,0,0,35.15,31.7,17.5,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,2.13,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,134.98,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

29,07:00-07:15,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,35.15,31.7,17.5,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,17,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,4.43,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,134.98,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

30,07:15-07:30,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,35.15,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,17,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,4.43,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,134.98,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

31,07:30-07:45,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,35.15,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,17,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,134.98,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

32,07:45-08:00,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,35.15,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,17,0,0,0,0,0,0,19.24,13.51,0,0,0,0,0,0,0,1.11,1.35,5.07,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,3.42,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

33,08:00-08:15,657.04,1.84,12.67,43.49,0,629.32,0,0,95.09,0,0,15.37,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,4.24,0,0,0,0,0,0,19.24,13.51,0,0,0,0,0,0,0,4.43,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,89.99,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

34,08:15-08:30,657.04,0,0,43.49,0,629.32,0,0,95.09,0,0,7.75,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,4.24,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,4.43,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,67.49,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

35,08:30-08:45,657.04,0,0,43.49,0,629.32,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,4.24,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,44.99,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

36,08:45-09:00,657.04,0,0,43.49,0,629.32,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,4.24,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,22.5,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

37,09:00-09:15,657.04,0,0,43.49,0,600.5,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

38,09:15-09:30,657.04,0,0,43.49,0,600.5,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

39,09:30-09:45,657.04,0,0,43.49,0,581.26,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

40,09:45-10:00,657.04,0,0,43.49,0,581.26,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,2.13,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0.24,1.35,0,121.16,0,119.57,29.94,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

41,10:00-10:15,604.95,0,0,43.49,0,629.32,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,14.86,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

42,10:15-10:30,595.33,0,0,43.49,0,629.32,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,14.86,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

43,10:30-10:45,581.66,0,0,43.49,0,552.83,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,4.24,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

44,10:45-11:00,562.42,0,0,43.49,0,466.27,0,0,95.09,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,2.65,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

45,11:00-11:15,524.32,0,0,42.98,0,379.71,0,0,93.98,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,2.65,0,0,0,0,0,0,17.95,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

46,11:15-11:30,476.23,0,0,42.98,0,379.71,0,0,93.98,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,18.51,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

47,11:30-11:45,488.78,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

48,11:45-12:00,448.38,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

49,12:00-12:15,437.53,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

50,12:15-12:30,396.94,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

51,12:30-12:45,398.4,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,3.18,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

52,12:45-13:00,421.61,0,0,37.49,0,379.71,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,3.18,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

53,13:00-13:15,379.46,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,3.18,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

54,13:15-13:30,330.83,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,3.18,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

55,13:30-13:45,312.03,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,11.15,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

56,13:45-14:00,312.4,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,11.15,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

57,14:00-14:15,257.55,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,11.15,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

58,14:15-14:30,232.76,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,11.15,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

59,14:30-14:45,257.76,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,11.15,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

60,14:45-15:00,278.92,0,0,37.49,0,351.48,0,0,81.96,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

61,15:00-15:15,297.2,0,0,43.49,0,351.48,0,0,95.09,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

62,15:15-15:30,316.43,0,0,43.49,0,351.48,0,0,95.09,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,1.35,0,104.6,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

