Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/4802,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6020,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6566,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7196,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7908,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7119,NR/01082024/30092024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
6,01:15-01:30,82.32,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.95,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.76,66.42,0,76.79,12.47,24.8,7.97,0,0,0,45,41.67,11.34,0,15,0,41.67,15,0,0,0,0,31.61,0,0,0

7,01:30-01:45,82.32,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.95,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.76,66.42,0,76.79,12.47,24.8,7.97,0,0,0,44.5,42.33,11.34,0,14.84,0,42.33,14.83,0,0,0,0,31.01,0,0,0

8,01:45-02:00,82.32,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.95,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.76,66.42,0,76.79,12.47,24.8,7.97,0,0,0,44.5,42.67,11.66,0,14.84,0,42.67,14.83,0,0,0,0,30.41,0,0,0

9,02:00-02:15,87.16,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.76,66.42,0,76.79,12.47,24.8,7.97,0,0,0,44.5,40.33,21.66,0,14.84,0,40.33,14.83,0,0,0,0,30.01,0,0,0

10,02:15-02:30,82.32,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.76,66.42,0,76.79,12.47,24.8,7.97,0,0,0,44.5,39.67,21.34,0,14.84,0,39.67,14.83,0,0,0,0,30.01,0,0,0

11,02:30-02:45,53.27,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,158.83,28.76,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44.5,35.67,11.66,0,14.84,0,35.67,14.83,0,0,0,0,29.41,0,0,0

12,02:45-03:00,53.27,0,32.93,82.32,26.91,0,82.32,4.94,273.84,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,142.83,28.26,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44,35.67,11.66,0,14.66,0,35.67,14.67,0,0,0,0,28.81,0,0,0

13,03:00-03:15,53.27,0,0,82.32,26.91,0,82.32,4.66,232.44,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,152.52,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44,35.67,12,0,14.66,0,35.67,14.67,0,0,0,0,28.81,0,0,0

14,03:15-03:30,53.27,0,0,82.32,26.91,0,82.32,4.66,193.7,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,130.24,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44.5,35.67,12,0,14.84,0,35.67,14.83,0,0,0,0,28.81,0,0,0

15,03:30-03:45,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44.5,41.33,12.34,0,14.84,0,41.33,14.83,0,0,0,0,27.81,0,0,0

16,03:45-04:00,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.67,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,44.5,41.33,12.66,0,14.84,0,41.33,14.83,0,0,0,0,26.21,0,0,0

17,04:00-04:15,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,45,41.33,13.34,0,15,0,41.33,15,0,0,0,0,24.81,0,0,0

18,04:15-04:30,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,45.5,41.67,14,0,15.16,0,41.67,15.17,0,0,0,0,23.41,0,0,0

19,04:30-04:45,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,53,48.33,14.66,0,17.66,0,48.33,17.67,0,0,0,0,22.21,0,0,0

20,04:45-05:00,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,53.5,48,15.34,0,17.84,0,48,17.83,0,0,0,0,21.61,0,0,0

21,05:00-05:15,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,54,52,15.66,0,18,0,52,18,0,0,0,0,22.01,0,0,0

22,05:15-05:30,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,54,51.67,16,0,18,0,51.67,18,0,0,0,0,21.41,0,0,0

23,05:30-05:45,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,110.41,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,54,51.33,16,0,18,0,51.33,18,0,0,0,0,20.61,0,0,0

24,05:45-06:00,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.48,41.16,1.94,0,41.16,26.91,0,18.4,129.78,29.27,66.42,0,57.82,12.47,24.8,7.97,0,0,0,54,51,16,0,18,0,51,18,0,0,0,0,19.21,0,0,0

25,06:00-06:15,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,0,41.16,26.91,0,18.4,171.08,29.27,66.42,0,57.82,12.47,24.8,7.97,13.06,4,12.77,53.5,50.67,15.66,1,17.84,0,50.67,17.83,0,1,0,0,19.41,0,0,1

26,06:15-06:30,53.27,0,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,0,41.16,26.91,0,18.4,171.08,28.26,66.42,0,57.82,12.47,24.8,7.97,22.96,10,22.45,53,50.33,15.34,2,17.66,1,50.33,17.67,0.23,1,0,0,20.01,0,1,4

27,06:30-06:45,53.27,0.49,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,0.5,41.16,26.91,0,18.4,171.08,28.26,66.42,0.49,57.82,12.47,24.8,7.97,31.62,13,30.93,45,33.33,11.66,5,15,3,33.33,15,0.85,3,1,0.19,19.61,0.95,3,7

28,06:45-07:00,53.27,0.69,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,0.71,41.16,26.91,0,18.4,171.08,28.26,66.42,0.69,57.82,12.47,24.8,7.97,33,17,33,44.5,34,12,8,14.84,4,34,14.83,1.71,6,3,0.76,19.61,3.81,7,14

29,07:00-07:15,53.27,1.38,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,1.41,41.16,26.91,0,18.4,171.08,28.26,66.42,1.38,57.82,12.47,24.8,7.97,33,21,33,45,35,12.34,10,15,5,35,15,2.81,9,5,1.71,20.41,8.57,10,21

30,07:15-07:30,53.27,2.21,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,2.26,41.16,26.91,0,18.4,171.08,28.26,66.42,2.21,57.82,12.47,24.8,7.97,33,29,33,46,35.67,12.66,12,15.34,6,35.67,15.33,4.12,13,8,3.05,21.21,15.23,13,32

31,07:30-07:45,53.27,3.21,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,3.29,41.16,26.91,0,18.4,150,28.26,66.42,3.21,57.82,12.47,24.8,7.97,32.66,32.67,32.67,47,36.33,13,15,15.66,7,36.33,15.67,5.1,18,11,6.07,21.81,30.33,17,42

32,07:45-08:00,53.27,3.95,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,4.06,41.16,26.91,0,18.4,150.97,28.26,66.42,3.95,57.82,12.47,24.8,7.97,33,33,33,49,37,13.34,20,16.34,10,37,16.33,6.62,22,15,9.15,22.81,45.75,20,53

33,08:00-08:15,53.27,4.79,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,4.91,41.16,26.91,0,18.4,110.41,28.26,66.42,4.79,57.82,12.47,24.8,7.97,33,33,33,50,45.33,13.66,30,16.66,15,45.33,16.67,8.24,28,20,12.8,23.01,64.02,23,67

34,08:15-08:30,53.27,6.25,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,6.41,41.16,26.91,0,18.4,110.41,29.27,66.42,6.25,57.82,12.47,24.8,7.97,33,33,33,51.5,46,14,38,17.16,18,46,17.17,9.95,34,23,17.17,23.41,85.88,30,81

35,08:30-08:45,53.27,7.17,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,7.35,41.16,26.91,0,18.4,110.41,29.27,66.42,7.17,57.82,12.47,24.8,7.97,33,33,33,52.5,46.67,14.34,45,17.5,21,46.67,17.5,12.42,40,26,22.15,23.81,110.75,37,95

36,08:45-09:00,53.27,8.1,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,8.31,41.16,26.91,0,18.4,110.41,28.26,66.42,8.1,57.82,12.47,24.8,7.97,33,33,33,53.5,47,14.66,52,17.84,25,47,17.83,15.09,46,29,25.85,24.61,129.27,43,109

37,09:00-09:15,53.27,8.92,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,9.14,41.16,26.91,0,18.4,110.41,28.26,66.42,8.92,57.82,12.47,24.8,7.97,33,33,33,54,45,15,56,18,27,45,18,16.05,52,33,29.21,18,146.08,52,123

38,09:15-09:30,53.27,9.73,0,82.32,26.91,0,82.32,4.66,150.61,20.58,12.3,41.16,1.94,9.98,41.16,26.91,0,18.4,110.41,26.24,66.42,9.73,57.82,12.47,24.8,7.97,33,33,33,53.5,45.67,15.34,63,17.84,30,45.67,17.83,18.82,58,35,32.15,18.4,160.75,57,137

39,09:30-09:45,53.27,10.54,0,82.32,26.91,0,82.32,4.66,193.7,20.58,12.3,41.16,1.94,10.81,41.16,26.91,0,18.4,110.41,26.24,66.42,10.54,57.82,12.47,24.8,7.97,33,33,33,53,45.33,15.34,68,17.66,32,45.33,17.67,19.87,63,39,35.08,24.01,175.42,66,147

40,09:45-10:00,53.27,11.36,0,82.32,26.91,0,82.32,4.66,232.44,20.58,12.3,41.16,1.94,11.65,41.16,26.91,0,18.4,110.41,26.24,66.42,11.36,57.82,12.47,24.8,7.97,33,33,33,53,45,14.66,72,17.66,35,45,17.67,20.83,67,40,38.02,24.41,190.09,73,158

41,10:00-10:15,53.27,11.99,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,12.28,41.16,26.91,0,18.4,110.41,26.24,66.42,11.99,57.82,12.47,24.8,7.97,33,33,33,42.5,36.67,15,76,14.16,36,36.67,14.17,22.05,71,41,40.25,27.01,201.25,77,165

42,10:15-10:30,53.27,13.1,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,13.44,41.16,26.91,0,18.4,110.41,25.23,66.42,13.1,57.82,12.47,24.8,7.97,33,33,33,42.5,36.67,14.66,80,14.16,38,36.67,14.17,23.6,74,43,42.48,27.41,212.4,81,172

43,10:30-10:45,53.27,13.6,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,13.94,41.16,26.91,0,18.4,129.78,25.23,66.42,13.6,57.82,12.47,24.8,7.97,33,33,33,55,46.67,18.34,85,18.34,40,46.67,18.33,23.33,77,44,44.24,27.81,221.18,85,179

44,10:45-11:00,53.27,14.01,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,14.36,41.16,26.91,0,18.4,139.46,25.23,66.42,14.01,57.82,12.47,24.8,7.97,33,33,33,55.5,47.67,18.34,90,18.5,43,47.67,18.5,25.97,80,45,45.86,28.21,229.33,86,186

45,11:00-11:15,53.27,14.33,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,14.7,41.16,26.91,0,18.4,139.46,25.23,66.42,14.33,57.82,12.47,24.8,7.97,33,33,33,56,48.33,18.34,90,18.66,43,48.33,18.67,28.68,81,45,46.04,32.02,230.18,88,188

46,11:15-11:30,53.27,14.54,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,14.9,41.16,26.91,0,18.4,166.53,25.23,66.42,14.54,57.82,12.47,24.8,7.97,33,33,33,56.5,49,18.34,90,18.84,43,49,18.83,31.42,82,45,46.04,32.62,230.18,89,193

47,11:30-11:45,53.27,14.88,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,15.25,41.16,26.91,0,18.4,166.53,25.23,66.42,14.88,57.82,12.47,24.8,7.97,33,33,33,57.5,50,18.34,95,19.16,45,50,19.17,35.02,82,46,46.04,36.01,230.18,90,193

48,11:45-12:00,53.27,15.39,0,0,26.91,0,82.32,4.66,273.84,20.58,12.3,0,1.94,15.77,41.16,26.91,0,18.4,166.53,25.23,66.42,15.39,57.82,12.47,24.8,7.97,33,33,33,59,51,18.34,95,19.66,45,51,19.67,38.66,82,46,46.04,37.02,230.18,90,193

49,12:00-12:15,53.27,15.58,0,0,26.91,0,82.32,4.79,273.84,20.58,12.3,0,1.94,15.97,41.16,26.91,0,18.4,118.11,26.24,66.42,15.58,57.82,12.47,24.8,7.97,33,33,33,60,51.67,18.34,95,20,45,51.67,20,37.96,82,46,46.04,38.62,230.18,90,193

50,12:15-12:30,53.27,15.58,0,0,26.91,0,82.32,4.79,273.84,20.58,12.3,0,1.94,15.97,41.16,26.91,0,18.4,110.41,26.24,66.42,15.58,57.82,12.47,24.8,7.97,33,33,33,62,53,18.34,93,20.66,45,53,20.67,41.48,82,46,46.04,40.02,230.18,90,193

51,12:30-12:45,53.27,15.58,0,0,26.91,0,82.32,4.79,273.84,20.58,12.3,0,1.94,15.97,41.16,26.91,0,18.4,110.41,26.24,66.42,15.58,57.82,12.47,24.8,7.97,33,33,33,62.5,53.33,18.34,93,20.84,45,53.33,20.83,47.61,82,46,46.04,41.62,230.18,91,193

52,12:45-13:00,53.27,15.58,0,0,26.91,0,82.32,4.79,232.77,20.58,12.3,0,1.94,15.97,41.16,26.91,0,18.4,110.41,26.24,66.42,15.58,57.82,12.47,24.8,7.97,33,33,33,63.5,52.67,18.34,93,21.16,44,52.67,21.17,53.41,82,46,46.04,43.02,230.18,91,193

53,13:00-13:15,53.27,15.58,0,0,26.91,0,82.32,4.94,191.7,20.58,12.3,0,1.94,15.97,41.16,26.91,0,18.4,110.41,26.24,66.42,15.58,57.82,12.47,24.8,7.97,33,33,33,66,51.67,18.34,92,22,44,51.67,22,58.22,82,45,46.04,37.02,230.18,91,193

54,13:15-13:30,53.27,15.19,0,0,26.91,0,82.32,4.94,150.61,20.58,12.3,0,1.94,15.58,41.16,26.91,0,18.4,110.41,27.24,66.42,15.19,57.82,12.47,24.8,7.97,33,33,33,69,51.33,18.34,91,23,44,51.33,23,61.73,82,45,46.04,37.62,230.18,91,193

55,13:30-13:45,53.27,14.92,0,0,26.91,0,82.32,4.94,150.61,20.58,12.3,0,1.94,15.29,41.16,26.91,0,18.4,110.41,27.24,66.42,14.92,57.82,12.47,24.8,7.97,33,33,33,72,51,18.66,90,24,43,51,24,46.22,82,44,46.04,38.02,230.18,91,193

56,13:45-14:00,53.27,14.71,0,0,26.91,0,82.32,4.94,191.69,20.58,12.3,0,1.94,15.08,41.16,26.91,0,18.4,110.41,27.24,66.42,14.71,57.82,12.47,24.8,7.97,33,33,33,75,50.33,19,89,25,43,50.33,25,45.81,81,44,46.04,39.02,230.18,90,189

57,14:00-14:15,53.27,14.33,0,0,26.91,0,82.32,5.22,191.69,20.58,12.48,0,1.94,14.68,41.16,26.91,0,18.4,110.41,27.24,66.42,14.33,57.82,12.47,24.8,7.97,33,33,33,67.5,50.67,19.34,87,22.5,41,50.67,22.5,45.2,79,43,44.44,39.42,222.22,86,186

58,14:15-14:30,53.27,13.87,0,0,26.91,0,82.32,5.22,191.69,20.58,12.48,0,1.94,14.21,41.16,26.91,0,18.4,110.41,27.24,66.42,13.87,57.82,12.47,24.8,7.97,33,33,33,67.5,51,20,85,22.5,40,51,22.5,44.36,76,42,40.78,40.02,203.92,84,179

59,14:30-14:45,53.27,13.28,0,0,26.91,0,82.32,5.22,232.76,20.58,12.48,0,1.94,13.62,41.16,26.91,0,18.4,158.83,27.24,66.42,13.28,57.82,12.47,24.8,7.97,33,33,33,67.5,50,20.34,81,22.5,38,50,22.5,44.69,73,41,39.05,41.02,195.25,82,172

60,14:45-15:00,53.27,12.71,0,0,26.91,0,82.32,5.22,273.84,20.58,12.48,0,1.94,13.03,41.16,26.91,0,18.4,171.08,27.24,66.42,12.71,57.82,12.47,24.8,7.97,33,33,33,67.5,49.67,20.66,76,22.5,37,49.67,22.5,44.88,70,39,37.32,41.62,186.59,77,165

61,15:00-15:15,53.27,11.93,0,0,26.91,0,82.32,5.59,273.84,20.58,12.48,0,1.94,12.22,41.16,26.91,0,18.4,171.08,27.24,66.42,11.93,57.82,12.47,24.8,7.97,33,33,33,67.5,48.67,21,74,22.5,36,48.67,22.5,32.57,67,38,38.91,42.02,194.53,73,158

62,15:15-15:30,53.27,11.12,0,0,26.91,0,82.32,5.59,273.84,20.58,12.48,0,1.94,11.4,41.16,26.91,0,18.4,171.08,27.24,66.42,11.12,57.82,12.47,24.8,7.97,33,33,33,67.5,49,21,70,22.5,34,49,22.5,32.57,63,36,36.32,42.42,181.61,68,147

63,15:30-15:45,53.27,10.29,0,0,26.91,0,82.32,5.59,273.84,20.58,12.48,0,1.94,10.54,41.16,26.91,0,18.4,171.08,27.24,66.42,10.29,57.82,12.47,24.8,7.97,33,33,33,67.5,49,23.66,61,22.5,29,49,22.5,30.07,58,34,33.81,43.02,169.06,63,137

64,15:45-16:00,53.27,9.47,0,0,26.91,0,82.32,5.59,273.84,20.58,12.48,0,1.94,9.7,41.16,26.91,0,18.4,171.08,27.24,66.42,9.47,57.82,12.47,24.8,7.97,33,33,33,67.5,49.33,23.66,54,22.5,26,49.33,22.5,27.61,54,31,31.27,44.02,156.34,59,126

65,16:00-16:15,53.27,8.61,0,0,26.91,0,82.32,5.96,273.84,20.58,12.48,0,1.94,8.82,41.16,26.91,0,18.4,171.08,27.24,70.59,8.61,57.82,12.47,24.8,7.97,33,33,33,67.5,55,23.34,47,22.5,23,55,22.5,24.52,49,28,28.5,44.02,142.51,55,116

66,16:15-16:30,53.27,7.62,0,0,26.91,0,82.32,5.96,273.84,20.58,12.48,0,1.94,7.81,41.16,26.91,0,18.4,171.08,27.24,70.59,7.62,57.82,12.47,24.8,7.97,33,33,33,67.5,55.33,23,41,22.5,19,55.33,22.5,21.14,43,26,25.55,44.02,127.76,51,102

67,16:30-16:45,53.27,6.72,0,0,26.87,0,82.32,5.96,273.84,20.58,12.48,0,1.94,6.89,41.16,26.87,0,18.4,171.08,27.24,70.59,6.72,57.82,12.47,24.8,7.97,33,33,33,67.5,55.33,22.66,34,22.5,16,55.33,22.5,15.17,37,24,19.85,44.02,99.24,43,88

68,16:45-17:00,53.27,5.72,0,0,26.87,0,82.32,5.96,273.84,20.58,12.48,0,1.94,5.86,41.16,26.87,0,18.4,171.08,27.24,70.59,5.72,57.82,12.47,24.8,7.97,33,25,33,67.5,55.67,22.34,27,22.5,13,55.67,22.5,10.99,31,19,16.88,44.02,84.42,37,74

69,17:00-17:15,53.27,4.76,0,82.32,26.87,0,82.32,6.33,273.84,20.58,12.76,41.16,1.94,4.88,41.16,26.87,0,18.4,171.08,27.24,70.59,4.76,57.82,12.47,24.8,7.97,33,17,33,67.5,54.33,22.34,20,22.5,10,54.33,22.5,7.65,25,16,14.03,44.02,70.17,29,60

70,17:15-17:30,53.27,3.89,0,82.32,26.87,0,82.32,6.33,273.84,20.58,12.76,41.16,1.94,3.98,41.16,26.87,0,18.4,171.08,27.24,70.59,3.89,57.82,12.47,24.8,7.97,33,9,33,66.5,53,22.34,17,22.16,8,53,22.17,5.16,21,13,11.21,44.02,56.08,25,49

71,17:30-17:45,53.27,2.96,0,82.32,26.87,0,82.32,6.33,273.84,20.58,12.76,41.16,1.94,3.04,41.16,26.87,0,18.4,171.08,27.24,70.59,2.96,57.82,12.47,24.8,7.97,33,3,33,52,51.33,22.34,15,17.34,7,51.33,17.33,3.22,16,11,8.36,44.02,41.83,18,39

72,17:45-18:00,53.27,2.13,0,82.32,26.87,0,82.32,6.33,273.84,20.58,12.76,41.16,1.94,2.19,41.16,26.87,0,18.4,219.5,26.24,70.59,2.13,76.79,12.47,24.8,7.97,22.97,0,22.48,52,50.33,22.34,12,17.34,5,50.33,17.33,2.05,9,7,5.52,44.02,27.59,15,21

73,18:00-18:15,53.27,1.62,0,82.32,26.87,0,82.32,6.8,273.84,20.58,12.76,41.16,1.94,1.67,41.16,26.87,0,18.4,227.19,27.24,70.59,1.62,63.92,12.47,24.8,7.97,0,0,0,50.5,50,17.66,9,16.84,5,50,16.83,1.09,6,7,4.11,44.02,20.54,12,14

74,18:15-18:30,53.27,1.16,0,82.32,26.87,0,82.32,6.8,273.84,20.58,12.76,41.16,1.94,1.18,41.16,26.87,0,18.4,227.19,27.24,70.59,1.16,63.92,12.47,24.8,7.97,0,0,0,48.5,48.33,17.66,3,16.16,2,48.33,16.17,0.36,3,5,2.63,44.02,13.14,8,7

75,18:30-18:45,86.1,0.59,0,82.32,26.87,0,82.32,6.8,273.84,20.58,12.76,41.16,1.94,0.6,41.16,26.87,0,18.4,227.19,27.24,70.59,0.59,63.92,12.47,24.8,7.97,0,0,0,46,47,18,1,15.34,1,47,15.33,0,1,3,1.48,44.02,7.39,6,4

76,18:45-19:00,86.1,0.22,0,82.32,26.87,0,82.32,6.8,273.84,20.58,12.76,41.16,1.94,0.22,41.16,26.87,0,18.4,262.95,27.24,79.14,0.22,63.92,12.47,24.8,7.97,0,0,0,44.5,45.67,18,0,14.84,0,45.67,14.83,0,0,2,0.21,44.02,1.03,4,1

