Block,Time,CHAMERA1,KHSTPP-II,NLCIIST1,NLCTS2EXP,NNTPP,RSTPSU1TO6,UNCHAHAR4,DADRI_GF,KHSTPP-I,NLCEXP,RIHAND1,SASAN,SINGRAULI,TelanganaSTPP,CHAMERA3,PARBATI3,SINGRAULI_HYDRO,TALA,UNCHAHAR2,URI2,CHAMERA2,KKNPPU2,KOTESHWR,MAPS,TALST2,VALLURNTECL,AURY_CRF,JHAJJAR,KKNP,NLCIIST2,NTPL,RAMPUR,RAPPC,RIHAND3,TANAKPUR,TANDA2,TEHRI,UNCHAHAR3,URI,AURY_GF,BRBCL,KGSU1AND2,KGSU3AND4,KISHANGANGA,RIHAND2,RSTPSU7,SIMHST2,ANTA_CRF,ANTA_GF,ANTA_RF,DADRI_LF,DADRI_RF,DADRT2,DULHASTI,FSTPP I & II,KOLDAM,KUDGI,RAPPB,SIMHST1,UNCHAHAR1,ANTA_LF,DADRI_CRF,BSIUL,DHAULIGNGA,NAPP,NJPC,SALAL,SEWA2,AURY_LF,AURY_RF
23,05:30-05:45,0,98.87,0,0,0,0,0,0,45.22,0,92,275.62,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,10.25,0,31.13,26.39,3.31,0,20,0,0,0,118.76,0,0,29.09,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,1.1,9.13,42.93,93.56,1.4,0,0,0

24,05:45-06:00,0,98.87,0,0,0,0,0,0,45.22,0,92,275.62,133.5,0,9.68,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,46.69,26.39,1.44,0,20,0,0,0,118.76,0,0,29.09,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,18.27,42.93,116.95,1.4,0,0,0

25,06:00-06:15,0,98.87,0,0,0,0,0,0,45.22,0,92,275.62,133.5,0,19.36,3.82,0,0,21.19,4.57,4,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.44,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,32.96,20.8,0,0,0,0,20.56,0,66.85,6.52,27.4,42.93,116.95,13.95,0,0,0

26,06:15-06:30,0,98.87,0,0,0,0,0,0,45.22,0,92,275.62,133.5,0,29.06,16.55,0,0,21.19,4.57,26.34,0,19.72,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.44,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,116.95,55.77,5.27,0,0

27,06:30-06:45,11.85,98.87,0,0,0,0,0,0,45.22,0,92,303.75,133.5,0,29.06,16.55,0,0,21.19,4.57,26.34,0,19.72,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.44,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,55.77,10.54,0,0

28,06:45-07:00,28.05,98.87,0,0,0,0,0,0,45.22,0,92,309.38,133.5,0,29.06,16.55,0,0,21.19,4.57,26.34,0,19.72,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.44,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,55.77,10.54,0,0

29,07:00-07:15,28.05,98.87,0,0,0,0,0,0,45.22,0,92,315,133.5,0,29.06,16.55,0,0,21.19,4.57,26.34,0,19.72,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,1.44,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,13.04,36.55,42.93,140.34,55.77,10.54,0,0

30,07:15-07:30,28.05,98.87,0,0,0,0,0,0,45.22,0,92,326.25,133.5,0,29.06,16.55,0,0,21.19,4.57,26.34,0,19.72,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,3.31,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,49.43,20.8,0,0,0,0,20.56,0,66.85,6.52,36.55,42.93,140.34,12.78,5.27,0,0

31,07:30-07:45,28.05,98.87,0,0,0,0,0,0,45.22,0,92,337.5,133.5,0,19.38,16.55,0,0,21.19,4.57,26.34,0,8.87,0,0,0,70.59,445.91,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,36.43,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,32.96,20.8,0,0,0,0,20.56,0,66.85,6.52,27.4,42.93,140.34,1.4,0,0,0

32,07:45-08:00,28.05,98.87,0,0,0,0,0,0,45.22,0,92,343.12,133.5,0,9.69,3.56,0,0,21.19,4.57,13.17,0,8.87,0,0,0,70.59,493.82,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,36.43,0,20,0,0,0,118.76,0,0,28.88,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,18.27,42.93,116.95,1.4,0,0,0

33,08:00-08:15,12.25,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,62.24,26.39,3.31,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,6.52,9.13,42.93,93.56,1.4,0,0,0

34,08:15-08:30,12.25,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,46.69,26.39,1.44,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,1.1,0,42.93,70.17,1.4,0,0,0

35,08:30-08:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,31.13,26.39,1.44,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,46.78,1.4,0,0,0

36,08:45-09:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,15.56,26.39,1.44,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,23.39,1.4,0,0,0

37,09:00-09:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,1.44,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

38,09:15-09:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,1.44,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

39,09:30-09:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,3.31,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

40,09:45-10:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,36.43,0,20,0,0,0,118.76,0,0,28.77,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

41,10:00-10:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,36.43,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

42,10:15-10:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,4.97,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

43,10:30-10:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,3.31,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

44,10:45-11:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,18.83,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

45,11:00-11:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

46,11:15-11:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.46,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

47,11:30-11:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

48,11:45-12:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.35,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

49,12:00-12:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,13.25,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

50,12:15-12:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,6.63,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

51,12:30-12:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,10.25,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

52,12:45-13:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,4.41,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

53,13:00-13:15,0,98.87,0,0,0,0,0,0,45.22,0,92,369.22,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,10.25,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

54,13:15-13:30,0,98.87,0,0,0,0,0,0,45.22,0,92,389.48,133.5,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

55,13:30-13:45,0,98.87,0,0,0,0,0,0,45.22,0,92,400.72,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

56,13:45-14:00,0,98.87,0,0,0,0,0,0,45.22,0,92,408.6,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,28.04,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

57,14:00-14:15,0,98.87,0,0,0,0,0,0,45.22,0,92,418.77,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,1.4,0,0,0

58,14:15-14:30,0,98.87,0,0,0,0,0,0,45.22,0,92,418.77,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,13.95,0,0,0

59,14:30-14:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

60,14:45-15:00,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,5.52,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

61,15:00-15:15,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,10.25,0,0,26.39,1.66,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

62,15:15-15:30,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,654.31,0,0,0,0,53.43,124.32,3.45,0,0,26.39,1.66,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,55.77,0,0,0

63,15:30-15:45,0,98.87,0,0,0,0,0,0,45.22,0,92,348.98,139.68,0,0,0,0,0,21.19,4.57,1.87,0,8.87,0,0,0,70.59,359.86,0,0,0,0,53.43,124.32,3.45,0,0,26.39,1.66,0,20,0,0,0,118.76,0,0,27.93,0,0,22.47,0,683.14,14.12,20.8,0,0,0,0,20.56,0,66.85,0,0,42.93,0,13.95,0,0,0

