Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/15022024/HP-39,NR/26072023/25122043/L_NR_2023_10,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/13082046/L_NR_2021_12,NR/01022024/15022024/HP-37,NR/01022024/29022024/79,NR/13022024/13022024/IEX_240212_06348,NR/01102023/30042040/GNA_LT_36,NR/01102023/08032047/L_NR_2021_14,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/26072023/31072042/L_NR_2023_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/31102037/L_NR_2019_11,NR/01022024/15022024/HP-44,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01022024/15022024/HP-35,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/15082037/GNA_NR_2012_01,NR/13022024/13022024/HPX-TAMCTG-120224-06162,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/01102023/14082046/L_NR_2021_16
8,01:45-02:00,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,35.100000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,44.08,8.180000,11.47,0.000000,19.6,18.17,0,18.18,1.390000,0.000000,18.950000,148.890000,0,0,44.08,0,0,11.550000,52.940000,0.000000,54.52,0,0,0,0,0

9,02:00-02:15,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,35.100000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,42.83,8.180000,11.46,0.000000,19,17.66,0,17.66,1.390000,0.000000,18.950000,148.890000,0,0,42.83,0,0,11.550000,52.940000,0.000000,52.99,0,0,0,0,0

10,02:15-02:30,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,35.100000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,40.79,8.180000,11.24,0.000000,18.4,17.3,0,17.29,1.390000,0.000000,18.950000,148.890000,0,0,40.79,0,0,11.550000,52.940000,0.000000,51.9,0,0,0,0,0

11,02:30-02:45,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,35.100000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,38.88,8.180000,10.47,0.000000,18,16.78,0,16.78,1.390000,0.000000,18.950000,148.890000,0,0,38.88,0,0,11.550000,52.940000,0.000000,50.34,0,0,0,0,0

12,02:45-03:00,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,35.100000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,37.86,8.180000,10.16,0.000000,17.6,16.24,0,16.23,1.390000,0.000000,18.950000,148.890000,0,0,37.86,0,0,11.550000,52.940000,0.000000,48.7,0,0,0,0,0

13,03:00-03:15,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,40.79,8.180000,9.34,0.000000,17.4,17.61,0,17.61,1.340000,0.000000,18.950000,148.890000,0,0,40.79,0,0,11.550000,52.940000,0.000000,52.83,0,0,0,0,0

14,03:15-03:30,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,38.88,8.180000,9.34,0.000000,17.2,16.99,0,16.97,1.340000,0.000000,18.950000,148.890000,0,0,38.88,0,0,11.550000,52.940000,0.000000,50.96,0,0,0,0,0

15,03:30-03:45,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,31.67,8.180000,9,0.000000,17.2,16.36,0,16.36,1.340000,0.000000,18.950000,148.890000,0,0,31.67,0,0,11.550000,52.940000,0.000000,49.08,0,0,0,0,0

16,03:45-04:00,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,31,8.180000,8.66,0.000000,17.4,15.74,0,15.72,1.340000,0.000000,18.950000,148.890000,0,0,31,0,0,11.550000,52.940000,0.000000,47.21,0,0,0,0,0

17,04:00-04:15,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,30.33,8.180000,8.34,0.000000,17,15.11,0,15.11,1.340000,0.000000,18.950000,148.890000,0,0,30.33,0,0,11.550000,52.940000,0.000000,45.33,0,0,0,0,0

18,04:15-04:30,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,29.33,8.180000,8,0.000000,17.2,14.48,0,14.49,1.340000,0.000000,18.950000,148.890000,0,0,29.33,0,0,11.550000,52.940000,0.000000,43.46,0,0,0,0,0

19,04:30-04:45,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,28.92,8.180000,7.66,0.000000,17.4,13.86,0,13.86,1.340000,0.000000,18.950000,148.890000,0,0,28.92,0,0,11.550000,52.940000,0.000000,41.58,0,0,0,0,0

20,04:45-05:00,43.320000,1.660000,25.780000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.780000,0.690000,0,0,28.52,8.180000,7.34,0.000000,17.4,13.24,0,13.22,1.340000,0.000000,18.950000,192.520000,0,0,28.52,0,0,11.550000,52.940000,0.000000,39.71,0,0,0,0,0

21,05:00-05:15,43.320000,1.660000,24.090000,63.560000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,27.96,8.180000,7,0.000000,14.4,12.61,0,12.61,1.340000,0.000000,18.950000,231.020000,0,0,27.96,0,0,11.550000,52.940000,0.000000,37.83,0,0,0,0,0

22,05:15-05:30,67.380000,1.660000,24.090000,73.430000,6.740000,0.000000,0,47.170000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,27.94,8.180000,6.66,0.000000,14.6,11.99,0,11.97,1.340000,0.000000,18.950000,270.730000,0,0,27.94,0,0,11.550000,52.940000,0.000000,35.96,0,0,0,0,0

23,05:30-05:45,57.390000,1.660000,24.090000,73.430000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,27.98,8.180000,6.34,0.000000,19,11.83,0,11.84,1.340000,0.000000,18.950000,270.730000,0,0,27.98,0,0,11.550000,52.940000,0.000000,35.5,0,0,0,0,0

24,05:45-06:00,57.390000,1.660000,24.090000,73.430000,6.740000,0.000000,0,47.170000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,27.17,8.180000,6.34,0.000000,19.2,11.83,0,11.84,1.340000,0.000000,18.950000,231.020000,0,0,27.17,0,0,11.550000,52.940000,0.000000,35.5,0,0,0,0,0

25,06:00-06:15,81.460000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0,0.000000,96.260000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,0.000000,0.000000,30.800000,0.690000,0,0,26.49,8.180000,6.34,0.000000,19.4,11.83,0,11.84,1.340000,0.000000,0.000000,270.730000,0,0,26.49,0,0,11.550000,81.820000,0.000000,35.5,0,0,0,0,0

26,06:15-06:30,86.830000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0.01,0.000000,96.260000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,0.000000,0.000000,30.800000,0.690000,0,0,26.35,8.180000,6.34,0.000000,19.6,11.83,0,11.84,1.340000,0.000000,0.000000,270.730000,0,0,26.35,0,0,11.550000,99.740000,0.000000,35.5,0,0,0,0,0

27,06:30-06:45,86.830000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0.02,0.000000,96.260000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,0.000000,0.000000,30.800000,0.690000,0,0,16.67,8.180000,6.34,0.000000,20,11.33,0,11.34,1.340000,0.000000,0.000000,270.730000,0,0.53,16.67,0,0,11.550000,99.740000,0.000000,34,0,0,0,0,0

28,06:45-07:00,86.830000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0.03,0.000000,96.260000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,0.000000,0.000000,30.800000,0.690000,0,0,16.67,8.180000,6.34,0.000000,21.01,10.83,0,10.84,1.340000,0.000000,0.000000,270.730000,2.42,2.1,16.67,0,0,11.550000,99.740000,0.000000,32.5,0,0,0,0,0

29,07:00-07:15,86.830000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,22.140000,5.780000,2.18,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.950000,0.000000,0.000000,30.800000,0.650000,0,0.44,16.67,8.180000,6.34,0.000000,21.81,10.33,2.04582,10.34,1.340000,0.000000,0.000000,270.730000,6.89,7.46,16.67,5.45,1,11.550000,99.740000,0.000000,31,0,0,0,0,0

30,07:15-07:30,86.830000,1.660000,30.800000,219.470000,6.740000,51.590000,0,57.740000,6.740000,96.260000,22.140000,5.780000,4.4,0.000000,96.260000,192.520000,0.080000,0,4.810000,0,18.290000,0.950000,0.000000,0.080000,30.800000,0.650000,0,0.88,16.67,8.180000,6.34,0.000000,22.41,9.71,6.96553,9.72,1.340000,0.080000,0.000000,270.730000,15.48,13.97,16.67,12.48,3,11.550000,99.740000,0.000000,29.14,0,1,0,0,0

31,07:30-07:45,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,1,57.740000,6.740000,96.260000,22.140000,5.780000,8.56,0.000000,96.260000,192.520000,0.420000,0.88,4.810000,2,18.290000,0.950000,0.000000,0.410000,30.800000,0.650000,0,1.71,16.67,8.180000,6.34,0.000000,23.01,9.51,12.635374,9.5,1.340000,0.410000,0.000000,270.730000,31.72,21.42,16.67,21.48,5,11.550000,99.740000,0.000000,28.51,1,3,0,0,0

32,07:45:08:00,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,3,57.740000,6.740000,96.260000,22.140000,5.780000,27.71,0.000000,96.260000,192.520000,1.290000,3.06,4.810000,7,18.290000,0.950000,0.000000,1.250000,30.800000,0.650000,0,5.54,16.67,8.180000,6.34,0.000000,22.61,9.36,18.616962,9.37,1.340000,1.250000,0.000000,270.730000,30.34,29.82,16.67,30.34,10,11.550000,99.740000,0.000000,28.08,2,5,0,0,0

33,08:00-08:15,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,10,57.740000,6.740000,96.260000,22.140000,5.780000,37.57,0.000000,48.130000,192.520000,2.940000,6.94,4.810000,25,18.290000,0.950000,0.000000,2.870000,30.800000,0.650000,0,7.51,16.67,8.180000,6.34,0.000000,22.41,7.17,25.86501,7.16,1.340000,2.870000,0.000000,270.730000,30.33,30.33,16.67,30.34,13,11.550000,99.740000,136.690000,21.5,7.1,7,0,0,0

34,08:15-08:30,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,18,57.740000,6.740000,96.260000,21.180000,5.780000,54.48,0.000000,48.130000,192.520000,2.940000,12.76,4.810000,42,18.290000,0.950000,0.000000,2.870000,30.800000,0.650000,0,10.89,17.19,8.180000,6.34,0.000000,22.01,7.17,34.301582,7.16,1.340000,2.870000,0.000000,270.730000,30.33,30.33,17.19,30.34,22,11.550000,99.740000,136.690000,21.5,12.44,11,0,0,0

35,08:30-08:45,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,24,57.740000,6.740000,96.260000,20.210000,5.780000,70.32,0.000000,48.130000,192.520000,3.900000,21.44,4.810000,56,18.290000,0.950000,0.000000,3.800000,30.800000,0.650000,0,14.06,16.34,8.180000,6.34,0.000000,21.61,5.83,43.605192,5.84,1.340000,3.800000,0.000000,270.730000,32,32,16.34,32,31,11.550000,99.740000,136.690000,17.5,16.81,15,0,0,0

36,08:45:09:00,86.830000,1.660000,30.800000,231.020000,6.740000,51.590000,31,57.740000,6.740000,96.260000,20.210000,5.780000,85.2,0.000000,48.130000,192.520000,4.810000,29.01,4.810000,72,18.290000,0.950000,0.000000,4.700000,30.800000,0.650000,0,17.04,15.66,8.180000,6.34,0.000000,21.21,5.83,53.230288,5.84,1.340000,4.700000,0.000000,270.730000,32,32,15.66,32,40,11.550000,99.740000,136.690000,17.5,22.61,20,0,0,0

37,09:00:09:15,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,36,57.740000,6.740000,96.260000,0.000000,5.780000,116.76,0.000000,48.130000,192.520000,6.340000,34.85,4.810000,84,18.290000,0.950000,0.000000,6.180000,30.800000,0.650000,0,23.35,14.67,8.180000,6.34,0.000000,20.47,5.83,62.660544,5.84,1.340000,6.180000,0.000000,270.730000,32,32,14.67,32,43,11.550000,99.740000,136.690000,17.5,25.31,22,0,0,0

38,09:15-09:30,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,42,57.740000,6.740000,96.260000,0.000000,5.780000,136.34,0.000000,48.130000,192.520000,7.770000,40.26,4.810000,98,18.290000,0.950000,0.000000,7.590000,30.800000,0.650000,0,27.27,11.04,8.180000,6.34,0.000000,20,5.83,72.217446,5.84,1.340000,7.590000,0.000000,270.730000,32,32,11.04,32,50,11.550000,99.740000,136.690000,17.5,28.64,25,0,0,0

39,09:30-09:45,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,48,57.740000,6.740000,96.260000,0.000000,5.780000,155.47,0.000000,48.130000,192.520000,9.410000,58.87,4.810000,112,18.290000,0.950000,0.000000,9.180000,30.800000,0.650000,0,31.09,13.33,8.180000,6.34,0.000000,19,9.17,80.965762,9.16,1.340000,9.180000,0.000000,270.730000,32,32,13.33,32,55,11.550000,99.740000,136.690000,27.5,30.78,28,0,0,0

40,09:45-10:00,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,54,57.740000,6.740000,96.260000,0.000000,5.780000,175.29,0.000000,48.130000,192.520000,10.970000,65.21,4.810000,126,18.290000,0.950000,0.000000,10.710000,30.800000,0.650000,0,35.06,13.33,8.180000,6.34,0.000000,19,9.17,87.999486,9.16,1.340000,10.710000,0.000000,270.730000,32.5,32.5,13.33,32.5,61,11.550000,99.740000,136.690000,27.5,33.44,31,0,0,0

41,10:00-10:15,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,58,57.740000,6.740000,96.260000,0.000000,5.780000,188.59,0.000000,48.130000,0.000000,12.160000,70.99,4.810000,137,18.290000,0.950000,0.000000,11.860000,30.800000,0.650000,0,37.72,13.33,8.180000,6.34,0.000000,18.8,8.83,94.848112,8.84,1.390000,11.860000,0.000000,270.730000,32.5,32.5,13.33,32.5,65,11.550000,99.740000,136.690000,26.5,34.94,33,0,0,0

42,10:15-10:30,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,63,57.740000,6.740000,96.260000,0.000000,5.780000,203.46,0.000000,48.130000,0.000000,13.410000,76.22,4.810000,147,18.290000,0.950000,0.000000,13.080000,30.800000,0.650000,0,40.69,13.33,8.180000,6.34,0.000000,18.47,8.5,101.75519,8.5,1.390000,13.080000,0.000000,270.730000,32.5,32.5,13.33,32.5,71,11.550000,99.740000,136.690000,25.5,37.11,35,0,0,0

43,10:30-10:45,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,69,57.740000,6.740000,96.260000,0.000000,5.780000,200.3,0.000000,48.130000,0.000000,14.560000,80.68,4.810000,161,18.290000,0.950000,0.000000,14.210000,30.800000,0.650000,0,40.06,13.33,8.180000,6.34,0.000000,20.88,8.17,112.95849,8.16,1.390000,14.210000,0.000000,270.730000,32.5,32.5,13.33,32.5,78,11.550000,99.740000,0.000000,24.5,37.58,39,24.07,13.48,0

44,10:45-11:00,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,72,57.740000,6.740000,96.260000,0.000000,5.780000,212.8,0.000000,48.130000,0.000000,15.500000,84.25,4.810000,168,18.290000,0.950000,0.000000,15.130000,30.800000,0.650000,0,42.56,13.67,8.180000,6.34,0.000000,20.27,7.83,117.020904,7.84,1.390000,15.130000,0.000000,270.730000,32.5,32.5,13.67,32.5,83,11.550000,99.740000,0.000000,23.5,39.36,42,24.07,13.48,0

45,11:00-11:15,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,76,57.740000,6.740000,96.260000,0.000000,5.780000,221.13,0.000000,96.260000,0.000000,16.030000,86.81,4.810000,179,18.290000,0.950000,0.000000,15.640000,30.800000,0.650000,0,44.23,13.33,8.180000,6.34,0.000000,19.87,7.5,120.693638,7.5,1.390000,15.640000,0.000000,270.730000,32.5,32.5,13.33,32.5,87,11.550000,99.740000,0.000000,22.5,40.77,43,24.07,13.48,0

46,11:15-11:30,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,79,57.740000,6.740000,96.260000,0.000000,5.780000,225,0.000000,96.260000,0.000000,16.450000,87.68,4.810000,186,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,45,13.67,8.180000,6.34,0.000000,19.27,7.17,123.752626,7.16,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.67,32.5,87,11.550000,99.740000,0.000000,21.5,41.5,44,24.07,13.48,0

47,11:30-11:45,86.830000,1.560000,30.800000,242.580000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.71,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,17.95,6.83,127.542264,6.84,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,88,11.550000,99.740000,0.000000,20.5,42,44,24.07,13.48,0

48,11:45-12:00,76.320000,1.560000,30.800000,242.580000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.7,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,17.73,6.67,131.331902,6.66,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,88,11.550000,77.010000,0.000000,20,42,44,24.07,13.48,0

49,12:00-12:15,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.69,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,17.27,6.67,141.804552,6.66,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,89,11.550000,52.940000,0.000000,20,42,44,24.07,13.48,0

50,12:15-12:30,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.69,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,17.16,6.67,142.62288,6.66,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,89,11.550000,52.940000,0.000000,20,43.5,44,24.07,13.48,0

