Column1,Time,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8139,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1044,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/16/7255,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2786,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09
7,01:30-01:45,81.69,49.02,134.79,17.93,0,0,0,0,0,0,0,0,12.64,6.43,115.29,16.27,6.05,30,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,34.01,0,0,11.33,0,11.33,9.67,43.02,0

8,01:45-02:00,81.69,49.02,134.79,17.93,0,0,0,0,0,0,0,0,12.64,6.43,115.29,17.64,6.05,30,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,33,0,0,11,0,11,9.67,43.02,0

9,02:00-02:15,81.69,49.02,134.79,17.75,0,0,0,0,0,0,0,0,12.64,6.43,115.29,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,30.49,0,0,10.17,0,10.17,11.26,44.02,0

10,02:15-02:30,81.69,49.02,134.79,17.75,0,0,0,0,0,0,0,0,12.64,6.43,115.29,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,11.03,44.02,0

11,02:30-02:45,81.69,49.02,134.79,17.75,0,0,0,0,0,0,0,0,12.64,6.43,115.29,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,27.26,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,10.81,44.02,0

12,02:45-03:00,81.69,49.02,134.79,17.75,0,0,0,0,0,0,0,0,12.64,6.43,115.29,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,27.26,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,10.57,44.02,0

13,03:00-03:15,81.69,0,134.79,17.57,0,0,0,0,0,0,0,0,12.64,8.51,115.29,26.5,5.5,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,28.27,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,12.67,44.02,0

14,03:15-03:30,81.69,0,134.79,17.57,0,0,0,0,0,0,0,0,12.64,8.51,115.29,26.5,5.5,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,28.27,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,11.67,44.02,0

15,03:30-03:45,81.69,0,134.79,17.57,0,0,0,0,0,0,0,0,12.64,8.51,115.29,26.5,5.5,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,28.27,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,11.67,44.02,0

16,03:45-04:00,81.69,0,134.79,17.57,0,0,0,0,0,0,0,0,12.64,8.51,115.29,26.5,5.5,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,28.27,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,29.51,0,0,9.83,0,9.83,11,44.02,0

17,04:00-04:15,81.69,0,134.79,17.47,0,0,0,0,0,0,0,0,12.64,8.51,70.08,26.5,5.31,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,28.27,10.47,0,0,10.73,163.39,72.51,270.31,43.68,0,0,0,0,27,0,0,9,0,9,10,44.02,0

18,04:15-04:30,81.69,0,134.79,17.47,0,0,0,0,0,0,0,0,12.64,8.51,70.08,26.5,5.31,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,27.26,10.47,0,0,10.73,163.39,72.35,270.31,43.68,0,0,0,0,26.51,0,0,8.83,0,8.83,9.33,44.02,0

19,04:30-04:45,81.69,0,134.79,17.47,0,0,0,0,0,0,0,0,12.64,8.51,70.08,26.5,5.31,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,27.26,10.47,0,0,10.73,163.39,71.8,270.31,43.68,0,0,0,0,25.99,0,0,8.67,0,8.67,8.67,44.02,0

20,04:45-05:00,81.69,0,134.79,17.47,0,0,0,0,0,0,0,0,12.64,8.51,70.08,26.5,5.31,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.75,10.47,0,0,10.73,163.39,71.41,270.31,43.68,0,0,0,0,25.01,0,0,8.33,0,8.33,8.33,44.02,0

21,05:00-05:15,81.69,0,134.79,17.39,0,0,0,0,0,0,0,0,12.64,8.51,64.06,26.5,5.04,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,25.01,0,0,8.33,0,8.33,8,43.82,0

22,05:15-05:30,81.69,0,134.79,17.39,0,0,0,0,0,0,0,0,12.64,8.51,64.06,26.5,5.04,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,24,0,0,8,0,8,7.67,43.62,0

23,05:30-05:45,81.69,0,134.79,17.39,0,0,0,0,0,0,0,0,12.64,8.51,72.53,26.5,5.04,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,27.26,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0,0,0,22.99,0,0,7.67,0,7.67,7.33,43.42,0

24,05:45-06:00,81.69,0,134.79,17.39,0,0,0,0,0,0,1,0,12.64,8.51,81.01,25.47,5.04,25.47,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,0.37,0.42,0,22.01,0,0,7.33,0,7.33,7,43.22,0

25,06:00-06:15,81.69,0,134.79,17.39,1,1,0,0.18,0,0.88,1,1,12.64,8.51,89.49,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,2.07,1.18,2.8,22.5,0,3.7,7.5,0,7.5,7,43.02,0

26,06:15-06:30,81.69,0,134.79,17.39,2,2,1,0.51,0,2.52,3,2,12.64,8.51,115.29,26.5,5.78,26.5,-0,3.24,100.13,0,19.22,15.23,20.73,26.25,10.47,0,0,10.73,163.39,86.69,270.31,43.68,0,4.78,2.29,15.6,22.99,0,13.5,7.67,0,7.67,7,42.82,0

27,06:30-06:45,81.69,0,134.79,17.39,3,3,2,0.91,0,4.52,4,3,12.64,8.51,64.06,26.5,5.78,26.5,-0,3.24,100.13,0.91,19.22,15.23,20.73,26.25,10.47,1.18,1.18,10.73,163.39,86.69,270.31,43.68,0,8.37,5.63,25.7,22.99,0,21.8,7.67,3,7.67,6.67,42.42,0

28,06:45-07:00,81.69,0,134.79,17.39,4,7,3,2.45,0,12.23,6,6,12.64,8.51,64.06,26.5,5.78,26.5,-0,3.24,100.13,1.33,19.22,15.23,20.73,26.25,10.47,1.73,1.73,10.73,163.39,86.69,270.31,43.68,0,13.11,9.13,33,23.51,0,33,7.83,5,7.83,6.67,42.22,0

29,07:00-07:15,81.69,0,134.79,17.39,5,10,5,4.27,0,21.36,9,11,12.64,8.51,64.06,26.5,5.59,26.5,-0,3.24,100.13,1.92,19.22,15.23,20.73,26.25,10.47,2.47,2.47,10.73,163.39,86.69,270.31,43.68,0,18.94,12.28,33,24.49,0,33,8.17,8,8.17,7,39.92,0

30,07:15-07:30,81.69,0,134.79,17.39,6,12,6,6.1,0,30.48,12,13,12.64,8.51,64.06,26.5,5.59,26.5,-0,3.24,100.13,2.53,19.22,15.23,20.73,26.25,10.47,3.27,3.27,10.73,163.39,86.69,270.31,43.68,0,25.43,15.44,33,25.01,0,33,8.33,11,8.33,7.33,39.92,0

31,07:30-07:45,81.69,0,134.79,17.39,7,20,10,7.92,0,39.61,16,18,9.76,6.43,64.06,26.5,5.59,26.5,-0,3.21,100.13,3.13,19.22,15.23,20.73,26.25,10.47,4.05,4.05,10.73,163.39,66.83,231.87,43.68,0,29.38,18.59,33,26.51,0,33,8.83,16,8.83,7.67,39.92,0

32,07:45-08:00,81.69,0,134.79,17.39,8,27,13,9.75,0,48.74,21,23,9.76,6.43,70.08,26.5,5.59,26.5,-0,3.21,100.13,3.76,19.22,15.23,20.73,25.24,10.47,4.87,4.87,10.73,163.39,66.83,193.42,43.68,0,35.1,21.74,33,28.5,0,33,9.5,25,9.5,8,39.92,0

33,08:00-08:15,81.69,0,134.79,17.29,12,32,16,12.75,0,63.72,25,24,9.76,6.43,70.08,26.5,5.59,26.5,-0,3.22,100.13,4.47,19.22,15.23,20.73,25.24,10.47,5.79,5.79,10.73,163.39,48.93,154.98,43.68,0,40.82,27.97,33,29.51,0,33,9.83,33,9.83,8,39.92,0

34,08:15-08:30,81.69,0,134.79,17.29,13,38,19,15.74,0,78.71,31,29,9.76,6.43,70.08,26.5,5.59,26.5,-0,3.22,100.13,5.18,19.22,15.23,20.73,25.24,10.47,6.72,6.72,10.73,163.39,48.93,149.46,43.68,0,46.49,34.2,33,30,0,33,10,33,10,8,39.92,0

35,08:30-08:45,81.69,0,134.79,17.29,15,43,22,18.74,0,93.7,36,29,9.76,6.43,70.08,26.5,5.59,26.5,-0,3.22,100.13,5.89,19.22,15.23,20.73,23.22,10.47,7.63,7.63,10.73,163.39,48.93,149.46,43.68,0,53.98,40.43,33,30.49,0,33,10.17,33,10.17,8,39.92,0

36,08:45-09:00,81.69,0,134.79,17.29,16,50,25,21.74,0,108.68,40,30,9.76,6.43,70.08,26.5,5.59,26.5,-0,3.22,100.13,6.6,19.22,15.23,20.73,23.22,10.47,8.55,8.55,10.73,163.39,48.93,149.46,43.68,0,61.7,46.66,33,31.01,0,33,10.33,33,10.33,8,39.92,0

37,09:00-09:15,81.69,0,134.79,17.29,15,60,30,24.72,0,123.61,49,32,9.76,6.43,70.08,26.61,5.4,26.61,-90.88,3.24,100.13,7.24,19.22,15.23,20.73,22.71,10.47,9.37,9.37,10.73,163.39,66.83,149.46,43.68,0,82.12,51.35,32.5,31.5,0,32.5,10.5,32.5,10.5,8.33,39.92,0

38,09:15-09:30,81.69,0,134.79,17.29,16,65,33,27.69,0,138.42,55,37,9.76,6.43,70.08,26.61,5.4,26.61,-90.88,3.24,100.13,7.82,19.22,15.23,20.73,22.71,10.47,10.13,10.13,10.73,163.39,66.83,149.46,43.68,0,89.53,56.04,32.5,31.99,0,32.5,10.67,32.5,10.67,8.33,39.92,0

39,09:30-09:45,81.69,0,134.79,17.29,18,66,33,23.26,0,116.27,60,47,9.76,6.43,70.08,26.61,5.4,26.61,-90.88,3.24,100.13,8.4,19.22,15.23,20.73,24.73,10.47,10.87,10.87,10.73,163.39,66.83,161.56,43.68,0,96.94,44.36,32.5,32.51,0,32.5,10.83,32.5,10.83,8.67,42.02,0

40,09:45-10:00,81.69,0,134.79,17.29,19,71,36,25.12,0,125.6,64,51,9.76,6.43,70.08,26.61,5.4,26.61,-90.88,3.24,100.13,8.91,19.22,15.23,20.73,24.73,10.47,11.52,11.52,10.73,163.39,66.83,200,43.68,0,104.16,47.33,32.5,32.51,0,32.5,10.83,32.5,10.83,8.67,42.02,0

41,10:00-10:15,81.69,0,134.79,11.77,23,70,35,26.48,0,132.4,61,52,9.76,6.43,70.08,26.61,5.31,26.61,-90.88,3.24,100.13,9.31,19.22,15.23,20.73,24.73,10.47,12.04,12.04,10.73,163.39,56.34,238.3,43.68,86.5,107.28,46.67,32.5,33,0,32.5,11,32.5,11,9,42.02,0

42,10:15-10:30,81.69,0,134.79,11.77,24,73,37,27.79,0,138.93,64,55,9.76,6.43,70.08,26.61,5.31,26.61,-90.88,3.24,100.13,9.69,19.22,15.23,20.73,24.73,10.47,12.55,12.55,10.73,163.39,56.34,267.52,43.68,92.27,111.2,50,32.5,32.51,0,32.5,10.83,32.5,10.83,9,42.02,0

43,10:30-10:45,81.69,0,134.79,11.77,22,58,29,29.1,0,145.47,52,42,12.64,6.43,70.08,26.61,5.31,26.61,-90.88,3.24,100.13,10.07,19.22,15.23,20.73,24.73,0,13.03,13.03,10.73,163.39,56.34,269.76,43.68,75.39,114.85,51.67,32.5,37.5,0,32.5,12.5,32.5,12.5,10.33,42.02,0

44,10:45-11:00,81.69,0,134.79,11.77,23,61,31,30.24,0,151.21,55,45,12.64,6.43,70.08,26.61,5.31,26.61,-90.88,3.24,100.13,10.41,19.22,15.23,20.73,24.73,0,13.48,13.48,10.73,163.39,56.34,269.76,43.68,83.61,122.74,53.33,32.5,37.01,0,32.5,12.33,32.5,12.33,10.33,42.02,0

45,11:00-11:15,81.69,0,134.79,11.77,20,73,37,29.09,0,145.43,58,45,12.64,8.51,70.08,26.61,0,26.61,-90.88,4.49,100.13,10.67,19.22,15.23,20.73,25.74,0,13.8,13.8,0,163.39,66.83,268.78,43.68,83.61,125.49,55,32.5,36.49,0,32.5,12.17,32.5,12.17,10.67,42.02,0

46,11:15-11:30,81.69,0,134.79,11.77,21,73,37,29.38,0,146.89,61,45,12.64,8.51,70.08,26.61,0,26.61,-90.88,4.49,100.13,10.85,19.22,15.23,20.73,25.74,0,14.04,14.04,0,163.39,66.83,268.78,43.68,83.61,126.47,58.33,32.5,36,0,32.5,12,32.5,12,10.67,42.02,0

47,11:30-11:45,81.69,0,134.79,11.77,20,67,33,29.87,0,149.33,60,48,12.64,8.51,70.08,26.61,0,26.61,-90.88,4.49,100.13,9.86,19.22,15.23,20.73,25.74,0,12.75,12.75,0,163.39,86.69,270.31,43.68,103.8,128.61,50.07,32.5,43.01,0,32.5,14.33,32.5,14.33,13.33,42.02,0

48,11:45-12:00,81.69,0,134.79,11.77,21,67,33,30.18,0,150.89,60,48,12.64,8.51,70.08,26.61,0,26.61,-90.88,4.49,100.13,9.96,19.22,15.23,20.73,25.74,0,12.89,12.89,0,163.39,86.69,270.31,43.68,103.8,127.69,54.02,32.5,43.99,0,32.5,14.67,32.5,14.67,13.33,42.02,0

49,12:00-12:15,81.69,0,134.79,11.77,26,67,33,23.33,0,116.67,60,53,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,9.96,19.22,15.23,20.73,26.25,0,12.89,12.89,0,163.39,86.69,270.31,43.68,115.33,121.91,57.97,32.5,45,0,32.5,15,32.5,15,13.33,42.02,0

50,12:15-12:30,81.69,0,134.79,11.77,27,67,33,24.17,0,120.83,60,53,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,10.02,19.22,15.23,20.73,26.25,0,12.96,12.96,0,163.39,86.69,270.31,43.68,115.33,121.91,61.24,32.5,46.01,0,32.5,15.33,32.5,15.33,13.33,42.02,0

51,12:30-12:45,81.69,0,134.79,0,34,70,35,40,0,200,64,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,10.03,19.22,15.23,20.73,28.77,0,12.97,12.97,0,163.39,86.69,270.31,43.68,115.33,121.91,85.91,32.5,46.99,0,32.5,15.67,32.5,15.67,13.67,42.02,0

52,12:45-13:00,81.69,0,134.79,0,34,70,35,40,0,200,64,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,10,19.22,15.23,20.73,28.77,0,12.95,12.95,0,163.39,86.69,270.31,43.68,121.1,121.91,85.36,32.5,48.49,0,32.5,16.17,32.5,16.17,13.67,42.02,0

53,13:00-13:15,81.69,0,134.79,0,32,70,35,44.17,0,220.83,60,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,9.83,19.22,15.23,20.73,28.77,0,12.72,12.72,0,163.39,86.69,270.31,43.68,121.1,121.91,83.09,32.5,49.01,0,32.5,16.33,32.5,16.33,13.67,42.02,0

54,13:15-13:30,81.69,0,134.79,0,32,70,35,44.17,0,220.83,60,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,9.54,19.22,15.23,20.73,28.77,0,12.35,12.35,0,163.39,86.69,270.31,43.68,126.87,121.91,81.29,32.5,49.99,0,32.5,16.67,32.5,16.67,13.67,42.02,0

55,13:30-13:45,81.69,0,134.79,0,32,60,30,41.96,0,209.79,57,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.17,19.22,15.23,20.73,28.77,0,9.27,9.27,0,163.39,75.24,270.31,43.68,130.04,121.91,79.53,32.5,38.65,0,32.5,12.88,32.5,12.88,13.67,42.02,0

56,13:45-14:00,81.69,0,134.79,0,32,60,30,41.96,0,209.79,57,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.33,19.22,15.23,20.73,28.77,0,9.48,9.48,0,163.39,75.24,270.31,43.68,130.04,120.6,77.41,32.5,39.4,0,32.5,13.13,32.5,13.13,13.67,42.02,0

57,14:00-14:15,81.69,0,134.79,0,30,57,28,41.17,0,205.83,51,67,10.34,6.62,64.06,26.7,0,26.7,-90.88,3.22,100.13,7.49,19.22,15.23,20.73,28.77,0,9.69,9.69,0,163.39,55.38,270.31,43.68,101.24,112.67,66.07,32.5,43.14,0,32.5,14.39,32.5,14.39,13.67,42.02,0

58,14:15-14:30,81.69,0,134.79,0,30,55,27,40.34,0,201.7,49,66,9.76,6.62,64.06,26.7,0,26.7,-90.88,3.22,100.13,7.49,19.22,15.23,20.73,28.77,0,9.69,9.69,0,163.39,55.38,270.31,43.68,101.24,108.92,64.75,32.5,44.47,0,32.5,14.82,32.5,14.82,13.33,42.02,0

59,14:30-14:45,81.69,0,134.79,0,29,53,27,34.45,0,172.24,48,68,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.49,19.22,15.23,20.73,28.77,0,9.69,9.69,0,163.39,75.24,270.31,43.68,128.97,105.06,70,32.5,34.99,0,32.5,11.67,32.5,11.67,15.67,42.02,0

60,14:45-15:00,81.69,0,134.79,0,28,52,26,32.59,0,162.97,46,66,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.49,19.22,15.23,20.73,28.77,0,9.69,9.69,0,163.39,75.24,270.31,43.68,128.97,77.35,68.33,32.5,35.51,0,32.5,11.83,32.5,11.83,15.67,42.02,0

61,15:00-15:15,81.69,0,134.79,0,25,60,30,31.6,0,158.01,58,72,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.49,19.22,15.23,20.73,28.77,0,9.69,9.69,10.73,163.39,86.69,270.31,43.68,128.97,77.89,66.67,32.5,36.49,0,32.5,12.17,32.5,12.17,16,44.02,0

62,15:15-15:30,81.69,0,134.79,0,25,57,28,30.61,0,153.05,55,70,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.45,19.22,15.23,20.73,28.77,0,9.65,9.65,10.73,163.39,86.69,270.31,43.68,128.97,73.64,64.67,32.5,37.5,0,32.5,12.5,32.5,12.5,16,44.02,0

63,15:30-15:45,81.69,0,134.79,0,25,63,31,33.77,0,168.87,57,60,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,8.47,19.22,15.23,20.73,28.77,0,10.96,10.96,10.73,163.39,86.69,270.31,43.68,128.97,67.16,67.1,32.5,39,0,32.5,13,32.5,13,16,44.02,0

64,15:45-16:00,81.69,0,134.79,0,25,59,30,32.8,0,164.01,52,57,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,8.15,19.22,15.23,20.73,28.77,0,10.55,10.55,10.73,163.39,86.69,270.31,43.68,128.97,60.53,63.8,32.5,40.5,0,32.5,13.5,32.5,13.5,16,44.02,0

65,16:00-16:15,81.69,0,134.79,0,23,55,27,31.91,0,159.53,48,49,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.63,19.22,15.23,20.73,28.77,0,9.86,9.86,10.73,163.39,86.69,270.31,43.68,128.97,53.54,38.57,33,45,0,33,15,24,15,16,44.02,0

66,16:15-16:30,81.69,0,134.79,0,21,52,26,29.04,0,145.18,43,46,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,7.03,19.22,15.23,20.73,28.77,0,9.09,9.09,10.73,163.39,86.69,270.31,43.68,128.97,58.97,34.47,33,47.51,0,33,15.83,16,15.83,15.67,44.02,0

67,16:30-16:45,81.69,0,134.79,0,18,43,22,18.13,0,90.67,34,43,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,6.32,19.22,15.23,20.73,29.28,0,8.19,8.19,0,163.39,86.69,270.31,43.68,130.04,43.56,30.37,33,49.99,0,33,16.67,8,16.67,15.67,44.02,0

68,16:45-17:00,81.69,0,134.79,0,17,30,15,16.02,0,80.07,30,37,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,5.64,19.22,15.23,20.73,29.28,0,7.3,7.3,0,163.39,86.69,270.31,43.68,130.04,38.72,26.27,33,52.01,0,33,17.33,5,17.33,15.67,44.02,0

69,17:00-17:15,81.69,0,134.79,0,15,33,17,11.67,0,58.33,24,33,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,4.92,19.22,15.23,20.73,29.28,0,6.37,6.37,0,163.39,86.69,270.31,43.68,130.04,33.79,22.97,33,52.01,0,33,17.33,2,17.33,15.67,44.02,0

70,17:15-17:30,81.69,0,134.79,0,13,29,15,10.83,0,54.17,19,28,12.64,8.51,115.29,26.7,0,26.7,-90.88,4.49,100.13,4.21,19.22,15.23,20.73,29.28,0,5.44,5.44,0,163.39,86.69,270.31,43.68,130.04,28.8,19.67,28.6,52.01,0,33,17.33,0,17.33,15.67,44.02,0

71,17:30-17:45,81.69,0,134.79,0,11,25,12,12.06,0,60.32,16,20,12.64,8.51,115.29,26.7,0,26.7,-0,4.49,100.13,3.52,19.22,15.23,20.73,29.28,0,4.54,4.54,0,163.39,86.69,270.31,43.68,130.04,23.91,18.83,21.1,52.01,0,27,17.33,0,17.33,15.67,44.02,0

72,17:45-18:00,81.69,0,134.79,0,8,20,10,10.57,0,52.84,13,14,12.64,8.51,115.29,26.7,0,26.7,-0,4.49,100.13,2.85,19.22,15.23,20.73,28.77,0,3.7,3.7,0,163.39,86.69,270.31,43.68,130.04,18.03,15.03,13.4,52.5,0,17.5,17.5,0,17.5,16,44.02,0

