Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/16/1380,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/11/01/4200,GNA/SR/2025/02/01/7432,GNA/WR/2025/01/01/9606,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/9969,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2594,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13
23,05:30-05:45,21.49,6.67,7.17,14,0,14,0,7.17,0.92,0,26.99,0,26.99,100.14,0,0.62,0,69.51,198.05,65.98,47.56,15.85,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,21.49,6.67,7.17,14,0,14,0,7.17,0.92,0,26.99,0,26.99,100.14,0,0.62,0,86.7,225.77,65.98,47.56,15.85,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,21.49,6.67,7.17,14,0.8,14,0,7.17,0.92,0,26.99,0,26.99,100.14,0,0.62,0,86.7,260.1,65.98,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,0,0,0,0.05,0,0,0,0

26,06:15-06:30,21.49,6.67,7.17,14,1.3,14,0,7.17,0.92,0,25.16,0,25.16,100.14,0,0.62,0,86.7,260.1,74.45,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,0,0,0,0.84,0,0,0,0

27,06:30-06:45,21.49,6.67,7.17,14,3.08,14,1,7.17,0.92,0,32,0,32,100.14,0,0.62,0,86.7,260.1,82.93,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,0,0,0,3.2,0,0,0,0

28,06:45-07:00,21.49,6.67,7.17,14,6.95,14,4,7.17,0.92,0,32,0,32,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,0,0,0,1.24,0,0,7.93,0.04,0,0,0

29,07:00-07:15,21.49,6.67,7.17,14,13.58,14,10,7.17,0,0,32,0,32,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,1,2,5,6.3,0,0,15.74,0.33,0,10,0

30,07:15-07:30,21.49,6.67,7.17,14,22.97,14,15,7.17,0,0,32,0,32,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,4,3,5,13.23,1,1,23.01,0.17,2.22,10,0.45

31,07:30-07:45,21.49,6.67,7.17,14,20.9,14,20.9,7.17,0.92,0.16,32,0,32,100.14,0.12,0.62,0.16,86.7,260.1,113.09,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,7,5,5,20.75,3,3,20.9,1.28,7.4,10,1.48

32,07:45-08:00,21.49,6.67,7.17,14,21.9,14,21.9,7.17,0.92,0.65,32,0,32,100.14,0.5,0.62,0.65,86.7,260.1,113.09,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,18,8,7,30.07,7,5,21.9,3.56,15.54,13,3.11

33,08:00-08:15,21.49,6.67,7.17,14,22.9,14,22.9,7.17,0.92,1.44,25.84,0,32,100.14,1.12,0.62,1.44,86.7,260.1,113.09,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,32,15,8,41.3,13,8,22.9,8.02,26.39,17,5.28

34,08:15-08:30,21.49,6.67,7.17,14,22.9,14,22.9,7.17,0.92,2.57,25.84,0,32,100.14,1.99,0.62,2.57,86.7,260.1,113.09,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,49,23,12,53.76,21,12,22.9,14.35,48.31,23,9.66

35,08:30-08:45,21.49,6.67,7.17,14,23.33,14,23.34,7.17,0.92,4.01,25.84,0,32,100.14,3.1,0.62,4.01,86.7,260.1,104.62,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,67,32,18,66.34,28,16,23.33,22.85,71.87,37,14.37

36,08:45-09:00,21.49,6.67,7.17,14,23.67,14,23.66,7.17,0.92,6.24,25.84,0,32,100.14,4.82,0.62,6.24,86.7,260.1,96.13,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,84,40,23,77.93,36,21,23.67,31.19,94.87,47,18.98

37,09:00-09:15,21.49,6.67,7.17,14,23.67,14,23.66,7.17,0.92,7.89,25.84,0,32,100.14,6.1,0.62,7.89,86.7,260.1,87.65,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,102,50,27,88.71,43,26,23.67,40.36,117.37,53,23.47

38,09:15-09:30,21.49,6.67,7.17,14,23.67,14,23.66,7.17,0.92,9.42,25.84,0,32,100.14,7.28,0.62,9.42,86.7,260.1,79.16,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,119,57,32,99.05,51,29,23.67,50.04,138.59,63,27.72

39,09:30-09:45,21.49,6.67,7.17,14,24,14,24,7.17,0.92,10.72,25.84,0,32,100.14,8.29,0.62,10.72,86.7,260.1,70.69,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,137,66,35,108.77,58,32,24,62.11,165.88,70,33.18

40,09:45-10:00,21.49,6.67,7.17,14,24,14,24,7.17,0.92,11.99,25.84,0,32,100.14,9.27,0.62,11.99,86.7,260.1,65.98,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.6,151,73,38,117.49,64,35,24,69.77,184.78,77,36.96

41,10:00-10:15,21.49,6.67,7.17,14,24,14,24,7.17,0.92,13.49,26.99,0,26.99,100.14,10.43,0.62,13.49,74.52,229.64,65.98,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.61,165,77,40,125.08,70,37,24,76.72,202.21,80,40.44

42,10:15-10:30,21.49,6.67,7.17,14,24,14,24,7.17,0.92,14.51,26.99,0,26.99,100.14,11.21,0.62,14.51,74.52,229.64,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.61,172,83,42,131.86,73,39,24,83.09,217.53,85,43.51

43,10:30-10:45,21.49,6.67,7.17,14,24,14,24,7.17,0.92,15.63,26.99,0,26.99,100.14,12.07,0.62,15.63,64.04,195.34,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.61,186,90,45,137.95,79,42,24,88.23,231.28,91,46.26

44,10:45-11:00,21.49,6.67,7.17,14,24,14,24,7.17,0.92,16.44,26.99,0,26.99,100.14,12.7,0.62,16.44,64.04,195.34,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.61,200,92,47,143.56,85,44,24,93.29,233.33,93,46.67

45,11:00-11:15,21.49,6.67,7.17,14,24,14,24,7.17,0.92,17.3,26.99,0,26.99,78.82,13.37,0,17.3,64.04,195.34,70.12,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,6.61,210,93,49,148.81,90,46,24,97.72,235,98,47

46,11:15-11:30,21.49,6.67,7.17,14,25,14,25,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,64.04,195.34,70.12,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,271.78,75,23.07,0,23.07,7.01,210,95,50,153.41,90,47,25,99.64,235,100,47

47,11:30-11:45,21.49,6.67,7.17,14,25,14,25,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,230.69,75,23.07,0,23.07,7.41,210,95,50,157.16,90,47,25,100,235,100,47

48,11:45-12:00,21.49,6.67,7.17,14,25.17,14,25.16,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.47,8.65,23.07,8.65,192.24,75,23.07,0,23.07,7.41,210,95,50,160.26,90,48,25.17,100,235,100,47

49,12:00-12:15,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.41,210,95,50,162.39,90,48,26.33,100,235,100,47

50,12:15-12:30,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.41,210,95,50,163.62,90,48,26.33,100,235,100,47

51,12:30-12:45,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.4,210,95,50,163.84,90,48,26.33,100,235,100,47

52,12:45-13:00,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.16,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.4,210,95,50,163.15,90,48,26.33,100,235,100,47

53,13:00-13:15,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.4,210,95,50,161.27,90,48,26.33,100,235,100,47

54,13:15-13:30,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.4,210,95,50,158.47,90,48,26.33,100,235,100,47

55,13:30-13:45,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.4,210,95,50,153.49,90,48,26.33,100,235,100,47

56,13:45-14:00,21.49,6.67,7.17,14,26.33,14,26.34,7.17,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,7.8,210,95,50,148.48,90,47,26.33,100,235,100,47

57,14:00-14:15,19.99,6.67,6.67,13.34,26.33,13.33,26.34,6.67,0.92,17.86,26.99,0,26.99,52.87,13.8,0.62,17.86,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,8.6,210,93,50,142.71,90,46,26.33,100,235,100,47

58,14:15-14:30,19.99,6.67,6.67,13.34,26.33,13.33,26.34,6.67,0.92,17.48,26.99,0,26.99,52.87,13.5,0.62,17.48,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,9.4,210,92,49,136.3,90,45,26.33,100,235,99,47

59,14:30-14:45,19.99,6.67,6.67,13.34,26.33,13.33,26.34,6.67,0.92,16.81,26.99,0,26.99,52.87,12.99,0.62,16.81,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,10,207,91,48,129.59,88,43,26.33,100,235,95,47

60,14:45-15:00,19.99,6.67,6.67,13.34,26.33,13.33,26.34,6.67,0.92,16.13,26.99,0,26.99,52.87,12.46,0.62,16.13,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,149.48,75,23.07,0,23.07,11,196,90,45,122.46,84,42,26.33,99.81,235,90,47

61,15:00-15:15,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,15.26,26.99,0,26.99,81.7,11.79,0.62,15.26,45.18,135.53,70.12,0,0,1.2,0,0,0,1.47,8.65,23.07,8.65,149.48,75,23.07,0,23.07,12.41,186,87,43,114.95,79,40,26.5,97.83,233.33,87,46.67

62,15:15-15:30,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,14.32,26.99,0,26.99,100.14,11.06,0.62,14.32,45.18,135.53,70.12,0,0,1.2,0,0,0,1.47,8.65,23.07,8.65,149.48,75,23.07,0,23.07,13.41,172,84,41,106.8,73,38,26.5,90.3,224.86,81,44.97

63,15:30-15:45,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,13.24,26.99,0,26.99,100.14,10.23,0.62,13.24,45.18,135.53,70.12,0,0,1.2,0,0,0,1.47,8.65,23.07,8.65,192.24,75,23.07,0,23.07,14.01,158,78,37,97.71,67,35,26.5,85.1,210.35,75,42.07

64,15:45-16:00,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,12.03,26.99,0,26.99,100.14,9.3,0.62,12.03,45.18,135.53,70.12,0,0,1.2,0,0,0,1.47,8.65,23.07,8.65,230.69,75,23.07,0,23.07,15.01,144,73,34,87.76,61,33,26.5,79.56,194.42,68,38.88

65,16:00-16:15,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,10.69,26.99,0,26.99,100.14,8.26,0.62,10.69,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,13.01,130,66,31,77.42,55,30,26.5,73.5,177.26,61,35.45

66,16:15-16:30,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,9.27,26.99,0,26.99,100.14,7.16,0.62,9.27,45.18,135.53,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,13.61,116,59,27,66.74,49,27,26.5,66.66,159.06,53,31.81

67,16:30-16:45,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,7.69,26.99,0,26.99,100.14,5.94,0.62,7.69,55.66,169.82,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,14.01,102,49,23,55.39,43,23,26.5,59.41,138.88,47,27.77

68,16:45-17:00,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,6.04,26.99,0,26.99,100.14,4.66,0.62,6.04,55.66,169.82,70.12,0,0,1.2,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,15.01,88,44,18,43.55,37,18,26.5,51.8,117.33,36,23.47

69,17:00-17:15,19.99,6.67,6.67,13.34,26.5,13.33,26.5,6.67,0.92,4.18,26.99,0,26.99,100.14,3.24,0.62,4.18,55.66,169.82,65.98,0,0,1.25,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,16.41,70,35,13,31.81,30,14,26.5,43.59,95.7,27,19.14

70,17:15-17:30,19.99,6.67,6.67,13.34,17.19,13.33,18,6.67,0.92,2.91,26.99,0,26.99,100.14,2.24,0.62,2.91,74.52,229.64,65.98,0,0,1.25,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,17.61,56,26,9,21.1,24,10,20.42,35.04,73.28,19,14.66

71,17:30-17:45,19.99,6.67,6.67,13.34,10.32,13.33,8,6.67,0.92,1.86,26.99,0,26.99,100.14,1.44,0.62,1.86,86.7,260.1,65.98,0,0,1.25,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,18.61,42,15,7,12.67,18,7,11.74,26.59,49.4,13,9.88

72,17:45-18:00,19.99,6.67,6.67,13.34,5.21,13.33,1,6.67,0.92,1.05,26.99,0,26.99,100.14,0.81,0.62,1.05,86.7,260.1,65.98,0,0,1.25,0,0,0,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,19.61,21,10,3,6.89,9,5,5.5,17.7,28.68,7,5.73

73,18:00-18:15,19.99,6.67,6.67,18.34,0,18.33,0,6.67,0.92,0.47,32,26.75,26.35,100.14,0.35,0.62,0.47,86.7,260.1,65.98,0,0,1.25,50,0,200,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,20.81,7,5,2,2.55,3,3,0,10.31,3.83,3,0.76

74,18:15-18:30,19.99,6.67,6.67,18.34,0,18.33,0,6.67,0.92,0.11,32,26.75,26.35,100.14,0.1,0.62,0.11,86.7,260.1,65.98,0,0,1.25,50,0,200,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,20.41,2,2,1,0,1,1,0,4.74,1.44,1,0.29

75,18:30-18:45,21.49,6.67,7.17,16.66,0,16.67,0,7.17,0.92,0,20.44,26.75,20.44,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.25,50,50,200,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,21.01,0,1,0,0,0,0,0,0.91,0.08,0,0.01

76,18:45-19:00,23.51,6.67,7.83,16.66,0,16.67,0,7.83,0.92,0,20.44,26.75,20.44,100.14,0,0.62,0,86.7,260.1,113.09,0,0,1.25,50,50,200,1.38,8.65,23.07,8.65,271.78,75,23.07,0,23.07,21.81,0,0,0,0,0,0,0,0.06,0,0,0

