Time,Block,NR/2023/18062/A/1779,NR/2023/17525/A,NR/2023/17270/A,NR/2023/18105/A/1778,NR/2023/18167/C,NR/2023/18074/A/1815,NR/2023/18168/C,WR/2023/20577/A/1888,NER/2023/1745/C,WR/2023/20256/A/1893,WR/2023/19446/A,Total
19,04:30-04:45,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,40.000000,0.000000,75.000000,182.79

20,04:45-05:00,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,40.000000,0.000000,75.000000,182.79

21,05:00-05:15,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,142.79

22,05:15-05:30,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,142.79

23,05:30-05:45,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,142.79

24,05:45-06:00,4.790000,59.650000,0.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,142.79

25,06:00-06:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,183.14

26,06:15-06:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,183.14

27,06:30-06:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,183.14

28,06:45-07:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.380000,0,0.000000,0.000000,0.000000,75.000000,183.14

29,07:00-07:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0.14,0.000000,0.000000,0.000000,75.000000,183.43

30,07:15-07:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0.39,0.000000,0.000000,0.000000,75.000000,183.68

31,07:30-07:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0.71,0.000000,0.000000,0.000000,75.000000,184

32,07:45:08:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,1.13,0.000000,0.000000,0.000000,75.000000,184.42

33,08:00-08:15,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,1.57,0.000000,0.000000,0.000000,75.000000,135.1

34,08:15-08:30,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,2.06,0.000000,0.000000,0.000000,75.000000,135.59

35,08:30-08:45,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,2.58,0.000000,0.000000,0.000000,75.000000,136.11

36,08:45:09:00,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,3.07,0.000000,0.000000,0.000000,75.000000,136.6

37,09:00:09:15,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,3.57,0.000000,0.000000,0.000000,75.000000,137.1

38,09:15-09:30,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,4.04,0.000000,0.000000,0.000000,75.000000,137.57

39,09:30-09:45,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,4.5,0.000000,0.000000,0.000000,75.000000,138.03

40,09:45-10:00,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,4.92,0.000000,0.000000,0.000000,75.000000,138.45

41,10:00-10:15,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,5.26,0.000000,0.000000,0.000000,75.000000,138.79

42,10:15-10:30,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,5.58,0.000000,0.000000,0.000000,75.000000,139.11

43,10:30-10:45,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,5.91,0.000000,0.000000,0.000000,75.000000,139.44

44,10:45-11:00,4.790000,0.000000,50.000000,0.960000,2.010000,0.770000,6.27,0.000000,0.000000,0.000000,75.000000,139.8

45,11:00-11:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.51,0.000000,0.000000,0.000000,75.000000,190.04

46,11:15-11:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.73,0.000000,0.000000,0.000000,75.000000,190.26

47,11:30-11:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.65,0.000000,0.000000,0.000000,75.000000,190.18

48,11:45-12:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.85,0.000000,0.000000,0.000000,75.000000,190.38

49,12:00-12:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,7.05,0.000000,0.000000,0.000000,75.000000,190.58

50,12:15-12:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,7.01,0.000000,0.000000,0.000000,75.000000,190.54

51,12:30-12:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.9,0.000000,0.000000,0.000000,75.000000,190.43

52,12:45-13:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.88,0.000000,0.000000,0.000000,75.000000,190.41

53,13:00-13:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.83,0.000000,0.000000,0.000000,75.000000,190.36

54,13:15-13:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.66,0.000000,0.000000,0.000000,75.000000,190.19

55,13:30-13:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.38,0.000000,0.000000,0.000000,75.000000,189.91

56,13:45-14:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,6.23,0.000000,0.000000,0.000000,75.000000,189.76

57,14:00-14:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,5.9,0.000000,0.000000,0.000000,75.000000,189.43

58,14:15-14:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,5.59,0.000000,0.000000,0.000000,75.000000,189.12

59,14:30-14:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,5.17,0.000000,0.000000,0.000000,75.000000,188.7

60,14:45-15:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.770000,4.74,0.000000,0.000000,0.000000,75.000000,188.27

61,15:00-15:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.620000,4.43,0.000000,0.000000,0.000000,75.000000,187.81

62,15:15-15:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.620000,3.85,0.000000,0.000000,0.000000,75.000000,187.23

63,15:30-15:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.620000,3.35,0.000000,0.000000,0.000000,75.000000,186.73

64,15:45-16:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.620000,2.85,0.000000,0.000000,0.000000,75.000000,186.23

65,16:00-16:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,2.41,0.000000,0.000000,0.000000,75.000000,185.65

66,16:15-16:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,1.85,0.000000,0.000000,0.000000,75.000000,185.09

67,16:30-16:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,1.38,0.000000,0.000000,0.000000,75.000000,184.62

68,16:45-17:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,0.93,0.000000,0.000000,0.000000,75.000000,184.17

69,17:00-17:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,0.58,0.000000,0.000000,0.000000,75.000000,183.82

70,17:15-17:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,0.33,0.000000,0.000000,0.000000,75.000000,183.57

71,17:30-17:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,0.13,0.000000,0.000000,0.000000,75.000000,183.37

72,17:45-18:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.480000,0,0.000000,0.000000,0.000000,75.000000,183.24

73,18:00-18:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

74,18:15-18:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

75,18:30-18:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

76,18:45-19:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

77,19:00-19:15,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

78,19:15-19:30,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

79,19:30-19:45,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

80,19:45-20:00,4.790000,0.000000,100.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,263.29

81,20:00-20:15,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

82,20:15-20:30,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

83,20:30-20:45,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

84,20:45-21:00,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

85,21:00-21:15,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

86,21:15-21:30,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

87,21:30-21:45,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

88,21:45-22:00,4.790000,0.000000,0.000000,0.960000,2.010000,0.530000,0,55.000000,0.000000,25.000000,75.000000,163.29

89,22:00-22:15,4.790000,59.650000,0.000000,0.960000,2.010000,0.480000,0,55.000000,0.000000,0.000000,75.000000,197.89

90,22:15-22:30,4.790000,59.650000,0.000000,0.960000,2.010000,0.480000,0,55.000000,0.000000,0.000000,75.000000,197.89

91,22:30-22:45,4.790000,59.650000,0.000000,0.960000,2.010000,0.480000,0,55.000000,0.000000,0.000000,75.000000,197.89

92,22:45-23:00,4.790000,59.650000,0.000000,0.960000,2.010000,0.480000,0,55.000000,0.000000,0.000000,75.000000,197.89

93,23:00-23:15,4.790000,59.650000,0.000000,0.960000,2.010000,0.430000,0,0.000000,0.000000,0.000000,75.000000,142.84

94,23:15-23:30,4.790000,59.650000,0.000000,0.960000,2.010000,0.430000,0,0.000000,0.000000,0.000000,75.000000,142.84

95,23:30-23:45,4.790000,59.650000,0.000000,0.960000,2.010000,0.430000,0,0.000000,0.000000,0.000000,75.000000,142.84

96,23:45-24:00,4.790000,59.650000,0.000000,0.960000,2.010000,0.430000,0,0.000000,0.000000,0.000000,75.000000,142.84

