Block,Time,KHSTPP-I,PARBATI2,RIHAND3,UNCHAHAR4,DADRI_RF,DHAULIGNGA,KGSU1AND2,NAPP,NNTPP,SIMHST1,URI2,AURY_GF,AURY_LF,DADRI_GF,DADRT2,KOTESHWR,NLCIIST2,RAPPB,RAPPC,SALAL,SINGRAULI,ANTA_LF,CHAMERA1,DULHASTI,MAPS,NLCIIST1,RAMPUR,RSTPSU1TO6,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,ANTA_CRF,CHAMERA2,PARBATI3,RAPPD,RSTPSU7,SASAN,TALST2,TANAKPUR,UNCHAHAR2,ANTA_RF,AURY_CRF,KHSTPP-II,KOLDAM,NLCTS2EXP,RIHAND1,SEWA2,SIMHST2,TANDA2,URI,DADRI_LF,BRBCL,BSIUL,KISHANGANGA,KUDGI,NJPC,RIHAND2,TelanganaSTPP,ANTA_GF,DADRI_CRF,CHAMERA3,FSTPP I & II,JHAJJAR,KGSU3AND4,KKNP,KKNPPU2,NLCEXP,NTPL,SINGRAULI_HYDRO,TALA,TEHRI,TEHRIPSP,AURY_RF
9,02:00-02:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,85.41,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.13,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

10,02:15-02:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,85.41,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.13,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

11,02:30-02:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,85.41,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.13,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

12,02:45-03:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,85.41,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,11.91,45,34.13,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

13,03:00-03:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

14,03:15-03:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

15,03:30-03:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

16,03:45-04:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.55,51.81,0,36.37

17,04:00-04:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.4,51.81,0,36.37

18,04:15-04:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.4,51.81,0,36.37

19,04:30-04:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.25,51.81,0,36.37

20,04:45-05:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.25,51.81,0,36.37

21,05:00-05:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.11,51.81,0,36.37

22,05:15-05:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,12.81,45,34.51,0,148.3,8.62,0,76.95,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.13,24.11,51.81,0,36.37

23,05:30-05:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,87.64,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,23.81,51.81,0,36.37

24,05:45-06:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,98.32,0,0,5.73,30.91,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,23.66,51.81,0,36.37

25,06:00-06:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,23.38,51.81,0,36.37

26,06:15-06:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,23.23,38.86,0,36.37

27,06:30-06:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,22.93,25.9,0,36.37

28,06:45-07:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.51,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,22.93,12.95,0,36.37

29,07:00-07:15,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.13,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,30.28,0,0,36.37

30,07:15-07:30,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,33.12,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,345.94,0,11.91,45,34.13,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,29.99,0,0,36.37

31,07:30-07:45,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,337.5,0,11.91,45,34.13,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,29.99,0,0,36.37

32,07:45-08:00,33.69,0,130.84,3.22,79.04,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,337.5,0,11.91,45,34.13,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,29.99,0,0,36.37

33,08:00-08:15,33.69,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,337.5,0,11.91,45,33.75,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,30.13,0,0,36.37

34,08:15-08:30,33.69,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,337.5,0,11.91,45,33.75,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,30.28,0,0,36.37

35,08:30-08:45,33.69,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,337.5,0,11.91,45,33.75,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,24.84,0,0,36.37

36,08:45-09:00,33.69,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,55.73,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,337.5,0,11.91,45,33.75,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,24.84,0,0,36.37

37,09:00-09:15,33.69,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,337.5,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,18.56,0,0,36.37

38,09:15-09:30,34.9,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,337.5,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,18.7,0,0,36.37

39,09:30-09:45,36.42,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,18.7,0,0,36.37

40,09:45-10:00,37.93,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,39.75,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,18.7,0,0,36.37

41,10:00-10:15,40.97,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,20.6,0,0,36.37

42,10:15-10:30,42.49,0,130.84,3.22,77.72,42.46,0,24.48,0,0,38.97,0,0,0,689.38,10.14,0,0,57.35,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.11,20.6,0,0,36.37

43,10:30-10:45,44.01,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,58.96,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,19.43,0,0,36.37

44,10:45-11:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,58.96,80.76,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.87,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,19.43,0,0,36.37

45,11:00-11:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,58.96,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.49,0,148.3,8.62,0,98.32,0,0,5.73,28.71,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,26.93,0,0,36.37

46,11:15-11:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,24.94,0,0,0,689.38,10.14,0,0,58.96,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.49,0,148.3,8.62,0,98.32,0,0,5.73,26.49,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,26.95,0,0,36.37

47,11:30-11:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,58.96,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.49,0,148.3,8.62,0,98.32,0,0,5.73,35.88,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,26.99,0,0,36.37

48,11:45-12:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,58.96,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,32.49,0,148.3,8.62,0,98.32,0,0,5.73,35.88,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.05,0,0,36.37

49,12:00-12:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,58.96,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.99,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.11,0,0,36.37

50,12:15-12:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.99,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.22,0,0,36.37

51,12:30-12:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.99,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.31,0,0,36.37

52,12:45-13:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,51.13,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.99,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.38,0,0,36.37

53,13:00-13:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.99,0,148.3,8.62,0,98.32,0,0,5.73,26.49,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.46,0,0,36.37

54,13:15-13:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.6,0,148.3,8.62,0,98.32,0,0,5.73,26.49,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.49,0,0,36.37

55,13:30-13:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.6,0,148.3,8.62,0,98.32,0,0,5.73,26.49,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.26,0,0,36.37

