Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01122023/15122023/HP-15,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/08122023/15122023/HP-19,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13
76,18:45-19:00,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.530000,0,5.01,0,0,0,10.13,0,8,5.73,0,0,48.06,0,2.66,0,0,10.13,0,2.67,0

77,19:00-19:15,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.450000,0,5.01,0,0,0,9.88,0,8,5.37,0,0,48.06,0,2.66,0,0,9.88,0,2.67,0

78,19:15-19:30,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.450000,0,5.01,0,0,0,9.62,0,8,5.12,0,0,48.06,0,2.66,0,0,9.62,0,2.67,0

79,19:30-19:45,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.450000,0,7.01,0,0,0,9.42,0,8,5,0,0,48.06,0,2.66,0,0,9.42,0,2.67,0

80,19:45-20:00,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.450000,0,7.01,0,0,0,8.99,0,8,5,0,0,48.06,0,2.66,0,0,8.99,0,2.67,0

81,20:00-20:15,260.130000,0.000000,1.760000,0.000000,78.830000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,74.300000,24.990000,0.000000,25.950000,96.130000,1.450000,0,7.01,0,0,0,8.69,0,8,5,0,0,48.06,0,2.66,0,0,8.69,0,2.67,0

82,20:15-20:30,260.130000,0.000000,1.760000,0.000000,64.410000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,74.300000,24.990000,0.000000,25.950000,71.520000,1.450000,0,7.01,0,0,0,8.22,0,8,5,0,0,48.06,0,2.66,0,0,8.22,0,2.67,0

83,20:30-20:45,260.130000,0.000000,1.760000,0.000000,46.140000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,74.300000,24.990000,0.000000,25.950000,71.520000,1.450000,0,8.7,0,0,0,7.99,0,8,5,0,0,48.06,0,2.66,0,0,7.99,0,2.67,0

84,20:45-21:00,260.130000,0.000000,1.760000,0.000000,46.140000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,74.300000,24.990000,0.000000,25.950000,71.520000,1.450000,0,8.77,0,0,0,7.84,0,8,5,0,0,48.06,0,2.66,0,0,7.84,0,2.67,0

85,21:00-21:15,224.870000,0.000000,1.760000,0.000000,46.140000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.990000,0.000000,25.950000,71.520000,1.370000,0,8.68,0,0,0,7.59,0,8,5,0,0,48.06,0,2.66,0,0,7.59,0,2.67,0

86,21:15-21:30,224.870000,0.000000,1.760000,0.000000,46.140000,1.320000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.990000,0.000000,25.950000,71.520000,1.370000,0,8.47,0,0,0,7.48,0,8,5,0,0,48.06,0,2.66,0,0,7.48,0,2.67,0

87,21:30-21:45,224.870000,0.000000,1.760000,0.000000,46.140000,1.320000,230.710000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.990000,0.000000,25.950000,71.520000,1.370000,0,8.75,0,0,0,7.38,0,8,5,0,0,48.06,0,2.66,0,0,7.38,0,2.67,0

88,21:45-22:00,224.870000,0.000000,1.760000,0.000000,46.140000,1.320000,230.710000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.990000,0.000000,25.950000,71.520000,1.370000,0,9.19,0,0,0,7.22,0,8,5,0,0,48.06,0,2.66,0,0,7.22,0,2.67,0

89,22:00-22:15,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,211.490000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,9.76,0,0,0,7.12,0,8,5,0,0,48.06,0,2.66,0,0,7.12,0,2.67,0

90,22:15-22:30,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,201.870000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,10.36,0,0,0,7.03,0,8,5,0,0,48.06,0,2.66,0,0,7.03,0,2.67,0

91,22:30-22:45,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,192.260000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,6.85,0,0,0,6.85,0,8,5,0,0,48.06,0,2.66,0,0,6.85,0,2.67,0

92,22:45-23:00,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,173.030000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,6.83,0,0,0,6.78,0,8,5,0,0,48.06,0,2.66,0,0,6.78,0,2.67,0

93,23:00-23:15,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,163.420000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,6.8,0,0,0,6.67,0,8,5,0,0,48.06,0,2.66,0,0,6.67,0,2.67,0

94,23:15-23:30,224.870000,0.000000,1.760000,57.250000,46.140000,1.240000,148.690000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,6.78,0,0,0,6.67,0,8,5,0,0,48.06,0,2.66,0,0,6.67,0,2.67,0

95,23:30-23:45,198.250000,0.000000,1.760000,57.250000,46.140000,1.240000,148.690000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,11.94,0,0,0,6.67,0,8,5,0,0,48.06,0,2.66,0,0,6.67,0,2.67,0

96,23:45-24:00,179.020000,0.000000,1.760000,57.250000,46.140000,1.240000,148.690000,96.130000,127.830000,0.000000,25.950000,0.000000,55.390000,24.030000,0.000000,25.950000,71.520000,1.300000,0,12.6,0,0,0,6.67,0,8,5,0,0,48.06,0,2.66,0,0,6.67,0,2.67,0

