Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/2569,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510
6,01:15-01:30,0,0,0,34.17,102.49,0,0,0,0,35.67,0,0,0,34.17,0,0,0,0,0,33.01,28.27,19.35,0,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.85,26.7,20.56,41.11,10.14,11.92,17.41,-0,0,76.71,116.04,0,0,10.8,7.1,273.53,26.7,10.35,130.89,6.94,15.34

7,01:30-01:45,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,32.81,28.27,19.35,0,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.85,26.7,20.56,41.11,10.14,11.92,17.41,-0,0,76.71,116.04,0,0,10.8,7.1,273.53,26.7,10.35,130.89,6.94,15.34

8,01:45-02:00,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,32.41,27.25,19.35,0,15.33,20.56,41.11,11.93,53.45,100.78,20.87,41.11,20.56,16.85,26.7,20.56,41.11,10.14,11.92,17.41,-0,0,76.71,116.04,0,0,10.8,7.1,273.53,26.7,10.35,130.89,6.94,15.34

9,02:00-02:15,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,32.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.67,26.7,20.56,41.11,9.75,11.92,17.41,-0,0,76.71,116.04,0,0,10.8,4.02,273.53,26.7,5.81,113.15,6.75,8.64

10,02:15-02:30,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,31.81,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.67,26.94,20.56,41.11,9.75,11.92,17.41,-0,0,57.72,116.04,0,0,10.8,3.97,273.53,26.94,5.81,83.04,6.75,8.64

11,02:30-02:45,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,31.61,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.67,26.94,20.56,41.11,9.75,11.92,17.41,-0,0,57.72,116.04,0,0,10.8,3.99,273.53,26.94,5.82,83.04,6.75,8.64

12,02:45-03:00,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,31.21,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.67,26.94,20.56,41.11,9.75,11.92,17.41,-0,0,57.72,116.04,0,0,10.8,3.99,273.53,26.94,5.82,83.04,6.75,8.64

13,03:00-03:15,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,31.01,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.39,26.94,20.56,41.11,10.29,11.92,17.41,-0,0,57.72,116.04,0,0,10.8,3.99,273.53,26.94,5.82,83.04,6.57,8.64

14,03:15-03:30,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,30.81,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.39,26.94,20.56,41.11,10.29,11.92,17.41,-0,0,57.72,116.04,0,0,10.8,3.99,273.53,26.94,5.82,83.04,6.57,8.64

15,03:30-03:45,0,0,0,34.17,102.49,0,0,0,0,36.67,0,0,0,34.17,0,0,0,0,0,30.61,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.39,26.94,20.56,41.11,10.29,11.92,17.41,-0,0,57.72,70.53,0,0,10.8,3.96,273.53,26.94,5.82,83.04,6.57,8.64

16,03:45-04:00,0,0,0,33.67,100.99,0,0,0,0,36.67,0,0,0,33.67,0,0,0,0,0,29.61,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.39,26.94,20.56,41.11,10.29,11.92,17.41,-0,0,57.72,70.53,0,0,10.8,3.97,273.53,26.94,5.82,83.04,6.57,8.64

17,04:00-04:15,0,0,0,33.83,101.51,0,0,0,0,36.67,0,0,0,33.83,0,0,0,0,0,31.01,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.02,26.94,20.56,41.11,9.98,11.92,17.41,-0,0,37.73,70.53,0,0,10.64,3.97,273.53,26.94,5.82,55.14,6.38,8.64

18,04:15-04:30,0,0,0,33.67,100.99,0,0,0,0,36.67,0,0,0,33.67,0,0,0,0,0,30.81,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.02,26.94,20.56,41.11,9.98,11.92,17.41,-0,0,37.73,70.53,0,0,10.64,3.98,273.53,26.94,5.82,55.14,6.38,8.64

19,04:30-04:45,0,0,0,33.83,101.51,0,0,0,0,36.67,0,0,0,33.83,0,0,0,0,0,25.01,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.02,26.94,20.56,41.11,9.98,11.92,17.41,-0,0,37.73,70.53,0,0,10.64,3.99,273.53,26.94,5.82,55.14,6.38,8.64

20,04:45-05:00,0,0,0,33.67,100.99,0,0,0,0,36.67,0,0,0,33.67,0,0,0,0,0,24.81,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,16.02,26.94,20.56,41.11,9.98,11.92,17.41,-0,0,37.73,70.53,0,0,10.64,3.99,273.53,26.94,5.82,55.14,6.38,8.64

21,05:00-05:15,0,0,0,33.17,99.49,0,0,0,0,36.67,0,0,0,33.17,0,0,0,0,0,23.61,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.94,20.56,41.11,9.67,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,2.11,232.18,26.94,5.81,55.14,6.38,4.59

22,05:15-05:30,0,0,0,32.67,97.99,0,0,0,0,36.67,0,0,0,32.67,0,0,0,0,0,23.21,28.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.94,20.56,41.11,9.67,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,3.99,203.15,26.94,4.68,55.14,6.38,8.32

23,05:30-05:45,0,0,0,32.33,97.01,0.38,0,0,0,37.33,0,0,0,32.33,0,0,0,0,0,21.86,29.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.94,20.56,41.11,9.67,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,0,203.15,26.94,4.68,55.14,6.57,8.32

24,05:45-06:00,0,0,0,32.33,97.01,1.06,0,0,0,38,0,0,0.33,32.33,1.63,0,1,0,0.7,21.86,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.74,26.94,20.56,41.11,9.67,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,0,203.15,26.94,4.68,55.14,6.57,8.32

25,06:00-06:15,4.68,0,14.7,32.33,97.01,1.77,0,1,1,38.67,1,0,0.98,32.33,4.91,0,1,0,2.07,18.01,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.56,26.94,20.56,41.11,9.36,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,0,203.15,26.94,4.68,55.14,6.38,8.32

26,06:15-06:30,12.91,0,22.06,32.33,97.01,2.61,0,2,2,39.33,2,0,1.64,32.33,8.17,1,1,0,3.45,18.01,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.56,26.94,20.56,41.11,9.36,11.92,17.41,-0,0,37.73,70.53,0,0,10.41,0,203.15,26.94,4.68,55.14,6.38,8.32

27,06:30-06:45,28.99,3,30.73,32.33,97.01,3.75,0,3,3,40,3,0,2.29,32.33,11.45,2,3,0,7.88,18.01,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.56,26.94,20.56,41.11,9.36,11.92,17.41,-0,1.44,37.73,70.53,1.11,1.44,10.41,0,203.15,26.94,4.68,55.14,6.38,8.32

28,06:45-07:00,33,6,33,32.33,97.01,5.22,0,4,6,40,7,0,4.96,32.33,24.81,3,7,0,11.1,18.41,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.56,26.94,20.56,41.11,9.36,11.92,17.41,-0,1.86,37.73,70.53,1.44,1.86,10.41,0,203.15,26.94,4.68,55.14,6.38,8.32

29,07:00-07:15,33,10,33,32.33,97.01,7.02,0,5,10,40,13,0,7.13,32.33,35.63,7,12,0,15.64,20,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.46,26.94,20.56,41.11,9.36,11.92,17.41,-0,2.4,37.73,70.53,1.85,2.4,10.19,0,203.15,26.94,4.68,55.14,6.29,8.35

30,07:15-07:30,33,16,33,32.33,97.01,9.16,0,6,13,40,17,0,9.3,32.33,46.47,8,16,0,20.59,20,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.46,26.94,20.56,41.11,9.36,11.92,17.41,-0,3.31,37.73,70.53,2.57,3.31,10.19,0,203.15,26.94,4.68,55.14,6.29,8.35

31,07:30-07:45,33,24,33,32.33,97.01,11.91,0,9,19,40,13,0,11.66,32.33,58.27,7,15,0,25.84,17.01,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.46,26.94,20.56,41.11,9.36,11.92,17.41,-0,4.05,37.73,70.53,3.13,4.05,10.19,0,203.15,26.94,4.68,55.14,6.57,8.35

32,07:45-08:00,32.6,32.6,32.6,32.33,97.01,13.74,0,12,23,40,20,0,14.16,32.33,70.82,10,19,0,31.44,17.01,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.46,26.94,20.56,41.11,9.36,11.92,17.41,-0,4.78,37.73,70.53,3.7,4.78,10.19,0,203.15,26.94,4.68,55.14,6.57,8.35

33,08:00-08:15,33,33,33,32.33,97.01,15.63,0,16,29,40,27,0,16.83,32.33,84.12,13,19,0,37.07,18.81,29.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.28,26.94,20.56,41.11,8.97,11.92,17.41,-0,5.71,37.73,70.53,4.41,5.71,10.19,0,203.15,26.94,5.49,55.14,6.75,8.35

34,08:15-08:30,33,33,33,32.33,97.01,17.81,0,19,31,40,32,0,19.51,32.33,97.54,16,24,0,42.73,19.01,30.28,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.28,26.94,20.56,41.11,8.97,11.92,17.41,-0,6.63,37.73,70.53,5.13,6.63,10.19,0,203.15,26.94,5.49,55.14,6.75,8.35

35,08:30-08:45,33,33,33,32.33,97.01,20.26,0,22,42,40,40,0,22.17,32.33,110.86,20,33,0,48.32,19.41,29.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.28,26.94,20.56,41.11,8.97,11.92,17.41,-0,7.55,37.73,70.53,5.84,7.55,10.19,0,203.15,26.94,5.49,55.14,6.75,8.35

36,08:45-09:00,33,33,33,32.33,97.01,22.9,0,25,45,40,45,0,24.79,32.33,123.95,23,37,0,53.78,19.81,29.27,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.28,26.94,20.56,41.11,8.97,11.92,17.41,-0,8.47,37.73,70.53,6.55,8.47,10.19,0,203.15,26.94,5.49,55.14,6.75,8.35

37,09:00-09:15,33,33,33,32.33,97.01,25.56,0,27,56,35,50,0,24.57,32.33,122.86,25,42,0,59.79,25.01,30.28,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,9.23,37.73,70.53,7.12,9.23,10.03,0,203.15,26.96,5.49,55.14,6.94,8.35

38,09:15-09:30,33,33,33,32.33,97.01,28.09,0,30,58,35,57,0,26.77,32.33,133.84,28,48,0,65.6,25.01,30.28,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,9.88,37.73,70.53,7.64,9.88,10.03,0,203.15,26.96,5.49,55.14,6.94,8.35

39,09:30-09:45,33,33,33,32.33,97.01,30.58,0,31,63,35,62,0,28.89,32.33,144.47,31,51,0,59.38,25.01,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,10.53,37.73,70.53,8.14,10.53,10.03,0,203.15,26.96,5.49,55.14,6.94,8.35

40,09:45-10:00,33,33,33,32.33,97.01,33.12,0,33,67,35,67,0,30.94,32.33,154.69,33,54,0,65.14,25.01,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,11.17,37.73,70.53,8.63,11.17,10.03,0,203.15,26.96,5.49,55.14,6.94,8.35

41,10:00-10:15,33,33,33,32.33,97.01,34.47,0,34,68,36.67,57,0,32.96,32.33,164.8,28,58,0,79.98,25.01,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.91,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,11.56,37.73,70.53,8.93,11.56,10.41,1.76,241.85,26.96,3.1,55.14,6.94,8.35

42,10:15-10:30,33,33,33,32.33,97.01,16.58,0,36,70,36.67,60,0,34.89,32.33,174.43,30,63,0,83.68,25.61,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.91,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,11.95,37.73,70.53,9.23,11.95,10.41,1.76,273.53,26.96,3.1,55.14,6.94,8.35

43,10:30-10:45,33,33,33,36.67,109.99,16.58,0,38,73,38.33,63,0,32.56,36.67,162.82,32,57,0,87.12,26.61,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.91,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,12.34,57.72,70.53,9.54,12.34,10.41,1.76,273.53,26.96,3.1,83.04,6.94,8.35

44,10:45-11:00,33,33,33,36.67,109.99,16.58,0,39,77,38.33,67,0,34.21,36.67,171.05,33,60,0,89.59,27.01,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.91,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,12.74,57.72,70.53,9.85,12.74,10.41,1.76,273.53,26.96,3.1,83.04,6.94,8.35

45,11:00-11:15,33,33,33,36.67,109.99,16.58,0,40,83,40,70,0,35.99,36.67,179.92,35,63,0,100,26.81,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,13.11,57.72,116.04,10.13,13.11,10.25,2.34,273.53,26.96,3.1,83.04,5.81,8.35

46,11:15-11:30,33,33,33,36.67,109.99,16.58,0,40,85,40,73,0,37.65,36.67,188.22,37,66,0,100,27.81,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,13.49,57.72,116.04,10.43,13.49,10.25,2.93,273.53,26.96,3.1,83.04,5.81,8.35

47,11:30-11:45,33,33,33,36.67,109.99,16.58,0,40,85,40,77,0,39.37,36.67,196.82,38,81,0,100,25.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,13.89,57.72,116.04,10.73,13.89,10.25,3.51,273.53,26.96,5.82,83.04,5.81,8.35

48,11:45-12:00,33,33,33,36.67,109.99,16.58,0,40,85,40,77,0,40.69,36.67,203.45,38,81,0,100,25.61,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.96,20.56,41.11,8.97,11.92,17.41,-77.39,14.3,57.72,116.04,11.05,14.3,10.25,4.02,273.53,26.96,5.49,83.04,5.81,8.35

49,12:00-12:15,33,33,33,36.67,109.99,16.58,0,40,85,40,90,0,42.08,36.67,210.38,45,81,0,100,26.41,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.72,26.97,20.56,41.11,9.21,11.92,17.41,-77.39,14.32,57.72,116.04,11.06,14.32,10.49,4,273.53,26.97,5.49,83.04,6.57,8.35

50,12:15-12:30,33,33,33,36.67,109.99,16.58,0,40,85,40,90,0,42.32,36.67,211.61,45,81,0,100,27.21,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.72,26.97,20.56,41.11,9.21,11.92,17.41,-77.39,14.35,57.72,116.04,11.09,14.35,10.49,3.97,273.53,26.97,5.49,83.04,6.57,8.35

51,12:30-12:45,33,33,33,36.67,109.99,16.58,0,39,85,40,90,0,42.5,36.67,212.5,45,81,0,100,29.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.72,26.97,20.56,41.11,9.21,11.92,17.41,-77.39,14.41,57.72,116.04,11.14,14.41,10.49,3.93,273.53,26.97,5.49,83.04,6.57,8.35

52,12:45-13:00,33,33,33,36.67,109.99,16.58,0,39,85,40,90,0,42.81,36.67,214.03,45,81,0,100,32.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.72,26.97,20.56,41.11,9.21,11.92,17.41,-77.39,14.52,57.72,116.04,11.21,14.52,10.49,3.93,273.53,26.97,5.49,83.04,6.57,8.35

53,13:00-13:15,33,33,33,36.67,109.99,16.58,0,39,85,40,90,0,43.27,36.67,216.33,45,81,0,100,26.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.63,26.97,20.56,41.11,9.52,11.92,17.41,-77.39,14.37,57.72,70.53,11.11,14.37,10.8,3.93,273.53,26.97,5.49,83.04,6.75,8.35

54,13:15-13:30,33,33,33,36.67,109.99,24.38,0,38,85,40,90,0,43.4,36.67,217.02,45,81,0,100,26.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.63,26.97,20.56,41.11,9.52,11.92,17.41,-77.39,14.28,57.72,70.53,11.03,14.28,10.8,3.93,273.53,26.97,5.49,83.04,6.75,8.35

55,13:30-13:45,33,33,33,36.67,109.99,24.38,0,35,85,40,90,0,43.47,36.67,217.32,45,81,0,100,22.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.63,26.97,20.56,41.11,9.52,11.92,17.41,-77.39,14.23,57.72,116.04,11,14.23,10.8,0,273.51,26.97,5.49,83.04,6.75,8.35

56,13:45-14:00,33,33,33,36.67,109.99,24.38,0,34,85,40,90,0,43.34,36.67,216.67,45,81,0,100,22.01,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.63,26.97,20.56,41.11,9.52,11.92,17.41,-77.39,14.23,57.72,116.04,11,14.23,10.8,0,273.53,26.97,5.49,83.04,6.75,8.35

57,14:00-14:15,33,33,33,38.33,115.01,24.38,0,33,85,40,90,0,43.13,38.33,215.64,45,75,0,100,21.81,27.25,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.97,20.56,41.11,9.83,11.92,17.41,-77.39,14.05,57.72,116.04,10.86,14.05,10.8,0,273.53,26.97,5.49,83.04,6.75,8.35

58,14:15-14:30,33,33,33,38.33,115.01,24.38,0,33,85,40,90,0,42.09,38.33,210.43,45,70,0,100,21.81,28.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.97,20.56,41.11,9.83,11.92,17.41,-77.39,13.9,57.72,116.04,10.74,13.9,10.8,0,273.53,26.97,5.49,83.04,6.75,8.35

59,14:30-14:45,33,33,33,38.33,115.01,24.38,0,33,83,40,70,0,38.09,38.33,190.43,35,69,0,87.66,36.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.97,20.56,41.11,10.14,11.92,17.41,-77.39,13.81,57.72,116.04,10.67,13.81,10.8,1.76,273.53,26.97,5.49,83.04,6.75,8.35

60,14:45-15:00,33,33,33,38.33,115.01,37.06,0,32,82,40,67,0,36.64,38.33,183.2,33,67,0,83.27,37.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,14.81,26.97,20.56,41.11,10.14,11.92,17.41,-77.39,13.74,57.72,116.04,10.62,13.74,10.8,1.76,273.53,26.97,5.49,83.04,6.75,8.35

61,15:00-15:15,33,33,33,38.33,115.01,37.06,0,30,67,40,64,0,37.49,38.33,187.47,32,64,0,78.88,42.02,29.26,19.35,164.46,15.33,20.56,41.11,11.93,53.45,53.21,20.87,41.11,20.56,15.09,26.97,20.56,41.11,10.53,11.92,17.41,-0,13.37,76.71,116.04,10.33,13.37,10.8,1.76,273.53,26.97,5.49,107.23,6.94,8.35

