Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8139,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/2786,GNA/SR/2025/07/15/7716,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/1192,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/3109,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/8128
70,17:15-17:30,0,15,13,0,33,28.44,99.74,85.34,13,20,7,19.5,3.2,134.84,10.73,6.12,20.74,86.72,224.73,15.24,43.7,0,33,28.44,41.67,42.42,36.71,19.95,41.66,25.68,6.12,4,4.73,270.39,0,6.99,17.3,19.23,-0,81.72,29.27,130.08,26.97,0,100.16,70.11,26.97,12.15

71,17:30-17:45,0,16,11,0,33,27.66,84.22,82.96,12,15,6,23.18,3.2,134.84,10.73,3.99,20.74,86.72,224.73,15.24,43.7,0,33,27.66,41.67,43.42,33.52,16.84,41.66,25.5,3.99,4,3.09,270.39,0,7.46,17.3,19.23,-0,81.72,29.27,130.08,26.97,0,100.16,70.11,26.97,12.15

72,17:45-18:00,0,13,9,0,25.36,26.47,69.36,79.39,10,13,5,16.58,3.2,134.84,10.73,2.59,20.74,86.72,224.73,15.24,43.7,0,24.61,26.47,41.67,43.42,26.82,13.87,41.66,25.26,2.59,4,2,270.39,0,7.46,17.3,19.23,-0,81.72,29.27,130.08,26.97,0,100.16,70.11,26.97,12.15

73,18:00-18:15,0,10,6,0,0,30.83,55.27,92.51,10,8,5,14.62,3.2,134.84,0,1.98,20.74,86.72,224.73,0,43.7,35,0,30.83,41.67,43.42,20.78,11.06,41.66,24.93,1.98,4,1.53,270.39,0,7.46,17.76,0,-0,81.72,28.26,130.08,29,0,100.16,70.11,26.73,12.15

74,18:15-18:30,0,7,3,0,0,29.67,41.14,88.99,5,5,3,9.29,3.2,134.84,0,1.46,20.74,86.72,224.73,0,43.7,40,0,29.67,41.67,43.42,13.91,8.23,41.66,24.56,1.46,4,1.13,270.39,0,7.46,17.76,0,-0,81.72,26.24,130.08,29,0,100.16,70.11,26.73,12.15

75,18:30-18:45,0,4,1,0,0,30,29.84,90,3,2,2,4.25,1.53,134.84,0,0,20.74,86.72,224.73,0,43.7,40,0,30,41.67,43.42,11.19,5.97,41.66,29,0,4,0,270.39,0,7.46,17.76,0,-0,81.72,26.24,130.08,29,0,100.16,70.11,26.73,12.15

76,18:45-19:00,0,2,1,0,0,29.67,15.02,88.99,1,1,0,1.35,1.53,134.84,0,0,20.74,86.72,224.73,0,43.7,50,0,29.67,41.67,43.42,3.33,3.01,41.66,28.67,0,4,0,270.39,0,7.46,17.76,0,-0,81.72,26.24,130.08,29,0,100.16,115.33,26.12,12.15

77,19:00-19:15,0,1,0,0,0,29.17,1.56,87.49,0,0,0,0,3.24,134.84,0,0,20.74,86.72,224.73,0,43.7,40,0,29.17,41.67,43.42,1.67,0.31,41.66,27.67,0,8.51,0,270.39,0,7.18,17.76,0,-0,81.72,26.24,130.08,29,0,100.16,115.33,29,12.15

78,19:15-19:30,0,0,0,0,0,28.83,0.01,86.51,0,0,0,0,3.24,134.84,0,0,20.74,86.72,224.73,0,43.7,95,0,28.83,41.67,43.42,0.63,0,41.66,27,0,8.51,0,270.39,0,7.18,17.76,0,-0,81.72,26.24,130.08,29,0,100.16,115.33,29,12.15

79,19:30-19:45,0,0,0,0,0,24.67,0,73.99,0,0,0,0,3.24,134.84,0,0,20.74,86.72,224.73,0,43.7,95,0,24.67,41.67,43.42,0,0,41.66,22.67,0,8.51,0,270.39,0,7.18,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,29,12.15

80,19:45-20:00,0,0,0,0,0,23.33,0,70.01,0,0,0,0,3.24,134.84,0,0,20.74,86.72,224.73,0,43.7,100,0,23.33,41.67,43.42,0,0,41.66,21.67,0,8.51,0,270.39,0,7.18,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,29,12.15

81,20:00-20:15,0,0,0,0,0,22.17,0,66.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,185,0,22.17,41.67,43.42,0,0,41.66,21,0,8.51,0,270.39,0,6.06,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,25.35,12.15

82,20:15-20:30,0,0,0,0,0,20.17,0,60.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,185,0,20.17,41.67,43.42,0,0,41.66,20.67,0,8.51,0,270.39,0,6.06,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,25.35,12.15

83,20:30-20:45,0,0,0,0,0,19.33,0,58.01,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,190,0,19.33,41.67,37.02,0,0,41.66,25.33,0,8.51,0,270.39,0,6.53,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,25.35,12.15

84,20:45-21:00,0,0,0,0,0,19,0,57,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,185,0,19,41.67,36.42,0,0,41.66,25.33,0,8.51,0,270.39,0,6.53,17.76,0,-0,81.72,26.24,130.08,29,5.66,100.16,115.33,25.35,12.15

85,21:00-21:15,0,0,0,0,0,19.17,0,57.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,185,0,19.17,41.67,37.02,0,0,41.66,21.67,0,8.51,0,270.39,0,6.53,17.57,0,-0,81.72,25.23,130.08,29,5.66,100.16,115.33,25.35,12.15

86,21:15-21:30,0,0,0,0,0,19.33,0,58.01,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,160,0,19.33,41.67,37.02,0,0,41.66,22.33,0,8.51,0,270.39,0,6.53,17.57,0,-0,81.72,25.23,130.08,29,5.66,100.16,115.33,25.35,12.15

87,21:30-21:45,0,0,0,0,0,19.83,0,59.51,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,140,0,19.83,41.67,37.02,0,0,41.66,24,0,8.51,0,270.39,0,6.53,17.57,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,15.08,12.15

88,21:45-22:00,0,0,0,0,0,20.33,0,61.01,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,135,0,20.33,41.67,37.02,0,0,41.66,24.67,0,8.51,0,270.39,0,6.53,17.57,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,15.08,12.15

89,22:00-22:15,0,0,0,0,0,23.67,0,70.99,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,115,0,23.67,41.67,40.02,0,0,41.66,21.67,0,8.51,0,270.39,0,6.06,17.3,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,15.08,12.15

90,22:15-22:30,0,0,0,0,0,24.17,0,72.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,100,0,24.17,41.67,40.02,0,0,41.66,22,0,8.51,0,270.39,0,6.06,17.3,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,15.08,12.15

91,22:30-22:45,0,0,0,0,0,20.83,0,62.51,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,85,0,20.83,41.67,40.02,0,0,41.66,22.33,0,8.51,0,270.39,0,6.06,17.3,0,-0,81.72,26.75,130.08,29,5.66,100.16,115.33,9,12.15

92,22:45-23:00,0,0,0,0,0,21.17,0,63.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,60,0,21.17,41.67,40.02,0,0,41.66,21.67,0,8.51,0,270.39,0,6.06,17.3,0,-0,81.72,26.75,130.08,29,5.66,100.16,115.33,9,12.15

93,23:00-23:15,0,0,0,0,0,23.17,0,69.49,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,75,0,23.17,41.67,36.01,0,0,41.66,21.67,0,8.51,0,270.39,0,5.87,17.3,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,9,12.15

94,23:15-23:30,0,0,0,0,0,23.33,0,70.01,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,70,0,23.33,41.67,35.01,0,0,41.66,21.67,0,8.51,0,270.39,0,5.87,17.3,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,9,12.15

95,23:30-23:45,0,0,0,0,0,23.67,0,70.99,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,70,0,23.67,41.67,34.01,0,0,41.66,21.67,0,8.51,0,270.39,0,5.87,17.3,0,-0,81.72,25.74,130.08,29,5.66,100.16,115.33,9,12.15

96,23:45-24:00,0,0,0,0,0,23.67,0,70.99,0,0,0,0,3.24,134.84,10.73,0,20.74,86.72,224.73,0,43.7,75,0,23.67,41.67,33.81,0,0,41.66,21.67,0,8.51,0,270.39,0,5.87,17.3,0,-0,81.72,25.23,130.08,29,5.66,100.16,115.33,9,12.15

