Block,Time,L_NR_2022_10,L_NR_2021_17,L_NR_2021_12,L_NR_2019_07,L_NR_2019_05,L_NR_2019_19,LT-35,L_NR_2021_15,L_NR_2023_07,L_NR_2021_13,LT-59,LT-05,L_NR_2022_08,L_NR_2018_61,L_NR_2012_04,L_NR_2022_09,L_NR_2021_14,L_NR_2019_11,L_NR_2020_05,L_NR_2023_10,L_NR_2020_07,L_NR_2021_16,SH-06,SH-07,L_NR_2012_07,LT-31,LT-36,L_NR_2023_04,L_NR_2012_02,L_NR_2019_06,L_NR_2020_06,L_NR_2020_02,L_NR_2012_01
14,03:15-03:30,50.66,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,17.25,40.02,271.690000,50.66,0,0.000000,63.24,0,21.08,0,26.070000,26.070000,64.920000,0.000000,0.000000,28.850000,261.400000,0,21.08,11.890000,0.000000

15,03:30-03:45,50.01,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,17.28,41.02,271.690000,50.01,0,0.000000,61.01,0,20.32,0,26.070000,26.070000,49.920000,0.000000,0.000000,28.850000,261.400000,0,20.34,11.890000,0.000000

16,03:45-04:00,49.15,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,17.13,41.02,271.690000,49.15,0,0.000000,59.67,0,19.9,0,26.070000,26.070000,49.920000,0.000000,0.000000,28.850000,261.400000,0,19.89,11.890000,0.000000

17,04:00-04:15,47.81,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,17.53,41.02,231.840000,47.81,0,0.000000,57.63,0,19.21,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,213.100000,0,19.21,11.890000,0.000000

18,04:15-04:30,46.51,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,16.37,41.02,193.200000,46.51,0,0.000000,55.49,0,18.5,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,189.560000,0,18.5,11.890000,0.000000

19,04:30-04:45,44.92,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,15.75,41.02,149.420000,44.92,0,0.000000,52.17,0,17.39,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,189.560000,0,17.39,11.890000,0.000000

20,04:45-05:00,43.03,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,14.68,41.02,149.420000,43.03,0,0.000000,47.49,0,15.84,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,189.560000,0,15.83,11.890000,0.000000

21,05:00-05:15,44.76,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,14.99,41.02,149.420000,44.76,0,0.000000,55.51,0,18.51,0,26.070000,26.070000,33.790000,0.000000,0.000000,29.820000,189.560000,0,18.5,11.890000,0.000000

22,05:15-05:30,44.1,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,14.53,41.02,149.420000,44.1,0,0.000000,54.1,0,18.03,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,170.240000,0,18.03,11.890000,0.000000

23,05:30-05:45,43.25,0,0,0,0,0,0.000000,0,0,0,10.410000,70.480000,14.6,41.02,193.200000,43.25,0,0.000000,52.78,0,17.6,0,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,189.560000,0,17.59,11.890000,0.000000

24,05:45-06:00,42.49,0.33,0.06,0,0,0.4878,0.000000,0,0,0.01,10.410000,70.480000,13.25,41.02,231.840000,42.49,0.18,0.000000,51.1,0,17.03,0.67,26.070000,26.070000,33.790000,0.000000,0.000000,28.850000,189.560000,0,17.03,11.890000,0.000000

25,06:00-06:15,41.17,1.33,0.55,1.42,5,2.351196,0.000000,0.13,1.25,0.11,10.410000,70.480000,12.35,31.77,271.690000,41.17,1.66,0.000000,49.92,0.54,16.65,2.67,26.070000,26.070000,56.030000,0.000000,0.000000,29.820000,237.860000,4.6,16.64,11.890000,0.000000

26,06:15-06:30,40.79,2.67,4.28,2.94,10,5.482872,0.140000,0.61,4,0.85,10.410000,70.480000,12.59,31.94,271.690000,40.79,3.79,0.000000,48.89,1.71,16.29,5.33,26.070000,26.070000,56.030000,0.140000,0.150000,29.820000,261.400000,10,16.3,11.890000,0.000000

27,06:30-06:45,40.2,3.67,9.94,7.84,18,9.151128,0.390000,1.29,7.02,1.99,10.410000,70.480000,14.85,32.15,271.690000,40.2,5.87,0.000000,52.46,3.01,17.48,7.33,26.070000,26.070000,56.030000,0.390000,0.400000,29.820000,261.400000,17,17.49,11.890000,0.000000

28,06:45-07:00,39.42,5.67,16.44,14.7,28,13.180356,0.700000,2.45,10.68,3.29,10.410000,70.480000,14.42,32.45,271.690000,39.42,8.5,0.000000,51.17,4.58,17.04,11.33,26.070000,26.070000,56.030000,0.700000,0.720000,29.820000,261.400000,32,17.06,11.890000,0.000000

29,07:00-07:15,38.23,8,24.06,21.56,32.57,17.433972,1.090000,4.09,21,4.81,10.410000,70.480000,14,32.61,231.840000,38.23,10.33,0.000000,49.78,9,16.6,16,26.070000,26.070000,41.040000,1.090000,1.120000,29.690000,215.330000,32.57,16.59,11.890000,0.000000

30,07:15-07:30,36.89,10,33.82,29.4,30.78,21.697344,1.570000,6.11,28,6.76,10.410000,70.480000,13.34,33.1,193.200000,36.89,12.7,0.000000,48.17,12,16.05,20,26.070000,26.070000,41.040000,1.570000,1.600000,29.690000,215.330000,30.77,16.06,11.890000,0.000000

31,07:30-07:45,35.76,13.33,44.91,30.5,30.5,28.5363,2.130000,8.37,37.8,8.98,10.410000,70.480000,12.75,34.54,149.420000,35.76,17.1,0.000000,46.34,16.2,15.44,26.67,26.070000,26.070000,33.790000,2.130000,2.190000,29.650000,215.330000,30.5,15.45,11.890000,0.000000

32,07:45:08:00,39.1,10,53.65,30.67,30.67,34.887456,2.780000,5,44.1,10.73,10.410000,70.480000,11.7,36.02,149.420000,39.1,21.94,0.000000,44.74,18.9,14.91,20,26.070000,26.070000,33.790000,2.780000,2.850000,29.650000,215.330000,30.66,14.91,11.890000,0.000000

33,08:00-08:15,38.68,10.33,67.66,32.17,32.17,41.687388,2.970000,5,49,13.53,10.410000,70.480000,15.56,29.14,193.200000,38.68,14.33,0.000000,50.99,21,16.99,20.67,26.070000,26.070000,33.790000,2.970000,3.050000,29.650000,178.930000,32.16,17,11.890000,0.000000

34,08:15-08:30,38.28,10.33,81.28,32.33,32.33,48.848292,3.350000,5,52.5,16.26,10.410000,70.480000,15.28,29.8,231.840000,38.28,15.33,0.000000,49.82,22.5,16.6,20.67,26.070000,26.070000,33.790000,3.350000,3.440000,29.650000,178.930000,32.34,16.61,11.890000,0.000000

35,08:30-08:45,37.9,10,68.29,32.33,32.33,54.116532,3.730000,5,56,13.66,10.410000,70.480000,14.95,31.06,271.690000,37.9,16,0.000000,49.08,24,16.37,20,26.070000,26.070000,41.040000,3.730000,3.830000,29.600000,205.670000,32.34,16.36,11.890000,0.000000

36,08:45:09:00,37.56,9.67,78.73,32.33,32.33,59.355504,3.140000,5,59.5,15.75,10.410000,70.480000,14.42,32.48,271.690000,37.56,16.67,0.000000,48.35,25.5,16.12,19.33,26.070000,26.070000,41.040000,3.140000,3.220000,30.560000,205.670000,32.34,16.12,11.890000,0.000000

37,09:00:09:15,37.23,9,82.52,32.5,32.5,68.848092,3.540000,5,52.5,16.5,10.410000,70.480000,13.67,25.15,271.690000,37.23,17.33,0.000000,47.86,22.5,15.96,18,26.070000,26.070000,41.040000,3.540000,3.630000,30.560000,205.670000,32.5,15.95,11.890000,0.000000

38,09:15-09:30,36.93,7.33,86.29,32.5,32.5,73.013904,3.930000,7.5,56,17.26,10.410000,70.480000,13,24.31,271.690000,36.93,18.67,0.000000,42.38,24,14.13,14.67,26.070000,26.070000,41.040000,3.930000,4.020000,29.600000,205.670000,32.5,14.13,11.890000,0.000000

39,09:30-09:45,41.77,11,90.07,32.5,32.5,81.9504,4.310000,7.5,61.6,18.01,10.410000,70.480000,13.34,24.64,271.690000,41.77,16.67,0.000000,41.56,26.4,13.85,22,26.070000,26.070000,33.790000,4.310000,4.410000,29.560000,170.240000,32.5,13.85,11.890000,0.000000

40,09:45-10:00,41.21,13,93.84,32.5,32.5,90.857628,2.870000,7.5,66.5,18.77,10.410000,70.480000,13.19,25.96,271.690000,41.21,17.33,0.000000,41,28.5,13.66,26,26.070000,26.070000,33.790000,2.870000,2.940000,28.590000,170.240000,32.5,13.67,11.890000,0.000000

41,10:00-10:15,40.87,11,62.71,32.5,32.5,98.008776,2.870000,7.5,70,12.54,10.410000,70.480000,13.16,29.26,271.690000,40.87,18.67,0.000000,40.64,30,13.54,22,26.070000,26.070000,33.790000,2.870000,2.940000,28.590000,185.690000,32.5,13.55,11.890000,0.000000

42,10:15-10:30,40.46,12.67,67.38,32.5,32.5,103.140432,3.100000,12.5,77,13.48,10.410000,70.480000,13.09,23.14,271.690000,40.46,20.67,0.000000,40.33,33,13.45,25.33,26.070000,26.070000,33.790000,3.100000,3.180000,29.560000,205.670000,32.5,13.44,11.890000,0.000000

43,10:30-10:45,39.75,0.33,71.83,32.5,32.5,110.857428,3.220000,12.5,82.6,14.36,10.410000,70.480000,12.95,23.18,271.690000,39.75,22.67,0.000000,40.04,35.4,13.35,0.67,26.070000,26.070000,49.920000,3.220000,3.290000,28.590000,205.670000,32.5,13.35,11.890000,0.000000

44,10:45-11:00,38.45,2,73.53,32.5,32.5,108.379404,3.350000,7.5,59.5,14.71,10.410000,70.480000,12.95,23.33,271.690000,38.45,14,0.000000,55.17,25.5,18.4,4,26.070000,26.070000,49.920000,3.350000,3.440000,29.560000,205.670000,32.5,18.39,11.890000,0.000000

45,11:00-11:15,41.78,4.33,79.24,32.5,32.5,105.442848,3.540000,7.5,65.8,15.85,10.410000,70.480000,17,23.53,271.690000,41.78,14.67,0.000000,55.88,28.2,18.62,8.67,26.070000,26.070000,49.920000,3.540000,3.630000,29.560000,231.760000,32.5,18.63,11.890000,0.000000

46,11:15-11:30,41.78,6.67,162.03,32.5,32.5,101.9502,3.730000,7.5,68.6,32.4,10.410000,70.480000,17.03,23.75,271.690000,41.78,15.33,0.000000,56.46,29.4,18.81,13.33,26.070000,26.070000,49.920000,3.730000,3.830000,28.590000,225.970000,32.5,18.82,11.890000,0.000000

47,11:30-11:45,42.09,9.33,171.03,32.5,32.5,98.24292,3.930000,7.5,77,34.2,10.410000,115.960000,17.15,23.88,271.690000,42.09,16.67,0.000000,56.67,33,18.9,18.67,26.070000,26.070000,49.920000,3.930000,4.020000,28.590000,225.970000,32.5,18.89,11.890000,0.000000

48,11:45-12:00,42.59,12,180.29,32.5,32.5,93.784428,4.120000,7.5,80.5,36.06,10.410000,115.960000,17.38,16.14,271.690000,42.59,18.33,0.000000,57.17,34.5,19.06,24,26.070000,26.070000,49.920000,4.120000,4.220000,28.590000,225.970000,32.5,19.06,11.890000,0.000000

49,12:00-12:15,44.08,14.33,179.35,32.5,32.5,89.764956,4.310000,7.5,112,35.87,10.410000,115.960000,17.62,16.18,271.690000,44.08,10,0.000000,58.13,48,19.37,28.67,26.070000,26.070000,64.920000,4.310000,4.410000,28.590000,261.400000,32.5,19.38,11.890000,0.000000

50,12:15-12:30,55.21,21,179.01,32.5,32.5,91.36494,4.390000,7.5,108.5,35.8,10.410000,115.960000,21.84,16.32,271.690000,55.21,10.33,0.000000,57.78,46.5,19.26,42,26.070000,26.070000,64.920000,4.390000,4.510000,28.590000,261.400000,32.5,19.26,11.890000,0.000000

51,12:30-12:45,54.87,22.66,179.28,32.5,32.5,97.189272,4.500000,7.5,105,35.86,10.410000,115.960000,21.51,16.52,271.690000,54.87,10.67,0.000000,71.59,45,23.87,45.34,26.070000,26.070000,64.920000,4.500000,4.610000,28.590000,261.400000,32.5,23.86,11.890000,0.000000

52,12:45-13:00,54.39,24.33,180.18,32.5,32.5,91.638108,4.560000,7.5,101.5,36.03,10.410000,115.960000,21.17,16.74,271.690000,54.39,11,0.000000,71.31,43.5,23.76,48.67,26.070000,26.070000,64.920000,4.560000,4.670000,29.560000,261.400000,32.5,23.77,11.890000,0.000000

53,13:00-13:15,65.13,25.33,181.63,32.5,32.5,93.628332,4.690000,7.5,108.5,36.32,10.410000,70.480000,20.84,16.88,271.690000,65.13,11.33,0.000000,85.19,46.5,28.39,50.67,26.070000,26.070000,64.920000,4.690000,4.800000,28.590000,261.400000,32.5,28.4,11.890000,0.000000

54,13:15-13:30,64.98,26,184.36,32.5,32.5,91.90152,4.780000,7.5,108.5,36.87,10.410000,70.480000,27.21,17.48,271.690000,64.98,12,0.000000,85.65,46.5,28.55,52,26.070000,26.070000,64.920000,4.780000,4.900000,28.590000,261.400000,32.5,28.55,11.890000,0.000000

55,13:30-13:45,63.66,26.66,188.46,32.5,32.5,115.442748,2.970000,7.5,110.6,37.69,9.320000,115.960000,26.88,18.69,271.690000,63.66,12.67,0.000000,85.65,47.4,28.55,53.34,26.070000,26.070000,64.320000,2.970000,3.050000,29.560000,261.400000,32.5,28.55,11.890000,0.000000

56,13:45-14:00,62.42,26.66,109.69,32.5,32.5,110.984256,3.060000,5,107.1,21.94,10.340000,115.960000,26.45,21.49,271.690000,62.42,13.33,0.000000,85.5,45.9,28.51,53.34,26.070000,26.070000,64.320000,3.060000,3.130000,27.630000,261.400000,32.5,28.5,11.890000,0.000000

57,14:00-14:15,62.23,32.66,108.21,32.5,32.5,106.457472,3.160000,5,120.4,21.64,10.340000,115.960000,26.69,32.59,271.690000,62.23,10.33,0.000000,85.65,51.6,28.55,65.34,26.070000,26.070000,64.320000,3.160000,3.240000,27.630000,261.400000,32.5,28.55,11.890000,0.000000

58,14:15-14:30,63.08,34.66,67.58,32.5,32.5,102.662388,3.250000,5,116.9,13.51,10.340000,115.960000,27.06,33.14,271.690000,63.08,10.67,0.000000,86.57,50.1,28.84,69.34,26.070000,26.070000,64.320000,3.250000,3.330000,27.630000,261.400000,32.5,28.86,11.890000,0.000000

59,14:30-14:45,80.17,34.66,69.95,32.5,32.5,98.7795,3.350000,5,113.4,13.99,10.340000,115.960000,27.4,34.08,271.690000,80.17,11,0.000000,107.82,48.6,35.93,69.34,26.070000,26.070000,64.320000,3.350000,3.440000,28.590000,261.400000,32.5,35.94,11.890000,0.000000

60,14:45-15:00,80.12,36.33,71.53,32.5,32.5,94.155156,3.440000,5,108.5,14.31,10.340000,115.960000,27.55,35.54,271.690000,80.12,11.33,0.000000,110.08,46.5,36.7,72.67,26.070000,26.070000,64.320000,3.440000,3.520000,27.630000,261.400000,32.5,36.69,11.890000,0.000000

61,15:00-15:15,80.7,34.66,73.12,32.5,32.5,88.106436,3.540000,5,124.6,14.62,10.340000,115.960000,27.54,37.14,271.690000,80.7,12,0.000000,111.15,53.4,37.05,69.34,26.070000,26.070000,64.320000,3.540000,3.630000,27.630000,261.400000,32.5,37.05,11.890000,0.000000

62,15:15-15:30,80.09,35,73.91,32.5,32.5,83.004048,3.630000,5,121.8,14.78,10.340000,115.960000,28.6,37.34,271.690000,80.09,12.67,0.000000,113.61,52.2,37.86,70,26.070000,26.070000,64.320000,3.630000,3.720000,27.630000,261.400000,32.5,37.87,11.890000,0.000000

63,15:30-15:45,79.88,33.33,74.7,32.5,32.5,76.711428,3.730000,8,113.4,14.94,10.340000,115.960000,38.54,37.54,271.690000,79.88,13.33,0.000000,116.4,48.6,38.8,66.67,26.070000,26.070000,64.320000,3.730000,3.830000,27.630000,261.400000,32.5,38.8,11.890000,0.000000

64,15:45-16:00,79.01,32,145.3,32.5,32.5,69.570036,3.820000,8,114.8,29.06,10.340000,115.960000,38.41,37.74,271.690000,79.01,26.67,0.000000,116.97,49.2,39,64,26.070000,26.070000,64.320000,3.820000,3.920000,27.630000,261.400000,32.5,38.99,11.890000,0.000000

65,16:00-16:15,79.19,37,137.51,32.5,32.5,62.662788,3.730000,8,108.5,27.5,10.340000,115.960000,38.44,42.42,271.690000,79.19,28.33,0.000000,116.17,46.5,38.73,74,26.070000,26.070000,64.320000,3.730000,3.830000,27.750000,261.400000,32.5,38.72,11.890000,0.000000

66,16:15-16:30,78.77,35.33,129.7,32.5,32.5,55.531152,5.450000,8,98,25.94,10.340000,115.960000,38.33,42.42,271.690000,78.77,30,0.000000,115.88,42,38.62,70.67,26.070000,26.070000,74.070000,5.450000,5.600000,30.650000,261.400000,32.5,38.63,11.890000,0.000000

67,16:30-16:45,80,32,121.91,32.5,32.5,47.26782,4.950000,8,82.6,24.38,10.340000,115.960000,38.17,42.42,271.690000,80,33.73,0.000000,115.68,35.4,38.57,64,26.070000,26.070000,74.070000,4.950000,5.070000,30.650000,261.400000,32.5,38.56,11.890000,0.000000

68,16:45-17:00,77.7,29,114.12,24.5,33,38.721564,4.400000,8,72.8,22.82,10.340000,115.960000,35.08,42.42,271.690000,77.7,35,0.000000,107.95,31.2,35.99,58,26.070000,26.070000,74.070000,4.400000,4.510000,30.650000,261.400000,33,35.98,11.890000,0.000000

69,17:00-17:15,77.75,25.66,101.02,19.6,33,31.297248,3.720000,16.52,66.5,20.2,10.340000,115.960000,34.81,42.42,271.690000,77.75,29.74,6.920000,107.45,28.5,35.81,51.34,26.070000,26.070000,74.070000,3.720000,3.820000,30.650000,261.400000,33,35.82,11.890000,0.000000

70,17:15-17:30,77.14,26.33,87.92,14.7,25,25.1217,3.070000,14.05,59.5,17.58,10.340000,115.960000,34.82,42.42,271.690000,77.14,25.15,6.920000,107.04,25.5,35.67,52.67,26.070000,26.070000,74.070000,3.070000,3.140000,30.650000,261.400000,33,35.68,11.890000,0.000000

71,17:30-17:45,75.99,17.33,74.82,8.56,15,19.7559,2.470000,11.22,44.8,14.96,10.340000,115.960000,34.72,42.42,271.690000,75.99,20.5,6.920000,105.71,19.2,35.24,34.67,26.070000,26.070000,74.070000,2.470000,2.530000,30.650000,261.400000,21.16,35.24,11.890000,0.000000

72,17:45-18:00,75.25,15.33,61.72,2.65,10,14.799852,1.840000,8.67,39.9,12.34,10.340000,115.960000,34.28,42.42,271.690000,75.25,16.19,6.920000,104.93,17.1,34.98,30.67,26.070000,26.070000,74.070000,1.840000,1.890000,30.650000,261.400000,11.04,34.98,11.890000,0.000000

73,18:00-18:15,73.84,12.67,50.08,0,0,10.321848,1.270000,6.46,21,10.01,10.340000,115.960000,33.77,42.42,271.690000,73.84,12.19,6.920000,104.41,9,34.81,25.33,26.070000,26.070000,74.070000,1.270000,1.310000,31.670000,261.400000,0,34.8,11.890000,0.000000

74,18:15-18:30,72.02,10.33,38.43,0,0,6.204816,0.950000,4.68,14,7.68,10.340000,115.960000,33.11,42.42,271.690000,72.02,8.84,6.920000,101.79,6,33.94,20.67,26.070000,26.070000,74.070000,0.950000,0.960000,31.670000,261.400000,0,33.93,11.890000,0.000000

75,18:30-18:45,74.21,7.67,26.78,0,0,2.87802,0.460000,2.69,10.5,5.36,10.340000,115.960000,33.21,42.42,271.690000,74.21,5.41,6.920000,106.6,4.5,35.54,15.33,26.070000,26.070000,74.070000,0.460000,0.470000,31.670000,261.400000,0,35.53,11.890000,0.000000

76,18:45-19:00,73.7,4.67,15.13,0,0,1.12194,0.110000,1.17,7,3.03,10.340000,115.960000,32.92,42.42,271.690000,73.7,0.28,6.920000,105.68,3,35.21,9.33,26.070000,26.070000,74.070000,0.110000,0.110000,31.670000,261.400000,0,35.23,11.890000,0.000000

77,19:00-19:15,73.54,3,8.51,0,0,0.214632,0.060000,0.18,0,1.7,10.340000,115.960000,32.92,42.42,271.690000,73.54,0.03,9.680000,105.32,0,35.11,6,24.030000,30.910000,74.070000,0.060000,0.060000,31.670000,261.400000,0,35.11,11.890000,0.000000

78,19:15-19:30,73.06,1.67,3.78,0,0,0,0.000000,0,0,0.76,10.340000,115.960000,32.92,42.42,271.690000,73.06,0,9.680000,104.86,0,34.95,3.33,9.070000,30.910000,74.070000,0.000000,0.000000,31.670000,261.400000,0,34.95,11.890000,0.000000

79,19:30-19:45,72.88,0.33,0.94,0,0,0,0.000000,0,0,0.19,10.340000,115.960000,32.46,42.42,271.690000,72.88,0,9.680000,102.77,0,34.25,0.67,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,34.26,11.890000,0.000000

80,19:45-20:00,72.21,0,0,0,0,0,0.000000,0,0,0,10.340000,115.960000,31.73,35.74,271.690000,72.21,0,9.680000,100.75,0,33.58,0,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,33.58,11.890000,0.000000

81,20:00-20:15,70.17,0,0,0,0,0,0.000000,0,0,0,10.410000,115.960000,31.42,36.34,271.690000,70.17,0,9.680000,99.57,0,33.2,0,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,33.19,11.890000,0.000000

82,20:15-20:30,69.54,0,0,0,0,0,0.000000,0,0,0,10.410000,115.960000,31.38,36.74,271.690000,69.54,0,9.680000,98.56,0,32.86,0,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,32.85,11.890000,0.000000

83,20:30-20:45,69.21,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,30.88,37.34,271.690000,69.21,0,0.000000,98.21,0,32.74,0,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,32.74,11.890000,0.000000

84,20:45-21:00,68.96,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,30.52,37.74,271.690000,68.96,0,0.000000,96.67,0,32.22,0,30.200000,30.200000,74.070000,0.000000,0.000000,31.670000,261.400000,0,32.22,11.890000,0.000000

85,21:00-21:15,68.96,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,30.52,38.28,271.690000,68.96,0,0.000000,96.18,0,32.07,0,30.690000,30.690000,74.070000,0.000000,0.000000,30.700000,261.400000,0,32.06,11.890000,0.000000

86,21:15-21:30,71.88,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,30.34,41.17,271.690000,71.88,0,0.000000,102.4,0,34.13,0,30.690000,30.690000,74.070000,0.000000,0.000000,30.700000,261.400000,0,34.13,11.890000,0.000000

87,21:30-21:45,71.43,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,29.98,41.94,271.690000,71.43,0,0.000000,102.67,0,34.22,0,30.690000,30.690000,74.070000,0.000000,0.000000,28.770000,261.400000,0,34.22,11.890000,0.000000

88,21:45-22:00,70.79,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,29.49,40.94,271.690000,70.79,0,0.000000,101.32,0,33.77,0,30.690000,30.690000,74.070000,0.000000,0.000000,29.770000,261.400000,0,33.77,11.890000,0.000000

89,22:00-22:15,70.16,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,29.56,40.34,271.690000,70.16,0,0.000000,86.39,0,28.78,0,30.690000,30.690000,74.070000,0.000000,0.000000,29.770000,261.400000,0,28.8,11.890000,0.000000

90,22:15-22:30,69.34,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,29.57,38.61,271.690000,69.34,0,0.000000,86.39,0,28.78,0,30.690000,30.690000,74.070000,0.000000,0.000000,29.770000,261.400000,0,28.8,11.890000,0.000000

91,22:30-22:45,68.05,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,28.44,35.94,271.690000,68.05,0,0.000000,86.42,0,28.8,0,10.520000,10.520000,74.070000,0.000000,0.000000,29.770000,261.400000,0,28.81,11.890000,0.000000

92,22:45-23:00,67.72,0,0,0,0,0,0.000000,0,0,0,0.000000,115.960000,28.11,36.34,271.690000,67.72,0,0.000000,86.53,0,28.85,0,10.520000,10.520000,74.070000,0.000000,0.000000,29.770000,261.400000,0,28.84,11.890000,0.000000

