Block,Time,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/R2,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01062024/30062024/IEPL01,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17
13,03:00-03:15,24.120000,0.000000,0.000000,24.120000,28.260000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.520000,18.66,22.5,0,0,38.600000,0,115.360000,52,22.5,67.5,24.660000,0,0,0,0,52,272.830000,37.02,0,0,0,24.120000,0,0,6.030000,0,0

14,03:15-03:30,24.120000,0.000000,0.000000,24.120000,28.260000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.520000,18,23,0,0,38.600000,0,115.360000,52.67,23,69,24.660000,0,0,0,0,52.67,272.830000,36.62,0,0,0,24.120000,0,0,6.030000,0,0

15,03:30-03:45,24.120000,0.000000,0.000000,24.120000,28.260000,4.660000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.520000,17.34,23.34,0,0,38.600000,0,115.360000,51.67,23.33,70,24.660000,0,0,0,0,51.67,272.830000,36.22,0,0,0,24.120000,0,0,6.030000,0,0

16,03:45-04:00,24.120000,0.000000,0.000000,24.120000,28.260000,4.660000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.520000,17,22.5,0,0,38.600000,0,94.560000,50.67,22.5,67.5,24.660000,0,0,0,0,50.67,272.830000,35.62,0,0,0,24.120000,0,0,6.030000,0,0

17,04:00-04:15,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.440000,17,21.84,0,0,38.600000,0,115.360000,50,21.83,65.5,24.660000,0,0,0,0,50,272.830000,35.02,0,0,0,24.120000,0,0,5.900000,0,0

18,04:15-04:30,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.440000,16.34,21.34,0,0,38.600000,0,94.560000,49.33,21.33,64,24.660000,0,0,0,0,49.33,272.830000,35.02,0,0,0,24.120000,0,0,5.900000,0,0

19,04:30-04:45,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.440000,15.66,20.66,0,0,38.600000,0,94.560000,48.67,20.67,62,24.660000,0,0,0,0,48.67,272.830000,35.02,0,0,0,24.120000,0,0,5.900000,0,0

20,04:45-05:00,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.440000,15,20.16,0,0,38.600000,0,94.560000,48.33,20.17,60.5,24.660000,0,0,0,0,48.33,272.830000,35.62,0,0,0,24.120000,0,0,5.900000,0,0

21,05:00-05:15,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.340000,15.34,21.34,0,0,38.600000,0,115.360000,52.33,21.33,64,24.660000,0,0,0,0,52.33,272.830000,33.62,0,0,0,24.120000,0,0,5.800000,0,0

22,05:15-05:30,24.120000,0.000000,0.000000,24.120000,28.260000,5.280000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,22.950000,22.950000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.340000,15,20.84,0,0,38.600000,0,115.360000,51.67,20.83,62.5,24.660000,0,0,0,0,51.67,272.830000,31.02,0,0,0,24.120000,0,0,5.800000,0,0

23,05:30-05:45,24.120000,0.000000,0.000000,24.120000,28.260000,5.200000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.340000,14.66,20.34,0,0,38.600000,0,115.360000,51,20.33,61,24.660000,0,0,0,0,51,272.830000,28.61,0,0,0.915842,24.120000,0,0,5.800000,0,0

24,05:45-06:00,24.120000,0.000000,0.000000,24.120000,28.260000,5.200000,261.970000,5.530000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.340000,14.34,19.84,0,0,38.600000,0.09,115.360000,50.33,19.83,59.5,24.660000,0,0,0.18,0.2,50.33,272.830000,27.61,0,0,2.172689,24.120000,0,0.48,5.800000,0,0

25,06:00-06:15,24.120000,0.000000,0.000000,24.120000,28.260000,5.200000,261.970000,5.370000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.250000,14,19.66,1,0,38.600000,0.6,115.360000,49.33,19.67,59,24.660000,9.37,0,1.67,1,49.33,272.830000,26.01,0,1,3.926429,24.120000,6.94,3,5.700000,1,0

26,06:15-06:30,24.120000,0.000000,0.150000,24.120000,27.260000,5.200000,261.970000,5.370000,24.120000,48.240000,0.160000,24.120000,0.000000,0.150000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.250000,13.34,18.66,4,0,38.600000,1.46,115.360000,48.33,18.67,56,24.660000,19.56,2,3.82,2,48.33,272.830000,23.21,1,1,7.005217,24.120000,10.1,7.32,5.700000,2,0

27,06:30-06:45,24.120000,0.000000,0.670000,24.120000,26.250000,5.200000,261.970000,5.370000,24.120000,48.240000,0.690000,24.120000,0.000000,0.670000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.250000,12.66,15,7,0,38.600000,2.53,66.190000,46.67,15,45,24.660000,26.55,5,6.57,5,46.67,272.830000,22.81,3,3,10.434753,24.120000,14.55,12.67,5.700000,5,0

28,06:45-07:00,24.120000,0.000000,1.040000,24.120000,26.250000,5.200000,261.970000,5.370000,24.120000,48.240000,1.070000,24.120000,0.000000,1.040000,100.520000,18.380000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,8.140000,12.250000,12.34,15,14,0,38.600000,3.78,66.190000,45,15,45,24.660000,32.64,10,9.55,6,45,272.830000,22.81,4,6,14.595014,24.120000,20.72,18.9,5.700000,8,0

29,07:00-07:15,24.120000,0.000000,1.500000,24.120000,26.250000,5.120000,261.970000,5.370000,24.120000,48.240000,1.540000,24.120000,0.000000,1.500000,100.520000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,8.140000,12.160000,11.66,15,21,0,38.600000,5.3,66.190000,43.33,15,45,24.660000,31.18,17.99,13.94,8,43.33,272.830000,18.2,5,9,19.310626,24.120000,31.18,26.51,5.700000,11,0

30,07:15-07:30,24.120000,0.000000,2.040000,24.120000,26.250000,5.120000,261.970000,5.370000,24.120000,48.240000,2.090000,24.120000,0.000000,2.040000,71.580000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,8.140000,12.160000,10.66,15,35,0,38.600000,7.7,66.190000,40,15,45,24.660000,26.98,26.99,18.06,12.86,40,272.830000,18.2,8,15,24.445187,24.120000,26.98,38.48,5.700000,16,0

31,07:30-07:45,24.120000,0.000000,2.660000,24.120000,26.250000,5.120000,230.480000,5.370000,24.120000,48.240000,2.730000,24.120000,0.000000,2.660000,100.520000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,8.140000,12.160000,10.66,15,49,0,38.600000,10.25,66.190000,35,15,45,24.660000,28.65,28.65,23.11,16.18,35,231.580000,18.2,12,21,29.121827,24.120000,28.65,51.24,5.700000,23,0

32,07:45:08:00,24.120000,0.000000,3.850000,24.120000,26.250000,5.120000,182.230000,5.370000,24.120000,48.240000,3.940000,24.120000,0.000000,3.850000,100.520000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,8.140000,12.160000,11.34,15.5,63,0,38.600000,13.43,66.190000,36,15.5,46.5,24.660000,29.82,29.81,27.79,19.59,36,192.980000,18.2,15,27,34.548678,24.120000,29.82,67.16,5.700000,31,0

33,08:00-08:15,24.120000,0.000000,5.030000,24.120000,25.230000,5.120000,145.620000,5.530000,24.120000,48.240000,5.160000,24.120000,0.000000,5.030000,86.840000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,4.200000,12.160000,12,16,77,0,38.600000,16.74,70.350000,37.33,16,48,24.660000,30.48,30.49,33.82,22.69,37.33,150.050000,18.6,18,33,40.199618,24.120000,30.48,83.72,5.620000,37,0

34,08:15-08:30,24.120000,0.000000,6.250000,24.120000,26.250000,5.120000,145.620000,5.530000,24.120000,48.240000,6.410000,24.120000,0.000000,6.250000,86.840000,18.380000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,4.200000,12.160000,12.66,16.34,91,0,38.600000,20.63,70.350000,40,16.33,49,24.660000,32,32,39.51,25.41,40,150.050000,19,22,39,46.025932,24.120000,32,103.18,5.620000,43,0

35,08:30-08:45,24.120000,0.000000,7.370000,24.120000,26.750000,5.120000,145.620000,5.530000,24.120000,48.240000,7.560000,24.120000,0.000000,7.370000,77.190000,22.950000,22.950000,61.750000,0.000000,48.240000,24.120000,48.240000,4.200000,12.160000,12,15,105,0,38.600000,24.02,70.350000,45,15,45,24.660000,32,32,48.26,28.39,45,150.050000,31.02,25,45,52.095821,24.120000,32,120.09,5.620000,50,0

36,08:45:09:00,24.120000,0.000000,8.460000,24.120000,27.250000,5.120000,145.620000,5.530000,24.120000,48.240000,8.680000,24.120000,0.000000,8.460000,77.190000,22.950000,22.950000,61.750000,0.000000,48.240000,24.120000,48.240000,4.200000,12.160000,13,15.84,119,0,38.600000,27.52,70.350000,48.33,15.83,47.5,24.660000,32,32,55.62,30.9,48.33,150.050000,32.02,28,51,58.204682,24.120000,32,137.58,5.620000,57,0

37,09:00:09:15,24.120000,0.000000,9.530000,24.120000,28.260000,5.050000,145.620000,5.530000,0.000000,0.000000,9.770000,24.120000,0.000000,9.530000,77.190000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,14,16.66,133,0,0.000000,30.89,70.350000,52,16.67,50,29.010000,32,32,62.55,33.38,52,150.050000,33.02,31,57,64.167398,24.120000,32,154.48,5.620000,63,0

38,09:15-09:30,24.120000,0.000000,10.480000,24.120000,28.760000,5.050000,145.620000,5.530000,0.000000,0.000000,10.740000,24.120000,0.000000,10.480000,77.190000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,15,17.5,144,0,0.000000,33.67,66.190000,54,17.5,52.5,29.010000,32,32,69.02,36.28,54,150.050000,34.02,34,61,70.032684,24.120000,32,168.38,5.620000,68,0

39,09:30-09:45,24.120000,0.000000,11.350000,24.120000,29.270000,5.050000,145.620000,5.530000,0.000000,0.000000,11.640000,24.120000,0.000000,11.350000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,16.34,26.66,154,0,0.000000,36.45,66.190000,65,26.67,80,29.010000,32,32,75.03,38.16,65,150.050000,35.02,36,66,74.777525,24.120000,32,182.25,5.620000,73,0

40,09:45-10:00,24.120000,0.000000,12.200000,24.120000,29.270000,5.050000,145.620000,5.530000,0.000000,0.000000,12.500000,24.120000,0.000000,12.200000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,17.66,27.5,165,0,0.000000,39.32,66.190000,67.33,27.5,82.5,29.010000,31.9,31.9,80.37,40.08,67.33,150.050000,36.02,39,70,79.415193,24.120000,31.9,196.62,5.620000,77,0

41,10:00-10:15,24.120000,0.000000,12.960000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,13.280000,24.120000,0.000000,12.960000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,19,28,175,0,0.000000,41.77,66.190000,69.33,28,84,29.010000,31.9,31.9,85,41.66,69.33,150.050000,40.01,40,75,84.160034,24.120000,31.9,208.88,5.620000,81,0

42,10:15-10:30,24.120000,0.000000,13.620000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,13.960000,24.120000,0.000000,13.620000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,19.66,28.34,182,0,0.000000,43.99,66.190000,71.67,28.33,85,29.010000,31.9,31.9,89.2,43.5,71.67,150.050000,41.01,42,78,89.05102,24.120000,31.9,219.97,5.620000,85,0

43,10:30-10:45,24.120000,0.000000,14.290000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,14.640000,24.120000,0.000000,14.290000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,20.34,28.66,186,0,0.000000,46.14,66.190000,73.33,28.67,86,29.010000,31.9,31.9,91.54,44,73.33,150.050000,42.01,44,79,92.743617,24.120000,31.9,230.69,5.620000,89,0

44,10:45-11:00,24.120000,0.000000,14.750000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.120000,24.120000,0.000000,14.750000,53.070000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.200000,12.070000,21.34,29.16,186,0,0.000000,46.67,66.190000,75,29.17,87.5,29.010000,31.9,31.9,92.38,44.5,75,192.980000,42.01,47,79,97.829463,24.120000,31.9,233.33,5.620000,93,0

45,11:00-11:15,24.120000,0.000000,15.140000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.520000,24.120000,0.000000,15.140000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,27.66,29.66,186,0,0.000000,46.67,66.190000,76.67,29.67,89,29.010000,31.57,31.56,92.49,44.5,76.67,231.580000,42.01,47,79,102.408673,24.120000,31.57,233.33,5.570000,93,0

46,11:15-11:30,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,28.34,30.34,186,0,0.000000,46.67,66.190000,78.33,30.33,91,29.010000,31.4,31.4,92.45,44.5,78.33,272.830000,42.01,47,79,106.646878,24.120000,31.4,233.33,5.570000,93,0

47,11:30-11:45,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,23.66,26.34,188,0,0.000000,46.67,66.190000,70,26.33,79,29.010000,31.4,31.4,92.53,44.5,70,272.830000,42.01,47,80,110.641508,24.120000,31.4,233.33,5.570000,93,0

48,11:45-12:00,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,24.34,27,188,0,0.000000,46.67,66.190000,70.67,27,81,29.010000,31.4,31.4,92.71,44.5,70.67,272.830000,42.01,47,80,113.944385,24.120000,31.4,233.33,5.570000,93,0

49,12:00-12:15,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,145.620000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,25,27.66,188,0,0.000000,46.67,66.190000,71.33,27.67,83,29.010000,31.4,31.4,92.81,44.5,71.33,272.830000,42.01,47,80,117.20829,24.120000,31.4,233.33,5.570000,93,0

50,12:15-12:30,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,174.570000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,4.340000,11.970000,26,28.34,188,0,0.000000,46.67,66.190000,72,28.33,85,29.010000,31.4,31.4,92.77,44.5,72,272.830000,42.01,47,80,119.303035,24.120000,31.4,233.33,5.570000,93,0

51,12:30-12:45,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,201.530000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,12.290000,11.970000,27.34,29.34,188,0,0.000000,46.67,66.190000,72.67,29.33,88,29.010000,31.4,31.4,92.72,44.5,72.67,272.830000,42.01,47,80,118.786656,24.120000,31.4,233.33,5.570000,93,0

52,12:45-13:00,24.120000,0.000000,15.280000,24.120000,25.740000,5.050000,201.530000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,12.290000,11.970000,28.66,30.34,188,0,0.000000,46.67,66.190000,73.33,30.33,91,29.010000,31.4,31.4,92.67,44.5,73.33,272.830000,42.01,47,80,117.851328,24.120000,31.4,233.33,5.570000,93,0

