Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17,NR/01102023/22052037/LT-59
85,21:00-21:15,3.390000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,15.52,0,0,21.5,0,15.52,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.500000

86,21:15-21:30,3.390000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.46,0,0,21.5,0,16.46,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.500000

87,21:30-21:45,3.390000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.85,0,0,21.5,0,16.85,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.500000

88,21:45-22:00,3.390000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,17.62,0,0,21.5,0,17.62,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.500000

89,22:00-22:15,3.390000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,19.14,0,0,21.5,0,19.14,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.340000

90,22:15-22:30,3.390000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,17.69,0,0,21.5,0,17.69,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.340000

91,22:30-22:45,3.390000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.36,0,0,21.5,0,16.36,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.340000

92,22:45-23:00,3.390000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,2.110000,29.000000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,15.43,0,0,21.5,0,15.43,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.340000

93,23:00-23:15,3.340000,0.000000,3.070000,16.520000,117.910000,0.000000,101.230000,16.520000,28.030000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,14.09,0,0,21.5,0,14.09,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.270000

94,23:15-23:30,3.340000,0.000000,3.070000,16.520000,117.910000,0.000000,101.230000,16.520000,28.030000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,14.22,0,0,21.5,0,14.22,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.270000

95,23:30-23:45,3.340000,0.000000,3.070000,16.520000,117.910000,0.000000,101.230000,16.520000,28.030000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,14.04,0,0,21.5,0,14.04,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.270000

96,23:45-24:00,3.340000,0.000000,3.070000,16.520000,117.910000,0.000000,101.230000,16.520000,28.030000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.71,0,0,21.5,0,16.71,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.270000

