Time,Block,NR/2023/16191/A,NR/2023/16888/D,NR/2023/13636/A,NR/2023/13385/A,NR/2023/13383/A,NR/2023/16437/F,NR/2023/16185/A,NR/2023/13242/A,NR/2023/16968/C,NR/2023/16962/C,NR/2023/13148/A,NR/2023/16865/F,NR/2023/13376/A,NR/2023/16291/F,NR/2023/15770/A,NR/2023/13253/A,NR/2023/16073/A,NR/2023/16954/D,NR/2023/16967/C,NR/2023/16889/D,NR/2023/16971/C,NR/2023/16520/F,ER/2023/10768/C,NR/2023/13908/A,NR/2023/13519/A,NR/2023/13165/A,NR/2023/13254/A,NR/2023/13150/A,ER/2023/10784/C,NR/2023/13387/A,NR/2023/16077/A,NR/2023/16291/F/II,Total
26,06:15-06:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0,0.000000,4.850000,9.450000,0.000000,120.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.680000,1198.25

27,06:30-06:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0,0.000000,4.850000,9.450000,0.000000,120.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.680000,1198.25

28,06:45-07:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0.53,0.000000,4.850000,9.450000,0.000000,120.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.680000,1198.78

29,07:00-07:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,1.13,0.000000,4.850000,9.350000,0.000000,120.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.680000,1163.28

30,07:15-07:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,1.56,0.000000,4.850000,9.350000,0.000000,120.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.680000,1163.71

31,07:30-07:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,2.14,0.000000,4.850000,9.350000,0.000000,100.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.680000,1144.29

32,07:45:08:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,2.05,0.000000,4.850000,9.350000,0.000000,100.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.680000,1144.2

33,08:00-08:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,2.95,0.000000,4.850000,9.270000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1045.31

34,08:15-08:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,2.66,0.000000,4.850000,9.270000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1045.02

35,08:30-08:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,3.19,0.000000,4.850000,9.270000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1045.55

36,08:45:09:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,3.030000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,5.95,0.000000,4.850000,9.270000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1048.31

37,09:00:09:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.88,29.110000,4.850000,9.270000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1164.63

38,09:15-09:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.63,29.110000,4.850000,9.270000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1164.38

39,09:30-09:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,3.75,29.110000,4.850000,9.270000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1162.5

40,09:45-10:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,3.83,29.110000,4.850000,9.270000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1162.58

41,10:00-10:15,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,3.13,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1131.06

42,10:15-10:30,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,3.84,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1131.77

43,10:30-10:45,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,6.050000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,7.04,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1134.97

44,10:45-11:00,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.87,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1136.84

45,11:00-11:15,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.9,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1137.78

46,11:15-11:30,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,6.73,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1138.61

47,11:30-11:45,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,6.79,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1138.67

48,11:45-12:00,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,7.23,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1139.11

49,12:00-12:15,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.9,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1137.78

50,12:15-12:30,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.15,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1137.03

51,12:30-12:45,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.81,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1136.69

52,12:45-13:00,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,6.04,29.110000,4.850000,9.080000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1137.92

53,13:00-13:15,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,6.6,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1138.57

54,13:15-13:30,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.55,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1137.52

55,13:30-13:45,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,6.99,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1138.96

56,13:45-14:00,142.620000,67.910000,19.230000,0.000000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.65,29.110000,4.850000,9.170000,0.000000,60.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1136.62

57,14:00-14:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.07,29.110000,4.850000,9.350000,0.000000,60.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1225.58

58,14:15-14:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.57,29.110000,4.850000,9.350000,0.000000,60.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1226.08

59,14:30-14:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,2.36,29.110000,4.850000,9.350000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1163.87

60,14:45-15:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.68,29.110000,4.850000,9.350000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.970000,1167.19

61,15:00-15:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.16,0.000000,4.850000,9.540000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.870000,1136.65

62,15:15-15:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,5.44,0.000000,4.850000,9.540000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.870000,1137.93

63,15:30-15:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,4.34,0.000000,4.850000,9.540000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.870000,1136.83

64,15:45-16:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,0.85,0.000000,4.850000,9.540000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.870000,1133.34

65,16:00-16:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,0.59,0.000000,4.850000,9.820000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1133.31

66,16:15-16:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,1.55,0.000000,4.850000,9.820000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1134.27

67,16:30-16:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,0.97,0.000000,4.850000,9.820000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1133.69

68,16:45-17:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,16.01,10.090000,0.000000,8.250000,20.370000,0.000000,63.060000,48.510000,24.260000,1.38,0.000000,4.850000,9.820000,0.000000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1134.1

69,17:00-17:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0.67,0.000000,4.850000,10.100000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1050.77

70,17:15-17:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0.44,0.000000,4.850000,10.100000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1050.54

