Block,Time,JHAJJAR,KGSU1AND2,NLCEXP,NLCTS2EXP,RAPPB,VALLURNTECL,ANTA_RF,KHSTPP-I,KOLDAM,NJPC,RSTPSU1TO6,TEHRI,UNCHAHAR3,URI,ANTA_LF,AURY_CRF,AURY_LF,BRBCL,MAPS,NLCIIST1,UNCHAHAR2,BSIUL,KGSU3AND4,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,NLCIIST2,SALAL,TALST2,UNCHAHAR1,URI2,DADRI_LF,CHAMERA2,FSTPP I & II,KKNP,RAMPUR,RAPPC,TANDA2,AURY_GF,DADRI_GF,CHAMERA1,CHAMERA3,NAPP,PARBATI3,RIHAND1,SASAN,SEWA2,TANAKPUR,TelanganaSTPP,DULHASTI,NNTPP,RIHAND3,RSTPSU7,SIMHST2,TALA,ANTA_GF,AURY_RF,DADRT2,DHAULIGNGA,KHSTPP-II,NTPL,RIHAND2,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_CRF,DADRI_CRF,DADRI_RF
65,16:00-16:15,654.3,0,0,0,0,0,42.94,33.69,0,0,0,15.56,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

66,16:15-16:30,654.3,0,0,0,0,0,42.94,33.69,0,0,0,31.12,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

67,16:30-16:45,624.3,0,0,0,0,0,42.94,33.69,0,18.94,0,46.68,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

68,16:45-17:00,624.3,0,0,0,0,0,42.94,33.69,0,37.88,0,46.68,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

69,17:00-17:15,624.3,0,0,0,0,0,43.26,33.69,0,70.17,0,46.68,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,3.33,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.75,0,1.15,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

70,17:15-17:30,624.3,0,0,0,0,0,43.57,33.69,0,75.76,0,46.68,26.39,1.11,0,0,0,20,0,0,42.39,1.1,0,0,0,8.88,0,0,9.29,0,9.71,4.31,23.57,13.17,20.3,0,0,26.39,0,0,0,12.04,9.67,44.11,0,92,360,7.9,1.15,0,16.48,0,124.32,0,0,0,0,71.46,682.79,7.92,148.3,0,118.75,0,125.96,0,0,0,0,69.38

71,17:30-17:45,624.3,0,0,0,0,0,44.41,33.69,0,99.43,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,27.14,19.38,44.11,0,92,371.25,7.9,1.54,0,32.95,0,124.32,0,0,0,0,71.46,682.79,15.98,148.3,0,118.75,0,125.96,0,0,0,0,69.38

72,17:45-18:00,624.3,0,0,0,0,0,44.41,33.69,0,99.43,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,27.14,19.38,44.11,0,92,382.5,7.9,1.54,0,32.95,0,124.32,0,0,0,0,71.46,682.79,25.1,148.3,0,118.75,0,125.96,0,0,0,0,69.38

73,18:00-18:15,624.3,0,0,0,0,0,44.63,33.69,0,99.43,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,27.14,19.38,44.11,0,92,393.75,7.9,1.54,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

74,18:15-18:30,624.3,0,0,0,0,0,44.83,33.69,0,99.43,0,62.24,26.39,4.41,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,27.14,19.38,44.11,0,92,405,7.9,1.54,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

75,18:30-18:45,624.3,0,0,0,0,0,44.83,33.69,0,99.43,0,62.24,26.39,4.41,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,12.04,19.38,44.11,0,92,410.62,7.9,1.54,0,32.95,0,124.32,0,0,0,0,71.46,682.79,26.29,148.3,0,118.75,0,125.96,0,0,0,0,69.38

76,18:45-19:00,624.3,0,0,0,0,0,44.83,33.69,0,75.76,0,62.24,26.39,4.41,0,0,0,20,0,0,42.39,2.2,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,26.34,20.3,0,0,26.39,0,0,0,0,9.67,44.11,0,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.79,15.98,148.3,0,118.75,0,125.96,0,0,0,0,69.38

77,19:00-19:15,654.3,0,0,0,0,0,45.05,33.69,0,75.76,0,46.68,26.39,4.41,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,13.17,20.3,0,0,26.39,0,0,0,0,9.67,44.11,3.82,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.79,7.92,148.3,0,118.75,0,125.96,0,0,0,0,69.38

78,19:15-19:30,654.3,0,0,0,0,0,45.05,33.69,0,56.82,0,46.68,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,3.33,20.3,0,0,26.39,0,0,0,0,9.67,44.11,16.55,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

79,19:30-19:45,654.3,0,0,0,0,0,44.41,33.69,0,37.88,0,31.12,26.39,4.41,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,16.55,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

80,19:45-20:00,654.3,0,0,0,0,0,44.41,33.69,0,18.94,0,29.86,26.39,4.41,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,16.55,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

81,20:00-20:15,654.3,0,0,0,0,0,44.41,33.69,0,0,0,29.86,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,16.55,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,682.78,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

82,20:15-20:30,654.3,0,0,0,0,0,44.41,33.69,0,0,0,15.56,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,16.55,92,410.62,0,1.54,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

83,20:30-20:45,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,18.83,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,16.55,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

84,20:45-21:00,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,3.56,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

85,21:00-21:15,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

86,21:15-21:30,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,8.83,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

87,21:30-21:45,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,8.83,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

88,21:45-22:00,654.3,0,0,0,0,0,44.41,33.69,0,0,0,0,26.39,15.45,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

89,22:00-22:15,654.3,0,0,0,0,0,44.63,33.69,0,0,0,0,26.39,15.45,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

90,22:15-22:30,654.3,0,0,0,0,0,44.83,33.69,0,0,0,0,26.39,15.45,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

91,22:30-22:45,654.3,0,0,0,0,0,44.83,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

92,22:45-23:00,654.3,0,0,0,0,0,44.83,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

93,23:00-23:15,654.3,0,0,0,0,0,44.83,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

94,23:15-23:30,654.3,0,0,0,0,0,45.05,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

95,23:30-23:45,654.3,0,0,0,0,0,45.05,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

96,23:45-24:00,654.3,0,0,0,0,0,45.05,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,410.62,0,0,0,16.48,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

