Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,KOLDAM,DADRT2,CHAMERA3,CHAMERA2,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA1,BSIUL,BRBCL,ANTA_CRF,ANTA_GF,ANTA_RF,AURY_CRF,ANTA_LF,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,KHSTPP-I,SALAL,SEWA2,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,RSTPSU7,SINGRAULI,TALA,KGSU3AND4,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RIHAND3,RAPPB,PARBATI3,NLCTS2EXP,NLCIIST2,NTPL,NNTPP,RAMPUR,KUDGI,NAPP,NJPC,NLCEXP,MAPS,KOTESHWR,NLCIIST1,JHAJJAR,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,12.83,15.83,0,297.03,0,0,114.5,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,15.88,0,0,4.14,20.37,32.73,1.07,25.35,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

64,15:45-16:00,0,16.03,15.83,0,297.03,0,0,136.63,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,15.88,0,0,4.14,20.37,32.73,1.07,31.38,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

65,16:00-16:15,0,16.03,15.83,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,19.75,0,0,4.14,23.69,38.53,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

66,16:15-16:30,0,16.03,15.83,0,297.72,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,4.14,25.36,36.15,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,22.47,0,0,8.53,0,351.11,0,0,0,0,0,0

67,16:30-16:45,0,16.03,15.83,0,354.29,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,36.15,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,22.47,0,0,8.53,0,351.11,0,0,0,0,0,0

68,16:45-17:00,0,16.03,15.83,0,433.82,0,3.2,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,36.15,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,44.96,0,0,8.53,0,437.59,0,0,0,0,0,0

69,17:00-17:15,0,16.03,15.83,0,512.25,0,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,1.06,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,67.42,0,0,8.53,0,522.7,0,0,0,0,0,0

70,17:15-17:30,0,16.03,15.83,0,514.77,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,11.54,6.26,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,5.06,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,88.44,0,0,8.53,0,598.2,0,0,0,0,0,0

71,17:30-17:45,8.78,16.03,31.66,0,545.72,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,12.28,10.12,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,111.91,0,0,9.47,0,599.5,0,0,0,0,0,0

72,17:45-18:00,16.88,16.03,31.66,0,558.51,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,40.5,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,53.58,10.12,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,111.91,0,0,9.47,0,599.5,0,0,0,0,0,0

73,18:00-18:15,26.34,16.03,31.66,0,613.05,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,40.5,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,53.58,14.47,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,111.91,0,0,9.47,0,609.11,0,0,0,0,0,0

74,18:15-18:30,26.34,16.03,31.66,0,636.74,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,40.5,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,40.19,14.47,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,111.91,0,0,9.47,0,613.91,0,0,0,0,0,0

75,18:30-18:45,26.34,16.03,31.66,0,656.02,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,40.5,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,32.04,40.19,10.12,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,111.91,0,0,9.47,0,628.3,0,0,0,0,0,0

76,18:45-19:00,26.34,16.03,31.66,0,656.02,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,40.5,6.26,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,32.07,40.19,5.06,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,109.19,0,0,8.53,0,628.65,0,0,0,0,0,0

77,19:00-19:15,26.34,16.03,31.66,0,607.21,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,23.53,1.06,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,40.73,4.24,31.74,40.19,3.2,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,3.67,0,0,0,0,0,0,42.48,89.8,0,0,8.53,0,628.65,0,0,0,0,0,0

78,19:15-19:30,15.35,16.03,31.66,0,592.59,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,11.54,0,19.22,0,0,0,0,0,44.85,0,19.75,0,0,4.14,25.36,40.73,25.45,31.74,8.93,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,67.42,0,0,8.53,0,628.65,0,0,0,0,0,0

79,19:30-19:45,7.61,16.03,31.66,0,582.98,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,4.14,25.36,40.73,25.45,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,44.96,0,0,8.53,0,628.65,0,0,0,0,0,0

80,19:45-20:00,0,16.03,31.66,0,573.38,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,4.14,25.36,40.73,25.45,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,22.47,0,0,8.53,0,628.65,0,0,0,0,0,0

81,20:00-20:15,0,16.03,31.66,0,546.47,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,4.14,25.36,40.73,3.18,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,0,0,0,8.53,0,552.26,0,0,0,0,0,0

82,20:15-20:30,0,16.03,31.66,0,514.77,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,19.75,0,0,4.14,25.36,40.73,3.18,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,0,0,0,8.53,0,465.79,0,0,0,0,0,0

83,20:30-20:45,0,16.03,31.66,0,514.77,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,19.75,0,0,4.14,25.36,35.11,3.18,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,0,0,0,8.53,0,379.31,0,0,0,0,0,0

84,20:45-21:00,0,16.03,31.66,0,514.77,9.29,3.2,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,35.11,25.45,31.74,1.35,0,0,394.52,0,0,0,0,1.48,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,3.42,0,0,0,0,0,0,42.48,0,0,0,8.53,0,379.31,0,0,0,0,0,0

85,21:00-21:15,0,16.03,15.83,0,514.77,9.29,11.52,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,35.11,25.45,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,366.49,0,0,0,0,0,0

86,21:15-21:30,0,16.03,15.83,0,514.77,9.29,11.52,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,35.11,25.45,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,361.68,0,0,0,0,0,0

87,21:30-21:45,0,13.62,15.83,0,514.77,9.29,11.52,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,19.75,0,0,10.34,25.36,35.11,25.45,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,361.68,0,0,0,0,0,0

88,21:45-22:00,0,13.62,15.83,0,514.77,9.29,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,17.62,0,0,10.34,23.32,31.82,3.18,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

89,22:00-22:15,0,13.62,15.83,0,448.19,9.29,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,19.75,0,0,10.34,25.36,35.11,1.07,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

90,22:15-22:30,0,12.39,15.83,0,377.2,9.29,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,17.03,0,0,10.34,21.85,35.11,1.07,31.74,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

91,22:30-22:45,0,12.39,15.83,0,339.79,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,10.34,19.1,30.29,6.37,31.74,1.35,0,0,394.52,0,0,0,0,2.46,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

92,22:45-23:00,0,12.39,15.83,0,335.94,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,10.34,19.1,30.29,6.37,31.74,1.35,0,0,394.52,0,0,0,0,2.46,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

93,23:00-23:15,0,12.39,15.83,0,332.11,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,4.14,19.1,30.29,6.37,31.74,1.35,0,0,394.52,0,0,0,0,2.46,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

94,23:15-23:30,0,12.39,15.83,0,319.63,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,4.14,19.1,30.29,1.07,31.74,1.35,0,0,394.52,0,0,0,0,2.46,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

95,23:30-23:45,0,12.39,15.83,0,293.19,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,4.14,19.1,30.29,1.07,31.74,1.35,0,0,394.52,0,0,0,0,1.97,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

96,23:45-24:00,0,12.39,15.83,0,293.19,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.78,0,0,4.14,19.1,30.29,1.07,31.74,1.35,0,0,394.52,0,0,0,0,1.97,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,350.15,0,0,0,0,0,0

