Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1766,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1899,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/2197,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1599,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/3428,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1475,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024
34,08:15-08:30,4.04,4,9,1.76,150,25.97,0,13.47,1.53,0,1.71,25.97,1.14,0,0,0,13.47,0,1.71,12.01,9.94,21,27.73,19,27.73,42.49,10,14.17,32.66,12,27.74,20.2,4,14.17,9,32.67,86.77,24.22,115.03,100.22,130.59,43.29,135.3,0.69,1.56

35,08:30-08:45,5.97,5,7,2.39,150,28.86,0,13.47,1.53,0,2.33,28.86,1.14,0,0,0,13.47,0,2.33,12.01,13.56,18,29.23,23.98,29.23,40.99,10,13.67,31,12,29.24,29.86,5,13.67,9,31,86.77,24.22,115.03,100.22,130.59,43.29,135.3,0.69,1.56

36,08:45-09:00,7.94,7,9,3.01,150,28.86,0,13.47,1.53,0,2.93,28.86,1.14,0,0,0,13.47,0,2.93,11.81,16.59,21,29.23,29.17,29.23,40.01,10,13.33,28.34,13,29.24,39.72,5,13.33,10,28.33,86.77,24.72,115.03,100.22,130.59,43.29,135.3,0.69,1.56

37,09:00-09:15,10.26,8,9,3.43,150,33.67,0,13.47,1.48,0,3.34,33.67,1.14,0,0,0,13.47,0,3.34,12.01,19.77,21,29.23,34.56,29.23,39,10,13,26,20,29.24,51.27,6,13,12,26,86.77,25.23,115.03,100.22,130.59,43.29,135.3,0.69,1.65

38,09:15-09:30,13.33,11,10,4.01,150,33.67,0,13.47,1.48,0,3.92,33.67,1.14,0,0,0,13.47,0,3.92,12.01,22.92,25,30.23,40.4,30.23,37.5,10,12.5,24.34,25,30.24,66.63,7,12.5,13,24.33,86.77,25.23,115.03,100.22,130.59,43.29,135.3,0.69,1.65

39,09:30-09:45,19.83,12,16,4.99,150,33.67,0,13.47,1.48,0,4.87,33.67,1.14,0,0,0,13.47,0,4.87,12.01,26.11,39,30.23,47.19,30.23,34.01,10,11.33,21.66,37,30.24,99.14,8,11.33,17,21.67,86.77,25.23,70.15,100.22,130.59,43.29,135.3,0.69,1.65

40,09:45-10:00,22.97,13,19,5.97,150,36.56,0,13.47,1.48,0,5.83,36.56,1.14,0,0,0,13.47,0,5.83,12.01,29.12,46,30.23,28.05,30.23,31.01,10,10.33,20,42,30.24,114.85,10,10.33,20,20,86.77,25.73,70.15,100.22,130.59,43.29,135.3,0.69,1.65

41,10:00-10:15,29.17,17,19,5.86,150,36.56,0,13.47,1.48,0,5.72,36.56,1.14,0,0,0,13.47,0,5.72,9,32.47,46,30.23,32.11,30.23,34.01,6,11.33,18.34,45,30.24,145.83,12,11.33,23,18.33,86.77,26.74,70.15,100.22,130.59,43.29,135.3,0.69,1.56

42,10:15-10:30,30.78,20,22,6.56,150,36.56,0,13.47,1.48,0,6.4,36.56,1.14,0,0,0,13.47,0,6.4,9.2,34.81,53,30.23,35.57,30.23,31.01,6,10.33,18.66,48,30.24,153.89,13,10.33,27,18.67,86.77,26.74,70.15,100.22,130.59,43.29,135.3,0.69,1.56

43,10:30-10:45,37.65,23,25,7.25,150,28.86,0,8.74,1.48,0,7.07,28.86,1.14,0,0,0,8.74,0,7.07,13.81,39.47,58,30.23,38.38,30.23,27.49,6,9.17,19,52,30.24,188.22,15,9.17,29,19,86.77,26.74,70.15,100.22,130.59,26.23,135.3,0.69,1.56

44,10:45-11:00,39.8,25,31,7.93,150,28.86,0,8.74,1.48,0,7.74,28.86,1.14,0,0,0,8.74,0,7.74,14.21,42.14,72,30.23,45.34,30.23,25.01,6,8.33,19.34,57,30.24,198.99,17,8.33,33,19.33,86.77,26.74,70.15,100.22,130.59,26.23,135.3,0.69,1.56

45,11:00-11:15,41.65,27,37,8.74,150,28.86,0,8.74,1.48,0,8.53,28.86,1.14,0,0,0,8.74,0,8.53,14.41,44.54,88,30.57,51.84,30.57,25.01,4.67,8.33,19.66,82,30.56,208.25,22,8.33,43,19.67,86.77,26.74,70.15,100.22,130.59,26.23,135.3,0.69,1.92

46,11:15-11:30,43.16,29,45,9.55,150,28.86,0,8.74,1.48,0,9.31,28.86,1.14,0,0,0,8.74,0,9.31,14.61,46.68,105,30.57,39.13,30.57,25.01,4.67,8.33,20,85,30.56,215.81,27,8.33,53,20,86.77,27.25,70.15,100.22,130.59,26.23,135.3,0.69,1.92

47,11:30-11:45,44.17,30,48,10.35,150,22.3,0,8.74,1.48,0,10.1,22.3,1.14,0,0,0,8.74,0,10.1,14.61,48.68,112,30.57,42.96,30.57,25.01,4.67,8.33,20,89,30.56,220.83,28,8.33,57,20,86.77,27.25,70.15,100.22,130.59,26.23,135.3,0.69,1.92

48,11:45-12:00,44.17,30,54,10.77,150,22.3,0,8.74,1.48,0,10.51,22.3,1.14,0,0,0,8.74,0,10.51,14.61,50.01,126,30.57,43.79,30.57,25.01,4.67,8.33,20,89,30.56,220.83,33,8.33,67,20,86.77,27.25,70.15,100.22,130.59,26.23,135.3,0.69,1.92

49,12:00-12:15,44.17,33,66,10.77,150,22.3,0,8.74,1.48,0,10.51,22.3,1.14,0,0,0,8.74,0,10.51,14.21,56.11,154,30.57,48.72,30.57,25.01,4.67,8.33,16.66,92,30.56,220.83,40,8.33,80,16.67,74.58,27.25,70.15,100.22,130.59,26.23,135.3,0.69,1.92

50,12:15-12:30,44.17,34,70,10.77,150,22.3,0,8.74,1.48,0,10.51,22.3,1.14,0,0,0,8.74,0,10.51,13.81,56.11,165,30.57,49.76,30.57,28.5,5.33,9.5,16.66,92,30.56,220.83,42,9.5,83,16.67,74.58,27.25,70.15,100.22,130.59,26.23,135.3,0.69,1.92

51,12:30-12:45,45.38,43,75,13.57,150,22.3,0,8.74,1.48,0,13.24,22.3,1.14,0,0,0,8.74,0,13.24,13.81,56.11,175,30.57,49.83,30.57,25.01,5.33,8.33,17,93,30.56,226.87,45,8.33,90,17,74.58,26.24,70.15,100.22,130.59,43.29,135.3,0.69,1.92

52,12:45-13:00,45.38,43,78,16.28,150,22.3,0,8.74,1.48,0,13.24,22.3,1.14,0,0,0,8.74,0,13.24,13.41,56.11,182,30.57,47.56,30.57,25.01,5.33,8.33,17.34,93,30.56,226.87,45,8.33,90,17.33,74.58,26.24,70.15,100.22,112.34,43.29,135.3,0.69,1.92

53,13:00-13:15,45.38,43,78,16.28,150,22.3,0,8.74,1.53,0,13.24,22.3,1.14,0,0,0,8.74,0,13.24,15.01,56.11,182,30.57,45.51,30.57,25.01,5.33,8.33,17.66,93,30.56,226.87,43,8.33,87,17.67,74.58,26.24,70.15,100.22,112.34,43.29,135.3,0.69,1.92

54,13:15-13:30,45.38,42,76,15.78,150,22.3,0,8.74,1.53,0,12.84,22.3,1.14,0,0,0,8.74,0,12.84,14.61,56.11,179,30.57,47.29,30.57,25.01,5.33,8.33,18,92,30.56,226.87,43,8.33,87,18,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

55,13:30-13:45,45.38,41,81,15.19,150,22.3,0,8.74,1.53,0,12.35,22.3,1.14,0,0,0,8.74,0,12.35,14.21,55.98,189,30.57,46.27,30.57,33,5.33,11,18.34,91,30.56,226.87,45,11,90,18.33,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

56,13:45-14:00,45.38,40,78,14.31,150,22.3,0,8.74,1.53,0,11.63,22.3,1.14,0,0,0,8.74,0,11.63,14.21,55.21,182,30.57,45.01,30.57,33.49,5.33,11.17,18.66,90,30.56,226.87,44,11.17,88,18.67,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

57,14:00-14:15,45.21,39,75,14,150,22.3,0,8.74,1.53,0,11.38,22.3,1.14,0,0,0,8.74,0,11.38,14.21,53.61,175,30.57,42.97,30.57,34.5,9.67,11.5,19,87,30.56,226.06,42,11.5,83,19,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

58,14:15-14:30,43.41,37,72,13.85,150,22.3,0,8.74,1.53,0,11.25,22.3,1.14,0,0,0,8.74,0,11.25,14.41,51.16,168,30.57,41.94,30.57,34.5,10,11.5,20,83,30.56,217.02,40,11.5,80,20,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

59,14:30-14:45,41.21,35,64,12.74,150,22.3,0,8.74,1.53,0,10.36,22.3,1.14,0,0,0,8.74,0,10.36,14.41,48.3,151,30.57,33.12,30.57,34.99,9.67,11.67,20,78,30.56,206.06,38,11.67,75,20,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

60,14:45-15:00,38.72,33,58,11.64,150,22.3,0,8.74,1.53,0,9.47,22.3,1.14,0,0,0,8.74,0,9.47,14.21,45.13,137,30.57,31.64,30.57,35.51,9.67,11.83,20,73,30.56,193.61,35,11.83,70,20,74.58,25.73,70.15,100.22,112.34,43.29,135.3,0.69,1.92

61,15:00-15:15,35.99,31,55,10.55,150,22.3,0,8.74,1.57,0,8.59,22.3,1.22,0,0,0,8.74,0,8.59,18.01,41.79,130,30.57,27.32,30.57,36,9.33,12,20,69,30.56,179.96,32,12,63,20,74.58,25.73,70.15,100.22,130.59,43.29,135.3,0.69,1.92

62,15:15-15:30,33.04,28,49,10.41,150,22.3,0,8.74,1.57,0,7.7,22.3,1.22,0,0,0,8.74,0,7.7,17.81,38.26,116,30.57,25.22,30.57,37.01,9.33,12.33,20,60,30.56,165.22,29,12.33,59,20,74.58,25.73,70.15,100.22,130.59,43.29,135.3,0.69,1.92

63,15:30-15:45,29.88,24,43,9.22,150,22.3,0,8.74,1.57,0,6.81,22.3,1.22,0,0,0,8.74,0,6.81,20.01,34.52,102,32.79,23.18,25,37.99,9,12.67,20,55,32.78,149.41,26,12.67,52,20,74.58,25.73,70.15,100.22,130.59,43.29,135.3,0.69,1.92

64,15:45-16:00,26.5,21,37,8,150,22.3,0,8.74,1.57,0,5.92,22.3,1.22,0,0,0,8.74,0,5.92,20.61,30.54,88,32.96,21.55,18,37.99,8.67,12.67,20,47,31.68,132.48,22,12.67,43,20,86.77,26.24,70.15,100.22,130.59,43.29,135.3,0.69,1.92

65,16:00-16:15,22.9,17,30,6.64,150,24.05,0,8.74,1.62,0,4.91,24.05,1.22,0,0,0,8.74,0,4.91,21.41,26.32,70,33,16.56,10,25.01,8,8.33,20,42,22.37,114.47,18,8.33,35,20,86.77,26.74,70.15,100.22,130.59,43.29,135.3,0.85,1.92

66,16:15-16:30,19.12,12,24,5.28,150,24.05,0,8.74,1.62,0,3.91,24.05,1.22,0,0,0,8.74,0,3.91,21.61,21.94,56,25.08,18.24,5,24,7.33,8,20,33,14.57,95.57,13,8,27,20,86.77,26.74,70.15,100.22,130.59,43.29,135.3,0.85,1.92

67,16:30-16:45,15.21,6,15,3.92,150,36.56,0,8.74,1.62,0,2.89,36.56,1.22,0,0,0,8.74,0,2.89,21.81,17.38,35,13.44,13.12,1,22.5,6.67,7.5,20.34,25,8.34,76.07,9,7.5,19,20.33,86.77,26.74,66,100.22,130.59,43.29,135.3,0.85,1.92

68,16:45-17:00,11.26,3,6,2.56,150,36.56,0,8.74,1.62,0,1.89,36.56,1.22,0,0,0,8.74,0,1.89,21.41,12.62,14,5.46,7.79,0,21.49,6,7.17,17.66,16,3.48,56.31,5,7.17,10,17.67,86.77,26.24,66,100.22,130.59,43.29,135.3,0.85,1.92

69,17:00-17:15,7.61,2,3,1.95,150,30.78,0,13.47,1.62,0,1.43,30.78,1.3,0,0,0,13.47,0,1.43,16.61,8.21,7,2,4.1,0,21.49,9,7.17,17.66,11,0.85,38.05,2,7.17,4,17.67,86.77,26.24,66,100.22,130.59,43.29,135.3,0.85,1.92

70,17:15-17:30,4.56,1,1,1.34,150,30.78,0,13.47,1.62,0,0.98,30.78,1.3,0,0,0,13.47,0,0.98,16.21,4.62,4,0.56,1.81,0,21.49,7.67,7.17,17.66,7,1.29,22.8,0,7.17,1,17.67,86.77,26.74,115.03,100.22,130.59,38.48,135.3,0.85,1.92

71,17:30-17:45,2.38,0,0,0.72,150,30.78,0,13.47,1.62,0,0.53,30.78,1.3,0,0,0,13.47,0,0.53,16.01,2.22,1,0.04,0.34,0,21.49,7.67,7.17,17.66,3,0.74,11.92,0,7.17,0,17.67,86.77,26.74,115.03,100.22,130.59,38.48,135.3,0.85,1.92

72,17:45-18:00,1.02,0,0,0.11,150,30.78,0,13.47,1.62,0,0.08,30.78,1.3,0,0,0,13.47,0,0.08,16.01,0.82,0,0.02,0,0,21.49,7.67,7.17,17.66,2,0.41,5.1,0,7.17,0,17.67,86.77,26.24,115.03,100.22,130.59,38.48,135.3,0.85,1.92

73,18:00-18:15,0.08,0,0,0,150,33.67,0,13.47,1.62,0,0,33.67,1.3,0,50,150,13.47,0,0,13.01,0.19,0,0,0,0,21.49,7.67,7.17,17.66,0,0,0.37,0,7.17,0,17.67,86.77,26.24,115.03,100.22,130.59,38.48,135.3,0.77,1.92

74,18:15-18:30,0.01,0,0,0,150,33.67,0,13.47,1.62,0,0,33.67,1.3,0,50,150,13.47,0,0,12.81,0.01,0,0,0,0,21.49,7.67,7.17,17.66,0,0,0.02,0,7.17,0,17.67,86.77,25.73,115.03,100.22,130.59,38.48,135.3,0.77,1.92

75,18:30-18:45,0,0,0,0,150,33.67,0,13.47,1.62,0,0,33.67,1.3,0,50,150,13.47,0,0,12.61,0,0,0,0,0,21.49,7.67,7.17,15,0,0,0,0,7.17,0,15,86.77,25.73,115.03,100.22,130.59,38.48,135.3,0.77,1.92

76,18:45-19:00,0,0,0,0,150,33.67,0,13.47,1.62,0,0,33.67,1.3,0,50,150,13.47,0,0,12.81,0,0,0,0,0,21.49,7.67,7.17,15,0,0,0,0,7.17,0,15,86.77,25.73,115.03,100.22,130.59,38.48,135.3,0.77,1.92

77,19:00-19:15,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,150,13.47,0,0,9,0,0,0,0,0,21.49,7.67,7.17,15,0,0,0,0,7.17,0,15,86.77,25.73,66,100.22,130.59,38.48,135.3,0.77,1.92

78,19:15-19:30,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,150,13.47,0,0,9,0,0,0,0,0,21.49,7.67,7.17,15,0,0,0,0,7.17,0,15,86.77,25.73,66,100.22,130.59,38.48,135.3,0.77,1.92

79,19:30-19:45,0,0,0,0,150,33.67,0,13.47,1.57,0,0,33.67,1.22,0,50,150,13.47,0,0,9,0,0,0,0,0,21.49,7.67,7.17,15,0,0,0,0,7.17,0,15,86.77,25.73,66,100.22,130.59,26.23,135.3,0.77,1.92

