Block,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,ER/09072024/09072024/HPX-TAMCTG-090724-01596,NR/09072024/09072024/IEX_240708_01445,NR/01102023/19072037/LT-05,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/30092023/31122025/SH-07,NR/01072024/31072024/R2,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),SR/01102023/07102043/L_NR_2018_61,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024
9,02:00-02:15,8.17,24.5,0,0,0,0,0,0,0,0,0,0,23.67,8.16,0,0,11,0,0,23.67,10.380000,163.760000,261.540000,52.980000,76.380000,7.040000,0.000000,30.830000,0.000000,272.370000,17.740000,0.000000,0.000000,0.000000,0.000000,66.070000,15.120000,81.880000,30.830000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,32.750000,12.410000

10,02:15-02:30,8,24,0,0,0,0,0,0,0,0,0,0,21.67,8,0,0,11,0,0,21.67,10.380000,163.760000,261.540000,52.980000,76.380000,7.040000,0.000000,30.830000,0.000000,272.370000,17.740000,0.000000,0.000000,0.000000,0.000000,66.070000,15.120000,81.880000,30.830000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,32.750000,12.410000

11,02:30-02:45,7.83,23.5,0,0,0,0,0,0,0,0,0,0,20.67,7.84,0,0,10.66,0,0,20.67,10.380000,163.760000,261.540000,52.980000,76.380000,7.040000,0.000000,25.920000,0.000000,272.370000,17.740000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,32.750000,12.410000

12,02:45-03:00,7.67,23,0,0,0,0,0,0,0,0,0,0,20,7.66,0,0,10.66,0,0,20,10.380000,163.760000,261.540000,52.980000,76.380000,7.040000,0.000000,25.920000,0.000000,272.370000,17.740000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,41.81,32.750000,12.410000

13,03:00-03:15,6.67,20,0,0,0,0,0,0,0,0,0,0,35,6.66,0,0,10.34,0,0,35,10.380000,163.760000,261.540000,52.980000,57.510000,6.860000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,41.81,0.000000,12.410000

14,03:15-03:30,6.67,20,0,0,0,0,0,0,0,0,0,0,34,6.66,0,0,10.34,0,0,34,10.380000,163.760000,225.970000,52.980000,57.510000,6.860000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.580000,61.410000,15.590000,81.880000,41.21,0.000000,12.410000

15,03:30-03:45,11.17,33.5,0,0,0,0,0,0,0,0,0,0,36.67,11.16,0,0,12.34,0,0,36.67,10.380000,163.760000,225.970000,52.980000,57.510000,6.860000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.260000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

16,03:45-04:00,10.67,32,0,0,0,0,0,0,0,0,0,0,36,10.66,0,0,12,0,0,36,10.380000,163.760000,225.970000,52.980000,57.510000,6.860000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.260000,0.000000,10.580000,61.410000,15.590000,81.880000,42.01,0.000000,12.410000

17,04:00-04:15,10.33,31,0,0,0,0,0,0,0,0,0,0,34.33,10.34,0,0,11.66,0,0,34.33,10.310000,163.760000,194.540000,52.980000,57.510000,6.670000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.260000,0.000000,10.350000,61.410000,15.590000,81.880000,41.01,0.000000,12.410000

18,04:15-04:30,10,30,0,0,0,0,0,0,0,0,0,0,33.33,10,0,0,11.34,0,0,33.33,10.310000,163.760000,165.640000,52.980000,57.510000,6.670000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.760000,0.000000,10.350000,61.410000,15.590000,81.880000,40.01,0.000000,12.410000

19,04:30-04:45,9.67,29,0,0,0,0,0,0,0,0,0,0,32,9.66,0,0,10.34,0,0,32,10.310000,163.760000,165.640000,52.980000,57.510000,6.670000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.760000,0.000000,10.350000,61.410000,15.590000,81.880000,39.01,0.000000,12.410000

20,04:45-05:00,9.33,28,0,0,0,0,0,0,0,0,0,0,29.67,9.34,0,0,10,0,0,29.67,10.310000,163.760000,165.640000,52.980000,57.510000,6.670000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.760000,0.000000,10.350000,61.410000,15.590000,81.880000,38.21,0.000000,12.410000

21,05:00-05:15,8.83,26.5,0,0,0,0,0,0,0,0,0,0,22.67,8.84,0,0,8.34,0,0,22.67,10.420000,163.760000,201.190000,100.360000,63.170000,6.480000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,28.760000,0.000000,10.350000,61.410000,15.590000,81.880000,37.42,0.000000,12.410000

22,05:15-05:30,8.67,26,0,0,0,0,0,0,0,0,0,0,21.33,8.66,0,0,7.66,0,0,21.33,10.420000,163.760000,201.190000,100.360000,63.170000,6.480000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.350000,61.410000,15.590000,81.880000,36.82,0.000000,12.410000

23,05:30-05:45,8.33,25,0,0,0,0,0,0,0,0,0,0,20.33,8.34,0,0,7.34,0,0,20.33,10.420000,163.760000,201.190000,52.980000,57.510000,6.480000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.350000,61.410000,15.590000,81.880000,36.62,0.000000,12.410000

24,05:45-06:00,8,24,0.2,0.26,0,0,0,0,0,0,1.29,0,18.67,8,0,0,7,0,1.832436,18.67,10.420000,163.760000,201.190000,52.980000,57.510000,6.480000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.350000,61.410000,15.590000,81.880000,36.22,0.000000,12.410000

25,06:00-06:15,7.83,23.5,1,0.45,11.33,0,1,0.94,0,0,2.27,0,17.33,7.84,1,6.25,7,1,3.50892,17.33,10.420000,163.760000,201.190000,100.360000,63.170000,6.300000,0.000000,25.920000,0.000000,272.370000,16.370000,0.000000,0.000000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.000000,27.250000,0.000000,10.110000,61.410000,15.590000,81.880000,24.01,0.000000,12.410000

26,06:15-06:30,7.83,23.5,2,0.96,17.73,0,1,3.31,1,0,4.78,2,16,7.84,4,9.09,7,2,7.651395,16,10.420000,163.760000,201.190000,100.360000,63.170000,6.300000,0.000000,25.920000,0.000000,272.370000,16.370000,0.190000,0.200000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.190000,27.250000,0.000000,10.110000,61.410000,15.590000,81.880000,24.41,0.000000,12.410000

27,06:30-06:45,7.67,23,5,1.93,25.5,0,3,5.32,3,0,9.67,5,14.67,7.66,7,13.1,7,5,12.563883,14.67,10.420000,163.760000,201.190000,100.360000,63.170000,6.300000,0.000000,25.920000,0.000000,272.370000,13.610000,0.590000,0.600000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.590000,27.250000,0.000000,10.110000,61.410000,15.590000,81.880000,25.41,0.000000,12.410000

28,06:45-07:00,7.67,23,6,3.29,33,0,6,7.98,4,0,16.48,9,14.67,7.66,14,22.03,7,8,18.295119,14.67,10.420000,163.760000,201.190000,100.360000,63.170000,6.300000,0.000000,25.920000,0.000000,272.370000,13.610000,0.930000,0.960000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,0.930000,27.250000,0.000000,10.110000,61.410000,15.590000,81.880000,25.41,0.000000,12.410000

29,07:00-07:15,7.83,23.5,7,4.86,33,0,9,11.95,5,0,24.29,16,14.67,7.84,21,33,7,11,24.689151,14.67,10.420000,163.760000,165.640000,52.980000,57.510000,6.120000,0.000000,25.920000,0.000000,272.370000,13.610000,1.360000,1.390000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,1.360000,26.750000,0.000000,10.110000,61.410000,15.590000,81.880000,22.01,0.000000,12.410000

30,07:15-07:30,8.17,24.5,12,6.73,33,0,15,17.22,8,0,33.66,26,14.67,8.16,35,33,7,16,31.502304,14.67,10.420000,163.760000,165.640000,52.980000,57.510000,6.120000,0.000000,25.920000,0.000000,272.370000,13.610000,1.860000,1.910000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,1.860000,26.750000,0.000000,10.110000,61.410000,15.590000,81.880000,22.41,0.000000,12.410000

31,07:30-07:45,7.5,22.5,16,8.95,33,0,18,16.67,10,0,44.76,33,14.67,7.5,42,33,7,20,37.204299,14.67,10.420000,163.760000,109.820000,52.980000,57.510000,6.120000,0.000000,25.920000,0.000000,250.460000,13.610000,2.440000,2.500000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,2.440000,26.750000,0.000000,10.110000,61.410000,15.590000,81.880000,22.61,0.000000,12.410000

32,07:45:08:00,7.5,22.5,19,11.28,33,0,22,18.34,13,0,56.4,33,14.67,7.5,53,33,7,27,42.604137,14.67,10.420000,163.760000,109.820000,52.980000,57.510000,6.120000,0.000000,25.920000,0.000000,231.190000,13.610000,3.360000,3.440000,0.000000,0.000000,70.220000,15.120000,81.880000,25.920000,20.470000,3.360000,27.750000,0.000000,10.110000,61.410000,15.590000,81.880000,22.81,0.000000,12.410000

33,08:00-08:15,7.5,22.5,23,15.94,33,0,27,24,15,0,79.71,33,14.67,7.5,63,33,7,30,47.818782,14.67,9.840000,0.000000,109.820000,52.980000,57.510000,5.970000,0.000000,25.920000,0.000000,210.960000,13.610000,4.310000,4.410000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,4.310000,27.750000,0.000000,10.110000,0.000000,15.590000,0.000000,35.82,0.000000,12.410000

34,08:15-08:30,7.5,22.5,26,19.15,33,0,33,31,18,0,95.75,33,14.67,7.5,77,33,7,37,52.799499,14.67,9.840000,0.000000,109.820000,52.980000,57.510000,5.970000,0.000000,25.920000,0.000000,210.960000,13.610000,5.250000,5.390000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,5.250000,28.760000,0.000000,10.110000,0.000000,15.590000,0.000000,35.82,0.000000,12.410000

35,08:30-08:45,6.67,20,29,22.22,33,0,37,37,19,0,111.08,33,14.67,6.66,88,33,7,41,54.573453,14.67,9.680000,0.000000,109.820000,52.980000,57.510000,5.970000,0.000000,25.920000,0.000000,210.960000,13.610000,6.220000,6.370000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,6.220000,29.780000,0.000000,9.810000,0.000000,15.590000,0.000000,33.02,0.000000,12.410000

36,08:45:09:00,6.67,20,32,25.29,33,0,43,45,23,0,126.44,33,14.67,6.66,102,33,7,47,55.577394,14.67,9.680000,0.000000,109.820000,52.980000,57.510000,5.970000,0.000000,25.920000,0.000000,210.960000,13.610000,7.120000,7.300000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,7.120000,29.780000,0.000000,9.810000,0.000000,15.590000,0.000000,32.82,0.000000,12.410000

37,09:00:09:15,6.67,20,34,28.53,33,0,51,53,28,0,142.64,33,14.67,6.66,119,33,7,59,55.694358,14.67,7.740000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,7.950000,8.150000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,7.950000,27.750000,0.000000,9.810000,0.000000,15.590000,0.000000,33.22,0.000000,12.410000

38,09:15-09:30,6.67,20,36,32.05,33,0,55,58,31,0,160.26,33,14.67,6.66,130,33,7,64,55.177767,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,8.730000,8.950000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,8.730000,27.750000,0.000000,9.810000,0.000000,15.590000,0.000000,32.02,0.000000,12.410000

39,09:30-09:45,6.67,20,39,35.28,33,0,63,64,33,0,176.39,33,14.67,6.66,147,33,7,70,69.067242,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,9.960000,10.210000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,9.960000,27.750000,0.000000,9.810000,0.000000,15.590000,0.000000,28.61,0.000000,12.410000

40,09:45-10:00,6.67,20,39.5,38.24,33,0,69,68,36,0,191.18,33,14.67,6.66,161,33,7,74,83.804706,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,11.020000,11.300000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,11.020000,27.750000,0.000000,9.810000,0.000000,15.590000,0.000000,29.01,0.000000,12.410000

41,10:00-10:15,6.67,20,40.5,40.48,33,0,73,73,39,0,202.41,33,14.67,6.66,172,33,7,83,97.889121,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,11.790000,12.090000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,11.790000,27.750000,0.000000,9.420000,0.000000,2.890000,0.000000,27.01,0.000000,12.410000

42,10:15-10:30,6.67,20,42.5,42.54,33,0,76,77,42,0,212.7,33,14.67,6.66,179,33,7,88,110.930607,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,12.570000,12.870000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,12.570000,28.250000,0.000000,9.420000,0.000000,2.890000,0.000000,27.21,0.000000,12.410000

43,10:30-10:45,6.67,20,42.5,45.08,33,0,78,80,43,0,225.4,33,14.67,6.66,182,33,7,91,104.380623,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,13.220000,13.550000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,13.220000,28.250000,0.000000,9.420000,0.000000,2.890000,0.000000,22.41,0.000000,12.410000

44,10:45-11:00,6.67,20,43.5,46,33,0,78,83,44,0,230,33,14.67,6.66,182,33,7,91,96.046938,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.840000,0.000000,25.920000,0.000000,210.960000,10.850000,13.850000,14.200000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,13.850000,28.250000,0.000000,9.420000,0.000000,2.890000,0.000000,22.81,0.000000,12.410000

45,11:00-11:15,6.67,20,44.5,46,33,0,81,85,45,0,230,33,14.67,6.66,189,33,7,95,86.153733,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,210.960000,10.850000,14.330000,14.680000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,14.330000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,23.01,0.000000,12.410000

46,11:15-11:30,6.67,20,44.5,46,33,0,81,87,45,0,230,33,14.67,6.66,189,33,7,95,75.022659,14.67,9.140000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,210.960000,10.850000,14.630000,15.000000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,14.630000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,23.21,0.000000,12.410000

47,11:30-11:45,6.67,20,44.5,46,33,0,81,87,45,0,230,33,14.67,6.66,189,33,7,95,84.292056,14.67,9.300000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,231.190000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,8.580000,0.000000,2.890000,0.000000,23.21,0.000000,12.410000

48,11:45-12:00,6.67,20,45.5,46,33,0,81,87,45,0,230,33,14.67,6.66,189,33,7,95,93.483477,14.67,9.300000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,231.190000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,8.580000,0.000000,2.890000,0.000000,23.41,0.000000,12.410000

49,12:00-12:15,6.67,20,46.5,46,33,0,81,87,45,0,230,33,14.67,6.66,189,33,7,95,102.031596,14.67,9.600000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,231.190000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,8.580000,0.000000,2.890000,0.000000,33.02,0.000000,12.410000

50,12:15-12:30,6.67,20,46.5,46,33,0,81,87,45,0,230,33,14.67,6.66,189,33,7,95,109.468557,14.67,9.600000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,250.460000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,8.580000,0.000000,2.890000,0.000000,33.22,0.000000,12.410000

51,12:30-12:45,6.67,20,46.5,46,33,0,81,86,45,0,230,33,14.67,6.66,189,33,7,95,106.232553,14.67,9.600000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,250.460000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,8.580000,0.000000,2.890000,0.000000,33.62,0.000000,12.410000

52,12:45-13:00,6.67,20,45.5,46,33,0,81,86,45,0,230,33,14.67,6.66,189,33,7,95,102.840597,14.67,9.600000,0.000000,109.820000,52.980000,57.510000,5.690000,0.000000,25.920000,0.000000,250.460000,10.850000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,26.240000,0.000000,8.580000,0.000000,2.890000,0.000000,34.02,0.000000,12.410000

53,13:00-13:15,6.67,20,45.5,46,33,0,81,86,45,0,230,33,14.67,6.66,189,33,7,95,98.668881,14.67,8.530000,0.000000,109.820000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,250.460000,8.090000,15.740000,16.130000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.740000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,34.62,0.000000,12.410000

54,13:15-13:30,6.67,20,45.5,46,33,0,81,86,45,0,230,33,14.67,6.66,189,33,7,94,93.834369,14.67,8.530000,0.000000,109.820000,52.980000,57.510000,5.610000,0.000000,25.920000,0.000000,250.460000,8.090000,15.650000,16.040000,0.000000,0.000000,70.220000,15.120000,0.000000,25.920000,0.000000,15.650000,27.250000,0.000000,9.190000,0.000000,2.890000,0.000000,35.22,0.000000,12.410000

