Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/16082024/31082024/APL-Raigarh_august,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/MPL/24-25/STOA/128
25,06:00-06:15,8,1,0.06,9.17,27.5,9.16,23,1,0,0.82,7.01,1,23,0,0,1,0.32,0,0,86.75,26.7256,4.94,7.91,0,0,100.19,26.7256,96.17,30.78,0,70.08,261.1,0,14.03,0,8.77,1.64,8.02,16.34,0,24.04,271.92,96.17,12.39,48.08,21.16

26,06:15-06:30,8.34,2,0.56,9,27,9,22,4,0,2.92,7.01,2,22,1,1,1,2.79,0,0,86.75,26.7799,4.94,7.91,0,0,100.19,26.7799,96.17,30.27,0,70.08,261.1,0,15.21,0,13.8,4.68,12.62,16.34,0,24.04,271.92,96.17,12.39,48.08,21.16

27,06:30-06:45,8.66,3,0.8,8.33,25,8.34,21.67,7,0,4.94,7.01,5,21.67,3,5,3,4.02,0,0.3,86.75,26.7799,4.94,7.91,0,0.3,100.19,26.7799,96.17,30.27,0.31,70.08,261.1,0,16.36,0,22.6,8.8,20.71,16.34,0,24.04,271.92,96.17,12.39,48.08,21.16

28,06:45-07:00,9,5,1.35,8.33,25,8.34,21,14,0,7.94,7.01,8,21,4,12,6,6.78,0,0.7,67.83,26.7799,4.94,7.91,0,0.7,100.19,26.7799,96.17,30.27,0.71,70.08,205.37,0,16.36,0,30.92,14.11,30.92,16.34,0,24.04,250.04,96.17,12.39,48.08,21.16

29,07:00-07:15,9.34,7,2.07,13.17,39.5,13.16,23,21,0,10,7.01,10,23,5,20,9,10.33,0,1.13,57.41,26.7799,4.81,7.91,0,1.13,96.35,26.7799,96.17,30.27,1.14,70.08,171.18,0,17.54,0,28.6,20.82,28.6,16.34,0,24.04,230.81,96.17,12.39,48.08,21.16

30,07:15-07:30,9.66,8,2.92,13.17,39.5,13.16,25.33,28,0,13,7.01,12,25.33,6,26.4,12,14.6,0,1.21,57.41,26.7799,4.81,7.91,0,1.21,100.19,26.7799,96.17,30.27,1.24,70.08,156.76,0,18.72,0,26.4,28.53,26.4,16.34,0,24.04,230.81,96.17,12.39,48.08,21.16

31,07:30-07:45,18.34,9,4.41,12.83,38.5,12.84,33.33,39,0,17,7.01,15,33.33,7,28.74,16,22.04,0,1.62,57.41,26.7256,4.81,7.91,0,1.62,100.19,26.7256,96.17,30.78,1.65,70.08,173.99,0,19.92,0,28.73,35.89,28.73,16.34,0,24.04,230.81,96.17,12.39,48.08,21.16

32,07:45-08:00,18.66,11,6.13,12.33,37,12.34,34.33,49,0,20,7.01,20,34.33,10,29.4,21,30.68,0,2.76,57.41,26.7256,4.81,7.91,0,2.76,81.74,26.7256,96.17,30.78,2.83,70.08,125.91,0,21.49,0,29.4,43.64,29.4,16.34,0,24.04,230.81,96.17,12.39,48.08,21.16

33,08:00-08:15,16.66,14,7.24,9,27,9,35,53,0,22,7.01,25,35,12,30.06,22,36.2,0,2.76,57.41,26.7256,4.81,7.91,0,2.76,52.89,26.7256,96.17,30.27,2.83,70.08,109.63,0,21.49,0,30.07,51.74,30.07,12.67,0,24.04,230.81,96.17,12.39,48.08,21.16

34,08:15-08:30,16.66,17,8.34,9.17,27.5,9.16,36,63,0,25,7.01,30,36,15,31.74,27,41.73,0,2.9,57.41,26.7256,4.81,7.91,0,2.9,52.89,26.7256,96.17,30.27,2.97,70.08,109.63,0,22.68,0,31.73,59.99,31.73,12.67,0,24.04,230.81,96.17,12.39,48.08,21.16

35,08:30-08:45,12.34,15,9.75,9.17,27.5,9.16,25,77,0,27,7.01,37,25,18,32.66,33,48.75,0,3.36,57.41,26.7256,4.81,7.91,0,3.36,52.89,26.7256,96.17,30.27,3.43,70.08,109.63,0,23.71,0,32.67,66.59,32.67,12.67,0,24.04,212.54,96.17,12.39,48.08,21.16

36,08:45-09:00,12.66,17,11.23,9,27,9,25.33,91,0,30,7.01,44,25.33,21,32.66,39,56.14,0,3.79,57.41,26.7256,4.81,7.91,0,3.79,52.89,26.7256,96.17,30.28,3.89,70.08,109.63,0,24.77,0,32.67,72.89,32.67,12.67,0,24.04,212.54,96.17,12.39,48.08,21.16

37,09:00-09:15,12,20,12.77,8.83,26.5,8.84,26,106,0,33,7.01,52,26,25,33,46,63.84,0,4.47,57.41,26.7256,4.71,0,0,4.47,52.89,26.7256,0,30.28,4.59,70.08,109.63,0,24.77,0,33,78.48,33,12.67,0,0,212.54,0,12.39,0,0

38,09:15-09:30,12.34,23,15.76,8.83,26.5,8.84,26.33,117,0,38,7.01,58,26.33,27,33,50,78.79,0,5.15,57.41,26.7256,4.71,0,0,5.15,52.89,26.7256,0,28.26,5.28,70.08,109.63,0,24.77,0,33,83.42,33,12.67,0,0,212.54,0,12.39,0,0

39,09:30-09:45,12,23,17.39,8.67,26,8.66,26.67,127,0,43,11,63,26.67,30,33,55,86.97,0,5.83,57.41,26.7256,4.71,0,0,5.83,52.89,26.7256,0,28.26,5.98,70.08,109.63,0,24.77,0,33,90.65,33,12.67,0,0,212.54,0,12.39,0,0

40,09:45-10:00,11.66,25,18.94,8.67,26,8.66,27.33,138,0,47,10.8,68,27.33,32,33,59,94.68,0,6.51,57.41,26.7256,4.71,0,0,6.51,52.89,26.7256,0,28.26,6.67,70.08,109.63,0,24.77,0,33,97.95,33,12.67,0,0,212.54,0,12.39,0,0

41,10:00-10:15,12,25,20.68,8.83,26.5,8.84,27.33,148,0,52,10,64,27.33,31,33,64,103.42,0,10.51,57.41,26.7256,4.71,0,0,10.51,76.94,26.7256,0,29.27,10.77,70.08,109.63,0,24.77,0,33,103.68,33,12.67,0,0,212.54,0,12.39,0,0

42,10:15-10:30,12,26,21.92,8.83,26.5,8.84,27.33,159,0,56,9,68,27.33,32,33,68,109.62,0,11.1,57.41,26.7256,4.71,0,0,11.1,76.94,26.7256,0,28.26,11.37,70.08,109.63,0,24.77,0,33,107.65,33,12.67,0,0,212.54,0,12.39,0,0

43,10:30-10:45,12,29,23.26,8.83,26.5,8.84,23.33,163,0,50,17.01,80,23.33,38,33,70,116.28,0,4.64,57.41,26.7256,4.71,0,0,4.64,76.94,26.7256,0,28.26,4.76,70.08,109.63,0,24.77,0,33,108.92,33,12.67,0,0,212.54,0,12.39,0,0

44,10:45-11:00,12.66,30,24.21,8.83,26.5,8.84,23.33,169,0,53,16.81,84,23.33,40,33,73,121.02,0,4.65,57.41,26.7256,4.71,0,0,4.65,76.94,26.7256,0,28.26,4.78,70.08,109.63,0,24.77,0,33,109.46,33,12.67,0,0,212.54,0,12.39,0,0

45,11:00-11:15,8.66,29,18.47,9.17,27.5,9.16,34,161,0,52,16.41,76,34,36,33,69,92.37,0,4.71,57.41,26.7256,4.71,0,0,4.71,76.94,26.7256,0,28.26,4.82,70.08,109.63,0,24.77,0,33,109.32,33,12.67,0,0,212.54,0,12.39,0,0

46,11:15-11:30,8.66,30,18.64,9.5,28.5,9.5,34.67,168,0,53,15.61,78,34.67,37,33,72,93.21,0,4.68,57.41,26.7256,4.71,0,0,4.68,76.94,26.7256,0,28.26,4.8,70.08,109.63,0,24.77,0,33,108.43,33,12.67,0,0,212.54,0,12.39,0,0

47,11:30-11:45,8.66,26,18.81,11.5,34.5,11.5,34.67,151,0,53,15.01,71,34.67,34,33,64,94.05,0,8.32,57.41,26.7256,4.71,0,0,8.32,76.94,26.7256,0,28.26,8.52,70.08,109.63,0,24.77,0,33,104.13,33,12.67,0,0,212.54,0,12.39,0,0

48,11:45-12:00,9.34,29,18.83,12,36,12,35,154,0,55,14.41,71,35,34,33,66,94.16,0,8.28,57.41,26.7256,4.71,0,0,8.28,76.94,26.7256,0,27.75,8.49,70.08,109.63,0,24.77,0,33,99.4,33,12.67,0,0,212.54,0,12.39,0,0

49,12:00-12:15,10,30,18.84,12.5,37.5,12.5,35.67,158,0,57,14.01,78,35.67,37,33,67,94.18,0,8.3,57.41,26.7256,4.86,0,0,8.3,76.94,26.7256,0,27.75,8.51,65.94,109.63,0,24.77,0,33,86.61,33,15.69,0,0,212.54,0,12.39,0,0

50,12:15-12:30,10,32,18.85,13.33,40,13.34,36.33,158,0,58,13.01,78,36.33,37,33,67,94.27,0,8.3,57.41,26.7256,4.86,0,0,8.3,76.94,26.7256,0,27.75,8.51,65.94,109.63,0,24.77,0,33,81.67,33,15.69,0,0,212.54,0,12.39,0,0

51,12:30-12:45,15,30,18.88,13.67,41,13.66,37.33,161,0,57,17.61,76,37.33,36,33,69,94.4,0,8.3,57.41,26.7256,4.86,0,0,8.3,100.19,26.7256,0,27.75,8.51,65.94,109.63,0,24.77,0,33,87.5,33,15.69,0,0,212.54,0,12.39,0,0

52,12:45-13:00,15.34,32,18.88,14.17,42.5,14.16,37.67,161,0,57,17.41,76,37.67,36,33,69,94.39,0,8.28,57.41,26.7256,4.86,0,0,8.28,100.19,26.7256,0,27.75,8.49,65.94,157.72,0,24.77,0,33,93.03,33,15.69,0,0,212.54,0,12.39,0,0

53,13:00-13:15,15.34,29,18.87,14.83,44.5,14.84,38.33,172,0,58,17.21,81,38.33,39,33,73,94.38,0,5,57.41,26.7256,4.86,0,0,5,100.19,26.7256,0,27.75,5.14,65.94,168.3,0,24.77,0,33,98.09,33,15.69,0,0,212.54,0,12.39,0,0

54,13:15-13:30,15.34,30,18.76,15.67,47,15.66,39.33,172,0,58,17.01,81,39.33,39,33,73,93.82,0,5,57.41,26.7256,4.86,0,0,5,100.19,26.7256,0,27.75,5.14,65.94,168.3,0,24.77,0,33,102.73,33,15.69,0,0,212.54,0,12.39,0,0

55,13:30-13:45,15.66,29,18.64,15.83,47.5,15.84,37.33,172,0,50,11.61,81,37.33,39,33,73,93.21,0,5,57.41,26.7256,4.86,0,0,5,100.19,26.7256,0,27.75,5.14,65.94,168.3,0,24.77,0,33,101.57,33,15.69,0,0,212.54,0,12.39,0,0

56,13:45-14:00,15.66,29,18.5,16.17,48.5,16.16,38.33,172,0,48,11.81,81,38.33,39,33,73,92.5,0,5,57.41,26.7256,4.86,0,0,5,100.19,26.7256,0,27.25,5.14,65.94,216.38,0,24.77,0,33,98.72,33,15.69,0,0,230.81,0,12.39,0,0

57,14:00-14:15,16,29,22.59,16.5,49.5,16.5,39,168,0,42,11.61,81,39,39,33,72,112.98,0,5,76.25,26.7256,4.99,0,0,5,100.19,26.7256,0,27.25,5.14,70.08,259.52,0,24.77,0,33,94.74,33,15.69,0,0,250.04,0,12.39,0,0

58,14:15-14:30,16,29,22.33,16.83,50.5,16.84,40,165,0,41,11.21,78,40,38,33,70,111.65,0,5,76.25,26.7256,4.99,0,0,5,100.19,26.7256,0,27.25,5.14,70.08,259.52,0,24.77,0,33,89.92,33,15.69,0,0,271.92,0,12.39,0,0

59,14:30-14:45,16.34,29,22.32,17.33,52,17.34,41,158,0,66,12.01,76,41,36,33,67,111.62,0,5,76.25,26.7256,4.99,0,0,5,100.19,26.7256,0,28.26,5.14,70.08,259.52,0,24.77,0,33,85.41,33,15.69,0,0,271.92,0,12.39,0,0

60,14:45-15:00,16.34,29,21.68,17.83,53.5,17.84,41.67,151,0,70,13.6,73,41.67,35,33,64,108.43,0,5,76.25,24.6584,4.99,0,0,5,100.19,24.6584,0,28.26,5.14,70.08,259.52,0,24.77,0,33,80.71,33,15.69,0,0,271.92,0,12.39,0,0

61,15:00-15:15,16.66,29,20.6,18,54,18,42.33,140,0,61,12.01,68,42.33,32,33,60,103.03,0,5,76.25,26.7799,5.22,0,0,5,100.19,26.7799,0,28.26,5.14,70.08,259.52,0,24.77,0,33,84.13,33,15.69,0,0,271.92,0,12.39,0,0

62,15:15-15:30,17.66,26,19.96,18.33,55,18.34,43,131,0,60,12.41,64,43,31,33,56,99.8,0,5,76.25,26.7799,5.22,0,0,5,100.19,26.7799,0,28.26,5.14,70.08,259.52,0,24.77,0,33,77.69,33,15.69,0,0,271.92,0,12.39,0,0

63,15:30-15:45,18.66,26,20.18,18.5,55.5,18.5,35,119,0,59,12.61,58,35,27,33,51,100.91,0,5,76.25,26.7799,5.22,0,0,5,100.19,26.7799,0,28.26,5.14,70.08,259.52,0,24.77,0,33,71.05,33,15.69,0,0,271.92,0,12.39,0,0

64,15:45-16:00,19.34,25,19.63,18.83,56.5,18.84,35.33,109,0,56,13.01,53,35.33,25,33,46,98.15,0,5,76.25,26.7256,5.22,0,0,5,100.19,26.7256,0,28.26,5.14,70.08,259.52,0,24.77,0,33,64.3,33,15.69,0,0,271.92,0,12.39,0,0

65,16:00-16:15,21,23,18.39,18.83,56.5,18.84,36,95,0,42,8,46,36,22,33,40,91.93,0,5,76.25,26.7256,5.55,0,0,5,100.19,26.7256,0,28.26,5.14,70.08,259.52,0,24.77,0,33,57.5,33,17.26,0,0,271.92,0,12.39,0,0

66,16:15-16:30,22,21,17.22,18.83,56.5,18.84,36.67,86,0,38,8,43,36.67,20,33,37,86.08,0,5,76.25,26.7256,5.55,0,0,5,100.19,26.7256,0,29.27,5.14,70.08,259.52,0,24.77,0,33,50.63,33,17.26,0,0,271.92,0,12.39,0,0

67,16:30-16:45,22.34,17,15.63,18.83,56.5,18.84,41.67,88,0,35,8,41,41.67,19,22,37,78.17,0,4.67,76.25,26.7256,5.55,0,0,4.67,100.19,26.7256,0,29.27,4.8,70.08,259.52,0,24.77,0,33,47.45,33,17.26,0,0,271.92,0,12.39,0,0

68,16:45-17:00,22.34,15,13.7,18.83,56.5,18.84,41.33,77,0,33,8,36,41.33,17,12,33,68.53,0,4.67,76.25,26.7256,5.55,0,0,4.67,100.19,26.7256,0,29.27,4.8,70.08,259.52,0,24.77,0,33,40.01,33,17.26,0,0,271.92,0,12.39,0,0

69,17:00-17:15,22,12,11.63,18.5,55.5,18.5,40.67,67,0,28,12.01,29,40.67,14,7,28,58.13,0,4.39,76.25,26.7256,5.91,0,0,4.39,100.19,26.7256,96.17,29.27,4.5,70.08,259.52,0,24.77,0,33,32.8,31.56,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

70,17:15-17:30,23.34,10,9.34,18,54,18,40.33,53,0,25,11.61,22,40.33,11,1,22,46.68,0,3.66,76.25,26.7799,5.91,0,0,3.66,100.19,26.7799,96.17,30.28,3.76,70.08,259.52,0,24.77,0,28.03,25.89,25.64,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

71,17:30-17:45,21,8,7.09,22.5,67.5,22.5,40,42,0,18,11.41,17,40,8,0,18,35.43,0,2.93,86.75,26.7799,5.91,0,0,2.93,100.19,26.7799,96.17,30.28,3,70.08,259.52,0,24.77,0,22.34,18.95,20.42,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

72,17:45-18:00,22,7,5.39,22,66,22,39.67,32,0,15,11.01,12,39.67,6,0,13,26.93,0,2.19,86.75,26.7799,5.91,0,0,2.19,100.19,26.7799,96.17,30.28,2.25,70.08,259.52,0,24.77,0,17.36,12.49,15.88,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

73,18:00-18:15,21.66,7,4.22,21.67,65,21.66,39,18,0,12,8.01,7,39,3,0,7,21.08,0,1.73,86.75,25.9996,6.11,7.91,0,1.73,100.19,25.9996,96.17,31.29,1.77,65.94,259.52,0,24.77,0,0,7.25,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

74,18:15-18:30,21.66,5,3,21.33,64,21.34,37.33,11,0,8,8.01,3,37.33,2,0,4,15,0,1.27,86.75,25.9996,6.11,7.91,0,1.27,100.19,25.9996,96.17,31.29,1.3,65.94,259.52,0,24.77,0,0,3.51,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

75,18:30-18:45,21.66,3,2.01,20.83,62.5,20.84,35.33,7,0,6,8.01,1,35.33,1,0,3,10.04,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,74.42,259.52,0,24.77,0,0,0.78,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

76,18:45-19:00,20.66,2,1.19,20,60,20,32.67,4,0,4,8.01,0,32.67,0,0,1,5.96,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,82.9,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

77,19:00-19:15,19.66,1,0.59,16,48,16,31.33,1,0,2,8.01,0,31.33,0,0,0,2.93,0,0,86.75,32,6.11,7.91,0,0,100.19,0,96.17,31.29,0,91.37,259.52,0,24.77,0,0,0,0,17.26,0,24.04,271.92,96.17,12.39,48.08,21.16

