Block,Time,KHSTPP-II,KUDGI,NJPC,NLCIIST2,PARBATI3,SASAN,SINGRAULI,SINGRAULI_HYDRO,TALA,ANTA_CRF,AURY_RF,DADRI_GF,DHAULIGNGA,RSTPSU7,TALST2,ANTA_RF,AURY_GF,BSIUL,CHAMERA1,KGSU3AND4,KOLDAM,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_CRF,CHAMERA2,DADRT2,JHAJJAR,KGSU1AND2,KOTESHWR,NNTPP,PARBATI2,RAPPB,SIMHST2,AURY_LF,BRBCL,KKNP,RIHAND3,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,DADRI_RF,CHAMERA3,KISHANGANGA,MAPS,NLCEXP,NLCTS2EXP,RIHAND1,ANTA_LF,DADRI_LF,DULHASTI,KKNPPU2,RAMPUR,RSTPSU1TO6,SALAL,SEWA2,SIMHST1,UNCHAHAR2,URI2,AURY_CRF,FSTPP I & II,KHSTPP-I,NAPP,NLCIIST1,NTPL,RAPPC,RIHAND2,UNCHAHAR3,URI
19,04:30-04:45,148.3,0,24.61,0,0,410.62,150.25,0.91,0,0,85.35,0,0,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,688.87,500.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,0.97,0,51.13,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

20,04:45-05:00,148.3,0,27.63,0,0,410.62,150.25,0.91,0,0,85.35,0,0,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,688.87,500.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,51.13,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

21,05:00-05:15,148.3,0,55.26,0,0,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,688.87,500.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

22,05:15-05:30,148.3,0,55.26,0,0,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,684.5,490.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

23,05:30-05:45,148.3,0,55.26,0,0,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,684.5,490.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

24,05:45-06:00,148.3,0,55.26,0,0,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,684.54,490.51,0,10.41,0,0,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

25,06:00-06:15,148.3,0,55.26,0,4.29,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,13.04,0,0,0,1.54,25.96,0,0,32.49,684.54,490.51,0,10.41,0,3.75,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,39.75

26,06:15-06:30,148.3,0,55.26,0,4.6,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,13.04,0,0,0,1.54,25.96,0,0,32.49,684.54,490.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,39.75

27,06:30-06:45,148.3,0,55.26,0,4.6,410.62,150.25,0.91,0,0,85.35,0,21.86,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,684.54,490.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,39.75

28,06:45-07:00,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.37,0,19.56,0,0,0,1.54,25.96,0,0,32.49,684.5,490.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,93.98,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,39.75

29,07:00-07:15,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,19.56,0,0,0,1.54,25.96,0,0,32.49,688.87,490.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.45,0,0,0,97.18,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

30,07:15-07:30,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,19.56,0,0,0,1.54,25.96,0,0,32.49,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.45,0,0,0,97.18,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

31,07:30-07:45,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,25.96,0,0,32.49,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.45,0,0,0,97.18,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

32,07:45-08:00,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,12.98,0,0,32.49,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.45,0,0,0,97.18,0,0,59.43,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

33,08:00-08:15,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,12.98,0,0,32.49,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.78

34,08:15-08:30,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,0,0,0,32.49,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,39.75

35,08:30-08:45,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

36,08:45-09:00,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

37,09:00-09:15,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

38,09:15-09:30,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,54.11,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,11.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

39,09:30-09:45,148.3,0,55.26,0,16.86,410.62,150.25,0.91,0,0,85.35,0,0,0,0,53.97,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,2.18,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

40,09:45-10:00,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,0,0,0,53.97,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.26,124.53,27.67,34.23

41,10:00-10:15,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,0,0,0,53.44,0,13.04,0,0,0,1.54,0,0,0,16.25,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.23

42,10:15-10:30,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,0,0,0,53.44,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.23

43,10:30-10:45,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,53.44,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,39.75

44,10:45-11:00,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,53.44,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,39.75

45,11:00-11:15,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,53.05,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,39.75

46,11:15-11:30,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,53.05,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,53.45,18.88,0,44.97,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

47,11:30-11:45,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,53.05,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

48,11:45-12:00,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,52.66,0,13.04,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

49,12:00-12:15,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,52.66,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

50,12:15-12:30,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,10.93,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.45,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

51,12:30-12:45,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

52,12:45-13:00,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

53,13:00-13:15,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

54,13:15-13:30,148.3,0,27.63,0,16.86,410.62,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

55,13:30-13:45,148.3,0,27.63,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

56,13:45-14:00,148.3,0,27.63,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,19.56,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,1.09,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

57,14:00-14:15,148.3,0,53.69,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,2.12,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

